state	year	precinct	ward	cd	ld_name	ld_code	sd	mcd	mcd_code	vtd	fips	g2004_BALL_tv	g2004_USP_rv	g2004_USP_dv	g2004_USP_tv	g2004_USH_rv	g2004_USH_dv	g2004_USH_tv	g2004_STH_rv	g2004_STH_dv	g2004_STH_tv
"MN"	2004	"MINNETONKA W-2 P-D"	2	3	"43B"	86	43	"Minnetonka city"	140	2135	43252	1884	679	1186	1882	941	858	1800	779	990	1772
"MN"	2004	"MINNETONKA W-2 P-E"	2	3	"43B"	86	43	"Minnetonka city"	140	2140	43252	1301	490	799	1307	631	607	1239	512	678	1194
"MN"	2004	"MINNETONKA W-3 P-A"	3	3	"43B"	86	43	"Minnetonka city"	140	2145	43252	1099	465	622	1102	618	421	1039	438	558	998
"MN"	2004	"MINNETONKA W-3 P-B"	3	3	"43B"	86	43	"Minnetonka city"	140	2150	43252	1127	580	536	1130	734	333	1069	620	420	1042
"MN"	2004	"MINNETONKA W-3 P-C"	3	3	"43B"	86	43	"Minnetonka city"	140	2155	43252	1544	801	733	1550	1070	434	1504	902	572	1476
"MN"	2004	"MINNETONKA W-3 P-D"	3	3	"33B"	66	33	"Minnetonka city"	140	2160	43252	587	304	272	598	405	168	574	345	223	568
"MN"	2004	"MINNETONKA W-3 P-E"	3	3	"43B"	86	43	"Minnetonka city"	140	2165	43252	1005	441	549	1017	589	389	978	440	520	962
"MN"	2004	"MINNETONKA W-3 P-F"	3	3	"43B"	86	43	"Minnetonka city"	140	2170	43252	1727	915	792	1732	1153	532	1685	922	725	1651
"MN"	2004	"MINNETONKA W-3 P-G"	3	3	"42A"	83	42	"Minnetonka city"	140	2175	43252	239	108	127	243	148	84	233	114	113	227
"MN"	2004	"MINNETONKA W-3 P-H"	3	3	"33B"	66	33	"Minnetonka city"	140	2180	43252	1335	677	645	1342	910	382	1292	765	513	1278
"MN"	2004	"MINNETONKA W-4 P-A"	4	3	"43B"	86	43	"Minnetonka city"	140	2185	43252	180	94	86	180	133	46	179	102	72	174
"MN"	2004	"MINNETONKA W-4 P-B"	4	3	"33B"	66	33	"Minnetonka city"	140	2190	43252	788	398	380	791	533	234	767	417	343	762
"MN"	2004	"MINNETONKA W-4 P-C"	4	3	"33B"	66	33	"Minnetonka city"	140	2195	43252	1337	697	620	1345	847	428	1277	725	516	1242
"MN"	2004	"MINNETONKA W-4 P-D"	4	3	"42A"	83	42	"Minnetonka city"	140	2200	43252	1321	626	679	1334	818	462	1281	603	657	1261
"MN"	2004	"MINNETONKA W-4 P-E"	4	3	"42A"	83	42	"Minnetonka city"	140	2205	43252	1902	960	917	1919	1247	608	1856	911	908	1821
"MN"	2004	"MINNETONKA W-4 P-F"	4	3	"42A"	83	42	"Minnetonka city"	140	2210	43252	1512	675	814	1522	948	509	1459	669	776	1448
"MN"	2004	"MINNETONKA W-4 P-G"	4	3	"42A"	83	42	"Minnetonka city"	140	2215	43252	1388	627	744	1384	859	475	1337	595	718	1315
"MN"	2004	"MINNETONKA W-4 P-H"	4	3	"42A"	83	42	"Minnetonka city"	140	2220	43252	107	52	55	107	50	47	97	41	51	92
"MN"	2004	"MINNETONKA BEACH P-01"		3	"33B"	66	33	"Minnetonka Beach city"	143	2230	43270	397	245	149	400	323	65	389	279	101	380
"MN"	2004	"MINNETRISTA P-01"		3	"33A"	65	33	"Minnetrista city"	151	2240	43306	3301	2109	1148	3327	2376	823	3202	2156	973	3134
"MN"	2004	"MOUND P-1"		3	"33A"	65	33	"Mound city"	160	2250	44476	464	302	246	564	362	170	533	344	184	528
"MN"	2004	"MOUND P-2"		3	"33A"	65	33	"Mound city"	160	2255	44476	1378	725	628	1392	866	439	1305	781	495	1277
"MN"	2004	"MOUND P-3"		3	"33A"	65	33	"Mound city"	160	2260	44476	1806	973	790	1843	1155	565	1725	1015	661	1682
"MN"	2004	"MOUND P-5"		3	"33A"	65	33	"Mound city"	160	2270	44476	1075	597	461	1090	710	323	1034	637	377	1014
"MN"	2004	"MOUND P-6"		3	"33A"	65	33	"Mound city"	160	2275	44476	895	422	462	903	512	339	851	467	370	837
"MN"	2004	"NEW HOPE P-01"		5	"45A"	89	45	"New Hope city"	165	2290	45628	1509	633	865	1515	532	828	1406	653	745	1447
"MN"	2004	"NEW HOPE P-02"		5	"45A"	89	45	"New Hope city"	165	2295	45628	1177	475	688	1190	370	695	1094	486	610	1129
"MN"	2004	"NEW HOPE P-03N"		5	"45A"	89	45	"New Hope city"	165	2300	45628	997	495	497	1000	416	499	935	504	427	969
"MN"	2004	"NEW HOPE P-03S"		5	"45A"	89	45	"New Hope city"	165	2305	45628	1131	467	658	1131	378	655	1068	472	590	1097
"MN"	2004	"NEW HOPE P-04"		5	"45A"	89	45	"New Hope city"	165	2310	45628	1739	775	944	1746	635	970	1649	821	811	1689
"MN"	2004	"NEW HOPE P-05"		5	"45A"	89	45	"New Hope city"	165	2315	45628	1264	542	710	1274	422	666	1128	528	603	1175
"MN"	2004	"NEW HOPE P-06"		5	"45A"	89	45	"New Hope city"	165	2320	45628	623	239	378	627	194	363	580	233	333	593
"MN"	2004	"NEW HOPE P-06E"		5	"45A"	89	45	"New Hope city"	165	2325	45628	555	231	316	558	157	302	476	217	246	477
"MN"	2004	"NEW HOPE P-07"		5	"45A"	89	45	"New Hope city"	165	2330	45628	1047	499	529	1059	400	554	989	487	472	1010
"MN"	2004	"NEW HOPE P-08"		5	"45A"	89	45	"New Hope city"	165	2335	45628	1350	509	812	1354	402	814	1250	472	740	1262
"MN"	2004	"NEW HOPE P-11"		5	"45B"	90	45	"New Hope city"	165	2336	45628	0	0	0	0	0	0	0	0	0	0
"MN"	2004	"ORONO P-01"		3	"33B"	66	33	"Orono city"	170	2355	48580	1423	865	545	1436	1092	301	1394	934	428	1362
"MN"	2004	"ORONO P-02"		3	"33B"	66	33	"Orono city"	170	2360	48580	992	571	414	1003	701	252	953	592	331	925
"MN"	2004	"ORONO P-03"		3	"33B"	66	33	"Orono city"	170	2365	48580	976	542	417	985	674	268	943	584	338	923
"MN"	2004	"ORONO P-04"		3	"33B"	66	33	"Orono city"	170	2370	48580	1723	1043	662	1733	1283	400	1683	1128	507	1641
"MN"	2004	"OSSEO P-01"		3	"32B"	64	32	"Osseo city"	175	2385	49012	1449	724	699	1449	859	509	1369	627	603	1326
"MN"	2004	"PLYMOUTH W-1 P-01"	1	3	"43A"	85	43	"Plymouth city"	180	2400	51730	629	334	291	633	412	185	597	335	233	569
"MN"	2004	"PLYMOUTH W-1 P-02"	1	3	"43A"	85	43	"Plymouth city"	180	2405	51730	1790	995	773	1806	1158	566	1724	963	679	1643
"MN"	2004	"PLYMOUTH W-1 P-03"	1	3	"43A"	85	43	"Plymouth city"	180	2410	51730	1118	707	401	1122	854	242	1096	724	329	1054
"MN"	2004	"PLYMOUTH W-1 P-04"	1	3	"43A"	85	43	"Plymouth city"	180	2415	51730	2438	1366	1049	2454	1733	627	2363	1455	842	2302
"MN"	2004	"PLYMOUTH W-1 P-05"	1	3	"33A"	65	33	"Plymouth city"	180	2420	51730	1112	610	492	1114	749	329	1078	621	403	1024
"MN"	2004	"PLYMOUTH W-1 P-06"	1	3	"43A"	85	43	"Plymouth city"	180	2425	51730	1334	646	678	1341	782	487	1270	646	582	1230
"MN"	2004	"PLYMOUTH W-1 P-07"	1	3	"33A"	65	33	"Plymouth city"	180	2430	51730	1338	773	557	1345	999	315	1315	747	475	1226
"MN"	2004	"PLYMOUTH W-1 P-08"	1	3	"43A"	85	43	"Plymouth city"	180	2435	51730	1726	902	812	1735	1153	518	1672	913	702	1617
"MN"	2004	"PLYMOUTH W-2 P-09"	2	3	"33A"	65	33	"Plymouth city"	180	2440	51730	1812	970	821	1820	1241	518	1760	990	683	1673
"MN"	2004	"PLYMOUTH W-2 P-10"	2	3	"33A"	65	33	"Plymouth city"	180	2445	51730	1875	1066	785	1892	1401	435	1837	1084	643	1728
"MN"	2004	"PLYMOUTH W-2 P-11"	2	3	"43A"	85	43	"Plymouth city"	180	2450	51730	2006	927	1053	2026	1244	700	1945	974	897	1873
"MN"	2004	"PLYMOUTH W-2 P-12"	2	3	"43B"	86	43	"Plymouth city"	180	2455	51730	1309	733	564	1316	921	347	1270	756	465	1223
"MN"	2004	"PLYMOUTH W-2 P-13"	2	3	"43B"	86	43	"Plymouth city"	180	2460	51730	1506	750	741	1512	1023	443	1467	760	651	1412
"MN"	2004	"PLYMOUTH W-2 P-14"	2	3	"43B"	86	43	"Plymouth city"	180	2465	51730	1414	749	643	1434	978	409	1387	780	563	1344
"MN"	2004	"PLYMOUTH W-3 P-15"	3	3	"43A"	85	43	"Plymouth city"	180	2470	51730	3401	1701	1657	3436	2172	1103	3276	1738	1424	3163
"MN"	2004	"PLYMOUTH W-3 P-16"	3	3	"43A"	85	43	"Plymouth city"	180	2475	51730	1619	734	867	1627	982	576	1560	749	767	1521
"MN"	2004	"PLYMOUTH W-3 P-17"	3	3	"43A"	85	43	"Plymouth city"	180	2480	51730	1432	677	740	1436	851	532	1384	694	647	1344
"MN"	2004	"PLYMOUTH W-3 P-18"	3	3	"43B"	86	43	"Plymouth city"	180	2485	51730	2381	1140	1206	2402	1413	878	2292	1151	1086	2239
"MN"	2004	"PLYMOUTH W-3 P-19"	3	3	"43A"	85	43	"Plymouth city"	180	2490	51730	1009	426	567	1020	551	401	955	421	494	919
"MN"	2004	"PLYMOUTH W-4 P-20"	4	3	"43A"	85	43	"Plymouth city"	180	2495	51730	1721	980	729	1725	1144	509	1654	985	633	1619
"MN"	2004	"PLYMOUTH W-4 P-21"	4	3	"45A"	89	45	"Plymouth city"	180	2500	51730	1703	893	793	1712	1116	534	1651	941	636	1631
"MN"	2004	"PLYMOUTH W-4 P-22"	4	3	"43A"	85	43	"Plymouth city"	180	2505	51730	1421	802	607	1427	980	403	1384	810	530	1341
"MN"	2004	"PLYMOUTH W-4 P-23"	4	3	"43A"	85	43	"Plymouth city"	180	2510	51730	1774	931	831	1784	1175	542	1718	942	722	1666
"MN"	2004	"PLYMOUTH W-4 P-24"	4	3	"45A"	89	45	"Plymouth city"	180	2515	51730	2063	963	1076	2067	1178	779	1958	981	888	1946
"MN"	2004	"PLYMOUTH W-4 P-25"	4	3	"45A"	89	45	"Plymouth city"	180	2520	51730	1856	877	946	1880	1104	680	1787	890	833	1790
"MN"	2004	"RICHFIELD W-1 P-03"	1	5	"63A"	125	63	"Richfield city"	185	2575	54214	2571	1012	1523	2588	819	1495	2392	947	1469	2418
"MN"	2004	"RICHFIELD W-1 P-04"	1	5	"63A"	125	63	"Richfield city"	185	2580	54214	1839	720	1095	1861	579	1080	1721	671	1065	1742
"MN"	2004	"RICHFIELD W-1 P-05"	1	5	"63A"	125	63	"Richfield city"	185	2585	54214	1534	612	906	1546	500	892	1434	592	848	1441
"MN"	2004	"RICHFIELD W-2 P-02"	2	5	"63A"	125	63	"Richfield city"	185	2590	54214	2952	1061	1835	2968	850	1824	2751	982	1730	2716
"MN"	2004	"RICHFIELD W-2 P-06"	2	5	"63A"	125	63	"Richfield city"	185	2595	54214	3179	1261	1871	3197	1009	1892	2982	1117	1857	2976
"MN"	2004	"RICHFIELD W-2 P-07"	2	5	"63B"	126	63	"Richfield city"	185	2600	54214	1134	425	693	1146	323	694	1056	386	653	1042
"MN"	2004	"RICHFIELD W-3 P-01"	3	5	"63B"	126	63	"Richfield city"	185	2605	54214	1578	618	930	1598	452	951	1462	556	901	1459
"MN"	2004	"RICHFIELD W-3 P-08"	3	5	"63B"	126	63	"Richfield city"	185	2610	54214	2237	789	1421	2248	602	1418	2080	720	1343	2068
"MN"	2004	"RICHFIELD W-3 P-09"	3	5	"63B"	126	63	"Richfield city"	185	2615	54214	1843	646	1168	1851	483	1162	1723	563	1165	1731
"MN"	2004	"ROBBINSDALE W-1 P-01"	1	5	"45B"	90	45	"Robbinsdale city"	190	2645	54808	896	311	569	913	260	534	833	265	494	831
"MN"	2004	"ROBBINSDALE W-1 P-02"	1	5	"45B"	90	45	"Robbinsdale city"	190	2650	54808	1019	409	589	1029	339	570	939	338	541	941
"MN"	2004	"ROBBINSDALE W-2 P-01"	2	5	"45B"	90	45	"Robbinsdale city"	190	2655	54808	1163	444	707	1171	365	699	1100	406	633	1098
"MN"	2004	"ROBBINSDALE W-2 P-02"	2	5	"45B"	90	45	"Robbinsdale city"	190	2660	54808	1261	484	750	1264	426	723	1196	442	661	1196
"MN"	2004	"ROBBINSDALE W-3 P-01"	3	5	"45B"	90	45	"Robbinsdale city"	190	2665	54808	1078	417	645	1090	349	609	1002	376	555	1010
"MN"	2004	"ROBBINSDALE W-3 P-02"	3	5	"45B"	90	45	"Robbinsdale city"	190	2670	54808	882	274	586	890	218	557	811	215	541	811
"MN"	2004	"ROBBINSDALE W-4 P-01"	4	5	"45B"	90	45	"Robbinsdale city"	190	2675	54808	934	317	603	943	242	575	865	260	526	866
"MN"	2004	"ROBBINSDALE W-4 P-02"	4	5	"45B"	90	45	"Robbinsdale city"	190	2680	54808	1047	355	673	1056	302	623	973	307	583	978
"MN"	2004	"ROCKFORD P-01"		6	"19B"	38	19	"Rockford city"	195	2695	55006	224	126	93	226	116	108	224	125	88	213
"MN"	2004	"ROGERS P-01"		3	"32A"	63	32	"Rogers city"	200	2710	55186	1432	921	501	1439	1005	360	1367	810	349	1161
"MN"	2004	"ROGERS P-02"		3	"32A"	63	32	"Rogers city"	200	2715	55186	2348	1548	776	2350	1689	559	2248	1386	471	1859
"MN"	2004	"ST ANTHONY P-01"		5	"54A"	107	54	"St. Anthony city"	205	2765	56680	1371	548	803	1379	448	814	1299	529	772	1304
"MN"	2004	"ST ANTHONY P-02"		5	"54A"	107	54	"St. Anthony city"	205	2770	56680	2214	958	1224	2231	797	1283	2124	912	1223	2140
"MN"	2004	"ST BONIFACIUS P-01"		3	"33A"	65	33	"St. Bonifacius city"	210	2780	56770	1326	825	485	1332	871	377	1248	788	411	1200
"MN"	2004	"ST LOUIS PARK W-1 P-01"	1	5	"44B"	88	44	"St. Louis Park city"	215	2790	57220	2476	741	1702	2498	596	1668	2345	647	1684	2335
"MN"	2004	"ST LOUIS PARK W-1 P-02"	1	5	"44B"	88	44	"St. Louis Park city"	215	2795	57220	1534	613	895	1549	503	893	1448	565	884	1450
"MN"	2004	"ST LOUIS PARK W-1 P-03"	1	5	"44B"	88	44	"St. Louis Park city"	215	2800	57220	1387	447	913	1401	394	863	1311	433	880	1318
"MN"	2004	"ST LOUIS PARK W-1 P-04"	1	5	"44A"	87	44	"St. Louis Park city"	215	2805	57220	977	333	621	991	273	609	924	434	512	948
"MN"	2004	"ST LOUIS PARK W-1 P-05"	1	5	"44B"	88	44	"St. Louis Park city"	215	2810	57220	1087	344	726	1099	280	691	1008	279	712	994
"MN"	2004	"ST LOUIS PARK W-2 P-06"	2	5	"44A"	87	44	"St. Louis Park city"	215	2815	57220	858	233	613	866	179	555	781	268	524	794
"MN"	2004	"ST LOUIS PARK W-2 P-07"	2	5	"44A"	87	44	"St. Louis Park city"	215	2820	57220	2496	842	1631	2510	723	1501	2321	1053	1305	2368
"MN"	2004	"ST LOUIS PARK W-2 P-08"	2	5	"44A"	87	44	"St. Louis Park city"	215	2825	57220	1535	551	983	1556	464	958	1465	757	743	1501
"MN"	2004	"ST LOUIS PARK W-2 P-09"	2	5	"44A"	87	44	"St. Louis Park city"	215	2830	57220	2096	713	1352	2121	597	1267	1960	936	1077	2018
"MN"	2004	"ST LOUIS PARK W-3 P-10"	3	5	"44A"	87	44	"St. Louis Park city"	215	2835	57220	2145	669	1432	2148	541	1370	1980	849	1188	2039
"MN"	2004	"ST LOUIS PARK W-3 P-11"	3	5	"44A"	87	44	"St. Louis Park city"	215	2840	57220	1336	502	816	1357	406	819	1274	646	659	1306
"MN"	2004	"ST LOUIS PARK W-3 P-12"	3	5	"44A"	87	44	"St. Louis Park city"	215	2845	57220	1621	550	1051	1633	440	1001	1492	672	861	1539
"MN"	2004	"ST LOUIS PARK W-3 P-13"	3	5	"44B"	88	44	"St. Louis Park city"	215	2850	57220	1854	660	1162	1876	551	1107	1718	615	1117	1736
"MN"	2004	"ST LOUIS PARK W-4 P-14"	4	5	"44B"	88	44	"St. Louis Park city"	215	2855	57220	1517	537	963	1526	461	903	1416	500	908	1410
"MN"	2004	"ST LOUIS PARK W-4 P-15"	4	5	"44B"	88	44	"St. Louis Park city"	215	2860	57220	1440	457	967	1443	345	933	1321	392	935	1331
"MN"	2004	"ST LOUIS PARK W-4 P-16"	4	5	"44B"	88	44	"St. Louis Park city"	215	2865	57220	2081	695	1360	2095	553	1360	1968	592	1372	1967
"MN"	2004	"ST LOUIS PARK W-4 P-17"	4	5	"44B"	88	44	"St. Louis Park city"	215	2870	57220	1502	507	970	1523	404	909	1380	443	923	1372
"MN"	2004	"SHOREWOOD W-1 P-01"	1	3	"33B"	66	33	"Shorewood city"	220	2720	60016	144	90	52	144	103	38	141	93	45	138
"MN"	2004	"SHOREWOOD W-1 P-02"	1	3	"33B"	66	33	"Shorewood city"	220	2725	60016	1035	611	410	1043	745	259	1004	622	360	982
"MN"	2004	"SHOREWOOD W-2 P-01"	2	3	"33B"	66	33	"Shorewood city"	220	2730	60016	1278	667	588	1295	826	403	1229	681	533	1214
"MN"	2004	"SHOREWOOD W-3 P-01"	3	3	"33B"	66	33	"Shorewood city"	220	2735	60016	1217	732	473	1226	871	320	1191	763	418	1181
"MN"	2004	"SHOREWOOD W-4 P-01"	4	3	"33B"	66	33	"Shorewood city"	220	2740	60016	1152	649	493	1158	818	313	1131	709	408	1117
"MN"	2004	"SPRING PARK P-01"		3	"33A"	65	33	"Spring Park city"	225	2755	62014	856	448	402	877	527	279	806	449	341	790
"MN"	2004	"TONKA BAY P-01"		3	"33B"	66	33	"Tonka Bay city"	230	2900	65164	1057	597	445	1066	733	291	1025	646	352	998
"MN"	2004	"WAYZATA P-01"		3	"33B"	66	33	"Wayzata city"	235	2910	68818	2547	1372	1133	2560	1888	604	2492	1528	880	2410
"MN"	2004	"WOODLAND P-01"		3	"33B"	66	33	"Woodland city"	240	2925	71500	343	207	131	348	282	54	336	230	97	328
"MN"	2004	"BLACK HAMMER TWP."		1	"31B"	62	31	"Black Hammer township"	5	5	6292	173	91	78	175	112	55	168	84	85	169
"MN"	2004	"BROWNSVILLE"		1	"31B"	62	31	"Brownsville city"	9	10	8218	320	138	168	328	165	115	294	139	168	309
"MN"	2004	"BROWNSVILLE TWP."		1	"31B"	62	31	"Brownsville township"	10	15	8236	229	97	128	230	115	94	218	105	120	225
"MN"	2004	"CALEDONIA P-1"		1	"31B"	62	31	"Caledonia city"	14	20	9226	659	314	334	658	373	221	619	334	305	640
"MN"	2004	"CALEDONIA P-2"		1	"31B"	62	31	"Caledonia city"	14	25	9226	897	424	443	901	532	275	834	437	430	867
"MN"	2004	"CALEDONIA TWP."		1	"31B"	62	31	"Caledonia township"	15	30	9244	352	180	163	359	238	98	343	205	144	349
"MN"	2004	"CROOKED CREEK TWP."		1	"31B"	62	31	"Crooked Creek township"	25	35	13816	166	82	81	167	95	50	154	84	79	163
"MN"	2004	"EITZEN"		1	"31B"	62	31	"Eitzen city"	30	40	18368	141	82	57	143	86	43	133	77	62	139
"MN"	2004	"HOKAH"		1	"31B"	62	31	"Hokah city"	34	45	29510	323	137	178	322	160	134	309	148	166	315
"MN"	2004	"HOKAH TWP."		1	"31B"	62	31	"Hokah township"	35	50	29528	339	176	158	342	193	123	328	178	154	332
"MN"	2004	"HOUSTON"		1	"31A"	61	31	"Houston city"	39	55	30230	533	287	228	534	326	163	505	181	321	503
"MN"	2004	"HOUSTON TWP."		1	"31A"	61	31	"Houston township"	40	60	30248	256	131	121	258	154	83	249	101	143	244
"MN"	2004	"JEFFERSON TWP."		1	"31B"	62	31	"Jefferson township"	50	65	31814	69	43	25	68	49	16	68	42	26	68
"MN"	2004	"LA CRESCENT P-1"		1	"31B"	62	31	"La Crescent city"	54	70	33866	1421	759	626	1436	842	457	1349	712	650	1366
"MN"	2004	"LA CRESCENT P-2"		1	"31B"	62	31	"La Crescent city"	54	75	33866	1128	500	606	1135	579	452	1081	455	635	1093
"MN"	2004	"LA CRESCENT P-3"		1	"31B"	62	31	"La Crescent city"	54	76	33866	379	189	184	382	217	128	362	174	193	368
"MN"	2004	"LA CRESCENT TWP."		1	"31B"	62	31	"La Crescent township"	55	80	33884	918	535	369	917	579	284	888	492	401	899
"MN"	2004	"MAYVILLE TWP."		1	"31B"	62	31	"Mayville township"	65	85	41228	221	121	100	221	136	68	210	122	92	215
"MN"	2004	"MONEY CREEK TWP."		1	"31A"	61	31	"Money Creek township"	70	90	43648	356	189	157	358	231	104	347	140	203	343
"MN"	2004	"MOUND PRAIRIE TWP."		1	"31B"	62	31	"Mound Prairie township"	75	95	44512	376	189	178	379	218	131	362	179	188	367
"MN"	2004	"SHELDON TWP."		1	"31B"	62	31	"Sheldon township"	80	100	59494	166	91	73	168	109	49	161	97	66	164
"MN"	2004	"SPRING GROVE"		1	"31B"	62	31	"Spring Grove city"	84	105	61852	682	267	390	683	383	252	651	309	352	663
"MN"	2004	"SPRING GROVE TWP."		1	"31B"	62	31	"Spring Grove township"	85	110	61870	259	137	115	256	164	86	251	144	109	254
"MN"	2004	"UNION TWP."		1	"31B"	62	31	"Union township"	95	115	66208	193	119	71	194	131	50	186	111	76	187
"MN"	2004	"WILMINGTON TWP."		1	"31B"	62	31	"Wilmington township"	100	120	70564	254	146	104	256	180	68	252	158	88	247
"MN"	2004	"WINNEBAGO TWP."		1	"31B"	62	31	"Winnebago township"	105	125	70960	143	93	46	144	92	44	140	87	53	140
"MN"	2004	"YUCATAN TWP."		1	"31B"	62	31	"Yucatan township"	110	130	72166	220	114	95	227	142	65	215	119	96	215
"MN"	2004	"ATHENS TWP"		8	"17A"	33	17	"Athens township"	5	5	2602	1260	694	538	1280	473	702	1211	609	598	1208
"MN"	2004	"BRADFORD TWP"		8	"17A"	33	17	"Bradford township"	10	10	7246	1906	1093	787	1926	711	1074	1826	945	895	1842
"MN"	2004	"BRAHAM CITY"		8	"08B"	16	8	"Braham city"	15	15	7282	741	412	315	749	257	420	697	369	320	689
"MN"	2004	"CAMBRIDGE WEST - P1"		8	"17A"	33	17	"Cambridge city"	19	20	9370	2459	1358	1051	2473	938	1391	2364	1201	1175	2379
"MN"	2004	"CAMBRIDGE EAST - P2"		8	"17A"	33	17	"Cambridge city"	19	22	9370	1224	652	555	1235	433	695	1153	565	604	1172
"MN"	2004	"CAMBRIDGE TWP"		8	"17A"	33	17	"Cambridge township"	20	25	9388	1502	800	683	1508	565	858	1454	695	767	1464
"MN"	2004	"DALBO TWP"		8	"08B"	16	8	"Dalbo township"	30	30	14572	406	261	140	411	180	202	388	217	167	384
"MN"	2004	"ISANTI CITY"		8	"17A"	33	17	"Isanti city"	34	35	31328	1595	900	675	1609	606	825	1468	764	740	1509
"MN"	2004	"ISANTI TWP"		8	"17A"	33	17	"Isanti township"	35	40	31346	1392	849	520	1411	595	727	1348	747	610	1359
"MN"	2004	"MAPLE RIDGE TWP"		8	"08B"	16	8	"Maple Ridge township"	45	45	40292	432	241	186	435	157	251	418	196	222	418
"MN"	2004	"NORTH BRANCH TWP"		8	"17A"	33	17	"North Branch township"	50	50	46816	1009	559	432	1018	403	541	965	500	467	967
"MN"	2004	"OXFORD TWP"		8	"17A"	33	17	"Oxford township"	55	55	49354	502	311	185	500	210	250	473	264	206	472
"MN"	2004	"SPENCER BROOK TWP"		8	"17A"	33	17	"Spencer Brook township"	60	60	61672	940	598	327	949	428	437	889	529	366	896
"MN"	2004	"SPRINGVALE TWP"		8	"17A"	33	17	"Springvale township"	65	65	62086	890	516	361	895	350	484	848	453	409	864
"MN"	2004	"STANCHFIELD TWP"		8	"08B"	16	8	"Stanchfield township"	70	70	62347	679	412	259	685	272	376	661	349	304	654
"MN"	2004	"STANFORD TWP"		8	"17A"	33	17	"Stanford township"	75	75	62374	1343	898	435	1347	646	586	1256	803	459	1264
"MN"	2004	"WYANETT TWP"		8	"17A"	33	17	"Wyanett township"	80	80	71896	1088	636	434	1097	432	568	1030	552	477	1032
"MN"	2004	"MARSHALL W-1"	1	7	"21A"	41	21	"Marshall city"	95	95	40688	1934	1048	844	1945	846	952	1799	1127	757	1886
"MN"	2004	"MARSHALL W-2"	2	7	"21A"	41	21	"Marshall city"	95	105	40688	2310	1341	939	2322	1007	1146	2153	1416	869	2288
"MN"	2004	"MARSHALL W-3"	3	7	"21A"	41	21	"Marshall city"	95	115	40688	2088	1139	909	2107	914	1060	1977	1230	825	2058
"MN"	2004	"ACOMA TOWNSHIP"		7	"18A"	35	18	"Acoma township"	5	5	136	698	467	220	705	344	332	676	446	237	683
"MN"	2004	"BERGEN TOWNSHIP"		7	"18A"	35	18	"Bergen township"	10	10	5338	509	357	139	517	261	226	487	319	170	489
"MN"	2004	"BISCAY CITY"		7	"18A"	35	18	"Biscay city"	15	15	6112	74	43	30	73	24	46	70	26	45	71
"MN"	2004	"BROWNTON CITY"		7	"18A"	35	18	"Brownton city"	20	20	8254	406	249	144	405	164	225	389	208	174	382
"MN"	2004	"COLLINS TOWNSHIP"		7	"18A"	35	18	"Collins township"	25	25	12610	277	169	102	278	111	154	265	143	123	266
"MN"	2004	"GLENCOE CITY P-1"		7	"18A"	35	18	"Glencoe city"	30	30	23948	634	394	229	640	307	305	612	339	274	613
"MN"	2004	"GLENCOE CITY P-2"		7	"18A"	35	18	"Glencoe city"	30	35	23948	660	376	265	665	294	328	624	322	302	626
"MN"	2004	"GLENCOE CITY P-3"		7	"18A"	35	18	"Glencoe city"	30	40	23948	769	465	287	782	351	386	741	392	351	744
"MN"	2004	"GLENCOE CITY P-4"		7	"18A"	35	18	"Glencoe city"	30	45	23948	481	299	175	482	200	242	443	224	223	447
"MN"	2004	"GLENCOE TOWNSHIP"		7	"18A"	35	18	"Glencoe township"	35	50	23966	320	199	114	319	144	159	303	167	135	302
"MN"	2004	"HALE TOWNSHIP"		7	"18A"	35	18	"Hale township"	40	55	26540	471	273	183	476	194	255	449	219	231	450
"MN"	2004	"HASSAN VALLEY TOWNSHIP"		7	"18A"	35	18	"Hassan Valley township"	45	60	27494	397	260	129	403	194	189	383	234	147	381
"MN"	2004	"HELEN TOWNSHIP"		7	"18A"	35	18	"Helen township"	50	65	28304	497	346	142	504	253	220	473	303	173	476
"MN"	2004	"HUTCHINSON CITY P-1"		7	"18A"	35	18	"Hutchinson city"	55	70	30644	1992	1121	832	2021	824	1063	1889	1036	865	1906
"MN"	2004	"HUTCHINSON CITY P-2"		7	"18A"	35	18	"Hutchinson city"	55	75	30644	2226	1297	883	2255	989	1118	2111	1196	933	2136
"MN"	2004	"HUTCHINSON CITY P-3"		7	"18A"	35	18	"Hutchinson city"	55	80	30644	2719	1605	1070	2747	1141	1451	2597	1436	1194	2634
"MN"	2004	"HUTCHINSON TOWNSHIP"		7	"18A"	35	18	"Hutchinson township"	60	95	30662	707	449	251	713	333	347	682	408	283	691
"MN"	2004	"LESTER PRAIRIE CITY"		7	"18A"	35	18	"Lester Prairie city"	65	100	36728	776	529	229	777	394	325	719	451	269	720
"MN"	2004	"LYNN TOWNSHIP"		7	"18A"	35	18	"Lynn township"	70	105	38798	312	220	82	313	147	148	297	210	98	308
"MN"	2004	"PENN TOWNSHIP"		7	"18A"	35	18	"Penn township"	75	110	50308	157	103	48	156	73	76	149	95	56	151
"MN"	2004	"PLATO CITY"		7	"18A"	35	18	"Plato city"	80	115	51460	191	124	58	196	103	76	179	117	66	183
"MN"	2004	"RICH VALLEY TOWNSHIP"		7	"18A"	35	18	"Rich Valley township"	85	120	54322	396	247	142	397	169	210	379	217	164	382
