state	year	county	town	cd	g2006_GOV_dv	g2006_GOV_rv	g2006_GOV_tv	g2006_USH_dv	g2006_USH_rv	g2006_USH_tv	g2006_USS_rv	g2006_USS_tv	ward	precinct
"ME"	2006	"AND"	"AUBURN"	2	624	630	1856	1191	589	1780	1455	1856	1	1
"ME"	2006	"AND"	"AUBURN"	2	657	591	1913	1244	595	1839	1430	1905	2	1
"ME"	2006	"AND"	"AUBURN"	2	597	585	1789	1166	567	1733	1423	1770	3	1
"ME"	2006	"AND"	"AUBURN"	2	566	529	1711	1088	555	1643	1332	1700	4	1
"ME"	2006	"AND"	"AUBURN"	2	581	505	1739	1189	493	1682	1335	1729	5	1
"ME"	2006	"AND"	"DURHAM"	2	482	620	1772	1053	683	1736	1349	1750	1	1
"ME"	2006	"AND"	"GREENE"	2	482	662	1806	1128	619	1747	1420	1794	1	1
"ME"	2006	"AND"	"LEEDS"	2	277	314	898	583	282	865	669	890	1	1
"ME"	2006	"AND"	"LEWISTON"	2	1096	476	1914	1431	439	1870	1401	1894	0	0
"ME"	2006	"AND"	"LEWISTON"	2	547	313	1281	951	302	1253	878	1261	1	1
"ME"	2006	"AND"	"LEWISTON"	2	775	664	2106	1458	603	2061	1684	2073	2	1
"ME"	2006	"AND"	"LEWISTON"	2	560	185	1037	793	193	986	572	1013	3	1
"ME"	2006	"AND"	"LEWISTON"	2	654	454	1722	1239	434	1673	1347	1688	4	1
"ME"	2006	"AND"	"LEWISTON"	2	346	176	832	637	156	793	592	809	5	1
"ME"	2006	"AND"	"LEWISTON"	2	572	592	1788	1195	550	1745	1414	1763	6	1
"ME"	2006	"AND"	"LEWISTON"	2	571	432	1492	1076	378	1454	1139	1459	7	1
"ME"	2006	"AND"	"LISBON"	2	504	594	1740	916	778	1694	1380	1722	1	1
"ME"	2006	"AND"	"LISBON"	2	583	591	1905	1023	836	1859	1528	1886	2	1
"ME"	2006	"AND"	"LIVERMORE"	2	339	409	1027	679	305	984	763	1012	1	1
"ME"	2006	"AND"	"LIVERMORE FALLS"	2	446	421	1208	837	310	1147	889	1179	1	1
"ME"	2006	"AND"	"MECHANIC FALLS"	2	295	453	1160	705	420	1125	937	1139	1	1
"ME"	2006	"AND"	"MINOT"	2	241	438	1070	619	413	1032	868	1062	1	1
"ME"	2006	"AND"	"POLAND"	2	662	859	2332	1434	819	2253	1805	2303	1	1
"ME"	2006	"AND"	"SABATTUS"	2	475	678	1890	1173	671	1844	1487	1877	1	1
"ME"	2006	"AND"	"TURNER"	2	563	924	2283	1303	913	2216	1843	2256	1	1
"ME"	2006	"AND"	"WALES"	2	136	267	645	374	244	618	525	635	1	1
"ME"	2006	"ARO"	"ALLAGASH"	2	37	32	92	62	24	86	59	89	1	1
"ME"	2006	"ARO"	"AMITY"	2	23	29	79	47	27	74	58	78	1	1
"ME"	2006	"ARO"	"ASHLAND"	2	210	109	427	335	84	419	331	424	1	1
"ME"	2006	"ARO"	"ASHLAND"	2	0	1	1	1	0	1	1	1	1	2
"ME"	2006	"ARO"	"BANCROFT"	2	7	11	22	14	8	22	17	22	1	1
"ME"	2006	"ARO"	"BLAINE"	2	71	138	279	163	105	268	237	275	1	1
"ME"	2006	"ARO"	"BLAINE"	2	7	4	20	15	4	19	19	20	1	2
"ME"	2006	"ARO"	"BRIDGEWATER"	2	76	85	219	142	73	215	177	220	1	1
"ME"	2006	"ARO"	"BRIDGEWATER"	2	2	0	2	2	0	2	0	2	1	2
"ME"	2006	"ARO"	"CARIBOU"	2	1294	732	2732	2042	653	2695	2255	2743	1	1
"ME"	2006	"ARO"	"CARY PLT."	2	20	24	76	49	23	72	57	74	1	1
"ME"	2006	"ARO"	"CASTLE HILL"	2	56	42	154	101	47	148	136	156	1	1
"ME"	2006	"ARO"	"CASTLE HILL"	2	6	3	12	10	2	12	10	12	1	2
"ME"	2006	"ARO"	"CASWELL"	2	83	15	128	105	17	122	106	126	1	1
"ME"	2006	"ARO"	"CHAPMAN"	2	59	56	171	123	45	168	132	162	1	1
"ME"	2006	"ARO"	"CONNOR TWP."	2	62	15	107	97	13	110	76	110	1	1
"ME"	2006	"ARO"	"CRYSTAL"	2	44	41	111	77	33	110	93	107	1	1
"ME"	2006	"ARO"	"CYR PLT."	2	29	5	39	34	4	38	29	38	1	1
"ME"	2006	"ARO"	"DYER BROOK"	2	26	38	96	71	24	95	80	96	1	1
"ME"	2006	"ARO"	"EAGLE LAKE"	2	236	83	392	308	73	381	255	381	1	1
"ME"	2006	"ARO"	"EASTON"	2	174	181	520	354	147	501	423	516	1	1
"ME"	2006	"ARO"	"FORT FAIRFIELD"	2	671	313	1338	992	289	1281	1064	1335	1	1
"ME"	2006	"ARO"	"FORT KENT"	2	952	287	1516	1302	205	1507	973	1478	1	1
"ME"	2006	"ARO"	"FRENCHVILLE"	2	335	71	467	394	45	439	268	449	1	1
"ME"	2006	"ARO"	"GARFIELD PLT."	2	8	16	42	31	9	40	34	41	1	1
"ME"	2006	"ARO"	"GLENWOOD PLT."	2	0	0	2	0	2	2	2	2	1	1
"ME"	2006	"ARO"	"GRAND ISLE"	2	173	15	217	206	6	212	103	212	1	1
"ME"	2006	"ARO"	"HAMLIN"	2	62	18	109	85	18	103	77	105	1	1
"ME"	2006	"ARO"	"HAMMOND"	2	15	12	37	30	7	37	27	37	1	1
"ME"	2006	"ARO"	"HAYNESVILLE"	2	12	19	44	30	13	43	33	44	1	1
"ME"	2006	"ARO"	"HERSEY"	2	4	15	23	11	11	22	17	23	1	1
"ME"	2006	"ARO"	"HODGDON"	2	162	223	498	303	174	477	397	484	1	1
"ME"	2006	"ARO"	"HOULTON"	2	916	624	2097	1495	549	2044	1696	2082	1	1
"ME"	2006	"ARO"	"ISLAND FALLS"	2	109	125	309	214	86	300	250	302	1	1
"ME"	2006	"ARO"	"LIMESTONE"	2	339	173	697	529	150	679	564	695	1	1
"ME"	2006	"ARO"	"LINNEUS"	2	60	119	259	156	90	246	207	256	1	1
"ME"	2006	"ARO"	"LITTLETON"	2	114	121	319	199	112	311	252	317	1	1
"ME"	2006	"ARO"	"LUDLOW"	2	45	50	144	109	29	138	113	144	1	1
"ME"	2006	"ARO"	"MACWAHOC PLT."	2	22	17	51	43	6	49	31	48	1	1
"ME"	2006	"ARO"	"MADAWASKA"	2	1410	204	1828	1519	229	1748	964	1783	1	1
"ME"	2006	"ARO"	"MADAWASKA LAKE TWP."	2	41	22	87	58	25	83	59	87	1	1
"ME"	2006	"ARO"	"MAPLETON"	2	292	248	754	478	225	703	630	747	1	1
"ME"	2006	"ARO"	"MARS HILL"	2	208	285	634	356	252	608	529	624	1	1
"ME"	2006	"ARO"	"MASARDIS"	2	38	26	102	74	21	95	79	98	1	1
"ME"	2006	"ARO"	"MERRILL"	2	31	30	83	57	22	79	60	78	1	1
"ME"	2006	"ARO"	"MONTICELLO"	2	111	82	284	187	91	278	226	280	1	1
"ME"	2006	"ARO"	"MORO PLT."	2	2	17	22	7	15	22	18	20	1	1
"ME"	2006	"ARO"	"NASHVILLE PLT."	2	2	5	13	10	3	13	13	13	1	1
"ME"	2006	"ARO"	"NEW CANADA"	2	80	46	182	135	32	167	119	180	1	1
"ME"	2006	"ARO"	"NEW LIMERICK"	2	74	90	235	158	72	230	183	235	1	1
"ME"	2006	"ARO"	"NEW SWEDEN"	2	122	68	275	198	66	264	216	268	1	1
"ME"	2006	"ARO"	"OAKFIELD"	2	118	81	252	178	61	239	185	251	1	1
"ME"	2006	"ARO"	"ORIENT"	2	18	20	55	37	17	54	41	54	1	1
"ME"	2006	"ARO"	"OXBOW PLT."	2	14	16	36	26	7	33	27	35	1	1
"ME"	2006	"ARO"	"PERHAM"	2	49	55	140	90	43	133	113	135	1	1
"ME"	2006	"ARO"	"PORTAGE LAKE"	2	84	40	195	160	28	188	155	191	1	1
"ME"	2006	"ARO"	"PORTAGE LAKE"	2	0	0	0	0	0	0	0	0	1	2
"ME"	2006	"ARO"	"PRESQUE ISLE"	2	1379	934	3171	2208	897	3105	2567	3161	1	1
"ME"	2006	"ARO"	"REED PLT."	2	8	21	41	24	17	41	29	37	1	1
"ME"	2006	"ARO"	"SAINT AGATHA"	2	297	74	446	384	43	427	270	440	1	1
"ME"	2006	"ARO"	"SHERMAN"	2	148	190	407	282	129	411	329	419	1	1
"ME"	2006	"ARO"	"SMYRNA"	2	43	39	113	80	29	109	79	108	1	1
"ME"	2006	"ARO"	"ST. FRANCIS"	2	122	25	176	146	18	164	98	165	1	1
"ME"	2006	"ARO"	"ST. JOHN PLT."	2	66	22	108	99	8	107	74	101	1	1
"ME"	2006	"ARO"	"STOCKHOLM"	2	65	31	130	96	31	127	88	125	1	1
"ME"	2006	"ARO"	"VAN BUREN"	2	649	100	909	778	76	854	642	885	1	1
"ME"	2006	"ARO"	"WADE"	2	28	28	95	60	33	93	70	90	1	1
"ME"	2006	"ARO"	"WALLAGRASS"	2	122	24	197	171	24	195	122	193	1	1
"ME"	2006	"ARO"	"WASHBURN"	2	248	199	618	408	180	588	515	604	1	1
"ME"	2006	"ARO"	"WESTFIELD"	2	65	92	220	138	69	207	167	207	1	1
"ME"	2006	"ARO"	"WESTMANLAND"	2	14	14	37	25	11	36	25	34	1	1
"ME"	2006	"ARO"	"WESTON"	2	32	42	89	57	30	87	69	88	1	1
"ME"	2006	"ARO"	"WINTERVILLE PLT."	2	50	14	88	69	14	83	48	84	1	1
"ME"	2006	"ARO"	"WINTERVILLE PLT."	2	2	0	3	3	0	3	3	3	1	2
"ME"	2006	"ARO"	"WOODLAND"	2	199	142	458	315	114	429	374	454	1	1
"ME"	2006	"CUM"	"BALDWIN"	1	142	264	618	296	265	598	477	601	1	1
"ME"	2006	"CUM"	"BRIDGTON"	1	651	781	2207	1197	782	2151	1743	2182	1	1
"ME"	2006	"CUM"	"BRUNSWICK"	1	842	359	1468	947	386	1466	985	1476	0	0
"ME"	2006	"CUM"	"BRUNSWICK"	1	339	268	1009	557	314	988	782	997	1	1
"ME"	2006	"CUM"	"BRUNSWICK"	1	476	229	1018	646	253	997	668	1009	2	1
"ME"	2006	"CUM"	"BRUNSWICK"	1	536	354	1369	787	389	1356	951	1358	3	1
"ME"	2006	"CUM"	"BRUNSWICK"	1	434	308	1184	703	331	1171	861	1176	4	1
"ME"	2006	"CUM"	"BRUNSWICK"	1	391	208	923	546	223	906	638	908	5	1
"ME"	2006	"CUM"	"BRUNSWICK"	1	399	121	776	500	122	758	429	765	6	1
"ME"	2006	"CUM"	"BRUNSWICK"	1	600	128	982	703	144	959	537	958	7	1
"ME"	2006	"CUM"	"CAPE ELIZABETH"	1	2312	1378	5378	3185	1710	5269	3742	5358	1	1
"ME"	2006	"CUM"	"CASCO"	1	468	550	1612	883	593	1603	1246	1595	1	1
"ME"	2006	"CUM"	"CUMBERLAND"	1	1323	1233	3923	2164	1447	3872	3080	3914	1	1
"ME"	2006	"CUM"	"CUMBERLAND"	1	147	51	266	183	62	259	192	261	2	1
"ME"	2006	"CUM"	"FALMOUTH"	1	2100	1670	5649	3276	1924	5563	4219	5590	1	1
"ME"	2006	"CUM"	"FREEPORT"	1	1532	922	3943	2442	1021	3873	2712	3923	1	1
"ME"	2006	"CUM"	"FRYE ISLAND"	1	14	26	49	22	26	48	40	48	1	1
"ME"	2006	"CUM"	"GORHAM"	1	404	323	962	566	337	945	718	960	0	0
"ME"	2006	"CUM"	"GORHAM"	1	686	617	1987	1094	720	1939	1561	1978	1	1
"ME"	2006	"CUM"	"GORHAM"	1	570	578	1806	1013	663	1777	1381	1793	2	1
"ME"	2006	"CUM"	"GORHAM"	1	447	444	1415	794	521	1388	1076	1402	3	1
"ME"	2006	"CUM"	"GRAY"	1	986	1042	3205	1732	1187	3148	2536	3175	1	1
"ME"	2006	"CUM"	"HARPSWELL"	1	395	280	1079	565	262	1057	759	1069	1	1
"ME"	2006	"CUM"	"HARPSWELL"	1	430	335	1151	613	332	1137	842	1143	2	1
"ME"	2006	"CUM"	"HARPSWELL"	1	224	151	607	311	172	601	448	604	3	1
"ME"	2006	"CUM"	"HARRISON"	1	338	439	1176	593	474	1152	933	1150	1	1
"ME"	2006	"CUM"	"LONG ISLAND"	1	67	27	177	118	39	173	117	177	1	1
"ME"	2006	"CUM"	"NAPLES"	1	475	610	1668	805	634	1550	1316	1664	1	1
"ME"	2006	"CUM"	"NEW GLOUCESTER"	1	670	787	2287	1229	842	2268	1810	2287	1	1
"ME"	2006	"CUM"	"NORTH YARMOUTH"	1	591	602	1916	1063	656	1893	68	1798	1	1
"ME"	2006	"CUM"	"PORTLAND"	1	2853	736	4572	3417	763	4547	2487	4526	0	0
"ME"	2006	"CUM"	"PORTLAND"	1	1012	226	2001	1497	234	1973	897	1977	1	1
"ME"	2006	"CUM"	"PORTLAND"	1	378	109	789	578	96	774	387	781	1	2
"ME"	2006	"CUM"	"PORTLAND"	1	225	71	531	376	75	519	225	523	1	3
"ME"	2006	"CUM"	"PORTLAND"	1	15	7	37	24	7	37	26	38	1	4
"ME"	2006	"CUM"	"PORTLAND"	1	16	17	45	22	19	45	30	45	1	5
"ME"	2006	"CUM"	"PORTLAND"	1	728	117	1385	1100	123	1363	598	1366	2	1
"ME"	2006	"CUM"	"PORTLAND"	1	680	105	1186	952	112	1166	517	1169	2	2
"ME"	2006	"CUM"	"PORTLAND"	1	633	141	1283	968	137	1262	578	1272	2	3
"ME"	2006	"CUM"	"PORTLAND"	1	350	175	779	521	192	768	554	774	3	1
"ME"	2006	"CUM"	"PORTLAND"	1	759	219	1504	1141	210	1493	774	1494	3	2
"ME"	2006	"CUM"	"PORTLAND"	1	1143	417	2383	1716	465	2351	1381	2369	3	3
"ME"	2006	"CUM"	"PORTLAND"	1	800	296	1647	1176	318	1636	964	1639	4	1
"ME"	2006	"CUM"	"PORTLAND"	1	716	320	1545	1082	342	1527	1040	1529	4	2
"ME"	2006	"CUM"	"PORTLAND"	1	573	235	1202	835	259	1184	793	1194	4	3
"ME"	2006	"CUM"	"PORTLAND"	1	550	169	1068	808	163	1059	627	1061	5	1
"ME"	2006	"CUM"	"PORTLAND"	1	598	322	1424	990	326	1415	1012	1420	5	2
"ME"	2006	"CUM"	"PORTLAND"	1	936	554	2330	1542	630	2295	1726	2313	5	3
"ME"	2006	"CUM"	"POWNAL"	1	291	236	862	506	256	839	630	852	1	1
"ME"	2006	"CUM"	"RAYMOND"	1	635	683	2068	1145	732	2034	1607	2050	1	1
"ME"	2006	"CUM"	"SCARBOROUGH"	1	3205	2886	8827	4096	4322	8752	5937	8038	1	1
"ME"	2006	"CUM"	"SEBAGO"	1	244	301	817	459	291	804	614	805	1	1
"ME"	2006	"CUM"	"SOUTH PORTLAND"	1	1621	602	2828	1952	666	2807	1871	2811	0	0
"ME"	2006	"CUM"	"SOUTH PORTLAND"	1	736	272	1575	1074	318	1551	952	1570	1	1
"ME"	2006	"CUM"	"SOUTH PORTLAND"	1	649	267	1508	1025	317	1491	956	1508	2	1
"ME"	2006	"CUM"	"SOUTH PORTLAND"	1	1197	714	3003	1963	790	2961	2130	2972	3	1
"ME"	2006	"CUM"	"SOUTH PORTLAND"	1	647	327	1562	1049	384	1547	1123	1548	5	1
"ME"	2006	"CUM"	"STANDISH"	1	1018	1198	3625	1927	1353	3574	2811	3587	1	1
"ME"	2006	"CUM"	"WESTBROOK"	1	614	336	1234	820	340	1222	890	1227	0	0
"ME"	2006	"CUM"	"WESTBROOK"	1	388	231	978	641	265	967	726	971	1	1
"ME"	2006	"CUM"	"WESTBROOK"	1	381	284	1041	653	300	1029	762	1034	2	1
"ME"	2006	"CUM"	"WESTBROOK"	1	328	216	862	539	259	858	657	857	3	1
"ME"	2006	"CUM"	"WESTBROOK"	1	293	155	718	471	177	711	498	711	4	1
"ME"	2006	"CUM"	"WESTBROOK"	1	534	416	1524	935	501	1513	1191	1508	5	1
