state	year	county	town	cd	g2006_GOV_dv	g2006_GOV_rv	g2006_GOV_tv	g2006_USH_dv	g2006_USH_rv	g2006_USH_tv	g2006_USS_rv	g2006_USS_tv	ward	precinct
"ME"	2006	"SOM"	"CAMBRIDGE"	2	56	117	212	121	67	188	169	206	1	1
"ME"	2006	"SOM"	"CANAAN"	2	262	261	748	520	199	719	519	737	1	1
"ME"	2006	"SOM"	"CARATUNK"	2	7	29	51	33	17	50	44	51	1	1
"ME"	2006	"SOM"	"CORNVILLE"	2	143	237	543	327	191	518	412	540	1	1
"ME"	2006	"SOM"	"DENNISTOWN PLT."	2	5	6	12	8	5	13	10	14	1	1
"ME"	2006	"SOM"	"DETROIT"	2	88	82	291	200	82	282	183	253	1	1
"ME"	2006	"SOM"	"EMBDEN"	2	91	164	401	246	137	383	322	396	1	1
"ME"	2006	"SOM"	"FAIRFIELD"	2	851	761	2495	1781	664	2445	1893	2477	1	1
"ME"	2006	"SOM"	"HARMONY"	2	92	155	355	239	107	346	245	352	1	1
"ME"	2006	"SOM"	"HARTLAND"	2	175	301	706	411	271	682	534	691	1	1
"ME"	2006	"SOM"	"HIGHLAND PLT."	2	22	57	116	71	45	116	96	117	1	1
"ME"	2006	"SOM"	"JACKMAN"	2	128	143	372	255	99	354	295	364	1	1
"ME"	2006	"SOM"	"MADISON"	2	670	581	1809	1280	460	1740	1339	1803	1	1
"ME"	2006	"SOM"	"MERCER"	2	72	145	317	215	89	304	232	314	1	1
"ME"	2006	"SOM"	"MOOSE RIVER"	2	15	35	75	53	24	77	65	77	1	1
"ME"	2006	"SOM"	"MOSCOW"	2	57	60	180	131	41	172	127	174	1	1
"ME"	2006	"SOM"	"NEW PORTLAND"	2	112	237	467	237	106	343	257	335	1	1
"ME"	2006	"SOM"	"NORRIDGEWOCK"	2	420	506	1309	883	383	1266	1001	1283	1	1
"ME"	2006	"SOM"	"PALMYRA"	2	225	358	841	527	298	825	653	1007	1	1
"ME"	2006	"SOM"	"PITTSFIELD"	2	583	564	1563	960	544	1504	1179	1542	1	1
"ME"	2006	"SOM"	"PLEASANT RIDGE PLT."	2	12	18	44	34	10	44	40	44	1	1
"ME"	2006	"SOM"	"RIPLEY"	2	63	89	211	130	73	203	169	207	1	1
"ME"	2006	"SOM"	"ROCKWOOD TWP."	2	56	79	176	111	63	174	144	173	1	1
"ME"	2006	"SOM"	"SKOWHEGAN"	2	1192	1029	3180	2310	769	3079	2407	3142	1	1
"ME"	2006	"SOM"	"SMITHFIELD"	2	124	204	483	317	155	472	368	477	1	1
"ME"	2006	"SOM"	"SOLON"	2	138	152	456	314	129	443	311	455	1	1
"ME"	2006	"SOM"	"SOLON"	2	0	3	3	3	0	3	3	3	1	2
"ME"	2006	"SOM"	"ST. ALBANS"	2	195	323	763	476	260	736	578	752	1	1
"ME"	2006	"SOM"	"STARKS"	2	74	88	246	167	68	235	184	246	1	1
"ME"	2006	"SOM"	"THE FORKS PLT."	2	11	10	36	22	14	36	32	37	1	1
"ME"	2006	"SOM"	"WEST FORKS PLT."	2	10	10	32	26	6	32	27	33	1	1
"ME"	2006	"WAL"	"BELFAST"	2	543	244	1238	908	276	1184	735	1222	1	1
"ME"	2006	"WAL"	"BELFAST"	2	462	338	1184	873	272	1145	766	1175	2	1
"ME"	2006	"WAL"	"BELFAST"	2	188	217	590	353	196	549	440	579	3	1
"ME"	2006	"WAL"	"BELMONT"	2	131	122	381	260	111	371	291	382	1	1
"ME"	2006	"WAL"	"BROOKS"	2	114	166	438	257	164	421	324	437	1	1
"ME"	2006	"WAL"	"BURNHAM"	2	131	153	420	278	131	409	308	412	1	1
"ME"	2006	"WAL"	"FRANKFORT"	2	103	144	402	255	127	382	279	388	1	1
"ME"	2006	"WAL"	"FREEDOM"	2	104	87	308	228	66	294	195	304	1	1
"ME"	2006	"WAL"	"ISLESBORO"	2	148	73	373	276	89	365	243	368	1	1
"ME"	2006	"WAL"	"JACKSON"	2	73	77	239	163	69	232	162	237	1	1
"ME"	2006	"WAL"	"KNOX"	2	92	112	300	185	104	289	217	294	1	1
"ME"	2006	"WAL"	"LIBERTY"	2	118	155	423	250	155	405	281	414	1	1
"ME"	2006	"WAL"	"LINCOLNVILLE"	2	379	318	1137	795	308	1103	725	1130	1	1
"ME"	2006	"WAL"	"MONROE"	2	147	131	426	279	116	395	288	423	1	1
"ME"	2006	"WAL"	"MONTVILLE"	2	156	111	442	326	97	423	255	433	1	1
"ME"	2006	"WAL"	"MORRILL"	2	86	162	391	213	153	366	295	381	1	1
"ME"	2006	"WAL"	"NORTHPORT"	2	269	252	775	488	253	741	545	766	1	1
"ME"	2006	"WAL"	"PALERMO"	2	195	240	659	388	243	631	500	646	1	1
"ME"	2006	"WAL"	"PROSPECT"	2	84	82	291	194	74	268	204	282	1	1
"ME"	2006	"WAL"	"SEARSMONT"	2	178	173	600	402	175	577	381	587	1	1
"ME"	2006	"WAL"	"SEARSPORT"	2	383	346	1111	721	343	1064	807	1107	1	1
"ME"	2006	"WAL"	"STOCKTON SPRINGS"	2	294	230	815	554	226	780	547	793	1	1
"ME"	2006	"WAL"	"SWANVILLE"	2	160	185	534	363	163	526	371	532	1	1
"ME"	2006	"WAL"	"THORNDIKE"	2	94	96	304	212	77	289	215	299	1	1
"ME"	2006	"WAL"	"TROY"	2	124	133	431	293	132	425	299	429	1	1
"ME"	2006	"WAL"	"UNITY"	2	251	259	730	467	232	699	514	715	1	1
"ME"	2006	"WAL"	"WALDO"	2	94	114	313	206	97	303	220	311	1	1
"ME"	2006	"WAL"	"WINTERPORT"	2	577	609	1683	1065	578	1643	1219	1658	1	1
"ME"	2006	"WAS"	"ADDISON"	2	122	244	512	314	176	490	386	504	1	1
"ME"	2006	"WAS"	"ALEXANDER"	2	52	94	219	136	71	207	159	214	1	1
"ME"	2006	"WAS"	"BAILEYVILLE"	2	188	180	573	458	98	556	450	569	1	1
"ME"	2006	"WAS"	"BARING PLT."	2	21	35	92	67	20	87	66	91	1	1
"ME"	2006	"WAS"	"BEALS"	2	62	83	186	116	43	159	140	182	1	1
"ME"	2006	"WAS"	"BEDDINGTON"	2	9	15	32	20	11	31	22	32	1	1
"ME"	2006	"WAS"	"BROOKTON TWP."	2	27	42	87	48	35	83	67	85	1	1
"ME"	2006	"WAS"	"CALAIS"	2	362	429	1194	835	306	1141	918	1177	1	1
"ME"	2006	"WAS"	"CENTERVILLE TWP."	2	3	7	15	5	9	14	13	15	1	1
"ME"	2006	"WAS"	"CENTERVILLE TWP."	2	0	2	2	2	0	2	2	2	1	2
"ME"	2006	"WAS"	"CHARLOTTE"	2	34	57	137	80	51	131	112	147	1	1
"ME"	2006	"WAS"	"CHERRYFIELD"	2	130	184	476	286	159	445	327	453	1	1
"ME"	2006	"WAS"	"CODYVILLE PLT."	2	5	0	6	5	0	5	4	6	1	1
"ME"	2006	"WAS"	"COLUMBIA"	2	30	80	156	78	68	146	119	156	1	1
"ME"	2006	"WAS"	"COLUMBIA FALLS"	2	53	115	258	160	83	243	196	247	1	1
"ME"	2006	"WAS"	"COOPER"	2	35	46	112	66	41	107	78	113	1	1
"ME"	2006	"WAS"	"CRAWFORD"	2	13	25	49	37	8	45	45	48	1	1
"ME"	2006	"WAS"	"CUTLER"	2	57	89	229	143	74	217	186	223	1	1
"ME"	2006	"WAS"	"DANFORTH"	2	80	70	181	116	58	174	149	179	1	1
"ME"	2006	"WAS"	"DEBLOIS"	2	3	11	26	14	11	25	19	26	1	1
"ME"	2006	"WAS"	"DENNYSVILLE"	2	52	52	161	104	33	137	114	149	1	1
"ME"	2006	"WAS"	"EAST MACHIAS"	2	189	250	592	396	162	558	435	585	1	1
"ME"	2006	"WAS"	"EASTPORT"	2	243	203	715	527	134	661	508	706	1	1
"ME"	2006	"WAS"	"EDMUNDS TWP."	2	42	55	164	116	31	147	117	163	1	1
"ME"	2006	"WAS"	"GRAND LAKE STREAM PLT."	2	23	34	83	53	28	81	73	84	1	1
"ME"	2006	"WAS"	"HARRINGTON"	2	89	156	351	221	103	324	256	348	1	1
"ME"	2006	"WAS"	"INDIAN TOWNSHIP"	2	9	74	155	123	22	145	114	152	1	1
"ME"	2006	"WAS"	"JONESBORO"	2	87	101	271	180	79	259	202	266	1	1
"ME"	2006	"WAS"	"JONESPORT"	2	186	161	502	338	125	463	361	489	1	1
"ME"	2006	"WAS"	"LUBEC"	2	284	256	839	609	181	790	535	819	1	1
"ME"	2006	"WAS"	"MACHIAS"	2	287	244	737	512	188	700	547	725	1	1
"ME"	2006	"WAS"	"MACHIASPORT"	2	170	162	448	310	113	423	352	444	1	1
"ME"	2006	"WAS"	"MARSHFIELD"	2	76	111	245	146	85	231	199	241	1	1
"ME"	2006	"WAS"	"MEDDYBEMPS"	2	19	29	77	48	24	72	55	77	1	1
"ME"	2006	"WAS"	"MILBRIDGE"	2	142	166	515	337	150	487	363	508	1	1
"ME"	2006	"WAS"	"NO. 21 TWP."	2	15	24	51	34	16	50	33	50	1	1
"ME"	2006	"WAS"	"NO. 27 TWP."	2	3	13	21	15	6	21	14	21	1	1
"ME"	2006	"WAS"	"NORTHFIELD"	2	28	32	85	65	14	79	60	84	1	1
"ME"	2006	"WAS"	"PEMBROKE"	2	111	133	389	274	76	350	272	385	1	1
"ME"	2006	"WAS"	"PERRY"	2	70	180	405	263	130	393	310	399	1	1
"ME"	2006	"WAS"	"PLEASANT PT. VOTING DIS."	2	8	72	147	120	15	135	116	144	1	1
"ME"	2006	"WAS"	"PRINCETON"	2	89	127	309	221	80	301	238	307	1	1
"ME"	2006	"WAS"	"ROBBINSTON"	2	37	101	232	159	64	223	159	228	1	1
"ME"	2006	"WAS"	"ROQUE BLUFFS"	2	53	43	147	101	27	128	95	138	1	1
"ME"	2006	"WAS"	"STEUBEN"	2	120	170	400	216	159	375	250	391	1	1
"ME"	2006	"WAS"	"TALMADGE"	2	4	13	29	20	8	28	20	28	1	1
"ME"	2006	"WAS"	"TOPSFIELD"	2	20	43	83	54	26	80	64	85	1	1
"ME"	2006	"WAS"	"VANCEBORO"	2	30	24	80	58	18	76	43	79	1	1
"ME"	2006	"WAS"	"WAITE"	2	14	23	52	33	17	50	37	52	1	1
"ME"	2006	"WAS"	"WESLEY"	2	19	23	59	42	13	55	45	59	1	1
"ME"	2006	"WAS"	"WHITING"	2	72	129	295	197	81	278	182	290	1	1
"ME"	2006	"WAS"	"WHITNEYVILLE"	2	20	45	98	57	43	100	64	83	1	1
"ME"	2006	"YOR"	"ACTON"	1	353	312	931	497	324	893	712	914	1	1
"ME"	2006	"YOR"	"ALFRED"	1	459	404	1324	759	429	1270	1040	1303	1	1
"ME"	2006	"YOR"	"ARUNDEL"	1	517	412	1465	856	491	1445	1124	1448	1	1
"ME"	2006	"YOR"	"BERWICK"	1	1057	787	2282	1274	804	2213	1751	2263	1	1
"ME"	2006	"YOR"	"BIDDEFORD"	1	390	289	996	614	297	973	757	985	1	1
"ME"	2006	"YOR"	"BIDDEFORD"	1	415	194	880	612	197	873	655	878	2	1
"ME"	2006	"YOR"	"BIDDEFORD"	1	554	300	1323	921	299	1306	1012	1313	3	1
"ME"	2006	"YOR"	"BIDDEFORD"	1	519	146	965	729	158	949	690	959	4	1
"ME"	2006	"YOR"	"BIDDEFORD"	1	466	154	898	636	180	880	638	892	5	1
"ME"	2006	"YOR"	"BIDDEFORD"	1	404	250	1011	650	275	989	783	996	6	1
"ME"	2006	"YOR"	"BIDDEFORD"	1	408	178	845	584	181	821	651	840	7	1
"ME"	2006	"YOR"	"BUXTON"	1	996	1021	3226	1753	1211	3157	2474	3175	1	1
"ME"	2006	"YOR"	"CORNISH"	1	208	195	645	369	216	623	494	635	1	1
"ME"	2006	"YOR"	"DAYTON"	1	217	299	797	399	332	786	658	796	1	1
"ME"	2006	"YOR"	"ELIOT"	1	1346	771	2694	1677	796	2609	1929	2662	1	1
"ME"	2006	"YOR"	"HOLLIS"	1	589	547	1797	1017	625	1769	1342	1774	1	1
"ME"	2006	"YOR"	"KENNEBUNK"	1	2111	1539	5282	3098	1810	5195	3935	5227	1	1
"ME"	2006	"YOR"	"KENNEBUNKPORT"	1	833	583	2068	1161	756	2032	1551	2061	1	1
"ME"	2006	"YOR"	"KITTERY"	1	2212	800	3628	2438	911	3500	2427	3596	1	1
"ME"	2006	"YOR"	"LEBANON"	1	693	598	1659	860	646	1623	1288	1645	1	1
"ME"	2006	"YOR"	"LIMERICK"	1	338	369	1092	617	386	1079	812	1078	1	1
"ME"	2006	"YOR"	"LIMINGTON"	1	366	486	1331	676	532	1309	1067	1336	1	1
"ME"	2006	"YOR"	"LYMAN"	1	587	561	1863	1087	616	1833	1468	1842	1	1
"ME"	2006	"YOR"	"NEWFIELD"	1	183	225	590	303	226	571	472	585	1	1
"ME"	2006	"YOR"	"NORTH BERWICK"	1	683	606	1778	1002	623	1746	1371	1759	1	1
"ME"	2006	"YOR"	"OGUNQUIT"	1	416	191	778	505	217	753	536	775	1	1
"ME"	2006	"YOR"	"OLD ORCHARD BEACH"	1	1708	900	3861	2497	1060	3795	2906	3831	1	1
"ME"	2006	"YOR"	"PARSONSFIELD"	1	120	135	368	210	130	358	288	363	1	1
"ME"	2006	"YOR"	"PARSONSFIELD"	1	143	103	352	192	116	337	237	344	2	1
"ME"	2006	"YOR"	"SACO"	1	440	331	1160	724	361	1144	894	1143	1	1
"ME"	2006	"YOR"	"SACO"	1	367	339	1136	662	399	1121	897	1126	2	1
"ME"	2006	"YOR"	"SACO"	1	391	195	886	589	242	877	651	879	3	1
"ME"	2006	"YOR"	"SACO"	1	568	300	1234	792	362	1216	935	1227	4	1
"ME"	2006	"YOR"	"SACO"	1	440	231	1037	703	255	1024	796	1031	5	1
"ME"	2006	"YOR"	"SACO"	1	460	156	931	649	185	903	674	916	6	1
"ME"	2006	"YOR"	"SACO"	1	372	162	797	565	172	781	551	793	7	1
"ME"	2006	"YOR"	"SANFORD"	1	435	291	1013	611	302	973	768	1004	1	1
"ME"	2006	"YOR"	"SANFORD"	1	400	189	825	558	184	797	612	808	2	1
"ME"	2006	"YOR"	"SANFORD"	1	441	312	1060	619	352	1041	791	1049	3	1
"ME"	2006	"YOR"	"SANFORD"	1	484	355	1189	702	396	1159	949	1179	4	1
"ME"	2006	"YOR"	"SANFORD"	1	377	307	948	541	320	920	739	945	5	1
"ME"	2006	"YOR"	"SANFORD"	1	376	226	812	524	223	796	606	806	6	1
"ME"	2006	"YOR"	"SANFORD"	1	449	228	913	605	223	886	691	894	7	1
"ME"	2006	"YOR"	"SHAPLEIGH"	1	328	346	1017	577	341	984	820	1011	1	1
"ME"	2006	"YOR"	"SOUTH BERWICK"	1	1353	812	2785	1683	886	2723	2012	2764	1	1
"ME"	2006	"YOR"	"WATERBORO"	1	668	803	2341	1277	852	2314	1881	2326	1	1
"ME"	2006	"YOR"	"WELLS"	1	1719	1273	4187	2433	1429	4080	3189	4174	1	1
"ME"	2006	"YOR"	"YORK"	1	2965	1679	5896	3678	1851	5783	4281	5860	1	1
