state	year	town	precinct	g2008_REG_tv	g2008_BALL_tv	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	cd	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv
"RI"	2008	"Scituate"	3003		1277	530	715	1272	706	531	1245	2	700	534	1237
"RI"	2008	"Scituate"	3004		1381	676	647	1379	838	505	1353	2	828	509	1343
"RI"	2008	"Scituate"	3005		1159	550	580	1156	666	446	1121	2	664	444	1110
"RI"	2008	"Scituate"	3006		4	2	2	4	2	2	4	2	2	2	4
"RI"	2008	"Scituate"	3007		113	63	47	113	0	0	0		0	0	0
"RI"	2008	"Smithfield"	3101		1554	387	372	775	490	270	762	1	423	283	760
"RI"	2008	"Smithfield"	3102		2179	618	435	1080	751	299	1059	1	649	323	1060
"RI"	2008	"Smithfield"	3103		1748	452	396	870	556	294	855	1	476	299	853
"RI"	2008	"Smithfield"	3104		2455	684	504	1222	805	387	1197	1	708	381	1191
"RI"	2008	"Smithfield"	3105		2000	509	458	997	611	356	978	1	550	352	979
"RI"	2008	"Smithfield"	3106		2661	660	621	1320	842	419	1266	1	731	456	1269
"RI"	2008	"Smithfield"	3107		2346	623	494	1154	754	377	1135	1	659	371	1121
"RI"	2008	"Smithfield"	3108		1542	368	379	762	453	297	754	1	388	300	757
"RI"	2008	"Smithfield"	3109		2406	612	551	1189	799	355	1164	1	685	359	1164
"RI"	2008	"Smithfield"	3110		1624	425	361	809	498	290	793	1	426	294	798
"RI"	2008	"Smithfield"	3111		0	0	0	0	0	0	0	1	0	0	0
"RI"	2008	"Smithfield"	3112		219	126	89	216	0	0	0		0	0	0
"RI"	2008	"South Kingstown"	3201		1403	860	503	1398	898	438	1343	2	842	472	1319
"RI"	2008	"South Kingstown"	3202		1566	991	539	1559	1115	391	1508	2	1010	465	1478
"RI"	2008	"South Kingstown"	3203		942	678	244	938	709	201	914	2	690	204	897
"RI"	2008	"South Kingstown"	3204		1426	1008	378	1415	1068	275	1354	2	1019	321	1341
"RI"	2008	"South Kingstown"	3205		260	197	52	257	192	50	242	2	173	60	233
"RI"	2008	"South Kingstown"	3206		1284	876	375	1275	915	311	1229	2	854	360	1215
"RI"	2008	"South Kingstown"	3207		1096	740	329	1090	791	268	1062	2	723	316	1042
"RI"	2008	"South Kingstown"	3208		1156	729	386	1148	797	317	1117	2	750	336	1090
"RI"	2008	"South Kingstown"	3209		1537	995	494	1532	1096	390	1491	2	1022	453	1477
"RI"	2008	"South Kingstown"	3210		1082	594	461	1073	680	366	1046	2	607	427	1036
"RI"	2008	"South Kingstown"	3211		922	548	357	919	603	286	897	2	567	309	882
"RI"	2008	"South Kingstown"	3212		1339	831	475	1334	902	381	1290	2	845	419	1268
"RI"	2008	"South Kingstown"	3213		5	2	2	5	5	0	5	2	5	0	5
"RI"	2008	"South Kingstown"	3214		385	287	94	385	0	0	0		0	0	0
"RI"	2008	"Tiverton"	3301		2455	656	555	1224	748	428	1181	1	644	453	1171
"RI"	2008	"Tiverton"	3302		1257	407	206	624	460	129	592	1	422	120	601
"RI"	2008	"Tiverton"	3303		2379	693	449	1179	837	295	1135	1	760	290	1141
"RI"	2008	"Tiverton"	3304		2662	803	478	1312	875	386	1264	1	787	364	1256
"RI"	2008	"Tiverton"	3305		1905	586	334	947	642	253	901	1	591	233	904
"RI"	2008	"Tiverton"	3306		924	297	158	460	335	106	445	1	320	100	452
"RI"	2008	"Tiverton"	3307		1524	422	305	748	510	231	744	1	459	227	740
"RI"	2008	"Tiverton"	3308		2664	782	514	1326	890	381	1278	1	754	409	1275
"RI"	2008	"Tiverton"	3309		3	3	0	3	3	0	3	1	2	0	2
"RI"	2008	"Tiverton"	3310		159	103	52	159	0	0	0		0	0	0
"RI"	2008	"Warren"	3401		1684	572	232	825	610	180	790	1	562	172	792
"RI"	2008	"Warren"	3402		2012	633	343	994	735	231	967	1	679	220	971
"RI"	2008	"Warren"	3403		1860	584	294	908	696	190	891	1	628	193	890
"RI"	2008	"Warren"	3404		2691	793	524	1339	942	352	1305	1	826	381	1307
"RI"	2008	"Warren"	3405		1842	567	322	911	624	249	878	1	562	232	876
"RI"	2008	"Warren"	3406		3	3	0	3	1	1	2	1	2	0	2
"RI"	2008	"Warren"	3407		151	102	45	151	0	0	0		0	0	0
"RI"	2008	"Warwick"	3501		833	593	217	829	625	174	808	2	610	193	807
"RI"	2008	"Warwick"	3502		767	489	249	755	564	169	736	2	562	175	737
"RI"	2008	"Warwick"	3503		1093	668	383	1086	723	333	1063	2	746	317	1065
"RI"	2008	"Warwick"	3504		702	414	266	697	472	206	681	2	474	210	685
"RI"	2008	"Warwick"	3505		1077	662	388	1074	765	284	1051	2	764	286	1050
"RI"	2008	"Warwick"	3506		784	443	320	779	484	264	755	2	532	228	762
"RI"	2008	"Warwick"	3507		900	552	312	891	637	230	868	2	655	219	874
"RI"	2008	"Warwick"	3508		241	159	72	238	182	55	237	2	174	59	234
"RI"	2008	"Warwick"	3509		335	215	111	333	242	81	325	2	239	86	325
"RI"	2008	"Warwick"	3510		1011	620	355	1000	717	257	978	2	740	242	984
"RI"	2008	"Warwick"	3511		1042	658	346	1036	739	260	1006	2	749	254	1004
"RI"	2008	"Warwick"	3512		787	478	288	784	554	196	756	2	564	189	756
"RI"	2008	"Warwick"	3513		539	316	214	538	349	174	523	2	366	153	522
"RI"	2008	"Warwick"	3514		717	417	278	709	497	189	693	2	499	195	696
"RI"	2008	"Warwick"	3515		1110	644	421	1099	771	301	1078	2	758	325	1083
"RI"	2008	"Warwick"	3516		774	443	296	764	534	207	743	2	525	218	743
"RI"	2008	"Warwick"	3517		607	386	206	603	425	148	575	2	420	148	569
"RI"	2008	"Warwick"	3518		811	524	264	805	593	192	789	2	606	186	793
"RI"	2008	"Warwick"	3519		492	297	179	488	359	114	474	2	349	126	475
"RI"	2008	"Warwick"	3520		1182	650	496	1175	820	315	1144	2	841	303	1145
"RI"	2008	"Warwick"	3521		1015	603	382	1010	739	244	987	2	729	254	984
"RI"	2008	"Warwick"	3522		1072	633	414	1065	752	286	1040	2	750	289	1041
"RI"	2008	"Warwick"	3523		1112	669	399	1093	825	237	1073	2	823	249	1072
"RI"	2008	"Warwick"	3524		855	541	298	849	619	201	826	2	602	218	820
"RI"	2008	"Warwick"	3525		269	160	101	267	181	76	257	2	177	86	263
"RI"	2008	"Warwick"	3526		303	173	117	302	205	87	292	2	202	87	290
"RI"	2008	"Warwick"	3527		875	513	326	863	634	207	846	2	624	216	843
"RI"	2008	"Warwick"	3528		1027	569	417	1007	712	275	988	2	707	277	984
"RI"	2008	"Warwick"	3529		1143	690	426	1138	778	331	1113	2	765	334	1101
"RI"	2008	"Warwick"	3530		856	546	289	851	607	218	829	2	615	210	828
"RI"	2008	"Warwick"	3531		763	344	404	761	400	333	736	2	404	338	742
"RI"	2008	"Warwick"	3532		1047	648	364	1040	785	222	1009	2	776	225	1003
"RI"	2008	"Warwick"	3533		442	253	174	440	319	110	429	2	309	121	431
"RI"	2008	"Warwick"	3534		797	446	320	785	568	193	768	2	572	196	770
"RI"	2008	"Warwick"	3535		683	405	254	679	492	159	657	2	491	160	652
"RI"	2008	"Warwick"	3536		786	492	263	784	590	168	762	2	600	170	770
"RI"	2008	"Warwick"	3537		1154	653	473	1150	769	333	1113	2	770	338	1109
"RI"	2008	"Warwick"	3538		798	465	307	790	576	187	765	2	569	199	770
"RI"	2008	"Warwick"	3539		940	531	372	927	672	243	918	2	654	258	912
"RI"	2008	"Warwick"	3540		1135	640	475	1135	729	368	1105	2	738	370	1108
"RI"	2008	"Warwick"	3541		241	142	88	238	162	71	234	2	160	72	233
"RI"	2008	"Warwick"	3542		864	500	345	860	553	281	836	2	537	300	837
"RI"	2008	"Warwick"	3543		649	383	240	643	431	196	629	2	419	209	628
"RI"	2008	"Warwick"	3544		388	247	130	386	263	98	364	2	259	106	367
"RI"	2008	"Warwick"	3545		705	395	295	702	456	226	685	2	456	222	679
"RI"	2008	"Warwick"	3546		756	437	299	751	508	226	734	2	504	231	735
"RI"	2008	"Warwick"	3547		1115	632	451	1107	763	316	1085	2	750	330	1083
"RI"	2008	"Warwick"	3548		1271	652	603	1268	765	467	1237	2	782	456	1243
"RI"	2008	"Warwick"	3549		952	528	402	942	621	286	914	2	602	312	915
"RI"	2008	"Warwick"	3550		509	243	260	509	303	192	495	2	308	186	494
"RI"	2008	"Warwick"	3551		703	399	279	700	461	214	681	2	447	232	681
"RI"	2008	"Warwick"	3552		795	481	294	787	542	224	767	2	539	232	771
"RI"	2008	"Warwick"	3553		819	483	309	813	525	251	783	2	516	267	784
"RI"	2008	"Warwick"	3554		7	5	2	7	6	1	7	2	5	2	7
"RI"	2008	"Warwick"	3555		995	673	308	995	0	0	0		0	0	0
"RI"	2008	"West Greenwich"	3701		1221	572	609	1217	703	466	1173	2	642	523	1166
"RI"	2008	"West Greenwich"	3702		1472	741	685	1465	893	510	1409	2	859	544	1404
"RI"	2008	"West Greenwich"	3703		488	239	240	488	275	192	469	2	259	206	465
"RI"	2008	"West Greenwich"	3704		0	0	0	0	0	0	0	2	0	0	0
"RI"	2008	"West Greenwich"	3705		73	39	33	73	0	0	0		0	0	0
"RI"	2008	"West Warwick"	3801		1183	682	451	1156	819	308	1134	2	798	330	1130
"RI"	2008	"West Warwick"	3803		807	521	263	800	575	207	784	2	569	214	783
"RI"	2008	"West Warwick"	3804		1018	654	332	1011	737	233	976	2	739	236	979
"RI"	2008	"West Warwick"	3805		673	412	231	667	492	153	654	2	483	162	647
"RI"	2008	"West Warwick"	3806		1316	766	514	1308	918	345	1269	2	878	386	1265
"RI"	2008	"West Warwick"	3807		772	474	269	766	559	183	748	2	544	196	741
"RI"	2008	"West Warwick"	3808		836	452	356	830	576	231	808	2	574	233	809
"RI"	2008	"West Warwick"	3809		808	475	304	801	568	208	781	2	551	218	770
"RI"	2008	"West Warwick"	3811		284	178	101	283	207	68	275	2	203	68	271
"RI"	2008	"West Warwick"	3812		1363	810	520	1348	1001	311	1318	2	953	347	1303
"RI"	2008	"West Warwick"	3813		1199	693	475	1188	804	343	1156	2	814	339	1156
"RI"	2008	"West Warwick"	3814		1075	612	430	1068	729	293	1034	2	736	298	1034
"RI"	2008	"West Warwick"	3815		818	430	359	809	566	234	802	2	565	237	802
"RI"	2008	"West Warwick"	3816		17	14	3	17	13	2	15	2	15	1	16
"RI"	2008	"West Warwick"	3817		434	302	127	433	0	0	0		0	0	0
"RI"	2008	"Westerly"	3601		1712	458	379	856	568	255	826	2	532	286	818
"RI"	2008	"Westerly"	3602		2205	600	471	1090	714	337	1056	2	689	339	1032
"RI"	2008	"Westerly"	3603		1969	533	418	973	615	328	944	2	549	376	926
"RI"	2008	"Westerly"	3604		2016	472	517	1004	574	391	965	2	517	432	949
"RI"	2008	"Westerly"	3606		2826	800	581	1406	965	368	1337	2	927	390	1318
"RI"	2008	"Westerly"	3607		2325	690	437	1150	808	293	1103	2	772	298	1073
"RI"	2008	"Westerly"	3608		1730	536	294	858	610	211	821	2	592	214	806
"RI"	2008	"Westerly"	3610		1936	555	378	955	675	235	912	2	631	261	892
"RI"	2008	"Westerly"	3612		2280	683	431	1136	804	278	1084	2	774	284	1060
"RI"	2008	"Westerly"	3613		2422	661	510	1198	810	331	1143	2	786	340	1128
"RI"	2008	"Westerly"	3614		952	278	182	474	330	125	455	2	315	134	449
"RI"	2008	"Westerly"	3615		16	12	4	16	12	2	14	2	12	2	14
"RI"	2008	"Westerly"	3616		325	212	108	324	0	0	0		0	0	0
"RI"	2008	"Woonsocket"	3901		702	454	219	696	512	150	664	1	504	128	673
"RI"	2008	"Woonsocket"	3902		581	422	145	576	472	77	550	1	464	61	553
"RI"	2008	"Woonsocket"	3903		840	573	238	835	636	154	793	1	630	131	803
"RI"	2008	"Woonsocket"	3904		931	532	374	927	632	257	891	1	582	234	892
"RI"	2008	"Woonsocket"	3905		598	410	173	592	471	88	559	1	470	71	569
"RI"	2008	"Woonsocket"	3906		380	236	134	376	288	69	360	1	290	62	367
"RI"	2008	"Woonsocket"	3907		449	312	125	445	343	79	422	1	342	60	430
"RI"	2008	"Woonsocket"	3908		852	582	255	849	645	174	823	1	637	138	826
"RI"	2008	"Woonsocket"	3909		956	582	351	955	676	233	912	1	650	201	921
"RI"	2008	"Woonsocket"	3910		939	607	307	927	700	191	892	1	663	175	896
"RI"	2008	"Woonsocket"	3911		854	476	349	851	600	213	818	1	564	204	827
"RI"	2008	"Woonsocket"	3912		1028	621	380	1019	761	230	993	1	747	182	1004
"RI"	2008	"Woonsocket"	3913		991	654	313	981	732	216	951	1	717	190	959
"RI"	2008	"Woonsocket"	3914		944	552	362	943	656	226	887	1	625	219	912
"RI"	2008	"Woonsocket"	3915		719	471	227	716	525	154	680	1	523	120	688
"RI"	2008	"Woonsocket"	3916		1046	706	312	1038	780	213	997	1	762	163	1011
"RI"	2008	"Woonsocket"	3918		9	8	1	9	9	0	9	1	9	0	9
"RI"	2008	"Woonsocket"	3919		619	480	133	619	0	0	0		0	0	0
