state	year	county_code	county	precinct_code	precinct	cd	sd	ld	g2008_REG_dv	g2008_REG_rv	g2008_REG_ov	g2008_REG_mv	g2008_REG_fv	g2008_REG_tv	g2008_USP_dv	g2008_USS_rv	g2008_USS_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_tv
"KY"	2008	31	"EDMONSON"	"A101"	"WINGFIELD FIRE DEPT."	2	9	19	211	435	21	326	341	667	120	190	149	216	342	339
"KY"	2008	31	"EDMONSON"	"A102"	"S. EDMONSON ELEMENTARY"	2	9	19	329	601	16	445	501	946	198	382	256	433	636	638
"KY"	2008	31	"EDMONSON"	"A99"	"MAGIS.DIST. TOTALS"	0	0	0	540	1036	37	771	842	1613						
"KY"	2008	31	"EDMONSON"	"B101"	"BROWNSVILLE FIRE DEPT."	2	9	19	183	531	13	349	378	727	86	272	126	325	412	398
"KY"	2008	31	"EDMONSON"	"B102"	"EDMONSON CO HIGH SCHOOL"	2	9	19	119	325	9	219	234	453	70	199	81	205	279	280
"KY"	2008	31	"EDMONSON"	"B99"	"MAGIS.DIST. TOTALS"	0	0	0	302	856	22	568	612	1180						
"KY"	2008	31	"EDMONSON"	"C101"	"CHALYBEATE FIRE DEPT."	2	9	19	175	426	12	303	310	613	113	226	121	227	346	347
"KY"	2008	31	"EDMONSON"	"C102"	"ROCKY HILL FIRE DEPT."	2	9	19	289	494	38	400	421	821	164	302	182	321	491	484
"KY"	2008	31	"EDMONSON"	"C99"	"MAGIS.DIST. TOTALS"	0	0	0	464	920	50	703	731	1434						
"KY"	2008	31	"EDMONSON"	"D101"	"KYROCK FIRE DEPT."	2	9	19	397	953	35	686	699	1385	235	488	297	538	781	785
"KY"	2008	31	"EDMONSON"	"D99"	"MAGIS.DIST. TOTALS"	0	0	0	397	953	35	686	699	1385						
"KY"	2008	31	"EDMONSON"	"E101"	"LINCOLN FIRE DEPT."	2	9	19	547	740	94	796	585	1381	192	371	228	403	599	599
"KY"	2008	31	"EDMONSON"	"E102"	"KYROCK ELEMENTARY SCHOOL"	2	9	19	128	247	7	181	201	382	76	141	88	156	234	229
"KY"	2008	31	"EDMONSON"	"E99"	"MAGIS.DIST. TOTALS"	0	0	0	675	987	101	977	786	1763						
"KY"	2008	31	"EDMONSON"	"F101"	"BEAR CREEK FIRE DEPT."	2	9	19	524	774	21	640	679	1319	250	429	304	474	737	733
"KY"	2008	31	"EDMONSON"	"F99"	"MAGIS.DIST. TOTALS"	0	0	0	524	774	21	640	679	1319						
"KY"	2008	31	"EDMONSON"	"AB"	"ABSENTEE"										148	249	164	264	413	413
"KY"	2008	31	"EDMONSON"	"9999"	"TOTAL ALL PRECINCTS"	0	0	0	2902	5526	266	4345	4349	8694						
"KY"	2008	32	"ELLIOTT"	"A101"	"SANDY HOOK NO. 1"	4	27	99	671	22	11	334	370	704	167	83	207	108	290	290
"KY"	2008	32	"ELLIOTT"	"A99"	"MAGIS.DIST. TOTALS"	0	0	0	671	22	11	334	370	704						
"KY"	2008	32	"ELLIOTT"	"B101"	"SANDY HOOK NO. 2"	4	27	99	589	24	9	286	336	622	183	91	232	125	315	323
"KY"	2008	32	"ELLIOTT"	"B99"	"MAGIS.DIST. TOTALS"	0	0	0	589	24	9	286	336	622						
"KY"	2008	32	"ELLIOTT"	"C101"	"WALNUT GROVE NO. 3"	4	27	99	731	33	12	384	392	776	199	93	237	122	329	330
"KY"	2008	32	"ELLIOTT"	"C99"	"MAGIS.DIST. TOTALS"	0	0	0	731	33	12	384	392	776						
"KY"	2008	32	"ELLIOTT"	"D101"	"MOCASSIN NO. 4"	4	27	99	897	40	14	487	464	951	275	112	317	138	422	429
"KY"	2008	32	"ELLIOTT"	"D99"	"MAGIS.DIST. TOTALS"	0	0	0	897	40	14	487	464	951						
"KY"	2008	32	"ELLIOTT"	"E101"	"CRACKNERNECK NO. 5"	4	27	99	655	16	11	337	345	682	212	103	251	124	351	354
"KY"	2008	32	"ELLIOTT"	"E99"	"MAGIS.DIST. TOTALS"	0	0	0	655	16	11	337	345	682						
"KY"	2008	32	"ELLIOTT"	"F101"	"BRUIN NO. 6"	4	27	99	571	17	12	305	295	600	184	94	226	124	315	320
"KY"	2008	32	"ELLIOTT"	"F99"	"MAGIS.DIST. TOTALS"	0	0	0	571	17	12	305	295	600						
"KY"	2008	32	"ELLIOTT"	"G101"	"ISONVILLE NO. 7"	4	27	99	685	13	6	348	356	704	200	87	222	101	309	309
"KY"	2008	32	"ELLIOTT"	"G99"	"MAGIS.DIST. TOTALS"	0	0	0	685	13	6	348	356	704						
"KY"	2008	32	"ELLIOTT"	"AB"	"ABSENTEE"										115	49	138	60	184	187
"KY"	2008	33	"ESTILL"	"A101"	"COURTHOUSE"	6	21	91	148	184	11	145	198	343	48	109	62	123	172	171
"KY"	2008	33	"ESTILL"	"A102"	"SCHOOLHOUSE"	6	21	91	207	284	20	227	284	511	86	134	115	161	250	249
"KY"	2008	33	"ESTILL"	"A103"	"WEST LAWN"	6	21	91	162	229	26	187	230	417	62	88	88	114	180	176
"KY"	2008	33	"ESTILL"	"A104"	"ESTILL SPRINGS"	6	21	91	224	317	33	233	341	574	53	148	120	178	234	268
"KY"	2008	33	"ESTILL"	"A105"	"RAVENNA"	6	21	91	192	252	20	211	253	464	75	144	99	171	248	243
"KY"	2008	33	"ESTILL"	"A106"	"WEST IRVINE"	6	21	91	374	428	23	394	431	825	141	248	171	290	437	419
"KY"	2008	33	"ESTILL"	"A99"	"MAGIS.DIST. TOTALS"	0	0	0	1307	1694	133	1397	1737	3134						
"KY"	2008	33	"ESTILL"	"B102"	"WHITE OAK"	6	21	91	356	483	34	436	437	873	98	243	158	306	411	401
"KY"	2008	33	"ESTILL"	"B103"	"MILLERS CREEK"	6	21	91	155	338	28	280	241	521	64	166	83	186	254	249
"KY"	2008	33	"ESTILL"	"B104"	"COW CREEK"	6	21	91	146	278	6	221	209	430	62	158	89	180	249	247
"KY"	2008	33	"ESTILL"	"B105"	"FORKS"	6	21	91	585	454	53	552	540	1092	220	251	305	336	565	556
"KY"	2008	33	"ESTILL"	"B106"	"BARNES MT."	6	21	91	141	315	25	257	224	481	64	121	78	138	206	199
"KY"	2008	33	"ESTILL"	"B99"	"MAGIS.DIST. TOTALS"	0	0	0	1383	1868	146	1746	1651	3397						
"KY"	2008	33	"ESTILL"	"C103"	"CEDAR GROVE"	6	21	91	435	518	58	506	505	1011	190	359	219	420	616	578
"KY"	2008	33	"ESTILL"	"C104"	"RED LICK"	6	21	91	338	469	38	442	403	845	88	252	143	312	407	395
"KY"	2008	33	"ESTILL"	"C105"	"SOUTH  IRVINE"	6	21	91	288	412	28	378	350	728	88	221	124	252	344	345
"KY"	2008	33	"ESTILL"	"C106"	"DROWNING CREEK"	6	21	91	554	444	32	494	536	1030	148	274	223	343	497	497
