state	year	parish	ward	precinct	sd	ld	g2009_STS_dv	g2009_STS_rv	g2009_STS_tv	g2009_STH_dv	g2009_STH_rv	g2009_STH_tv	g2009_CCA_dv	g2009_CCA_rv	g2009_CCA_tv	g2009_PSC4_dv	g2009_PSC4_rv	g2009_PSC4_tv	g2009_SC4_rv	g2009_SC4_dv	g2009_SC4_tv	r2009_STS_dv	r2009_STS_rv	r2009_STS_tv	r2009_STH_dv	r2009_STH_rv	r2009_STH_tv	jud_circ	jud_dist	jud_elec_sec	jud_div
"LA"	2009	"Ouachita"	"0"	"11"															64		64										
"LA"	2009	"Ouachita"	"0"	"12"															67		67										
"LA"	2009	"Ouachita"	"0"	"13"															126		126										
"LA"	2009	"Ouachita"	"0"	"14"															173		173										
"LA"	2009	"Ouachita"	"0"	"15"															72		72										
"LA"	2009	"Ouachita"	"0"	"16"															74		74										
"LA"	2009	"Ouachita"	"0"	"17"															75		75										
"LA"	2009	"Ouachita"	"0"	"18"															256		256										
"LA"	2009	"Ouachita"	"0"	"19"															191		191										
"LA"	2009	"Ouachita"	"0"	"2"															160		160										
"LA"	2009	"Ouachita"	"0"	"20"															109		109										
"LA"	2009	"Ouachita"	"0"	"21"															114		114										
"LA"	2009	"Ouachita"	"0"	"22"															89		89										
"LA"	2009	"Ouachita"	"0"	"23"															101		101										
"LA"	2009	"Ouachita"	"0"	"24"															167		167										
"LA"	2009	"Ouachita"	"0"	"25"															136		136										
"LA"	2009	"Ouachita"	"0"	"26"															75		75										
"LA"	2009	"Ouachita"	"0"	"27"															76		76										
"LA"	2009	"Ouachita"	"0"	"28"															34		34										
"LA"	2009	"Ouachita"	"0"	"29"															30		30										
"LA"	2009	"Ouachita"	"0"	"3"															291		291										
"LA"	2009	"Ouachita"	"0"	"30"															66		66										
"LA"	2009	"Ouachita"	"0"	"31"															179		179										
"LA"	2009	"Ouachita"	"0"	"32"															349		349										
"LA"	2009	"Ouachita"	"0"	"33"															384		384										
"LA"	2009	"Ouachita"	"0"	"34"															46		46										
"LA"	2009	"Ouachita"	"0"	"35"															242		242										
"LA"	2009	"Ouachita"	"0"	"36"															171		171										
"LA"	2009	"Ouachita"	"0"	"37"															230		230										
"LA"	2009	"Ouachita"	"0"	"38"															222		222										
"LA"	2009	"Ouachita"	"0"	"39"															266		266										
"LA"	2009	"Ouachita"	"0"	"4"															253		253										
"LA"	2009	"Ouachita"	"0"	"40"															111		111										
"LA"	2009	"Ouachita"	"0"	"41"															496		496										
"LA"	2009	"Ouachita"	"0"	"42"															415		415										
"LA"	2009	"Ouachita"	"0"	"43"															492		492										
"LA"	2009	"Ouachita"	"0"	"44"															261		261										
"LA"	2009	"Ouachita"	"0"	"44A"															358		358										
"LA"	2009	"Ouachita"	"0"	"45"															340		340										
"LA"	2009	"Ouachita"	"0"	"46"															264		264										
"LA"	2009	"Ouachita"	"0"	"47"															185		185										
"LA"	2009	"Ouachita"	"0"	"48"															171		171										
"LA"	2009	"Ouachita"	"0"	"49"															172		172										
"LA"	2009	"Ouachita"	"0"	"5"															290		290										
"LA"	2009	"Ouachita"	"0"	"50"															176		176										
"LA"	2009	"Ouachita"	"0"	"51"															365		365										
"LA"	2009	"Ouachita"	"0"	"52"															355		355										
"LA"	2009	"Ouachita"	"0"	"53"															267		267										
"LA"	2009	"Ouachita"	"0"	"54"															274		274										
"LA"	2009	"Ouachita"	"0"	"55"															210		210										
"LA"	2009	"Ouachita"	"0"	"56"															380		380										
"LA"	2009	"Ouachita"	"0"	"57"															418		418										
"LA"	2009	"Ouachita"	"0"	"58"															202		202										
"LA"	2009	"Ouachita"	"0"	"59"															220		220										
"LA"	2009	"Ouachita"	"0"	"6"															341		341										
"LA"	2009	"Ouachita"	"0"	"60"															325		325										
"LA"	2009	"Ouachita"	"0"	"61"															226		226										
"LA"	2009	"Ouachita"	"0"	"62"															133		133										
"LA"	2009	"Ouachita"	"0"	"63"															199		199										
"LA"	2009	"Ouachita"	"0"	"64"															217		217										
"LA"	2009	"Ouachita"	"0"	"65"															76		76										
"LA"	2009	"Ouachita"	"0"	"66"															99		99										
"LA"	2009	"Ouachita"	"0"	"67"															78		78										
"LA"	2009	"Ouachita"	"0"	"68"															91		91										
"LA"	2009	"Ouachita"	"0"	"69"															144		144										
"LA"	2009	"Ouachita"	"0"	"7"															349		349										
"LA"	2009	"Ouachita"	"0"	"70"															57		57										
"LA"	2009	"Ouachita"	"0"	"71"															507		507										
"LA"	2009	"Ouachita"	"0"	"72"															220		220										
"LA"	2009	"Ouachita"	"0"	"73"															179		179										
"LA"	2009	"Ouachita"	"0"	"74"															99		99										
"LA"	2009	"Ouachita"	"0"	"75"															492		492										
"LA"	2009	"Ouachita"	"0"	"76"															293		293										
"LA"	2009	"Ouachita"	"0"	"77"															370		370										
"LA"	2009	"Ouachita"	"0"	"78"															144		144										
"LA"	2009	"Ouachita"	"0"	"79"															121		121										
"LA"	2009	"Ouachita"	"0"	"8"															387		387										
"LA"	2009	"Ouachita"	"0"	"9"															232		232										
"LA"	2009	"Ouachita"	"0"	"9A"															82		82										
"LA"	2009	"Ouachita"	"Early Voting"																2208		2208										
"LA"	2009	"Pointe Coupee"	"0"	"1"												7	17	24													
"LA"	2009	"Pointe Coupee"	"0"	"10A"												19	39	58													
"LA"	2009	"Pointe Coupee"	"0"	"10B"												2	3	5													
"LA"	2009	"Pointe Coupee"	"0"	"11"												7	6	13													
"LA"	2009	"Pointe Coupee"	"0"	"12"												6	17	23													
"LA"	2009	"Pointe Coupee"	"0"	"13A"												21	2	23													
"LA"	2009	"Pointe Coupee"	"0"	"13B"												0	11	11													
"LA"	2009	"Pointe Coupee"	"0"	"14"												16	2	18													
"LA"	2009	"Pointe Coupee"	"0"	"15A"												6	21	27													
"LA"	2009	"Pointe Coupee"	"0"	"15B"												0	3	3													
"LA"	2009	"Pointe Coupee"	"0"	"16A"												4	4	8													
"LA"	2009	"Pointe Coupee"	"0"	"16B"												25	21	46													
"LA"	2009	"Pointe Coupee"	"0"	"17"												21	9	30													
"LA"	2009	"Pointe Coupee"	"0"	"18"												11	19	30													
"LA"	2009	"Pointe Coupee"	"0"	"19A"												12	7	19													
"LA"	2009	"Pointe Coupee"	"0"	"2"												9	8	17													
"LA"	2009	"Pointe Coupee"	"0"	"20A"												24	45	69													
"LA"	2009	"Pointe Coupee"	"0"	"20B"												11	22	33													
"LA"	2009	"Pointe Coupee"	"0"	"21"												3	18	21													
"LA"	2009	"Pointe Coupee"	"0"	"22A"												26	51	77													
"LA"	2009	"Pointe Coupee"	"0"	"23"												21	25	46													
"LA"	2009	"Pointe Coupee"	"0"	"24"												6	21	27													
"LA"	2009	"Pointe Coupee"	"0"	"3"												23	30	53													
"LA"	2009	"Pointe Coupee"	"0"	"4"												10	2	12													
"LA"	2009	"Pointe Coupee"	"0"	"5"												1	13	14													
"LA"	2009	"Pointe Coupee"	"0"	"6"												6	27	33													
"LA"	2009	"Pointe Coupee"	"0"	"7"												19	19	38													
"LA"	2009	"Pointe Coupee"	"0"	"8"												26	4	30													
"LA"	2009	"Pointe Coupee"	"0"	"9"												44	1	45													
"LA"	2009	"Pointe Coupee"	"Early Voting"													31	54	85													
"LA"	2009	"Rapides"	"0"	"C01"												12	4	16	12		12										
"LA"	2009	"Rapides"	"0"	"C02"												50	4	54	24		24										
"LA"	2009	"Rapides"	"0"	"C03"												82	6	88	64		64										
"LA"	2009	"Rapides"	"0"	"C04AK"												50	5	55	37		37										
"LA"	2009	"Rapides"	"0"	"C04LZ"												46	2	48	22		22										
"LA"	2009	"Rapides"	"0"	"C05"												17	2	19	5		5										
"LA"	2009	"Rapides"	"0"	"C06"												61	5	66	33		33										
"LA"	2009	"Rapides"	"0"	"C07"												49	0	49	31		31										
"LA"	2009	"Rapides"	"0"	"C08"												19	0	19	7		7										
"LA"	2009	"Rapides"	"0"	"C09"												42	3	45	18		18										
"LA"	2009	"Rapides"	"0"	"C10"												12	0	12	11		11										
"LA"	2009	"Rapides"	"0"	"C11"												22	10	32	16		16										
"LA"	2009	"Rapides"	"0"	"C13"												55	74	129	108		108										
"LA"	2009	"Rapides"	"0"	"C14"												14	8	22	25		25										
"LA"	2009	"Rapides"	"0"	"C15"												30	29	59	46		46										
"LA"	2009	"Rapides"	"0"	"C17"												45	48	93	80		80										
"LA"	2009	"Rapides"	"0"	"C18"												46	66	112	108		108										
"LA"	2009	"Rapides"	"0"	"C19"												33	27	60	51		51										
"LA"	2009	"Rapides"	"0"	"C20"												64	6	70	39		39										
"LA"	2009	"Rapides"	"0"	"C21AK"												93	39	132	96		96										
"LA"	2009	"Rapides"	"0"	"C21LZ"												65	44	109	70		70										
"LA"	2009	"Rapides"	"0"	"C22"												24	48	72	39		39										
"LA"	2009	"Rapides"	"0"	"C23"												41	88	129	93		93										
"LA"	2009	"Rapides"	"0"	"C24"												85	39	124	89		89										
"LA"	2009	"Rapides"	"0"	"C25"												65	75	140	113		113										
"LA"	2009	"Rapides"	"0"	"C26"												22	62	84	91		91										
"LA"	2009	"Rapides"	"0"	"C27"												56	110	166	182		182										
"LA"	2009	"Rapides"	"0"	"C28"												25	41	66	52		52										
"LA"	2009	"Rapides"	"0"	"C30"												62	148	210	178		178										
"LA"	2009	"Rapides"	"0"	"C31"												58	152	210	209		209										
"LA"	2009	"Rapides"	"0"	"C32"												36	66	102	98		98										
"LA"	2009	"Rapides"	"0"	"C33"												48	113	161	146		146										
"LA"	2009	"Rapides"	"0"	"C34"												16	48	64	41		41										
"LA"	2009	"Rapides"	"0"	"C35"												34	73	107	104		104										
"LA"	2009	"Rapides"	"0"	"C36"												122	264	386	397		397										
"LA"	2009	"Rapides"	"0"	"C37"												110	149	259	228		228										
"LA"	2009	"Rapides"	"0"	"C38AK"												39	70	109	67		67										
"LA"	2009	"Rapides"	"0"	"C38LZ"												47	80	127	90		90										
"LA"	2009	"Rapides"	"0"	"C39"												17	15	32	20		20										
"LA"	2009	"Rapides"	"0"	"C40"												15	20	35	24		24										
"LA"	2009	"Rapides"	"0"	"C41"												39	123	162	160		160										
"LA"	2009	"Rapides"	"0"	"C42"												65	150	215	243		243										
"LA"	2009	"Rapides"	"0"	"N01"												6	16	22	18		18										
"LA"	2009	"Rapides"	"0"	"N02"												37	16	53	46		46										
"LA"	2009	"Rapides"	"0"	"N03"												31	37	68	59		59										
"LA"	2009	"Rapides"	"0"	"N04"												61	27	88	70		70										
"LA"	2009	"Rapides"	"0"	"N05"												56	94	150	142		142										
"LA"	2009	"Rapides"	"0"	"N06"												55	89	144	137		137										
"LA"	2009	"Rapides"	"0"	"N07"												13	31	44	48		48										
"LA"	2009	"Rapides"	"0"	"N08AK"												35	44	79	105		105										
"LA"	2009	"Rapides"	"0"	"N08LZ"												31	56	87	91		91										
"LA"	2009	"Rapides"	"0"	"N09"												46	64	110	106		106										
"LA"	2009	"Rapides"	"0"	"N10"												89	163	252	302		302										
"LA"	2009	"Rapides"	"0"	"N11"												25	74	99	120		120										
"LA"	2009	"Rapides"	"0"	"N12"												59	124	183	199		199										
"LA"	2009	"Rapides"	"0"	"N13"												69	157	226	264		264										
"LA"	2009	"Rapides"	"0"	"N14"												28	41	69	78		78										
"LA"	2009	"Rapides"	"0"	"N15"												31	55	86	69		69										
"LA"	2009	"Rapides"	"0"	"N16"												24	68	92	94		94										
"LA"	2009	"Rapides"	"0"	"N17"												29	51	80	68		68										
"LA"	2009	"Rapides"	"0"	"N18AK"												102	223	325	144		144										
"LA"	2009	"Rapides"	"0"	"N18LZ"												130	247	377	157		157										
"LA"	2009	"Rapides"	"0"	"N19AK"												32	85	117	111		111										
"LA"	2009	"Rapides"	"0"	"N19LZ"												35	61	96	88		88										
"LA"	2009	"Rapides"	"0"	"N20AK"												36	125	161	148		148										
"LA"	2009	"Rapides"	"0"	"N20LZ"												26	90	116	115		115										
"LA"	2009	"Rapides"	"0"	"N21"												14	34	48	55		55										
"LA"	2009	"Rapides"	"0"	"N22"												35	54	89	93		93										
"LA"	2009	"Rapides"	"0"	"N23"												46	102	148	136		136										
"LA"	2009	"Rapides"	"0"	"N24"												92	120	212	142		142										
"LA"	2009	"Rapides"	"0"	"N25"												37	59	96	86		86										
"LA"	2009	"Rapides"	"0"	"N26"												53	124	177	214		214										
"LA"	2009	"Rapides"	"0"	"N27"												69	107	176	172		172										
"LA"	2009	"Rapides"	"0"	"N28"												46	23	69	69		69										
"LA"	2009	"Rapides"	"0"	"N29"												37	25	62	92		92										
"LA"	2009	"Rapides"	"0"	"S01"												45	29	74	45		45										
"LA"	2009	"Rapides"	"0"	"S02"												23	15	38	24		24										
"LA"	2009	"Rapides"	"0"	"S04"												163	50	213	59		59										
"LA"	2009	"Rapides"	"0"	"S05"												17	20	37	29		29										
"LA"	2009	"Rapides"	"0"	"S06"												51	97	148	74		74										
"LA"	2009	"Rapides"	"0"	"S07"												49	53	102	74		74										
"LA"	2009	"Rapides"	"0"	"S08"												92	161	253	165		165										
"LA"	2009	"Rapides"	"0"	"S09"												23	3	26	14		14										
"LA"	2009	"Rapides"	"0"	"S10AK"												47	71	118	76		76										
"LA"	2009	"Rapides"	"0"	"S10LZ"												48	55	103	65		65										
"LA"	2009	"Rapides"	"0"	"S11"												17	76	93	68		68										
"LA"	2009	"Rapides"	"0"	"S13"												125	166	291	127		127										
"LA"	2009	"Rapides"	"0"	"S14"												33	36	69	41		41										
"LA"	2009	"Rapides"	"0"	"S15"												50	59	109	100		100										
"LA"	2009	"Rapides"	"0"	"S16"												52	93	145	68		68										
"LA"	2009	"Rapides"	"0"	"S17"												9	24	33	14		14										
"LA"	2009	"Rapides"	"0"	"S18"												81	47	128	45		45										
"LA"	2009	"Rapides"	"0"	"S19"												6	44	50	44		44										
"LA"	2009	"Rapides"	"0"	"S20"												89	36	125	60		60										
"LA"	2009	"Rapides"	"0"	"S21"												30	92	122	125		125										
"LA"	2009	"Rapides"	"0"	"S22"												35	122	157	179		179										
"LA"	2009	"Rapides"	"0"	"S23"												14	74	88	125		125										
"LA"	2009	"Rapides"	"0"	"S24"												10	14	24	42		42										
"LA"	2009	"Rapides"	"0"	"S25"												96	99	195	241		241										
"LA"	2009	"Rapides"	"0"	"S26"												42	114	156	201		201										
"LA"	2009	"Rapides"	"0"	"S27"												39	38	77	44		44										
"LA"	2009	"Rapides"	"0"	"S28"												24	21	45	31		31										
"LA"	2009	"Rapides"	"0"	"S29"												35	55	90	40		40										
"LA"	2009	"Rapides"	"Early Voting"													534	552	1086	1029		1029										
"LA"	2009	"Richland"	"0"	"1"															39		39										
"LA"	2009	"Richland"	"0"	"10"															17		17										
"LA"	2009	"Richland"	"0"	"11"															42		42										
"LA"	2009	"Richland"	"0"	"12"															85		85										
"LA"	2009	"Richland"	"0"	"13"															43		43										
"LA"	2009	"Richland"	"0"	"14"															15		15										
"LA"	2009	"Richland"	"0"	"15"															24		24										
"LA"	2009	"Richland"	"0"	"16"															20		20										
"LA"	2009	"Richland"	"0"	"17"															61		61										
"LA"	2009	"Richland"	"0"	"18"															59		59										
"LA"	2009	"Richland"	"0"	"19"															1		1										
"LA"	2009	"Richland"	"0"	"2"															63		63										
"LA"	2009	"Richland"	"0"	"20"															10		10										
"LA"	2009	"Richland"	"0"	"21"															12		12										
"LA"	2009	"Richland"	"0"	"22"															0		0										
"LA"	2009	"Richland"	"0"	"23"															24		24										
"LA"	2009	"Richland"	"0"	"24"															8		8										
"LA"	2009	"Richland"	"0"	"25"															41		41										
"LA"	2009	"Richland"	"0"	"26"															20		20										
"LA"	2009	"Richland"	"0"	"27"															73		73										
"LA"	2009	"Richland"	"0"	"28"															9		9										
"LA"	2009	"Richland"	"0"	"29"															0		0										
"LA"	2009	"Richland"	"0"	"3"															45		45										
"LA"	2009	"Richland"	"0"	"30"															20		20										
"LA"	2009	"Richland"	"0"	"31"															34		34										
"LA"	2009	"Richland"	"0"	"32"															34		34										
"LA"	2009	"Richland"	"0"	"33"															47		47										
"LA"	2009	"Richland"	"0"	"34"															108		108										
"LA"	2009	"Richland"	"0"	"35"															23		23										
"LA"	2009	"Richland"	"0"	"4"															94		94										
"LA"	2009	"Richland"	"0"	"5"															25		25										
"LA"	2009	"Richland"	"0"	"6"															25		25										
"LA"	2009	"Richland"	"0"	"7"															5		5										
"LA"	2009	"Richland"	"0"	"8"															6		6										
"LA"	2009	"Richland"	"0"	"9"															60		60										
"LA"	2009	"Richland"	"Early Voting"																218		218										
"LA"	2009	"St. James"	"0"	"10"									126		126													5	2		"A"
"LA"	2009	"St. James"	"0"	"11"									119		119													5	2		"A"
"LA"	2009	"St. James"	"0"	"12"									108		108													5	2		"A"
"LA"	2009	"St. James"	"0"	"13"									192		192													5	2		"A"
"LA"	2009	"St. James"	"0"	"14"									297		297													5	2		"A"
"LA"	2009	"St. James"	"0"	"15"									119		119													5	2		"A"
"LA"	2009	"St. James"	"0"	"15B"									43		43													5	2		"A"
"LA"	2009	"St. James"	"0"	"16"									593		593													5	2		"A"
"LA"	2009	"St. James"	"0"	"17"									392		392													5	2		"A"
"LA"	2009	"St. James"	"0"	"17A"									172		172													5	2		"A"
"LA"	2009	"St. James"	"0"	"18"									437		437													5	2		"A"
"LA"	2009	"St. James"	"0"	"2"									142		142													5	2		"A"
"LA"	2009	"St. James"	"0"	"3"									396		396													5	2		"A"
"LA"	2009	"St. James"	"0"	"4"									58		58													5	2		"A"
"LA"	2009	"St. James"	"0"	"5"									181		181													5	2		"A"
"LA"	2009	"St. James"	"0"	"6"									344		344													5	2		"A"
"LA"	2009	"St. James"	"0"	"7"									64		64													5	2		"A"
"LA"	2009	"St. James"	"0"	"7A"									64		64													5	2		"A"
"LA"	2009	"St. James"	"0"	"8"									213		213													5	2		"A"
"LA"	2009	"St. James"	"0"	"8A"									53		53													5	2		"A"
"LA"	2009	"St. James"	"0"	"9"									274		274													5	2		"A"
"LA"	2009	"St. James"	"Early Voting"										724		724													5	2		"A"
"LA"	2009	"St. John The Baptist"	"1"	"4"									143		143													5	2		"A"
"LA"	2009	"St. John The Baptist"	"1"	"5"									138		138													5	2		"A"
"LA"	2009	"St. John The Baptist"	"2"	"1"									231		231													5	2		"A"
"LA"	2009	"St. John The Baptist"	"2"	"2"									179		179													5	2		"A"
"LA"	2009	"St. John The Baptist"	"2"	"3"									314		314													5	2		"A"
"LA"	2009	"St. John The Baptist"	"2"	"4"									274		274													5	2		"A"
"LA"	2009	"St. John The Baptist"	"3"	"1"									178		178													5	2		"A"
"LA"	2009	"St. John The Baptist"	"3"	"2"									64		64													5	2		"A"
"LA"	2009	"St. John The Baptist"	"3"	"3"									197		197													5	2		"A"
"LA"	2009	"St. John The Baptist"	"3"	"4"									130		130													5	2		"A"
"LA"	2009	"St. John The Baptist"	"4"	"1"									39		39													5	2		"A"
"LA"	2009	"St. John The Baptist"	"4"	"2"									128		128													5	2		"A"
"LA"	2009	"St. John The Baptist"	"4"	"3"									92		92													5	2		"A"
"LA"	2009	"St. John The Baptist"	"4"	"4"									77		77													5	2		"A"
"LA"	2009	"St. John The Baptist"	"4"	"5"									52		52													5	2		"A"
"LA"	2009	"St. John The Baptist"	"4"	"6"									15		15													5	2		"A"
"LA"	2009	"St. John The Baptist"	"4"	"8"									140		140													5	2		"A"
"LA"	2009	"St. John The Baptist"	"4"	"9"									32		32													5	2		"A"
"LA"	2009	"St. John The Baptist"	"5"	"1"									117		117													5	2		"A"
"LA"	2009	"St. John The Baptist"	"5"	"2"									74		74													5	2		"A"
"LA"	2009	"St. John The Baptist"	"5"	"3"									340		340													5	2		"A"
"LA"	2009	"St. John The Baptist"	"5"	"4"									255		255													5	2		"A"
"LA"	2009	"St. John The Baptist"	"5"	"5"									8		8													5	2		"A"
"LA"	2009	"St. John The Baptist"	"5"	"6"									38		38													5	2		"A"
"LA"	2009	"St. John The Baptist"	"5"	"7"									90		90													5	2		"A"
"LA"	2009	"St. John The Baptist"	"6"	"1"									242		242													5	2		"A"
"LA"	2009	"St. John The Baptist"	"6"	"3"									136		136													5	2		"A"
"LA"	2009	"St. John The Baptist"	"6"	"4"									87		87													5	2		"A"
"LA"	2009	"St. John The Baptist"	"7"	"2"									303		303													5	2		"A"
"LA"	2009	"St. John The Baptist"	"7"	"3"									148		148													5	2		"A"
"LA"	2009	"St. John The Baptist"	"7"	"4"									163		163													5	2		"A"
"LA"	2009	"St. John The Baptist"	"7"	"5"									126		126													5	2		"A"
"LA"	2009	"St. John The Baptist"	"7"	"7"									214		214													5	2		"A"
"LA"	2009	"St. John The Baptist"	"Early Voting"										689		689													5	2		"A"
"LA"	2009	"St. Landry"	"2"	"2"		40				34	0	55				42	53	95							43		43				
"LA"	2009	"St. Landry"	"2"	"3"												21	29	50													
"LA"	2009	"St. Landry"	"2"	"6"		40				0	0	1				1	2	3							0		0				
"LA"	2009	"St. Landry"	"2"	"8"												5	28	33													
"LA"	2009	"St. Landry"	"2"	"9"		40				12	0	23				14	28	42							26		26				
"LA"	2009	"St. Landry"	"3"	"3"												29	52	81													
"LA"	2009	"St. Landry"	"3"	"5"												17	65	82													
"LA"	2009	"St. Landry"	"4"	"12"												9	65	74													
"LA"	2009	"St. Landry"	"4"	"13"												12	36	48													
"LA"	2009	"St. Landry"	"4"	"2"												47	40	87													
"LA"	2009	"St. Landry"	"4"	"3"												51	84	135													
"LA"	2009	"St. Landry"	"4"	"5"												6	47	53													
"LA"	2009	"St. Landry"	"4"	"7"												26	78	104													
"LA"	2009	"St. Landry"	"4"	"9"												22	19	41													
"LA"	2009	"St. Landry"	"5"	"4"												1	29	30													
"LA"	2009	"St. Landry"	"6"	"13"												6	25	31													
"LA"	2009	"St. Landry"	"6"	"14"												23	81	104													
"LA"	2009	"St. Landry"	"6"	"2"												21	56	77													
"LA"	2009	"St. Landry"	"6"	"4"												46	82	128													
"LA"	2009	"St. Landry"	"6"	"6"												32	44	76													
"LA"	2009	"St. Landry"	"6"	"7"												30	146	176													
"LA"	2009	"St. Landry"	"6"	"9"												32	32	64													
"LA"	2009	"St. Martin"	"1"	"1"												20	42	62													
"LA"	2009	"St. Martin"	"1"	"3"												6	9	15													
"LA"	2009	"St. Martin"	"1"	"4"												11	22	33													
"LA"	2009	"St. Martin"	"1"	"7"												22	35	57													
"LA"	2009	"St. Martin"	"2"	"1"												45	18	63													
"LA"	2009	"St. Martin"	"2"	"2"												35	41	76													
"LA"	2009	"St. Martin"	"2"	"3"												15	4	19													
"LA"	2009	"St. Martin"	"2"	"4"												3	3	6													
"LA"	2009	"St. Martin"	"3"	"1"												14	12	26													
"LA"	2009	"St. Martin"	"3"	"1A"												12	3	15													
"LA"	2009	"St. Martin"	"3"	"1B"												4	3	7													
"LA"	2009	"St. Martin"	"3"	"2"												14	5	19													
"LA"	2009	"St. Martin"	"3"	"3"												25	26	51													
"LA"	2009	"St. Martin"	"3"	"4"												38	29	67													
"LA"	2009	"St. Martin"	"3"	"4A"												0	10	10													
"LA"	2009	"St. Martin"	"3"	"5"												3	4	7													
"LA"	2009	"St. Martin"	"3"	"6"												37	8	45													
"LA"	2009	"St. Martin"	"3"	"9"												8	1	9													
"LA"	2009	"St. Martin"	"4"	"1"												9	14	23													
"LA"	2009	"St. Martin"	"4"	"1A"												13	19	32													
"LA"	2009	"St. Martin"	"4"	"2"												15	22	37													
"LA"	2009	"St. Martin"	"4"	"3"												38	72	110													
"LA"	2009	"St. Martin"	"4"	"4"												38	25	63													
"LA"	2009	"St. Martin"	"4"	"4A"												10	5	15													
"LA"	2009	"St. Martin"	"4"	"5"												16	12	28													
"LA"	2009	"St. Martin"	"4"	"6"												1	13	14													
"LA"	2009	"St. Martin"	"5"	"1"												12	22	34													
"LA"	2009	"St. Martin"	"5"	"2"												45	45	90													
"LA"	2009	"St. Martin"	"5"	"3"												28	84	112													
"LA"	2009	"St. Martin"	"5"	"4"												46	39	85													
"LA"	2009	"St. Martin"	"6"	"1"												36	53	89													
"LA"	2009	"St. Martin"	"6"	"2"												11	35	46													
"LA"	2009	"St. Martin"	"6"	"2A"												3	2	5													
"LA"	2009	"St. Martin"	"6"	"3"												17	21	38													
"LA"	2009	"St. Martin"	"6"	"3A"												4	12	16													
"LA"	2009	"St. Martin"	"6"	"3B"												5	4	9													
"LA"	2009	"St. Martin"	"6"	"4"												58	95	153													
"LA"	2009	"St. Martin"	"7"	"1"												16	35	51													
"LA"	2009	"St. Martin"	"7"	"1A"												0	0	0													
"LA"	2009	"St. Martin"	"7"	"2A"												10	13	23													
"LA"	2009	"St. Martin"	"7"	"3"												62	20	82													
"LA"	2009	"St. Martin"	"7"	"4"												21	22	43													
"LA"	2009	"St. Martin"	"7"	"4A"												0	9	9													
"LA"	2009	"St. Martin"	"8"	"1"												33	20	53													
"LA"	2009	"St. Martin"	"8"	"3"												38	45	83													
"LA"	2009	"St. Martin"	"8"	"4"												29	60	89													
"LA"	2009	"St. Martin"	"8"	"4A"												10	31	41													
"LA"	2009	"St. Martin"	"9"	"1"												15	21	36													
"LA"	2009	"St. Martin"	"9"	"2"												13	35	48													
"LA"	2009	"St. Martin"	"9"	"3"												35	57	92													
"LA"	2009	"St. Martin"	"9"	"4"												21	31	52													
"LA"	2009	"St. Martin"	"9"	"5"												16	33	49													
"LA"	2009	"St. Martin"	"Early Voting"													40	77	117													
"LA"	2009	"Tensas"	"0"	"1"															23		23										
"LA"	2009	"Tensas"	"0"	"10"															19		19										
"LA"	2009	"Tensas"	"0"	"11"															131		131										
"LA"	2009	"Tensas"	"0"	"12"															63		63										
"LA"	2009	"Tensas"	"0"	"15"															29		29										
"LA"	2009	"Tensas"	"0"	"16"															32		32										
"LA"	2009	"Tensas"	"0"	"17"															45		45										
"LA"	2009	"Tensas"	"0"	"2"															23		23										
"LA"	2009	"Tensas"	"0"	"2A"															12		12										
"LA"	2009	"Tensas"	"0"	"4"															6		6										
"LA"	2009	"Tensas"	"0"	"4A"															21		21										
"LA"	2009	"Tensas"	"0"	"5"															22		22										
"LA"	2009	"Tensas"	"0"	"5A"															5		5										
"LA"	2009	"Tensas"	"0"	"6"															21		21										
"LA"	2009	"Tensas"	"0"	"7"															13		13										
"LA"	2009	"Tensas"	"0"	"9"															15		15										
"LA"	2009	"Tensas"	"Early Voting"																141		141										
"LA"	2009	"Union"	"0"	"1"															16		16										
"LA"	2009	"Union"	"0"	"10"															31		31										
"LA"	2009	"Union"	"0"	"11"															58		58										
"LA"	2009	"Union"	"0"	"12"															49		49										
"LA"	2009	"Union"	"0"	"13"															12		12										
"LA"	2009	"Union"	"0"	"14"															41		41										
"LA"	2009	"Union"	"0"	"15"															37		37										
"LA"	2009	"Union"	"0"	"16"															39		39										
"LA"	2009	"Union"	"0"	"17"															74		74										
"LA"	2009	"Union"	"0"	"18"															39		39										
"LA"	2009	"Union"	"0"	"19"															36		36										
"LA"	2009	"Union"	"0"	"2"															30		30										
"LA"	2009	"Union"	"0"	"20"															52		52										
"LA"	2009	"Union"	"0"	"21"															1		1										
"LA"	2009	"Union"	"0"	"22"															90		90										
"LA"	2009	"Union"	"0"	"23"															109		109										
"LA"	2009	"Union"	"0"	"24"															41		41										
"LA"	2009	"Union"	"0"	"25"															9		9										
"LA"	2009	"Union"	"0"	"26"															46		46										
"LA"	2009	"Union"	"0"	"27"															74		74										
"LA"	2009	"Union"	"0"	"28"															70		70										
"LA"	2009	"Union"	"0"	"29"															150		150										
"LA"	2009	"Union"	"0"	"3"															39		39										
"LA"	2009	"Union"	"0"	"4"															76		76										
"LA"	2009	"Union"	"0"	"5"															43		43										
"LA"	2009	"Union"	"0"	"6"															55		55										
"LA"	2009	"Union"	"0"	"7"															58		58										
"LA"	2009	"Union"	"0"	"8"															9		9										
"LA"	2009	"Union"	"0"	"9"															9		9										
"LA"	2009	"Union"	"Early Voting"																118		118										
