state	year	parish	ward	precinct	sd	ld	g2009_STS_dv	g2009_STS_rv	g2009_STS_tv	g2009_STH_dv	g2009_STH_rv	g2009_STH_tv	g2009_CCA_dv	g2009_CCA_rv	g2009_CCA_tv	g2009_PSC4_dv	g2009_PSC4_rv	g2009_PSC4_tv	g2009_SC4_rv	g2009_SC4_dv	g2009_SC4_tv	r2009_STS_dv	r2009_STS_rv	r2009_STS_tv	r2009_STH_dv	r2009_STH_rv	r2009_STH_tv	jud_circ	jud_dist	jud_elec_sec	jud_div
"LA"	2009	"Concordia"	"0"	"4-1"															32		32										
"LA"	2009	"Concordia"	"0"	"4-2"															73		73										
"LA"	2009	"Concordia"	"0"	"4-3"															42		42										
"LA"	2009	"Concordia"	"0"	"4-4"															75		75										
"LA"	2009	"Concordia"	"0"	"4-6"															8		8										
"LA"	2009	"Concordia"	"0"	"5-1"															64		64										
"LA"	2009	"Concordia"	"0"	"5-2"															31		31										
"LA"	2009	"Concordia"	"0"	"5-3"															39		39										
"LA"	2009	"Concordia"	"0"	"5-4"															47		47										
"LA"	2009	"Concordia"	"0"	"5-5"															44		44										
"LA"	2009	"Concordia"	"0"	"5-6"															75		75										
"LA"	2009	"Concordia"	"0"	"5-7"															17		17										
"LA"	2009	"Concordia"	"Early Voting"																66		66										
"LA"	2009	"East Carroll"	"0"	"1"															44		44										
"LA"	2009	"East Carroll"	"0"	"10"															12		12										
"LA"	2009	"East Carroll"	"0"	"11"															9		9										
"LA"	2009	"East Carroll"	"0"	"12"															9		9										
"LA"	2009	"East Carroll"	"0"	"13"															29		29										
"LA"	2009	"East Carroll"	"0"	"13A"															9		9										
"LA"	2009	"East Carroll"	"0"	"14"															10		10										
"LA"	2009	"East Carroll"	"0"	"14A"															1		1										
"LA"	2009	"East Carroll"	"0"	"15"															12		12										
"LA"	2009	"East Carroll"	"0"	"16"															41		41										
"LA"	2009	"East Carroll"	"0"	"17"															14		14										
"LA"	2009	"East Carroll"	"0"	"18"															23		23										
"LA"	2009	"East Carroll"	"0"	"19"															51		51										
"LA"	2009	"East Carroll"	"0"	"2"															85		85										
"LA"	2009	"East Carroll"	"0"	"3"															9		9										
"LA"	2009	"East Carroll"	"0"	"4"															6		6										
"LA"	2009	"East Carroll"	"0"	"4A"															1		1										
"LA"	2009	"East Carroll"	"0"	"5"															0		0										
"LA"	2009	"East Carroll"	"0"	"5A"															3		3										
"LA"	2009	"East Carroll"	"0"	"5B"															2		2										
"LA"	2009	"East Carroll"	"0"	"6"															30		30										
"LA"	2009	"East Carroll"	"0"	"7"															13		13										
"LA"	2009	"East Carroll"	"0"	"8"															3		3										
"LA"	2009	"East Carroll"	"0"	"9"															17		17										
"LA"	2009	"East Carroll"	"Early Voting"																74		74										
"LA"	2009	"Evangeline"	"1"	"1010"												25	27	52													
"LA"	2009	"Evangeline"	"1"	"1011"												7	8	15													
"LA"	2009	"Evangeline"	"1"	"1020"												4	29	33													
"LA"	2009	"Evangeline"	"1"	"1030"												9	33	42													
"LA"	2009	"Evangeline"	"1"	"1031"												17	26	43													
"LA"	2009	"Evangeline"	"1"	"1040"												13	18	31													
"LA"	2009	"Evangeline"	"1"	"1041"												11	34	45													
"LA"	2009	"Evangeline"	"1"	"1050"												9	9	18													
"LA"	2009	"Evangeline"	"1"	"1060"												6	48	54													
"LA"	2009	"Evangeline"	"1"	"1080"												15	18	33													
"LA"	2009	"Evangeline"	"1"	"1081"												29	16	45													
"LA"	2009	"Evangeline"	"1"	"1090"												13	40	53													
"LA"	2009	"Evangeline"	"1"	"1091"												10	17	27													
"LA"	2009	"Evangeline"	"1"	"1100"												7	48	55													
"LA"	2009	"Evangeline"	"1"	"1101"												45	62	107													
"LA"	2009	"Evangeline"	"1"	"1110"												79	8	87													
"LA"	2009	"Evangeline"	"1"	"1120"												99	29	128													
"LA"	2009	"Evangeline"	"1"	"1130"												7	28	35													
"LA"	2009	"Evangeline"	"1"	"1131"												0	14	14													
"LA"	2009	"Evangeline"	"1"	"1140"												12	25	37													
"LA"	2009	"Evangeline"	"1"	"1141"												2	10	12													
"LA"	2009	"Evangeline"	"1"	"1150"												11	23	34													
"LA"	2009	"Evangeline"	"1"	"1160"												111	42	153													
"LA"	2009	"Evangeline"	"1"	"1161"												1	6	7													
"LA"	2009	"Evangeline"	"1"	"1162"												5	8	13													
"LA"	2009	"Evangeline"	"1"	"1170"												48	29	77													
"LA"	2009	"Evangeline"	"1"	"1171"												9	39	48													
"LA"	2009	"Evangeline"	"2"	"2010"												17	47	64													
"LA"	2009	"Evangeline"	"2"	"2020"												12	23	35													
"LA"	2009	"Evangeline"	"2"	"2030"												9	27	36													
"LA"	2009	"Evangeline"	"2"	"2040"												19	55	74													
"LA"	2009	"Evangeline"	"3"	"3010"												11	59	70													
"LA"	2009	"Evangeline"	"3"	"3020"												17	21	38													
"LA"	2009	"Evangeline"	"3"	"3030"												15	43	58													
"LA"	2009	"Evangeline"	"3"	"3031"												6	18	24													
"LA"	2009	"Evangeline"	"3"	"3032"												4	6	10													
"LA"	2009	"Evangeline"	"3"	"3040"												14	29	43													
"LA"	2009	"Evangeline"	"3"	"3050"												2	33	35													
"LA"	2009	"Evangeline"	"3"	"3051"												4	8	12													
"LA"	2009	"Evangeline"	"3"	"3052"												0	3	3													
"LA"	2009	"Evangeline"	"3"	"3060"												16	10	26													
"LA"	2009	"Evangeline"	"3"	"3070"												6	27	33													
"LA"	2009	"Evangeline"	"3"	"3071"												0	2	2													
"LA"	2009	"Evangeline"	"4"	"4001"												15	32	47													
"LA"	2009	"Evangeline"	"4"	"4010"												2	13	15													
"LA"	2009	"Evangeline"	"4"	"4011"												5	9	14													
"LA"	2009	"Evangeline"	"4"	"4012"												4	1	5													
"LA"	2009	"Evangeline"	"4"	"4013"												0	1	1													
"LA"	2009	"Evangeline"	"4"	"4020"												1	23	24													
"LA"	2009	"Evangeline"	"4"	"4021"												2	1	3													
"LA"	2009	"Evangeline"	"4"	"4030"												11	55	66													
"LA"	2009	"Evangeline"	"4"	"4040"												18	16	34													
"LA"	2009	"Evangeline"	"5"	"5004"												7	24	31													
"LA"	2009	"Evangeline"	"5"	"5010"												19	50	69													
"LA"	2009	"Evangeline"	"5"	"5020"												3	17	20													
"LA"	2009	"Evangeline"	"5"	"5030"												9	22	31													
"LA"	2009	"Evangeline"	"5"	"5040"												6	27	33													
"LA"	2009	"Evangeline"	"5"	"5041"												6	17	23													
"LA"	2009	"Evangeline"	"5"	"5050"												8	14	22													
"LA"	2009	"Evangeline"	"Early Voting"													383	250	633													
"LA"	2009	"Franklin"	"0"	"1"															28		28										
"LA"	2009	"Franklin"	"0"	"12"															39		39										
"LA"	2009	"Franklin"	"0"	"13"															56		56										
"LA"	2009	"Franklin"	"0"	"14"															41		41										
"LA"	2009	"Franklin"	"0"	"16"															34		34										
"LA"	2009	"Franklin"	"0"	"18"															6		6										
"LA"	2009	"Franklin"	"0"	"19"															34		34										
"LA"	2009	"Franklin"	"0"	"2"															11		11										
"LA"	2009	"Franklin"	"0"	"20"															44		44										
"LA"	2009	"Franklin"	"0"	"21"															40		40										
"LA"	2009	"Franklin"	"0"	"22"															28		28										
"LA"	2009	"Franklin"	"0"	"24"															39		39										
"LA"	2009	"Franklin"	"0"	"25"															12		12										
"LA"	2009	"Franklin"	"0"	"26"															61		61										
"LA"	2009	"Franklin"	"0"	"27"															35		35										
"LA"	2009	"Franklin"	"0"	"27A"															2		2										
"LA"	2009	"Franklin"	"0"	"28A"															7		7										
"LA"	2009	"Franklin"	"0"	"3"															54		54										
"LA"	2009	"Franklin"	"0"	"30"															103		103										
"LA"	2009	"Franklin"	"0"	"31"															102		102										
"LA"	2009	"Franklin"	"0"	"32"															55		55										
"LA"	2009	"Franklin"	"0"	"33"															23		23										
"LA"	2009	"Franklin"	"0"	"4"															42		42										
"LA"	2009	"Franklin"	"0"	"4A"															5		5										
"LA"	2009	"Franklin"	"0"	"4B"															42		42										
"LA"	2009	"Franklin"	"0"	"6"															72		72										
"LA"	2009	"Franklin"	"0"	"7"															13		13										
"LA"	2009	"Franklin"	"0"	"9"															5		5										
"LA"	2009	"Franklin"	"Early Voting"																224		224										
"LA"	2009	"Grant"	"1"	"1"												33	35	68	106		106										
"LA"	2009	"Grant"	"1"	"2"												21	16	37	43		43										
"LA"	2009	"Grant"	"1"	"3"												46	59	105	69		69										
"LA"	2009	"Grant"	"2"	"1"												14	39	53	50		50										
"LA"	2009	"Grant"	"2"	"2"												28	36	64	55		55										
"LA"	2009	"Grant"	"2"	"3"												66	82	148	79		79										
"LA"	2009	"Grant"	"3"	"1"												27	15	42	38		38										
"LA"	2009	"Grant"	"3"	"2"												31	29	60	50		50										
"LA"	2009	"Grant"	"3"	"3"												8	1	9	5		5										
"LA"	2009	"Grant"	"4"	"1"												0	11	11	13		13										
"LA"	2009	"Grant"	"4"	"2"												46	107	153	126		126										
"LA"	2009	"Grant"	"5"	"1"												41	93	134	91		91										
"LA"	2009	"Grant"	"5"	"2"												22	123	145	86		86										
"LA"	2009	"Grant"	"6"	"1"												10	51	61	59		59										
"LA"	2009	"Grant"	"6"	"2"												33	112	145	103		103										
"LA"	2009	"Grant"	"6"	"3"												22	38	60	24		24										
"LA"	2009	"Grant"	"7"	"1"												26	60	86	66		66										
"LA"	2009	"Grant"	"7"	"2"												10	34	44	40		40										
"LA"	2009	"Grant"	"7"	"3"												27	78	105	73		73										
"LA"	2009	"Grant"	"7"	"4"												8	12	20	21		21										
"LA"	2009	"Grant"	"8"	"1"												36	74	110	87		87										
"LA"	2009	"Grant"	"8"	"2"												30	66	96	57		57										
"LA"	2009	"Grant"	"8"	"3"												12	17	29	26		26										
"LA"	2009	"Grant"	"Early Voting"													134	221	355	235		235										
"LA"	2009	"Jackson"	"0"	"1"															19		19										
"LA"	2009	"Jackson"	"0"	"10"															87		87										
"LA"	2009	"Jackson"	"0"	"11"															107		107										
"LA"	2009	"Jackson"	"0"	"13"															68		68										
"LA"	2009	"Jackson"	"0"	"14A"															15		15										
"LA"	2009	"Jackson"	"0"	"15"															22		22										
"LA"	2009	"Jackson"	"0"	"16"															28		28										
"LA"	2009	"Jackson"	"0"	"17"															42		42										
"LA"	2009	"Jackson"	"0"	"17A"															14		14										
"LA"	2009	"Jackson"	"0"	"18"															25		25										
"LA"	2009	"Jackson"	"0"	"19"															37		37										
"LA"	2009	"Jackson"	"0"	"19A"															14		14										
"LA"	2009	"Jackson"	"0"	"19B"															8		8										
"LA"	2009	"Jackson"	"0"	"2"															79		79										
"LA"	2009	"Jackson"	"0"	"20"															12		12										
"LA"	2009	"Jackson"	"0"	"20A"															26		26										
"LA"	2009	"Jackson"	"0"	"22"															72		72										
"LA"	2009	"Jackson"	"0"	"24"															17		17										
"LA"	2009	"Jackson"	"0"	"25"															228		228										
"LA"	2009	"Jackson"	"0"	"26A"															4		4										
"LA"	2009	"Jackson"	"0"	"3"															53		53										
"LA"	2009	"Jackson"	"0"	"4"															34		34										
"LA"	2009	"Jackson"	"0"	"5"															37		37										
"LA"	2009	"Jackson"	"0"	"5A"															4		4										
"LA"	2009	"Jackson"	"0"	"6"															42		42										
"LA"	2009	"Jackson"	"0"	"7"															8		8										
"LA"	2009	"Jackson"	"0"	"8"															39		39										
"LA"	2009	"Jackson"	"0"	"8A"															16		16										
"LA"	2009	"Jackson"	"0"	"9"															62		62										
"LA"	2009	"Jackson"	"Early Voting"																155		155										
"LA"	2009	"Jefferson"	"0"	"104"									238		238													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"108"									119		119													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"115"									184		184													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"150"									131		131													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"151"									164		164													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"153"									153		153													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"154"									225		225													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"156"									160		160													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"157B"									0		0													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"173"									88		88													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"179B"									83		83													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"180"									182		182													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"181"									143		143													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"187"									187		187													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"188"									54		54													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"200"									134		134													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"201"									95		95													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"K013B"									45		45													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"K021"									152		152													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"K022"									144		144													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"K023"									105		105													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"K024"									32		32													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"K026"									155		155													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"K031"									116		116													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"K033"									231		231													5	1	2	"C"
"LA"	2009	"Jefferson"	"0"	"W002"									124		124													5	1	2	"C"
"LA"	2009	"Jefferson"	"Early Voting"										50		50													5	1	2	"C"
"LA"	2009	"Jefferson Davis"	"0"	"1"												20	35	55													
"LA"	2009	"Jefferson Davis"	"0"	"10"												19	69	88													
"LA"	2009	"Jefferson Davis"	"0"	"11"												3	23	26													
"LA"	2009	"Jefferson Davis"	"0"	"12"												15	24	39													
"LA"	2009	"Jefferson Davis"	"0"	"13"												29	20	49													
"LA"	2009	"Jefferson Davis"	"0"	"14"												37	47	84													
"LA"	2009	"Jefferson Davis"	"0"	"16"												46	21	67													
"LA"	2009	"Jefferson Davis"	"0"	"17"												10	8	18													
"LA"	2009	"Jefferson Davis"	"0"	"18"												8	17	25													
"LA"	2009	"Jefferson Davis"	"0"	"19"												41	92	133													
"LA"	2009	"Jefferson Davis"	"0"	"2"												14	23	37													
"LA"	2009	"Jefferson Davis"	"0"	"20"												26	24	50													
"LA"	2009	"Jefferson Davis"	"0"	"21"												30	56	86													
"LA"	2009	"Jefferson Davis"	"0"	"23"												26	79	105													
"LA"	2009	"Jefferson Davis"	"0"	"3"												9	32	41													
"LA"	2009	"Jefferson Davis"	"0"	"4A"												11	24	35													
"LA"	2009	"Jefferson Davis"	"0"	"4B"												10	19	29													
"LA"	2009	"Jefferson Davis"	"0"	"5"												119	81	200													
"LA"	2009	"Jefferson Davis"	"0"	"6"												113	198	311													
"LA"	2009	"Jefferson Davis"	"0"	"7"												76	227	303													
"LA"	2009	"Jefferson Davis"	"0"	"8"												111	71	182													
"LA"	2009	"Jefferson Davis"	"0"	"9A"												21	73	94													
"LA"	2009	"Jefferson Davis"	"0"	"9B"												107	278	385													
"LA"	2009	"Jefferson Davis"	"Early Voting"													267	630	897													
"LA"	2009	"Lasalle"	"1"	"1"												7	5	12	12		12										
"LA"	2009	"Lasalle"	"1"	"2"												0	0	0	10		10										
"LA"	2009	"Lasalle"	"1"	"3"												1	5	6	51		51										
"LA"	2009	"Lasalle"	"1"	"4"												1	7	8													
"LA"	2009	"Lasalle"	"10"	"1"												5	0	5	27		27										
"LA"	2009	"Lasalle"	"10"	"4"												13	9	22													
"LA"	2009	"Lasalle"	"2"	"1"												12	37	49	85		85										
"LA"	2009	"Lasalle"	"2"	"3"												0	7	7													
"LA"	2009	"Lasalle"	"3"	"1"												11	25	36	52		52										
"LA"	2009	"Lasalle"	"3"	"2"												11	12	23	38		38										
"LA"	2009	"Lasalle"	"4"	"1"												5	5	10	18		18										
"LA"	2009	"Lasalle"	"4"	"2"												12	16	28	32		32										
"LA"	2009	"Lasalle"	"4"	"3"												3	4	7	6		6										
"LA"	2009	"Lasalle"	"4"	"4"												1	4	5	19		19										
"LA"	2009	"Lasalle"	"5"	"1"												20	66	86	90		90										
"LA"	2009	"Lasalle"	"6"	"1"												8	26	34	38		38										
"LA"	2009	"Lasalle"	"6"	"2"												8	24	32	30		30										
"LA"	2009	"Lasalle"	"7"	"1"												8	34	42	73		73										
"LA"	2009	"Lasalle"	"7"	"2"												8	18	26	31		31										
"LA"	2009	"Lasalle"	"8"	"2"												3	14	17	19		19										
"LA"	2009	"Lasalle"	"8"	"3"												1	21	22	27		27										
"LA"	2009	"Lasalle"	"8"	"5"												5	8	13	12		12										
"LA"	2009	"Lasalle"	"8"	"6"												10	18	28	28		28										
"LA"	2009	"Lasalle"	"8"	"7"												10	27	37	57		57										
"LA"	2009	"Lasalle"	"9"	"1"												14	27	41	58		58										
"LA"	2009	"Lasalle"	"9"	"2"												17	18	35	29		29										
"LA"	2009	"Lasalle"	"9"	"3"												2	3	5	12		12										
"LA"	2009	"Lasalle"	"9"	"4"												0	10	10	12		12										
"LA"	2009	"Lasalle"	"9"	"5"												4	9	13	22		22										
"LA"	2009	"Lasalle"	"Early Voting"													46	103	149	273		273										
"LA"	2009	"Lincoln"	"1"	"1"															83		83										
"LA"	2009	"Lincoln"	"1"	"2"															42		42										
"LA"	2009	"Lincoln"	"1"	"3"															2		2										
"LA"	2009	"Lincoln"	"10"	"1"															39		39										
"LA"	2009	"Lincoln"	"10"	"2"															24		24										
"LA"	2009	"Lincoln"	"10"	"3"															19		19										
"LA"	2009	"Lincoln"	"10"	"4"															30		30										
"LA"	2009	"Lincoln"	"10"	"5"															29		29										
"LA"	2009	"Lincoln"	"11"	"1"															56		56										
"LA"	2009	"Lincoln"	"11"	"2"															48		48										
"LA"	2009	"Lincoln"	"11"	"3"															5		5										
"LA"	2009	"Lincoln"	"12"	"1"															105		105										
"LA"	2009	"Lincoln"	"12"	"2"															1		1										
"LA"	2009	"Lincoln"	"2"	"1"															70		70										
"LA"	2009	"Lincoln"	"2"	"2"															23		23										
"LA"	2009	"Lincoln"	"3"	"1"															44		44										
"LA"	2009	"Lincoln"	"3"	"2"															100		100										
"LA"	2009	"Lincoln"	"3"	"3"															45		45										
"LA"	2009	"Lincoln"	"3"	"4"															50		50										
"LA"	2009	"Lincoln"	"3"	"5"															51		51										
"LA"	2009	"Lincoln"	"4"	"1"															48		48										
"LA"	2009	"Lincoln"	"4"	"2"															44		44										
"LA"	2009	"Lincoln"	"4"	"3"															70		70										
"LA"	2009	"Lincoln"	"4"	"4"															87		87										
"LA"	2009	"Lincoln"	"4"	"5"															42		42										
"LA"	2009	"Lincoln"	"5"	"1"															147		147										
"LA"	2009	"Lincoln"	"5"	"2"															160		160										
"LA"	2009	"Lincoln"	"5"	"3"															212		212										
"LA"	2009	"Lincoln"	"5"	"4"															184		184										
"LA"	2009	"Lincoln"	"6"	"1"															169		169										
"LA"	2009	"Lincoln"	"6"	"2"															11		11										
"LA"	2009	"Lincoln"	"6"	"3"															14		14										
"LA"	2009	"Lincoln"	"6"	"4"															78		78										
"LA"	2009	"Lincoln"	"6"	"5"															1		1										
"LA"	2009	"Lincoln"	"7"	"1"															109		109										
"LA"	2009	"Lincoln"	"7"	"2"															283		283										
"LA"	2009	"Lincoln"	"8"	"1"															67		67										
"LA"	2009	"Lincoln"	"8"	"2"															134		134										
"LA"	2009	"Lincoln"	"8"	"3"															7		7										
"LA"	2009	"Lincoln"	"9"	"1"															48		48										
"LA"	2009	"Lincoln"	"9"	"2"															3		3										
"LA"	2009	"Lincoln"	"9"	"3"															0		0										
"LA"	2009	"Lincoln"	"Early Voting"																327		327										
"LA"	2009	"Madison"	"0"	"1"															27		27										
"LA"	2009	"Madison"	"0"	"10"															51		51										
"LA"	2009	"Madison"	"0"	"11"															19		19										
"LA"	2009	"Madison"	"0"	"12"															31		31										
"LA"	2009	"Madison"	"0"	"13"															20		20										
"LA"	2009	"Madison"	"0"	"14"															37		37										
"LA"	2009	"Madison"	"0"	"15"															44		44										
"LA"	2009	"Madison"	"0"	"16"															0		0										
"LA"	2009	"Madison"	"0"	"17"															2		2										
"LA"	2009	"Madison"	"0"	"18"															4		4										
"LA"	2009	"Madison"	"0"	"19"															14		14										
"LA"	2009	"Madison"	"0"	"2"															20		20										
"LA"	2009	"Madison"	"0"	"20"															31		31										
"LA"	2009	"Madison"	"0"	"21"															47		47										
"LA"	2009	"Madison"	"0"	"22"															8		8										
"LA"	2009	"Madison"	"0"	"23"															9		9										
"LA"	2009	"Madison"	"0"	"24"															38		38										
"LA"	2009	"Madison"	"0"	"25"															12		12										
"LA"	2009	"Madison"	"0"	"26"															0		0										
"LA"	2009	"Madison"	"0"	"27"															3		3										
"LA"	2009	"Madison"	"0"	"28"															47		47										
"LA"	2009	"Madison"	"0"	"29"															14		14										
"LA"	2009	"Madison"	"0"	"3"															40		40										
"LA"	2009	"Madison"	"0"	"4"															11		11										
"LA"	2009	"Madison"	"0"	"5"															22		22										
"LA"	2009	"Madison"	"0"	"6"															4		4										
"LA"	2009	"Madison"	"0"	"7"															43		43										
"LA"	2009	"Madison"	"0"	"8"															30		30										
"LA"	2009	"Madison"	"0"	"9"															5		5										
"LA"	2009	"Madison"	"Early Voting"																139		139										
"LA"	2009	"Morehouse"	"0"	"1"															13		13										
"LA"	2009	"Morehouse"	"0"	"10"															19		19										
"LA"	2009	"Morehouse"	"0"	"12"															49		49										
"LA"	2009	"Morehouse"	"0"	"13"															69		69										
"LA"	2009	"Morehouse"	"0"	"14"															26		26										
"LA"	2009	"Morehouse"	"0"	"15"															36		36										
"LA"	2009	"Morehouse"	"0"	"16"															27		27										
"LA"	2009	"Morehouse"	"0"	"17"															0		0										
"LA"	2009	"Morehouse"	"0"	"18"															12		12										
"LA"	2009	"Morehouse"	"0"	"2"															3		3										
"LA"	2009	"Morehouse"	"0"	"20"															59		59										
"LA"	2009	"Morehouse"	"0"	"21"															61		61										
"LA"	2009	"Morehouse"	"0"	"22"															10		10										
"LA"	2009	"Morehouse"	"0"	"23"															58		58										
"LA"	2009	"Morehouse"	"0"	"24"															4		4										
"LA"	2009	"Morehouse"	"0"	"25"															12		12										
"LA"	2009	"Morehouse"	"0"	"26"															95		95										
"LA"	2009	"Morehouse"	"0"	"27"															124		124										
"LA"	2009	"Morehouse"	"0"	"28"															30		30										
"LA"	2009	"Morehouse"	"0"	"29"															82		82										
"LA"	2009	"Morehouse"	"0"	"3"															80		80										
"LA"	2009	"Morehouse"	"0"	"30"															0		0										
"LA"	2009	"Morehouse"	"0"	"31"															16		16										
"LA"	2009	"Morehouse"	"0"	"33"															22		22										
"LA"	2009	"Morehouse"	"0"	"34"															21		21										
"LA"	2009	"Morehouse"	"0"	"35"															99		99										
"LA"	2009	"Morehouse"	"0"	"36"															7		7										
"LA"	2009	"Morehouse"	"0"	"37"															1		1										
"LA"	2009	"Morehouse"	"0"	"38"															42		42										
"LA"	2009	"Morehouse"	"0"	"39"															119		119										
"LA"	2009	"Morehouse"	"0"	"4"															88		88										
"LA"	2009	"Morehouse"	"0"	"40"															121		121										
"LA"	2009	"Morehouse"	"0"	"41"															21		21										
"LA"	2009	"Morehouse"	"0"	"42"															42		42										
"LA"	2009	"Morehouse"	"0"	"43"															3		3										
"LA"	2009	"Morehouse"	"0"	"44"															26		26										
"LA"	2009	"Morehouse"	"0"	"45"															70		70										
"LA"	2009	"Morehouse"	"0"	"47"															23		23										
"LA"	2009	"Morehouse"	"0"	"48"															26		26										
"LA"	2009	"Morehouse"	"0"	"49"															12		12										
"LA"	2009	"Morehouse"	"0"	"5"															39		39										
"LA"	2009	"Morehouse"	"0"	"50"															12		12										
"LA"	2009	"Morehouse"	"0"	"51"															33		33										
"LA"	2009	"Morehouse"	"0"	"52"															27		27										
"LA"	2009	"Morehouse"	"0"	"53"															21		21										
"LA"	2009	"Morehouse"	"0"	"54"															34		34										
"LA"	2009	"Morehouse"	"0"	"55"															24		24										
"LA"	2009	"Morehouse"	"0"	"6"															64		64										
"LA"	2009	"Morehouse"	"0"	"7"															64		64										
"LA"	2009	"Morehouse"	"0"	"8"															66		66										
"LA"	2009	"Morehouse"	"0"	"9"															17		17										
"LA"	2009	"Morehouse"	"Early Voting"																351		351										
"LA"	2009	"Orleans"	"7"	"25"		97				105	6	111													84		84				
"LA"	2009	"Orleans"	"7"	"25A"		97				92	2	94													64		64				
"LA"	2009	"Orleans"	"7"	"29"		97				70	4	74													47		47				
"LA"	2009	"Orleans"	"7"	"34"		97				8	0	8													3		3				
"LA"	2009	"Orleans"	"7"	"35"		97				29	1	30													9		9				
"LA"	2009	"Orleans"	"7"	"36"		97				17	3	20													5		5				
"LA"	2009	"Orleans"	"7"	"36A"		97				23	2	25													14		14				
"LA"	2009	"Orleans"	"7"	"37"		97				21	0	21													7		7				
"LA"	2009	"Orleans"	"7"	"38A"		97				25	2	27													17		17				
"LA"	2009	"Orleans"	"8"	"10"		97				9	2	11													6		6				
"LA"	2009	"Orleans"	"8"	"11"		97				16	4	20													12		12				
"LA"	2009	"Orleans"	"8"	"12"		97				17	3	20													8		8				
"LA"	2009	"Orleans"	"8"	"13"		97				22	2	24													9		9				
"LA"	2009	"Orleans"	"8"	"14"		97				10	1	11													7		7				
"LA"	2009	"Orleans"	"8"	"15"		97				82	0	82													57		57				
"LA"	2009	"Orleans"	"8"	"16"		97				16	1	17													13		13				
"LA"	2009	"Orleans"	"8"	"17"		97				23	2	25													17		17				
"LA"	2009	"Orleans"	"8"	"18"		97				32	1	33													18		18				
"LA"	2009	"Orleans"	"8"	"19"		97				71	1	72													54		54				
"LA"	2009	"Orleans"	"8"	"20"		97				64	3	67													44		44				
"LA"	2009	"Orleans"	"8"	"21"		97				138	3	141													72		72				
"LA"	2009	"Orleans"	"8"	"22"		97				95	6	101													57		57				
"LA"	2009	"Orleans"	"8"	"23"		97				93	1	94													62		62				
"LA"	2009	"Orleans"	"8"	"24"		97				42	2	44													27		27				
"LA"	2009	"Orleans"	"8"	"25"		97				31	4	35													15		15				
"LA"	2009	"Orleans"	"8"	"25A"		97				25	2	27													18		18				
"LA"	2009	"Orleans"	"8"	"26"		97				20	1	21													10		10				
"LA"	2009	"Orleans"	"8"	"26A"		97				61	0	61													38		38				
"LA"	2009	"Orleans"	"8"	"27"		97				16	1	17													10		10				
"LA"	2009	"Orleans"	"8"	"27A"		97				37	1	38													24		24				
"LA"	2009	"Orleans"	"8"	"29"		97				25	2	27													14		14				
"LA"	2009	"Orleans"	"8"	"30"		97				33	3	36													12		12				
"LA"	2009	"Orleans"	"8"	"9"		97				17	3	20													7		7				
"LA"	2009	"Orleans"	"9"	"13"		97				41	11	52													22		22				
"LA"	2009	"Orleans"	"9"	"14"		97				16	0	16													13		13				
"LA"	2009	"Orleans"	"9"	"19"		97				41	3	44													14		14				
"LA"	2009	"Orleans"	"9"	"24"		97				17	1	18													9		9				
"LA"	2009	"Orleans"	"9"	"29A"		97				27	30	57													31		31				
"LA"	2009	"Orleans"	"9"	"30"		97				32	0	32													21		21				
"LA"	2009	"Orleans"	"9"	"30A"		97				41	8	49													30		30				
"LA"	2009	"Orleans"	"9"	"31"		97				47	2	49													22		22				
"LA"	2009	"Orleans"	"9"	"31A"		97				32	0	32													14		14				
"LA"	2009	"Orleans"	"9"	"31B"		97				54	1	55													37		37				
"LA"	2009	"Orleans"	"9"	"31C"		97				52	1	53													43		43				
"LA"	2009	"Orleans"	"9"	"31D"		97				54	2	56													35		35				
"LA"	2009	"Orleans"	"9"	"31E"		97				51	1	52													21		21				
"LA"	2009	"Orleans"	"Early Voting"			97				126	13	139													109		109				
"LA"	2009	"Ouachita"	"0"	"1"															536		536										
"LA"	2009	"Ouachita"	"0"	"10"															60		60										
