state	year	county	precinct	cd	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	cd2	g2008_USH_dv2	g2008_USH_rv2	g2008_USH_tv2	g2008_USP_dv	g2008_USP_rv	g2008_USS_dv	g2008_USS_rv	g2008_USP_tv	g2008_USS_tv
"NE"	2008	"Custer"	"03"	3	9	76	85.0					16	67	32	53	85.0	87.0
"NE"	2008	"Custer"	"04"	3	0	4	4.0					0	4	0	4	4.0	4.0
"NE"	2008	"Custer"	"05"	3	45	227	272.0					65	210	124	150	277.0	279.0
"NE"	2008	"Custer"	"06"	3	37	136	173.0					52	118	74	98	170.0	173.0
"NE"	2008	"Custer"	"07"	3	16	144	160.0					29	132	51	118	161.0	169.0
"NE"	2008	"Custer"	"08"	3	67	407	474.0					115	357	203	276	475.0	486.0
"NE"	2008	"Custer"	"09"	3	51	196	247.0					70	181	112	139	252.0	256.0
"NE"	2008	"Custer"	"10"	3	9	99	108.0					9	97	33	75	106.0	109.0
"NE"	2008	"Custer"	"11"	3	4	30	34.0					5	29	9	24	34.0	33.0
"NE"	2008	"Custer"	"12"	3	1	24	25.0					2	23	9	17	25.0	26.0
"NE"	2008	"Custer"	"13"	3	4	63	67.0					8	59	18	50	68.0	70.0
"NE"	2008	"Custer"	"14"	3	23	37	60.0					25	37	39	21	62.0	63.0
"NE"	2008	"Custer"	"15"	3	11	35	46.0					15	34	24	25	49.0	49.0
"NE"	2008	"Custer"	"16"	3	0	4	4.0					0	4	2	2	4.0	4.0
"NE"	2008	"Custer"	"17"	3	49	281	330.0					65	267	138	202	335.0	342.0
"NE"	2008	"Custer"	"18"	3	8	46	54.0					10	44	20	36	55.0	56.0
"NE"	2008	"Custer"	"19"	3	4	60	64.0					7	58	12	52	65.0	64.0
"NE"	2008	"Custer"	"20"	3	11	45	56.0					9	45	21	35	55.0	58.0
"NE"	2008	"Custer"	"21"	3	4	42	46.0					4	43	13	34	48.0	47.0
"NE"	2008	"Custer"	"22"	3	5	11	16.0					4	11	6	10	15.0	16.0
"NE"	2008	"Custer"	"23"	3	5	4	9.0					6	4	10	1	10.0	11.0
"NE"	2008	"Custer"	"24"	3	31	251	282.0					64	223	104	184	293.0	293.0
"NE"	2008	"Custer"	"25"	3	7	72	79.0					8	71	19	60	79.0	80.0
"NE"	2008	"Custer"	"26"	3	8	49	57.0					9	51	16	43	60.0	61.0
"NE"	2008	"Custer"	"27"	3	1	15	16.0					2	16	5	12	18.0	17.0
"NE"	2008	"Custer"	"28"	3	3	10	13.0					6	8	7	7	14.0	14.0
"NE"	2008	"Custer"	"29"	3	6	51	57.0					19	39	31	28	58.0	60.0
"NE"	2008	"Custer"	"30"	3	3	27	30.0					2	28	9	21	30.0	30.0
"NE"	2008	"Custer"	"31"	3	46	155	201.0					51	153	108	99	206.0	209.0
"NE"	2008	"Custer"	"32"	3	3	49	52.0					16	36	22	31	53.0	54.0
"NE"	2008	"Custer"	"33"	3	9	56	65.0					8	56	23	44	65.0	67.0
"NE"	2008	"Custer"	"34"	3	6	44	50.0					7	43	12	38	50.0	50.0
"NE"	2008	"Custer"	"35"	3	25	135	160.0					28	139	79	91	170.0	174.0
"NE"	2008	"Custer"	"36"	3	20	107	127.0					25	103	49	78	130.0	130.0
"NE"	2008	"Custer"	"37"	3	1	42	43.0					1	42	3	40	43.0	43.0
"NE"	2008	"Custer"	"38"	3	64	355	419.0					89	332	171	263	426.0	435.0
"NE"	2008	"Custer"	"39"	3	26	152	178.0					41	137	75	102	181.0	181.0
"NE"	2008	"Custer"	"EV-Absente"	3	155	707	862.0					211	660	326	539	882.0	880.0
"NE"	2008	"Custer"	"NP-Party"	3			0.0									0.0	0.0
"NE"	2008	"Custer"	"Provisiona"	3			0.0									0.0	0.0
"NE"	2008	"Dakota"	"01 SSC W1"	1	187	169	356.0					206	149	192	153	356.0	365.0
"NE"	2008	"Dakota"	"02 SSC W2"	1	203	314	517.0					293	239	226	266	537.0	530.0
"NE"	2008	"Dakota"	"03 SSC W3"	1	204	291	495.0					281	222	236	238	510.0	501.0
"NE"	2008	"Dakota"	"04 SSC W4A"	1	116	237	353.0					152	198	120	223	351.0	352.0
"NE"	2008	"Dakota"	"05 SSCW4AA"	1	62	233	295.0					100	196	82	208	296.0	295.0
"NE"	2008	"Dakota"	"06 SSC W4B"	1	142	343	485.0					196	297	153	312	495.0	487.0
"NE"	2008	"Dakota"	"07 Cov Is"	1	155	397	552.0					240	331	199	357	574.0	569.0
"NE"	2008	"Dakota"	"08 DakCity"	1	156	314	470.0					234	243	187	268	480.0	479.0
"NE"	2008	"Dakota"	"09 DakRul"	1	51	186	237.0					79	158	75	156	238.0	240.0
"NE"	2008	"Dakota"	"10 Emerson"	1	39	139	178.0					61	121	59	120	184.0	185.0
"NE"	2008	"Dakota"	"11 Hubbard"	1	80	128	208.0					110	104	113	103	216.0	220.0
"NE"	2008	"Dakota"	"12 Omadi"	1	104	342	446.0					172	285	154	283	463.0	456.0
"NE"	2008	"Dakota"	"13 StJohns"	1	93	265	358.0					156	212	134	223	370.0	369.0
"NE"	2008	"Dakota"	"EV-Absente"	1	514	645	1159.0					688	506	538	606	1203.0	1187.0
"NE"	2008	"Dakota"	"NP-Party"	1			0.0									0.0	0.0
"NE"	2008	"Dakota"	"Provisiona"	1	24	31	55.0					26	31	23	27	59.0	57.0
"NE"	2008	"Dawes"	"01"	3	63	97	160.0					73	91	58	95	165.0	165.0
"NE"	2008	"Dawes"	"02"	3	93	225	318.0					101	214	84	223	321.0	321.0
"NE"	2008	"Dawes"	"03"	3	127	208	335.0					145	198	147	192	348.0	350.0
"NE"	2008	"Dawes"	"04"	3	91	232	323.0					125	208	105	212	336.0	326.0
"NE"	2008	"Dawes"	"05"	3	123	294	417.0					173	248	151	254	425.0	425.0
"NE"	2008	"Dawes"	"06"	3	51	211	262.0					66	199	59	194	267.0	269.0
"NE"	2008	"Dawes"	"07"	3	31	117	148.0					33	111	43	94	146.0	149.0
"NE"	2008	"Dawes"	"08"	3	54	173	227.0					68	155	54	161	229.0	235.0
"NE"	2008	"Dawes"	"09"	3	20	63	83.0					19	60	20	59	83.0	83.0
"NE"	2008	"Dawes"	"10"	3	69	275	344.0					82	256	93	244	342.0	346.0
"NE"	2008	"Dawes"	"11"	3	54	198	252.0					74	170	59	173	247.0	252.0
"NE"	2008	"Dawes"	"EV-Absente"	3	258	511	769.0					326	466	300	462	800.0	795.0
"NE"	2008	"Dawes"	"NP-Party"	3			0.0									0.0	0.0
"NE"	2008	"Dawes"	"Provisiona"	3			0.0									0.0	0.0
"NE"	2008	"Dawson"	"01"	3	29	132	161.0					39	125	59	106	166.0	166.0
"NE"	2008	"Dawson"	"02"	3	162	558	720.0					231	481	274	436	722.0	729.0
"NE"	2008	"Dawson"	"03"	3	102	507	609.0					200	401	226	383	607.0	621.0
"NE"	2008	"Dawson"	"04"	3	15	80	95.0					25	70	38	56	95.0	96.0
"NE"	2008	"Dawson"	"05"	3	20	89	109.0					34	73	42	66	107.0	110.0
"NE"	2008	"Dawson"	"06"	3	9	113	122.0					25	98	47	79	123.0	126.0
"NE"	2008	"Dawson"	"07"	3	30	156	186.0					41	139	61	123	181.0	187.0
"NE"	2008	"Dawson"	"08"	3	128	604	732.0					181	545	259	467	732.0	739.0
"NE"	2008	"Dawson"	"09"	3	143	527	670.0					190	491	247	435	685.0	689.0
"NE"	2008	"Dawson"	"10"	3	26	154	180.0					39	139	50	127	178.0	179.0
"NE"	2008	"Dawson"	"11"	3	11	52	63.0					12	50	25	38	63.0	64.0
"NE"	2008	"Dawson"	"12"	3	97	252	349.0					136	224	164	185	363.0	359.0
"NE"	2008	"Dawson"	"13"	3	134	482	616.0					197	433	242	380	632.0	631.0
"NE"	2008	"Dawson"	"14"	3	145	405	550.0					193	372	234	332	569.0	573.0
"NE"	2008	"Dawson"	"15"	3	78	107	185.0					95	95	98	81	191.0	190.0
"NE"	2008	"Dawson"	"16"	3	135	208	343.0					149	185	166	159	337.0	344.0
"NE"	2008	"Dawson"	"17"	3	79	336	415.0					130	285	174	243	418.0	421.0
"NE"	2008	"Dawson"	"18"	3	32	162	194.0					53	144	80	119	197.0	201.0
"NE"	2008	"Dawson"	"19"	3	20	130	150.0					46	106	55	97	154.0	156.0
"NE"	2008	"Dawson"	"21"	3	21	178	199.0					31	162	60	140	195.0	200.0
"NE"	2008	"Dawson"	"EV-Absente"	3	223	891	1114.0					334	805	404	728	1151.0	1156.0
"NE"	2008	"Dawson"	"NP-Party"	3			0.0					2	2			4.0	0.0
"NE"	2008	"Dawson"	"Provisiona"	3	11	32	43.0					16	35	21	21	51.0	45.0
"NE"	2008	"Deuel"	"01"	3	52	220	272.0					79	207	66	191	288.0	282.0
"NE"	2008	"Deuel"	"02"	3	28	226	254.0					32	214	36	204	251.0	254.0
"NE"	2008	"Deuel"	"03"	3	48	226	274.0					80	196	74	194	281.0	276.0
"NE"	2008	"Deuel"	"EV-Absente"	3	27	135	162.0					52	115	42	121	168.0	167.0
"NE"	2008	"Deuel"	"NP-Party"	3			0.0									0.0	0.0
"NE"	2008	"Deuel"	"Provisiona"	3			0.0									0.0	0.0
"NE"	2008	"Dixon"	"01"	1	27	149	176.0					42	130	45	130	176.0	178.0
"NE"	2008	"Dixon"	"02"	1	32	196	228.0					64	160	53	168	228.0	227.0
"NE"	2008	"Dixon"	"03"	1	84	262	346.0					126	223	102	238	352.0	355.0
"NE"	2008	"Dixon"	"04"	1	31	152	183.0					72	107	49	131	180.0	182.0
"NE"	2008	"Dixon"	"05"	1	26	118	144.0					58	90	34	112	150.0	150.0
"NE"	2008	"Dixon"	"06"	1	31	200	231.0					61	168	54	176	233.0	236.0
"NE"	2008	"Dixon"	"07"	1	23	135	158.0					30	126	40	115	156.0	158.0
"NE"	2008	"Dixon"	"08"	1	46	129	175.0					73	106	64	107	182.0	181.0
"NE"	2008	"Dixon"	"09"	1	28	65	93.0					32	61	37	53	95.0	97.0
"NE"	2008	"Dixon"	"10"	1	68	208	276.0					105	170	87	183	279.0	278.0
"NE"	2008	"Dixon"	"11"	1	25	83	108.0					48	67	37	68	115.0	108.0
"NE"	2008	"Dixon"	"12"	1	30	132	162.0					61	105	59	107	167.0	169.0
"NE"	2008	"Dixon"	"EV-Absente"	1	119	319	438.0					174	272	150	289	450.0	451.0
"NE"	2008	"Dixon"	"NP-Party"	1			0.0									0.0	0.0
"NE"	2008	"Dixon"	"Provisiona"	1			0.0									0.0	0.0
"NE"	2008	"Dodge"	"001"	1	152	445	597.0					293	302	243	348	599.0	608.0
"NE"	2008	"Dodge"	"002"	1	146	393	539.0					263	285	224	322	553.0	556.0
"NE"	2008	"Dodge"	"003"	1	112	519	631.0					218	428	187	448	648.0	646.0
"NE"	2008	"Dodge"	"004"	1	78	230	308.0					148	153	139	167	307.0	310.0
"NE"	2008	"Dodge"	"005"	1	112	390	502.0					210	293	187	323	508.0	517.0
"NE"	2008	"Dodge"	"006"	1	117	280	397.0					205	199	160	237	410.0	406.0
"NE"	2008	"Dodge"	"007"	1	57	236	293.0					118	175	93	196	295.0	296.0
"NE"	2008	"Dodge"	"008"	1	148	585	733.0					315	438	267	477	758.0	757.0
"NE"	2008	"Dodge"	"009"	1	80	226	306.0					146	151	125	177	300.0	310.0
"NE"	2008	"Dodge"	"010"	1	116	450	566.0					248	336	226	351	587.0	584.0
"NE"	2008	"Dodge"	"011"	1	83	175	258.0					135	135	105	153	274.0	270.0
"NE"	2008	"Dodge"	"012"	1	64	110	174.0					106	70	75	92	180.0	176.0
"NE"	2008	"Dodge"	"013"	1	115	194	309.0					176	147	140	165	324.0	316.0
"NE"	2008	"Dodge"	"014"	1	139	320	459.0					233	220	181	271	460.0	471.0
"NE"	2008	"Dodge"	"015"	1	127	325	452.0					232	225	171	275	460.0	459.0
"NE"	2008	"Dodge"	"016"	1	116	356	472.0					227	256	197	286	486.0	490.0
"NE"	2008	"Dodge"	"017"	1	98	259	357.0					171	187	139	210	365.0	365.0
"NE"	2008	"Dodge"	"018"	1	144	505	649.0					313	364	237	417	678.0	667.0
"NE"	2008	"Dodge"	"019"	1	106	509	615.0					244	395	177	449	640.0	634.0
"NE"	2008	"Dodge"	"020"	1	80	193	273.0					142	127	116	148	274.0	276.0
"NE"	2008	"Dodge"	"021"	1	106	338	444.0					189	267	176	270	458.0	462.0
"NE"	2008	"Dodge"	"022"	1	66	268	334.0					130	209	130	203	342.0	342.0
"NE"	2008	"Dodge"	"023"	1	15	104	119.0					33	88	28	92	123.0	123.0
"NE"	2008	"Dodge"	"024"	1	66	288	354.0					120	241	113	238	366.0	366.0
"NE"	2008	"Dodge"	"025"	1	33	164	197.0					57	137	51	143	196.0	199.0
"NE"	2008	"Dodge"	"026"	1	72	192	264.0					110	148	98	161	260.0	268.0
"NE"	2008	"Dodge"	"027"	1	110	462	572.0					212	361	196	363	578.0	583.0
"NE"	2008	"Dodge"	"028"	1	63	220	283.0					128	161	112	172	291.0	292.0
"NE"	2008	"Dodge"	"029"	1	12	69	81.0					32	54	22	62	86.0	87.0
"NE"	2008	"Dodge"	"030"	1	81	276	357.0					156	216	131	236	376.0	374.0
"NE"	2008	"Dodge"	"031"	1	29	145	174.0					57	123	60	113	181.0	183.0
"NE"	2008	"Dodge"	"032"	1	37	146	183.0					72	116	64	121	188.0	187.0
"NE"	2008	"Dodge"	"033"	1	36	72	108.0					48	57	53	53	106.0	108.0
"NE"	2008	"Dodge"	"034"	1	24	145	169.0					41	133	38	138	176.0	178.0
"NE"	2008	"Dodge"	"035"	1	14	92	106.0					41	72	43	71	113.0	114.0
"NE"	2008	"Dodge"	"036"	1	9	63	72.0					25	47	22	51	75.0	74.0
"NE"	2008	"Dodge"	"037"	1	2	45	47.0					13	35	11	37	48.0	49.0
"NE"	2008	"Dodge"	"038"	1	34	145	179.0					70	122	62	131	194.0	195.0
"NE"	2008	"Dodge"	"EV-Absente"	1	622	1422	2044.0					1012	1084	848	1207	2116.0	2098.0
"NE"	2008	"Dodge"	"NP-Party"	1			0.0									0.0	0.0
"NE"	2008	"Dodge"	"Provisiona"	1			0.0									0.0	0.0
"NE"	2008	"Douglas"	"101"	2	11276	112055	123331.0					116810	106291	93667	123299	224595.0	223018.0
"NE"	2008	"Douglas"	"102"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"103"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"104"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"105"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"106"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"107"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"108"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"109"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"110"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"111"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"112"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"113"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"114"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"115"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"116"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"117"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"118"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"119"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"120"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"121"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"122"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"123"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"124"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"125"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"126"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"127"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"128"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"129"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"130"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"131"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"132"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"133"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"134"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"135"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"136"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"137"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"138"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"139"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"140"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"141"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"142"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"143"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"144"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"145"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"146"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"147"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"148"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"149"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"150"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"201"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"202"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"203"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"204"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"205"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"206"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"207"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"208"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"209"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"210"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"211"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"212"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"213"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"214"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"215"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"216"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"217"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"218"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"219"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"220"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"221"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"222"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"223"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"224"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"225"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"226"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"227"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"228"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"229"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"230"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"231"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"232"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"233"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"234"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"235"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"236"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"237"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"238"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"301"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"302"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"303"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"304"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"305"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"306"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"307"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"308"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"309"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"310"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"311"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"312"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"313"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"314"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"315"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"316"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"317"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"318"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"319"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"320"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"321"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"322"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"323"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"324"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"325"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"326"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"327"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"328"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"329"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"330"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"331"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"332"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"333"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"334"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"335"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"336"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"337"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"338"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"339"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"401"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"402"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"403"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"404"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"405"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"406"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"407"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"408"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"409"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"410"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"411"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"412"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"413"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"414"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"415"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"416"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"417"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"418"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"419"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"420"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"421"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"422"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"423"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"424"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"425"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"426"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"427"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"428"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"429"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"430"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"431"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"432"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"433"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"434"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"435"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"436"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"437"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"501"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"502"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"503"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"504"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"505"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"506"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"507"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"508"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"509"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"510"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"511"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"512"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"513"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"514"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"515"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"516"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"517"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"518"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"519"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"520"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"521"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"522"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"523"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"524"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"525"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"526"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"527"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"528"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"529"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"530"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"531"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"532"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"533"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"534"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"535"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"536"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"537"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"538"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"539"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"540"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"541"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"542"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"543"	2			0.0									0.0	0.0
