state	year	county	precinct	cd	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	cd2	g2008_USH_dv2	g2008_USH_rv2	g2008_USH_tv2	g2008_USP_dv	g2008_USP_rv	g2008_USS_dv	g2008_USS_rv	g2008_USP_tv	g2008_USS_tv
"NE"	2008	"Douglas"	"544"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"545"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"546"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"547"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"548"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"549"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"601"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"602"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"603"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"604"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"605"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"606"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"607"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"608"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"609"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"610"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"611"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"612"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"613"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"614"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"615"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"616"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"617"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"618"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"619"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"620"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"621"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"622"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"623"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"624"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"625"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"626"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"627"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"628"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"629"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"630"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"631"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"632"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"633"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"634"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"635"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"636"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"637"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"638"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"639"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"640"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"641"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"642"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"643"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"644"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"645"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"646"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"647"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"648"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"649"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"650"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"651"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"652"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"653"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"654"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"655"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"656"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"657"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"658"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"701"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"702"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"703"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"704"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"705"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"706"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"707"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"708"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"709"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"710"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"711"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"712"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"713"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"714"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"715"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"716"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"717"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"718"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"719"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"720"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"721"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"722"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"723"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"724"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"725"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"726"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"727"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"728"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"729"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"730"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"731"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"732"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"733"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"734"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"735"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"736"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"737"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"738"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"739"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"740"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"741"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"742"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"743"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"744"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"745"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"746"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"747"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"748"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"749"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"750"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"751"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"801"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"802"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"803"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"804"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"805"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"806"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"807"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"808"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"809"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"810"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"811"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"812"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"813"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"814"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"815"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"816"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"817"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"818"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"819"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"820"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"821"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"822"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"823"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"824"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"825"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"826"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"827"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"828"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"829"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"830"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"831"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"832"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"833"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"834"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"835"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"836"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"837"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"838"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"839"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"840"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"841"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"842"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"843"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"844"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"845"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"846"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"847"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"848"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"849"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"850"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"851"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"852"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"853"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"854"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"855"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"856"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"857"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"858"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"859"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"860"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"861"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"862"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"863"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"864"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"865"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"866"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"867"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"868"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"869"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"870"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"871"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"872"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"873"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"874"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"875"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"876"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"877"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"878"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"879"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"880"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"881"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"882"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"883"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"884"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"885"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"886"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"EV-Absente"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"NP-Party"	2			0.0									0.0	0.0
"NE"	2008	"Douglas"	"Provisiona"	2			0.0									0.0	0.0
"NE"	2008	"Dundy"	"01"	3	37	206	243.0					46	207	63	181	258.0	254.0
"NE"	2008	"Dundy"	"02"	3	28	269	297.0					57	251	65	227	313.0	308.0
"NE"	2008	"Dundy"	"03"	3	19	101	120.0					25	99	32	87	124.0	124.0
"NE"	2008	"Dundy"	"04"	3	28	93	121.0					36	90	30	91	127.0	127.0
"NE"	2008	"Dundy"	"EV-Absente"	3	42	145	187.0					54	136	68	113	191.0	187.0
"NE"	2008	"Dundy"	"NP-Party"	3			0.0									0.0	0.0
"NE"	2008	"Dundy"	"Provisiona"	3			0.0									0.0	0.0
"NE"	2008	"Fillmore"	"101"	3	70	206	276.0					107	179	138	159	287.0	300.0
"NE"	2008	"Fillmore"	"102"	3	50	197	247.0					64	179	116	134	246.0	254.0
"NE"	2008	"Fillmore"	"103"	3	32	153	185.0					41	140	62	123	183.0	186.0
"NE"	2008	"Fillmore"	"104"	3	22	107	129.0					35	96	36	94	131.0	133.0
"NE"	2008	"Fillmore"	"105"	3	84	282	366.0					133	239	157	216	378.0	377.0
"NE"	2008	"Fillmore"	"106"	3	53	195	248.0					71	178	99	154	251.0	256.0
"NE"	2008	"Fillmore"	"107"	3	44	165	209.0					83	137	121	105	220.0	228.0
"NE"	2008	"Fillmore"	"108"	3	58	183	241.0					89	159	160	101	256.0	265.0
"NE"	2008	"Fillmore"	"109"	3	30	108	138.0					40	99	48	92	140.0	142.0
"NE"	2008	"Fillmore"	"110"	3	54	207	261.0					87	183	122	151	274.0	278.0
"NE"	2008	"Fillmore"	"EV-Absente"	3	140	372	512.0					212	324	256	281	539.0	544.0
"NE"	2008	"Fillmore"	"NP-Party"	3			0.0									0.0	0.0
"NE"	2008	"Fillmore"	"Provisiona"	3			0.0									0.0	0.0
"NE"	2008	"Franklin"	"01"	3	56	264	320.0					96	230	168	152	329.0	323.0
"NE"	2008	"Franklin"	"02"	3	45	162	207.0					56	147	100	104	205.0	207.0
"NE"	2008	"Franklin"	"03"	3	64	318	382.0					109	267	207	178	381.0	391.0
"NE"	2008	"Franklin"	"04"	3	56	214	270.0					79	197	150	129	276.0	280.0
"NE"	2008	"Franklin"	"EV-Absente"	3	78	252	330.0					102	237	164	169	343.0	343.0
"NE"	2008	"Franklin"	"NP-Party"	3			0.0									0.0	0.0
"NE"	2008	"Franklin"	"Provisiona"	3	0	2	2.0					0	1	0	2	1.0	2.0
"NE"	2008	"Frontier"	"01"	3	67	286	353.0					125	236	177	181	362.0	362.0
"NE"	2008	"Frontier"	"02"	3	28	225	253.0					47	210	68	185	260.0	260.0
"NE"	2008	"Frontier"	"03"	3	67	378	445.0					121	335	152	293	460.0	453.0
"NE"	2008	"Frontier"	"04"	3	25	188	213.0					43	172	67	148	218.0	222.0
"NE"	2008	"Frontier"	"05"	3	10	85	95.0					13	81	27	66	95.0	94.0
"NE"	2008	"Frontier"	"EV-Absente"	3			0.0									0.0	0.0
"NE"	2008	"Frontier"	"NP-Party"	3			0.0									0.0	0.0
"NE"	2008	"Frontier"	"Provisiona"	3			0.0									0.0	0.0
"NE"	2008	"Furnas"	"01"	3	76	485	561.0					111	436	194	370	555.0	568.0
"NE"	2008	"Furnas"	"02"	3	76	295	371.0					94	280	161	211	377.0	376.0
"NE"	2008	"Furnas"	"03"	3	106	485	591.0					162	432	193	406	597.0	612.0
"NE"	2008	"Furnas"	"04"	3	16	86	102.0					17	85	44	54	103.0	103.0
"NE"	2008	"Furnas"	"05"	3	13	75	88.0					13	77	35	54	92.0	90.0
"NE"	2008	"Furnas"	"06"	3	16	118	134.0					33	102	56	79	136.0	139.0
"NE"	2008	"Furnas"	"07"	3	61	251	312.0					93	233	132	191	330.0	330.0
"NE"	2008	"Furnas"	"08"	3	22	93	115.0					33	80	45	71	115.0	117.0
"NE"	2008	"Furnas"	"EV-Absente"	3			0.0									0.0	0.0
"NE"	2008	"Furnas"	"NP-Party"	3			0.0									0.0	0.0
"NE"	2008	"Furnas"	"Provisiona"	3			0.0									0.0	0.0
"NE"	2008	"Gage"	"01"	1	59	290	349.0					113	230	160	194	350.0	359.0
"NE"	2008	"Gage"	"02"	1	51	140	191.0					77	109	93	101	187.0	196.0
"NE"	2008	"Gage"	"03"	1	41	128	169.0					73	93	85	85	170.0	173.0
"NE"	2008	"Gage"	"04"	1	41	133	174.0					78	93	87	91	176.0	184.0
"NE"	2008	"Gage"	"06"	1	49	158	207.0					85	116	105	107	204.0	215.0
"NE"	2008	"Gage"	"07"	1	37	108	145.0					53	88	79	65	142.0	148.0
"NE"	2008	"Gage"	"08"	1	65	176	241.0					116	135	137	113	254.0	256.0
"NE"	2008	"Gage"	"09"	1	68	200	268.0					119	155	127	152	274.0	282.0
"NE"	2008	"Gage"	"10"	1	67	248	315.0					118	198	157	162	319.0	325.0
"NE"	2008	"Gage"	"11"	1	73	258	331.0					119	218	153	182	338.0	342.0
"NE"	2008	"Gage"	"12"	1	95	252	347.0					150	209	189	167	361.0	363.0
"NE"	2008	"Gage"	"17"	1	71	228	299.0					124	170	159	138	298.0	304.0
"NE"	2008	"Gage"	"19"	1	44	157	201.0					72	132	98	111	208.0	212.0
"NE"	2008	"Gage"	"23"	1	54	143	197.0					97	98	114	78	198.0	201.0
"NE"	2008	"Gage"	"26"	1	65	178	243.0					128	126	137	116	258.0	260.0
"NE"	2008	"Gage"	"27"	1	52	206	258.0					116	147	131	136	267.0	273.0
"NE"	2008	"Gage"	"28"	1	105	319	424.0					179	255	223	218	439.0	445.0
"NE"	2008	"Gage"	"29"	1	83	355	438.0					165	266	182	259	442.0	451.0
"NE"	2008	"Gage"	"30"	1	80	191	271.0					149	125	162	117	278.0	282.0
"NE"	2008	"Gage"	"31"	1	97	247	344.0					166	172	176	165	342.0	348.0
"NE"	2008	"Gage"	"32"	1	80	217	297.0					151	145	157	134	301.0	300.0
"NE"	2008	"Gage"	"33"	1	99	368	467.0					220	257	239	246	481.0	488.0
"NE"	2008	"Gage"	"34"	1	107	244	351.0					198	150	211	141	352.0	359.0
"NE"	2008	"Gage"	"35"	1	44	133	177.0					79	96	90	87	180.0	182.0
"NE"	2008	"Gage"	"36"	1	54	189	243.0					109	136	101	140	247.0	248.0
"NE"	2008	"Gage"	"37"	1	93	238	331.0					173	163	190	141	339.0	339.0
"NE"	2008	"Gage"	"38"	1	110	313	423.0					192	229	251	184	423.0	440.0
"NE"	2008	"Gage"	"39"	1	87	275	362.0					153	219	192	181	373.0	378.0
"NE"	2008	"Gage"	"EV-Absente"	1	466	1166	1632.0					833	859	829	853	1706.0	1707.0
"NE"	2008	"Gage"	"NP-Party"	1			0.0									0.0	0.0
"NE"	2008	"Gage"	"Provisiona"	1	31	77	108.0					68	46	65	45	114.0	112.0
"NE"	2008	"Garden"	"01"	3	20	67	87.0					22	65	19	64	87.0	86.0
"NE"	2008	"Garden"	"02"	3	32	205	237.0					52	186	53	182	238.0	239.0
"NE"	2008	"Garden"	"03"	3	51	261	312.0					76	235	62	242	314.0	313.0
"NE"	2008	"Garden"	"04"	3	44	201	245.0					76	179	62	174	256.0	248.0
"NE"	2008	"Garden"	"EV-Absente"	3	45	176	221.0					56	174	52	164	231.0	221.0
"NE"	2008	"Garden"	"NP-Party"	3			0.0					0	1			1.0	0.0
"NE"	2008	"Garden"	"Provisiona"	3	1	4	5.0					1	4	0	5	5.0	5.0
"NE"	2008	"Garfield"	"Burwell"	3	72	407	479.0					104	382	212	277	488.0	494.0
"NE"	2008	"Garfield"	"EV-Absente"	3	40	143	183.0					46	136	69	116	183.0	190.0
"NE"	2008	"Garfield"	"NP-Party"	3			0.0									0.0	0.0
"NE"	2008	"Garfield"	"Provisiona"	3			0.0									0.0	0.0
"NE"	2008	"Garfield"	"Rural"	3	54	279	333.0					62	282	164	173	348.0	343.0
"NE"	2008	"Gosper"	"01"	3	44	310	354.0					68	284	130	222	354.0	357.0
"NE"	2008	"Gosper"	"02"	3	47	224	271.0					66	209	101	175	277.0	279.0
"NE"	2008	"Gosper"	"03"	3	32	154	186.0					49	138	65	125	188.0	192.0
"NE"	2008	"Gosper"	"04"	3	13	51	64.0					21	43	26	37	65.0	63.0
"NE"	2008	"Gosper"	"EV-Absente"	3	40	108	148.0					56	97	71	79	154.0	155.0
"NE"	2008	"Gosper"	"NP-Party"	3			0.0					0	1			1.0	0.0
"NE"	2008	"Gosper"	"Provisiona"	3	1	4	5.0					0	4	1	3	4.0	5.0
"NE"	2008	"Grant"	"01"	3	21	252	273.0					28	247	72	197	278.0	276.0
"NE"	2008	"Grant"	"EV-Absente"	3	4	74	78.0					13	71	19	60	86.0	84.0
"NE"	2008	"Grant"	"NP-Party"	3	0	0	0.0					0	0	0	0	0.0	0.0
"NE"	2008	"Grant"	"Provisiona"	3	0	0	0.0					0	0	0	0	0.0	0.0
"NE"	2008	"Greeley"	"01"	3	50	159	209.0					85	129	113	99	214.0	214.0
"NE"	2008	"Greeley"	"02"	3	96	256	352.0					117	249	197	182	370.0	384.0
"NE"	2008	"Greeley"	"03"	3	38	107	145.0					45	107	79	70	154.0	150.0
"NE"	2008	"Greeley"	"04"	3	83	192	275.0					125	152	182	100	282.0	289.0
"NE"	2008	"Greeley"	"EV-Absente"	3	66	96	162.0					85	77	94	70	166.0	167.0
"NE"	2008	"Greeley"	"NP-Party"	3			0.0									0.0	0.0
"NE"	2008	"Greeley"	"Provisiona"	3	1	1	2.0					1	1	1	1	2.0	2.0
"NE"	2008	"Hall"	"01"	3	103	116	219.0					111	110	128	92	222.0	224.0
"NE"	2008	"Hall"	"02"	3	92	144	236.0					108	118	114	113	232.0	237.0
"NE"	2008	"Hall"	"03"	3	141	173	314.0					154	159	164	141	318.0	316.0
"NE"	2008	"Hall"	"04"	3	160	329	489.0					170	326	234	260	499.0	502.0
"NE"	2008	"Hall"	"05"	3	212	352	564.0					243	323	303	265	580.0	582.0
"NE"	2008	"Hall"	"06"	3	157	269	426.0					172	255	209	223	435.0	440.0
"NE"	2008	"Hall"	"07"	3	123	224	347.0					145	204	157	189	351.0	354.0
"NE"	2008	"Hall"	"08"	3	108	231	339.0					132	201	163	180	339.0	347.0
"NE"	2008	"Hall"	"09"	3	209	413	622.0					249	337	286	337	596.0	636.0
"NE"	2008	"Hall"	"10"	3	111	166	277.0					136	137	157	128	275.0	286.0
"NE"	2008	"Hall"	"11"	3	205	349	554.0					221	337	237	311	561.0	559.0
"NE"	2008	"Hall"	"12"	3	244	310	554.0					263	298	304	259	569.0	575.0
"NE"	2008	"Hall"	"13"	3	143	300	443.0					155	292	173	268	451.0	447.0
"NE"	2008	"Hall"	"14"	3	106	260	366.0					120	249	153	221	373.0	376.0
"NE"	2008	"Hall"	"15"	3	176	477	653.0					207	454	257	398	666.0	667.0
"NE"	2008	"Hall"	"16"	3	111	203	314.0					140	175	144	165	318.0	320.0
"NE"	2008	"Hall"	"17"	3	190	236	426.0					197	242	213	209	443.0	439.0
"NE"	2008	"Hall"	"18"	3	57	115	172.0					80	98	89	84	182.0	179.0
"NE"	2008	"Hall"	"19"	3	93	157	250.0					108	134	136	118	245.0	256.0
"NE"	2008	"Hall"	"20"	3	173	333	506.0					216	293	253	255	515.0	520.0
"NE"	2008	"Hall"	"21"	3	148	441	589.0					184	416	214	389	606.0	610.0
"NE"	2008	"Hall"	"22"	3	128	260	388.0					150	233	177	210	386.0	390.0
"NE"	2008	"Hall"	"23"	3	125	318	443.0					148	296	199	243	447.0	448.0
"NE"	2008	"Hall"	"24"	3	167	490	657.0					215	448	264	396	663.0	669.0
"NE"	2008	"Hall"	"25"	3	148	477	625.0					200	433	252	376	637.0	638.0
"NE"	2008	"Hall"	"26"	3	117	400	517.0					154	370	194	333	529.0	531.0
"NE"	2008	"Hall"	"27"	3	140	395	535.0					187	358	225	321	548.0	553.0
"NE"	2008	"Hall"	"28"	3	139	371	510.0					155	349	207	300	511.0	519.0
"NE"	2008	"Hall"	"29"	3	90	275	365.0					113	268	137	236	382.0	379.0
"NE"	2008	"Hall"	"30"	3	88	294	382.0					122	264	169	221	387.0	391.0
"NE"	2008	"Hall"	"31"	3	117	283	400.0					136	275	175	237	412.0	414.0
"NE"	2008	"Hall"	"32"	3	36	121	157.0					40	122	54	108	162.0	164.0
"NE"	2008	"Hall"	"33"	3	63	205	268.0					87	187	96	172	274.0	273.0
"NE"	2008	"Hall"	"34"	3	92	353	445.0					122	325	188	250	450.0	448.0
"NE"	2008	"Hall"	"35"	3	87	259	346.0					111	244	167	181	356.0	358.0
"NE"	2008	"Hall"	"36"	3	87	307	394.0					106	292	158	246	401.0	406.0
"NE"	2008	"Hall"	"37"	3	112	253	365.0					129	247	181	193	378.0	376.0
"NE"	2008	"Hall"	"38"	3	70	176	246.0					76	169	106	141	249.0	250.0
"NE"	2008	"Hall"	"39"	3	126	335	461.0					166	296	247	212	466.0	471.0
"NE"	2008	"Hall"	"EV-Absente"	3	1640	2859	4499.0					1927	2643	2135	2417	4610.0	4637.0
"NE"	2008	"Hall"	"NP-Party"	3			0.0									0.0	0.0
"NE"	2008	"Hall"	"Provisiona"	3			0.0									0.0	0.0
"NE"	2008	"Hamilton"	"001"	3	15	134	149.0					21	129	40	109	152.0	150.0
"NE"	2008	"Hamilton"	"002"	3	64	247	311.0					94	225	133	187	321.0	323.0
"NE"	2008	"Hamilton"	"003"	3	49	332	381.0					82	300	136	256	386.0	395.0
"NE"	2008	"Hamilton"	"004"	3	16	129	145.0					31	116	42	105	148.0	147.0
"NE"	2008	"Hamilton"	"005"	3	80	282	362.0					124	247	148	215	375.0	369.0
"NE"	2008	"Hamilton"	"006"	3	33	185	218.0					50	173	70	152	225.0	225.0
"NE"	2008	"Hamilton"	"007"	3	50	211	261.0					67	197	93	166	265.0	265.0
"NE"	2008	"Hamilton"	"008"	3	76	198	274.0					93	191	122	160	289.0	286.0
"NE"	2008	"Hamilton"	"009"	3	106	557	663.0					168	511	248	437	682.0	688.0
"NE"	2008	"Hamilton"	"010"	3	104	380	484.0					151	354	217	284	506.0	507.0
"NE"	2008	"Hamilton"	"011"	3	123	434	557.0					165	390	236	330	561.0	573.0
