state	year	county	precinct	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	cd	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv	cd2	g2004_USH_dv2	g2004_USH_rv2	g2004_USH_tv2
"NE"	2004	"Adams"	"01 WSTBL/H"	127	549	680	3	55	608	674				
"NE"	2004	"Adams"	"02 VERONA"	29	120	153	3	13	131	149				
"NE"	2004	"Adams"	"03 KENESAW"	91	446	548	3	35	491	537				
"NE"	2004	"Adams"	"04 JUNIATA"	115	328	447	3	47	391	447				
"NE"	2004	"Adams"	"05 DENVER"	131	430	576	3	49	509	570				
"NE"	2004	"Adams"	"06 BLAINE"	18	77	98	3	7	80	95				
"NE"	2004	"Adams"	"07 PAULINE"	39	150	192	3	20	167	191				
"NE"	2004	"Adams"	"08 AYR"	85	226	316	3	31	274	310				
"NE"	2004	"Adams"	"09 ROSELAN"	43	206	253	3	24	228	256				
"NE"	2004	"Adams"	"10 HOLSTEI"	24	152	178	3	10	165	178				
"NE"	2004	"Adams"	"11 1-A"	206	453	681	3	90	559	672				
"NE"	2004	"Adams"	"12 1-B"	181	366	558	3	89	449	552				
"NE"	2004	"Adams"	"13 1-C"	237	340	584	3	105	448	572				
"NE"	2004	"Adams"	"14 2-A"	31	54	86	3	15	69	89				
"NE"	2004	"Adams"	"15 2-B"	194	600	813	3	80	713	803				
"NE"	2004	"Adams"	"16 2-C"	203	398	606	3	75	520	601				
"NE"	2004	"Adams"	"17 2-D"	230	649	893	3	73	786	871				
"NE"	2004	"Adams"	"18 2-E"	169	366	540	3	65	456	531				
"NE"	2004	"Adams"	"19 3-A"	156	335	502	3	65	419	496				
"NE"	2004	"Adams"	"20 3-B"	168	327	505	3	67	426	502				
"NE"	2004	"Adams"	"21 3-C"	224	402	651	3	94	541	650				
"NE"	2004	"Adams"	"22 3-D"	70	139	212	3	26	187	214				
"NE"	2004	"Adams"	"23 3-E"	194	412	617	3	82	509	606				
"NE"	2004	"Adams"	"24 4-A"	232	393	640	3	96	517	634				
"NE"	2004	"Adams"	"25 4-B"	187	423	632	3	81	533	625				
"NE"	2004	"Adams"	"26 4-C"	114	228	351	3	56	281	350				
"NE"	2004	"Adams"	"27 4-D"	263	582	860	3	117	710	843				
"NE"	2004	"Adams"	"Absentee"	30	82	114	3	8	87	102				
"NE"	2004	"Antelope"	"Absentee"	82	314	400	3	39	347	392				
"NE"	2004	"Antelope"	"Brunswick"	59	247	316	3	33	270	308				
"NE"	2004	"Antelope"	"Clearwater"	54	324	380	3	33	338	372				
"NE"	2004	"Antelope"	"Elgin"	28	163	193	3	10	172	188				
"NE"	2004	"Antelope"	"Elgin Wd 1"	28	133	164	3	6	156	164				
"NE"	2004	"Antelope"	"Elgin Wd 2"	37	120	160	3	17	145	165				
"NE"	2004	"Antelope"	"Neligh"	34	193	231	3	20	205	228				
"NE"	2004	"Antelope"	"Neligh Wd1"	73	314	396	3	24	354	384				
"NE"	2004	"Antelope"	"Neligh Wd2"	54	236	292	3	27	261	291				
"NE"	2004	"Antelope"	"Oakdale"	48	186	237	3	19	194	226				
"NE"	2004	"Antelope"	"Orchard"	39	232	275	3	29	237	273				
"NE"	2004	"Antelope"	"Royal"	19	104	124	3	17	101	122				
"NE"	2004	"Antelope"	"Tilden Pre"	36	101	139	3	14	118	136				
"NE"	2004	"Antelope"	"Tilden Wd1"	22	94	117	3	12	99	111				
"NE"	2004	"Arthur"	"Absentee"	3	24	27	3	1	24	27				
"NE"	2004	"Arthur"	"Arthur"	21	216	239	3	5	238	244				
"NE"	2004	"Banner"	"Absentee"	9	69	79	3	6	70	79				
"NE"	2004	"Banner"	"Lg Springs"	47	310	358	3	18	330	354				
"NE"	2004	"Blaine"	"Absentee"	7	54	61	3	3	58	61				
"NE"	2004	"Blaine"	"Brewster"	10	104	114	3	5	106	111				
"NE"	2004	"Blaine"	"Dunning"	13	101	114	3	4	107	111				
"NE"	2004	"Blaine"	"Purdum"	8	42	50	3	4	44	48				
"NE"	2004	"Boone"	"Absentee"	64	279	352	3	24	311	341				
"NE"	2004	"Boone"	"BNE"	12	87	99	3	6	90	97				
"NE"	2004	"Boone"	"BVR"	78	283	367	3	45	306	360				
"NE"	2004	"Boone"	"CE"	98	221	322	3	38	224	315				
"NE"	2004	"Boone"	"DB"	34	90	128	3	24	100	131				
"NE"	2004	"Boone"	"NBSC"	12	75	90	3	6	82	89				
"NE"	2004	"Boone"	"NM"	51	317	372	3	31	339	378				
"NE"	2004	"Boone"	"OAK"	49	257	307	3	25	271	300				
"NE"	2004	"Boone"	"SEM"	84	380	471	3	52	403	463				
"NE"	2004	"Boone"	"SWM"	64	320	387	3	39	336	387				
"NE"	2004	"Box Butte"	"01"	139	258	399	3	62	324	394				
"NE"	2004	"Box Butte"	"02"	180	310	501	3	97	383	495				
"NE"	2004	"Box Butte"	"03"	146	244	401	3	67	314	398				
"NE"	2004	"Box Butte"	"04"	161	333	507	3	78	413	507				
"NE"	2004	"Box Butte"	"05"	180	383	566	3	76	475	558				
"NE"	2004	"Box Butte"	"06"	172	342	519	3	86	411	508				
"NE"	2004	"Box Butte"	"11"	92	433	538	3	38	475	526				
"NE"	2004	"Box Butte"	"14"	16	39	58	3	7	49	58				
"NE"	2004	"Box Butte"	"15"	117	361	488	3	42	440	491				
"NE"	2004	"Box Butte"	"16"	25	86	115	3	13	99	116				
"NE"	2004	"Box Butte"	"Absentee"	429	607	1060	3	225	799	1041				
"NE"	2004	"Boyd"	"Absentee"	42	137	179	3	21	152	174				
"NE"	2004	"Boyd"	"Butte"	57	297	357	3	36	291	331				
"NE"	2004	"Boyd"	"Lynch"	64	181	247	3	25	205	239				
"NE"	2004	"Boyd"	"Spencer"	65	296	365	3	32	308	351				
"NE"	2004	"Brown"	"AINS"	35	237	276	3	13	244	266				
"NE"	2004	"Brown"	"Absentee"	44	194	247	3	20	220	245				
"NE"	2004	"Brown"	"CTY AIN"	120	608	738	3	48	670	728				
"NE"	2004	"Brown"	"JOHNS"	19	156	181	3	5	167	174				
"NE"	2004	"Brown"	"PINES"	50	231	291	3	22	252	283				
"NE"	2004	"Buffalo"	"001"	124	352	483	3	52	411	473				
"NE"	2004	"Buffalo"	"002"	124	276	404	3	58	328	398				
"NE"	2004	"Buffalo"	"003"	230	770	1020	3	82	910	1008				
"NE"	2004	"Buffalo"	"004"	100	304	409	3	36	359	402				
"NE"	2004	"Buffalo"	"005"	117	210	341	3	50	275	337				
"NE"	2004	"Buffalo"	"006"	89	233	330	3	38	280	326				
"NE"	2004	"Buffalo"	"007"	192	591	798	3	84	694	791				
"NE"	2004	"Buffalo"	"008"	121	415	540	3	60	469	536				
"NE"	2004	"Buffalo"	"009"	125	472	615	3	53	542	610				
"NE"	2004	"Buffalo"	"010"	125	469	600	3	44	545	597				
"NE"	2004	"Buffalo"	"011"	185	640	833	3	61	749	821				
"NE"	2004	"Buffalo"	"012"	132	393	537	3	63	462	532				
"NE"	2004	"Buffalo"	"013"	150	375	537	3	76	443	529				
"NE"	2004	"Buffalo"	"014"	209	796	1021	3	67	930	1005				
"NE"	2004	"Buffalo"	"015"	120	449	580	3	39	528	572				
"NE"	2004	"Buffalo"	"016"	98	272	375	3	34	329	370				
"NE"	2004	"Buffalo"	"017"	73	327	406	3	26	373	404				
"NE"	2004	"Buffalo"	"018"	67	293	362	3	27	326	357				
"NE"	2004	"Buffalo"	"019"	127	512	647	3	60	568	631				
"NE"	2004	"Buffalo"	"020"	107	419	533	3	45	474	525				
"NE"	2004	"Buffalo"	"021"	53	216	271	3	23	241	270				
"NE"	2004	"Buffalo"	"022"	61	236	303	3	18	273	297				
"NE"	2004	"Buffalo"	"023"	45	182	228	3	19	190	220				
"NE"	2004	"Buffalo"	"024"	41	186	235	3	16	212	235				
"NE"	2004	"Buffalo"	"025"	66	358	433	3	25	399	431				
"NE"	2004	"Buffalo"	"026"	45	211	258	3	18	230	254				
"NE"	2004	"Buffalo"	"027"	39	263	311	3	17	279	304				
"NE"	2004	"Buffalo"	"028"	36	247	285	3	19	259	284				
"NE"	2004	"Buffalo"	"030"	53	298	354	3	26	329	360				
"NE"	2004	"Buffalo"	"031"	47	124	173	3	14	160	181				
"NE"	2004	"Buffalo"	"032"	88	231	324	3	46	270	321				
"NE"	2004	"Buffalo"	"033"	133	829	973	3	47	915	972				
"NE"	2004	"Buffalo"	"034"	167	439	614	3	59	534	606				
"NE"	2004	"Buffalo"	"035"	138	463	609	3	51	547	602				
"NE"	2004	"Buffalo"	"Absentee"	473	1371	1866	3	192	1617	1840				
"NE"	2004	"Burt"	"Absentee"	185	316	507	1	316	173	492				
"NE"	2004	"Burt"	"Az-Riv"	68	113	181	1	133	45	180				
"NE"	2004	"Burt"	"Bc-Oak-Per"	58	201	262	1	134	122	257				
"NE"	2004	"Burt"	"Canv"			0	1			0				
"NE"	2004	"Burt"	"Cond"	12	22	34	1	22	11	33				
"NE"	2004	"Burt"	"Craig"	59	164	227	1	143	75	223				
"NE"	2004	"Burt"	"Dec-Quin"	195	141	339	1	271	61	334				
"NE"	2004	"Burt"	"Ev-Log"	57	117	177	1	105	71	177				
"NE"	2004	"Burt"	"Lyons"	137	244	392	1	241	145	389				
"NE"	2004	"Burt"	"Oakland"	149	395	550	1	280	257	542				
"NE"	2004	"Burt"	"Si-Su"	89	182	272	1	175	89	267				
"NE"	2004	"Burt"	"Tek I"	120	223	344	1	217	116	336				
"NE"	2004	"Burt"	"Tek II"	143	231	383	1	237	140	383				
"NE"	2004	"Butler"	"1st Ward"	84	222	312	1	87	217	311				
"NE"	2004	"Butler"	"2nd Ward"	78	241	326	1	108	210	326				
"NE"	2004	"Butler"	"3rd Ward"	83	292	380	1	109	256	370				
"NE"	2004	"Butler"	"Absentee"	136	321	466	1	157	284	446				
"NE"	2004	"Butler"	"Alexis"	47	215	266	1	63	192	260				
"NE"	2004	"Butler"	"Bone Creek"	34	101	137	1	53	79	133				
"NE"	2004	"Butler"	"Center"	34	70	105	1	38	64	105				
"NE"	2004	"Butler"	"Franklin"	19	72	93	1	26	65	93				
"NE"	2004	"Butler"	"Linwood"	42	91	136	1	51	76	130				
"NE"	2004	"Butler"	"Oak Creek"	82	202	288	1	122	141	271				
"NE"	2004	"Butler"	"Olive"	13	97	110	1	29	80	109				
"NE"	2004	"Butler"	"Platte"	27	59	87	1	34	50	88				
"NE"	2004	"Butler"	"Plum Creek"	20	62	84	1	47	38	85				
"NE"	2004	"Butler"	"Read"	15	70	87	1	31	47	85				
"NE"	2004	"Butler"	"Reading"	74	181	257	1	98	143	247				
"NE"	2004	"Butler"	"Richardson"	67	163	234	1	92	132	227				
"NE"	2004	"Butler"	"Savannah"	55	194	258	1	71	178	252				
"NE"	2004	"Butler"	"Skull Cree"	50	86	141	1	63	72	138				
"NE"	2004	"Butler"	"Summit"	11	66	78	1	19	53	75				
"NE"	2004	"Butler"	"Ulysses"	70	105	185	1	76	99	183				
"NE"	2004	"Butler"	"Union"	27	106	138	1	47	90	140				
"NE"	2004	"Cass"	"1W 1P"	68	167	238	1	75	148	229				
"NE"	2004	"Cass"	"1W 2P"	126	232	363	1	119	220	353				
"NE"	2004	"Cass"	"2W 1P"	148	228	380	1	123	233	374				
"NE"	2004	"Cass"	"2W 2P"	68	131	200	1	61	132	196				
"NE"	2004	"Cass"	"3W 1P"	80	210	294	1	92	183	283				
"NE"	2004	"Cass"	"3W 2P"	95	146	245	1	85	132	229				
"NE"	2004	"Cass"	"4W 1P"	114	197	316	1	110	178	298				
"NE"	2004	"Cass"	"4W 2P"	114	175	295	1	121	154	289				
"NE"	2004	"Cass"	"8 Mi Grove"	118	290	417	1	138	255	398				
"NE"	2004	"Cass"	"Absentee"	423	810	1246	1	422	733	1184				
"NE"	2004	"Cass"	"Avoca"	76	162	239	1	86	145	238				
"NE"	2004	"Cass"	"Center"	94	139	235	1	104	118	227				
"NE"	2004	"Cass"	"E Louis"	111	190	309	1	114	173	298				
"NE"	2004	"Cass"	"Elmwood"	86	200	289	1	116	162	284				
"NE"	2004	"Cass"	"Greenwood"	94	133	232	1	111	108	226				
"NE"	2004	"Cass"	"Liberty"	77	203	285	1	94	174	274				
"NE"	2004	"Cass"	"Mt Plea"	23	90	114	1	34	73	108				
"NE"	2004	"Cass"	"N Platts"	214	586	810	1	245	511	777				
"NE"	2004	"Cass"	"NRB"	122	290	414	1	140	248	401				
"NE"	2004	"Cass"	"Nehawka"	50	133	185	1	70	98	172				
"NE"	2004	"Cass"	"S Bend"	83	245	329	1	121	179	313				
"NE"	2004	"Cass"	"S Platts"	128	373	508	1	158	312	484				
"NE"	2004	"Cass"	"SRB"	182	500	685	1	205	440	656				
"NE"	2004	"Cass"	"Salt Crk"	155	239	401	1	189	192	393				
"NE"	2004	"Cass"	"Stove Crk"	129	295	428	1	159	256	424				
"NE"	2004	"Cass"	"Tipton"	229	520	761	1	286	441	741				
"NE"	2004	"Cass"	"W Louis"	118	291	414	1	138	255	398				
"NE"	2004	"Cass"	"WRB"	105	233	343	1	147	182	335				
"NE"	2004	"Cass"	"WW 1st"	104	176	285	1	122	150	281				
"NE"	2004	"Cass"	"WW 2nd"	85	179	269	1	102	144	257				
"NE"	2004	"Cedar"	"1"	42	99	141	3	17	121	141	1			0
"NE"	2004	"Cedar"	"10-11"	11	119	131	3	7	121	130	1			0
"NE"	2004	"Cedar"	"12-13-14"	57	181	240	1	52	88	141	3	5	85	92
"NE"	2004	"Cedar"	"15-17"	21	150	171	1	29	86	115	3	5	44	50
"NE"	2004	"Cedar"	"16"	72	200	277	1	88	183	276	3			0
"NE"	2004	"Cedar"	"18"	26	50	76	3	8	63	78	1			0
"NE"	2004	"Cedar"	"19-1"	44	196	245	3	19	217	243	1			0
"NE"	2004	"Cedar"	"19-2"	60	178	239	3	21	208	235	1			0
"NE"	2004	"Cedar"	"2-3"	75	215	295	3	44	234	286	1			0
"NE"	2004	"Cedar"	"20"	34	82	119	1	47	67	114	3			0
"NE"	2004	"Cedar"	"21-E"	46	199	247	1	77	163	243	3			0
"NE"	2004	"Cedar"	"21-W"	55	265	323	1	98	221	319	3			0
"NE"	2004	"Cedar"	"4"	31	130	166	3	14	149	165	1			0
"NE"	2004	"Cedar"	"5-6"	73	172	257	3	36	208	250	1			0
"NE"	2004	"Cedar"	"7"	25	53	79	1	29	40	69	3	0	11	11
"NE"	2004	"Cedar"	"8"	22	82	106	3	7	58	65	1	19	21	40
"NE"	2004	"Cedar"	"9-1"	128	328	462	3	40	396	446	1			0
"NE"	2004	"Cedar"	"9-2"	92	270	367	3	41	320	365	1			0
"NE"	2004	"Cedar"	"9A"	26	54	81	3	12	67	83	1			0
"NE"	2004	"Cedar"	"Absentee"	143	364	514	3	40	285	330	1	47	123	172
"NE"	2004	"Chase"	"Absentee"	42	183	229	3	17	203	223				
"NE"	2004	"Chase"	"Champion"	28	135	165	3	15	141	161				
"NE"	2004	"Chase"	"Imperial E"	44	264	313	3	17	285	311				
"NE"	2004	"Chase"	"Imperial R"	28	186	214	3	11	192	204				
"NE"	2004	"Chase"	"Imperial W"	76	425	505	3	32	473	508				
"NE"	2004	"Chase"	"Lamar Vall"	14	78	92	3	10	82	92				
"NE"	2004	"Chase"	"Pioneer"	13	74	88	3	6	80	88				
"NE"	2004	"Chase"	"Wauneta"	57	307	367	3	37	308	356				
"NE"	2004	"Cherry"	"Absentee"	94	378	487	3	48	420	477				
"NE"	2004	"Cherry"	"Barley"	2	36	38	3	0	38	38				
"NE"	2004	"Cherry"	"Cleveland"	8	53	61	3	4	56	60				
"NE"	2004	"Cherry"	"Cody"	9	99	111	3	4	107	112				
"NE"	2004	"Cherry"	"Crookston"	24	75	101	3	11	85	99				
"NE"	2004	"Cherry"	"Goose Cree"	1	59	60	3	0	60	60				
"NE"	2004	"Cherry"	"Kennedy"	0	28	28	3	2	25	27				
"NE"	2004	"Cherry"	"Kilgore"	11	65	76	3	9	64	74				
"NE"	2004	"Cherry"	"King"	0	18	18	3	0	18	18				
"NE"	2004	"Cherry"	"Lackey"	0	33	33	3	0	31	33				
"NE"	2004	"Cherry"	"Loup"	11	106	118	3	5	108	116				
"NE"	2004	"Cherry"	"Merriman"	11	140	158	3	10	144	156				
"NE"	2004	"Cherry"	"Mother Lak"	4	30	35	3	3	32	36				
"NE"	2004	"Cherry"	"Nenzel"	6	20	26	3	2	24	26				
"NE"	2004	"Cherry"	"Russell"	2	34	36	3	1	35	36				
"NE"	2004	"Cherry"	"Val East"	89	408	499	3	28	468	499				
"NE"	2004	"Cherry"	"Val North"	103	448	557	3	46	486	548				
"NE"	2004	"Cherry"	"Val South"	89	346	445	3	51	376	436				
"NE"	2004	"Cherry"	"Wells"	6	49	55	3	2	54	56				
"NE"	2004	"Cherry"	"Wood Lake"	13	84	100	3	4	92	100				
"NE"	2004	"Cheyenne"	"1A"	36	203	240	3	12	222	237				
"NE"	2004	"Cheyenne"	"1B"	122	453	583	3	60	504	572				
"NE"	2004	"Cheyenne"	"4A"	98	397	499	3	41	438	489				
"NE"	2004	"Cheyenne"	"4B"	124	596	726	3	54	654	713				
"NE"	2004	"Cheyenne"	"Absentee"	140	608	761	3	70	668	749				
"NE"	2004	"Cheyenne"	"Gurley"	34	267	302	3	8	287	299				
"NE"	2004	"Cheyenne"	"Lodgepole"	60	239	300	3	27	267	299				
"NE"	2004	"Cheyenne"	"Potter"	57	236	300	3	26	251	291				
"NE"	2004	"Cheyenne"	"Sidney 2"	93	259	356	3	35	301	344				
"NE"	2004	"Cheyenne"	"Sidney 3"	92	307	413	3	40	356	402				
"NE"	2004	"Cheyenne"	"U Valley"	37	226	266	3	13	245	263				
"NE"	2004	"Clay"	"Absentee"	90	261	359	3	45	301	353				
"NE"	2004	"Clay"	"clay cente"	93	261	358	3	47	307	357				
"NE"	2004	"Clay"	"edgar cons"	83	225	312	3	32	269	304				
"NE"	2004	"Clay"	"fairfield"	68	131	201	3	27	166	198				
"NE"	2004	"Clay"	"ff 2nd/sp"	37	149	186	3	15	161	184				
"NE"	2004	"Clay"	"glenvil"	41	163	207	3	15	175	198				
"NE"	2004	"Clay"	"harv cons"	81	295	387	3	46	325	380				
"NE"	2004	"Clay"	"leic/inlan"	43	177	226	3	15	193	213				
"NE"	2004	"Clay"	"lllm cons"	50	145	196	3	32	161	194				
"NE"	2004	"Clay"	"sutton 1st"	56	263	325	3	25	288	316				
"NE"	2004	"Clay"	"sutton 2nd"	48	280	331	3	26	288	319				
"NE"	2004	"Clay"	"sutton twp"	53	193	249	3	26	214	243				
"NE"	2004	"Colfax"	"01"	37	161	198	1	50	141	197				
"NE"	2004	"Colfax"	"02"	32	180	215	1	71	135	213				
"NE"	2004	"Colfax"	"03"	48	244	294	1	87	198	289				
"NE"	2004	"Colfax"	"04"	164	296	465	1	162	277	453				
"NE"	2004	"Colfax"	"05"	193	361	563	1	196	344	548				
"NE"	2004	"Colfax"	"06"	214	363	592	1	223	326	561				
"NE"	2004	"Colfax"	"07"	44	175	221	1	63	147	214				
"NE"	2004	"Colfax"	"08"	116	308	433	1	196	213	421				
"NE"	2004	"Colfax"	"09"	48	178	228	1	68	148	218				
"NE"	2004	"Colfax"	"10"	94	323	424	1	182	226	412				
"NE"	2004	"Colfax"	"Absentee"			0	1			0				
"NE"	2004	"Cuming"	"Absentee"	150	421	579	1	278	290	571				
"NE"	2004	"Cuming"	"BCN"	115	353	471	1	201	262	467				
"NE"	2004	"Cuming"	"Beemer/Log"	101	311	423	1	214	206	424				
"NE"	2004	"Cuming"	"SSGC"	72	423	500	1	215	279	496				
"NE"	2004	"Cuming"	"SW 4"	73	304	379	1	193	177	373				
"NE"	2004	"Cuming"	"W1 & Twp"	82	238	330	1	205	126	333				
"NE"	2004	"Cuming"	"W2BG"	90	315	408	1	211	190	404				
"NE"	2004	"Cuming"	"WP 1"	90	340	432	1	183	254	439				
"NE"	2004	"Cuming"	"WP 2"	116	410	530	1	251	276	530				
"NE"	2004	"Cuming"	"WP 3"	77	215	297	1	144	152	297				
"NE"	2004	"Custer"	"Absentee"	153	549	707	3	43	636	691				
"NE"	2004	"Custer"	"Algernon"	32	115	149	3	15	129	146				
"NE"	2004	"Custer"	"Ansley"	74	211	285	3	26	249	280				
"NE"	2004	"Custer"	"ArnoldVill"	47	234	287	3	20	259	288				
"NE"	2004	"Custer"	"B.B.NoRur"	30	164	196	3	10	166	176				
"NE"	2004	"Custer"	"B.B.NoWest"	82	347	435	3	28	401	431				
"NE"	2004	"Custer"	"B.B.North"	32	147	179	3	8	187	198				
"NE"	2004	"Custer"	"B.B.SoRur"	30	145	175	3	7	165	175				
"NE"	2004	"Custer"	"B.B.SoWest"	57	170	227	3	16	203	224				
"NE"	2004	"Custer"	"B.B.South"	85	389	480	3	29	442	473				
"NE"	2004	"Custer"	"Berwyn"	11	99	113	3	3	111	114				
"NE"	2004	"Custer"	"Cliff"	7	66	74	3	3	69	72				
"NE"	2004	"Custer"	"Com-DG-SCr"	41	93	137	3	24	101	129				
"NE"	2004	"Custer"	"Cus-E.Cust"	11	47	62	3	5	54	64				
"NE"	2004	"Custer"	"Delight"	68	292	362	3	28	316	355				
"NE"	2004	"Custer"	"Elim-Tri"	18	108	126	3	5	116	124				
"NE"	2004	"Custer"	"ElkCreek"	12	54	66	3	6	62	68				
"NE"	2004	"Custer"	"Garfield"	2	42	45	3	0	45	45				
"NE"	2004	"Custer"	"Grant"	5	10	15	3	3	12	16				
"NE"	2004	"Custer"	"HayesI"	4	7	11	3	1	9	10				
"NE"	2004	"Custer"	"Kilfoil"	45	238	285	3	16	262	281				
"NE"	2004	"Custer"	"Lill-Milb"	12	88	101	3	1	99	100				
"NE"	2004	"Custer"	"Loup"	6	61	67	3	5	60	66				
"NE"	2004	"Custer"	"Myrt-West"	17	111	131	3	5	123	130				
"NE"	2004	"Custer"	"R.Ar-HayII"	12	71	84	3	5	78	83				
"NE"	2004	"Custer"	"Ryno"	5	45	50	3	2	46	49				
"NE"	2004	"Custer"	"SargVill"	56	193	252	3	25	219	250				
"NE"	2004	"Custer"	"Victoria"	36	164	202	3	20	181	202				
"NE"	2004	"Custer"	"Wayne"	0	42	42	3	0	43	43				
"NE"	2004	"Custer"	"Woodriver"	26	119	145	3	14	124	142				
"NE"	2004	"Custer"	"Wun-SarR-C"	24	97	122	3	7	116	123				
"NE"	2004	"Dakota"	"Absentee"	325	356	686	1	316	331	662				
"NE"	2004	"Dakota"	"COV. IS."	273	374	650	1	251	384	642				
"NE"	2004	"Dakota"	"DAK RURAL"	97	164	263	1	93	165	259				
"NE"	2004	"Dakota"	"DAK. CITY"	288	231	521	1	273	230	512				
"NE"	2004	"Dakota"	"EMERSON"	56	170	229	1	80	139	222				
"NE"	2004	"Dakota"	"HUBBARD"	132	98	231	1	126	100	226				
"NE"	2004	"Dakota"	"OMADI"	187	295	490	1	181	287	476				
"NE"	2004	"Dakota"	"PROVISION"	83	74	161	1	81	70	155				
"NE"	2004	"Dakota"	"ST JOHNS"	168	177	353	1	161	179	344				
"NE"	2004	"Dakota"	"W-1 SSC"	272	163	440	1	258	164	431				
"NE"	2004	"Dakota"	"W-2 SSC"	319	293	617	1	309	291	610				
"NE"	2004	"Dakota"	"W-3 SSC"	319	282	610	1	326	268	601				
"NE"	2004	"Dakota"	"W-4A SSC"	197	235	435	1	204	218	426				
"NE"	2004	"Dakota"	"W-4AA SSC"	98	241	340	1	114	219	335				
"NE"	2004	"Dakota"	"W-4B SSC"	213	373	589	1	213	351	573				
"NE"	2004	"Dawes"	"01"	66	115	184	3	34	140	181				
"NE"	2004	"Dawes"	"02"	89	282	379	3	61	295	370				
"NE"	2004	"Dawes"	"03"	151	272	426	3	77	336	422				
"NE"	2004	"Dawes"	"04"	117	269	393	3	51	335	392				
"NE"	2004	"Dawes"	"05"	169	387	566	3	99	459	563				
"NE"	2004	"Dawes"	"06"	54	221	279	3	28	236	271				
"NE"	2004	"Dawes"	"07"	79	119	203	3	34	162	200				
"NE"	2004	"Dawes"	"08"	67	211	279	3	37	237	280				
"NE"	2004	"Dawes"	"09"	14	87	104	3	11	90	105				
"NE"	2004	"Dawes"	"10"	83	279	370	3	42	311	359				
"NE"	2004	"Dawes"	"11"	57	203	263	3	28	226	258				
"NE"	2004	"Dawes"	"Absentee"	173	364	548	3	89	428	531				
"NE"	2004	"Dawson"	"001   93"	29	158	188	3	16	166	184				
"NE"	2004	"Dawson"	"002   224"	174	552	730	3	80	630	728				
"NE"	2004	"Dawson"	"003   258"	159	512	679	3	75	592	679				
"NE"	2004	"Dawson"	"004   44"	16	91	109	3	14	97	111				
"NE"	2004	"Dawson"	"005   71"	25	94	123	3	9	110	122				
"NE"	2004	"Dawson"	"006   58"	27	105	132	3	2	128	130				
"NE"	2004	"Dawson"	"007   80"	39	147	188	3	17	169	188				
"NE"	2004	"Dawson"	"008   322"	148	592	745	3	53	674	738				
"NE"	2004	"Dawson"	"009   244"	164	539	714	3	62	631	702				
"NE"	2004	"Dawson"	"010   89"	37	169	207	3	24	182	209				
"NE"	2004	"Dawson"	"011   47"	12	59	71	3	4	65	71				
"NE"	2004	"Dawson"	"012   209"	93	287	385	3	54	312	372				
"NE"	2004	"Dawson"	"013   489"	147	528	681	3	65	600	671				
"NE"	2004	"Dawson"	"014   304"	137	428	574	3	48	503	562				
"NE"	2004	"Dawson"	"015   94"	66	136	205	3	37	157	205				
"NE"	2004	"Dawson"	"016   152"	73	228	306	3	57	230	300				
"NE"	2004	"Dawson"	"017   181"	91	356	452	3	38	404	453				
"NE"	2004	"Dawson"	"018   163"	71	243	316	3	32	283	320				
"NE"	2004	"Dawson"	"019   69"	38	161	200	3	13	183	198				
"NE"	2004	"Dawson"	"021   97"	23	163	187	3	14	171	188				
"NE"	2004	"Dawson"	"ABS   78"			0	3			0				
"NE"	2004	"Dawson"	"Absentee"	159	601	764	3	61	669	752				
"NE"	2004	"Deuel"	"Absentee"	33	110	144	3	13	128	143				
"NE"	2004	"Deuel"	"Big Spring"	55	221	277	3	18	252	278				
"NE"	2004	"Deuel"	"Chappell"	75	241	319	3	30	277	308				
"NE"	2004	"Deuel"	"Swan"	59	248	313	3	21	271	305				
"NE"	2004	"Dixon"	"Absentee"	103	271	379	1	116	239	360				
"NE"	2004	"Dixon"	"Con-Dx-Clk"	67	190	258	1	94	161	256				
"NE"	2004	"Dixon"	"Dai-Hr"	52	79	134	1	64	68	133				
"NE"	2004	"Dixon"	"Emer"	88	132	225	1	100	110	215				
"NE"	2004	"Dixon"	"Gal-Sil"	47	153	202	1	67	129	198				
"NE"	2004	"Dixon"	"Log-Wake3"	49	149	200	1	77	120	200				
"NE"	2004	"Dixon"	"Newc"	102	138	242	1	116	120	238				
"NE"	2004	"Dixon"	"Otter"	47	66	117	1	47	70	119				
"NE"	2004	"Dixon"	"Ponca 1"	53	85	139	1	54	76	132				
"NE"	2004	"Dixon"	"Ponca 2"	52	110	162	1	56	103	161				
"NE"	2004	"Dixon"	"Ptp-P3"	113	209	329	1	108	203	317				
"NE"	2004	"Dixon"	"Sprbk"	68	189	260	1	77	175	259				
"NE"	2004	"Dixon"	"Wake 1"	62	139	204	1	66	127	195				
"NE"	2004	"Dixon"	"Wake 2"	35	118	158	1	56	93	154				
"NE"	2004	"Dodge"	"1A"	244	410	663	1	266	381	657				
"NE"	2004	"Dodge"	"1B"	210	386	603	1	245	342	594				
"NE"	2004	"Dodge"	"1C"	179	484	669	1	247	396	649				
"NE"	2004	"Dodge"	"1D"	152	207	366	1	143	196	346				
"NE"	2004	"Dodge"	"1E"	166	334	507	1	211	286	500				
"NE"	2004	"Dodge"	"2A"	165	276	450	1	198	230	435				
"NE"	2004	"Dodge"	"2B"	102	217	320	1	106	203	313				
