state	year	county	precinct	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	cd	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv	cd2	g2004_USH_dv2	g2004_USH_rv2	g2004_USH_tv2
"NE"	2004	"Dodge"	"2C"	243	497	752	1	308	421	738				
"NE"	2004	"Dodge"	"2D"	115	224	342	1	145	190	340				
"NE"	2004	"Dodge"	"2E"	226	409	639	1	263	351	625				
"NE"	2004	"Dodge"	"3A"	103	198	309	1	104	179	292				
"NE"	2004	"Dodge"	"3B"	79	97	180	1	80	92	179				
"NE"	2004	"Dodge"	"3C"	150	207	361	1	172	176	358				
"NE"	2004	"Dodge"	"3D"	198	324	529	1	220	284	518				
"NE"	2004	"Dodge"	"3E"	161	296	462	1	164	282	459				
"NE"	2004	"Dodge"	"4A"	202	316	526	1	220	281	514				
"NE"	2004	"Dodge"	"4B"	172	236	411	1	168	228	407				
"NE"	2004	"Dodge"	"4C"	254	427	682	1	274	378	664				
"NE"	2004	"Dodge"	"4D"	150	476	631	1	220	396	628				
"NE"	2004	"Dodge"	"4E"	116	189	311	1	124	173	306				
"NE"	2004	"Dodge"	"Absentee"	589	1219	1827	1	641	1088	1756				
"NE"	2004	"Dodge"	"CUEV"	48	186	236	1	95	127	227				
"NE"	2004	"Dodge"	"EK"	57	126	186	1	74	104	183				
"NE"	2004	"Dodge"	"HP"	105	266	376	1	148	202	365				
"NE"	2004	"Dodge"	"HWLG"	78	343	429	1	168	249	426				
"NE"	2004	"Dodge"	"NB"	184	326	520	1	245	252	505				
"NE"	2004	"Dodge"	"NKMP"	146	310	464	1	180	256	450				
"NE"	2004	"Dodge"	"PB"	35	176	217	1	81	121	204				
"NE"	2004	"Dodge"	"PE"	102	191	296	1	124	164	291				
"NE"	2004	"Dodge"	"PW"	200	442	655	1	231	398	649				
"NE"	2004	"Dodge"	"SC"	106	274	386	1	145	218	372				
"NE"	2004	"Dodge"	"UNCTRGPV"	105	343	451	1	195	250	447				
"NE"	2004	"Dodge"	"WB"	108	304	416	1	175	219	404				
"NE"	2004	"Douglas"	"01-01"	195	282	478	2	181	279	473				
"NE"	2004	"Douglas"	"01-02"	200	282	490	2	181	283	483				
"NE"	2004	"Douglas"	"01-03"	404	412	822	2	371	420	815				
"NE"	2004	"Douglas"	"01-04"	486	451	959	2	456	465	949				
"NE"	2004	"Douglas"	"01-05"	320	262	586	2	278	268	572				
"NE"	2004	"Douglas"	"01-06"	171	205	378	2	160	204	375				
"NE"	2004	"Douglas"	"01-07"	241	148	394	2	215	162	387				
"NE"	2004	"Douglas"	"01-08"	276	191	472	2	241	204	462				
"NE"	2004	"Douglas"	"01-09"	265	274	555	2	210	311	536				
"NE"	2004	"Douglas"	"01-10"	243	293	547	2	209	314	539				
"NE"	2004	"Douglas"	"01-11"	189	322	524	2	165	329	513				
"NE"	2004	"Douglas"	"01-12"	371	365	745	2	315	392	722				
"NE"	2004	"Douglas"	"01-13"	385	249	641	2	323	292	632				
"NE"	2004	"Douglas"	"01-14"	255	198	460	2	208	226	443				
"NE"	2004	"Douglas"	"01-15"	246	320	579	2	221	323	570				
"NE"	2004	"Douglas"	"01-16"	267	365	651	2	233	371	635				
"NE"	2004	"Douglas"	"01-17"	146	264	418	2	128	259	402				
"NE"	2004	"Douglas"	"01-18"	360	347	717	2	304	370	702				
"NE"	2004	"Douglas"	"01-19"	329	214	551	2	279	258	551				
"NE"	2004	"Douglas"	"01-20"	170	237	416	2	148	245	411				
"NE"	2004	"Douglas"	"01-21"	225	282	520	2	194	277	505				
"NE"	2004	"Douglas"	"01-22"	339	320	669	2	305	334	661				
"NE"	2004	"Douglas"	"01-23"	358	359	741	2	315	372	726				
"NE"	2004	"Douglas"	"01-24"	246	447	700	2	220	443	684				
"NE"	2004	"Douglas"	"01-25"	177	212	396	2	144	231	390				
"NE"	2004	"Douglas"	"01-26"	179	245	430	2	155	245	422				
"NE"	2004	"Douglas"	"01-27"	353	416	785	2	333	409	772				
"NE"	2004	"Douglas"	"01-28"	276	308	587	2	266	300	577				
"NE"	2004	"Douglas"	"01-29"	398	427	832	2	402	417	830				
"NE"	2004	"Douglas"	"01-30"	152	334	495	2	170	299	481				
"NE"	2004	"Douglas"	"01-31"	195	170	371	2	176	178	365				
"NE"	2004	"Douglas"	"01-32"	403	275	691	2	375	293	695				
"NE"	2004	"Douglas"	"01-33"	347	143	504	2	302	157	490				
"NE"	2004	"Douglas"	"01-34"	210	129	350	2	178	139	348				
"NE"	2004	"Douglas"	"01-35"	273	227	518	2	240	241	507				
"NE"	2004	"Douglas"	"01-36"	226	123	359	2	190	148	351				
"NE"	2004	"Douglas"	"01-37"	150	105	260	2	130	126	264				
"NE"	2004	"Douglas"	"01-38"	280	219	507	2	269	210	501				
"NE"	2004	"Douglas"	"01-39"	341	268	618	2	319	273	606				
"NE"	2004	"Douglas"	"01-40"	339	213	562	2	318	228	559				
"NE"	2004	"Douglas"	"01-41"	331	359	710	2	287	368	687				
"NE"	2004	"Douglas"	"02-01"	185	205	400	2	165	218	397				
"NE"	2004	"Douglas"	"02-02"	241	168	413	2	211	177	400				
"NE"	2004	"Douglas"	"02-03"	318	199	526	2	278	211	507				
"NE"	2004	"Douglas"	"02-04"	291	114	407	2	238	158	403				
"NE"	2004	"Douglas"	"02-05"	256	88	346	2	214	123	345				
"NE"	2004	"Douglas"	"02-06"	407	104	514	2	346	157	517				
"NE"	2004	"Douglas"	"02-07"	366	100	469	2	338	121	470				
"NE"	2004	"Douglas"	"02-08"	368	124	492	2	323	145	482				
"NE"	2004	"Douglas"	"02-09"	269	185	463	2	232	211	456				
"NE"	2004	"Douglas"	"02-10"	275	196	475	2	235	223	468				
"NE"	2004	"Douglas"	"02-11"	418	107	532	2	350	157	527				
"NE"	2004	"Douglas"	"02-12"	297	154	457	2	264	165	440				
"NE"	2004	"Douglas"	"02-13"	213	183	403	2	187	187	394				
"NE"	2004	"Douglas"	"02-14"	301	121	431	2	267	150	428				
"NE"	2004	"Douglas"	"02-15"	372	90	470	2	314	132	469				
"NE"	2004	"Douglas"	"02-16"	367	82	455	2	317	125	452				
"NE"	2004	"Douglas"	"02-17"	445	56	504	2	402	91	504				
"NE"	2004	"Douglas"	"02-18"	55	35	94	2	50	34	91				
"NE"	2004	"Douglas"	"02-19"	388	32	429	2	341	75	423				
"NE"	2004	"Douglas"	"02-20"	409	32	441	2	346	83	434				
"NE"	2004	"Douglas"	"02-21"	448	32	481	2	381	87	476				
"NE"	2004	"Douglas"	"02-22"	288	26	317	2	247	66	317				
"NE"	2004	"Douglas"	"02-23"	313	35	352	2	273	72	350				
"NE"	2004	"Douglas"	"02-24"	341	51	397	2	285	102	399				
"NE"	2004	"Douglas"	"02-25"	331	34	367	2	285	70	366				
"NE"	2004	"Douglas"	"02-26"	427	44	475	2	353	98	467				
"NE"	2004	"Douglas"	"02-27"	444	48	499	2	367	110	491				
"NE"	2004	"Douglas"	"02-28"	442	44	490	2	364	96	478				
"NE"	2004	"Douglas"	"02-29"	292	59	351	2	240	90	344				
"NE"	2004	"Douglas"	"02-30"	384	110	502	2	319	153	491				
"NE"	2004	"Douglas"	"02-31"	332	93	428	2	274	124	416				
"NE"	2004	"Douglas"	"02-32"	453	124	585	2	390	164	569				
"NE"	2004	"Douglas"	"02-33"	388	90	484	2	326	130	474				
"NE"	2004	"Douglas"	"02-34"	421	150	590	2	387	180	583				
"NE"	2004	"Douglas"	"02-35"	453	116	577	2	386	170	569				
"NE"	2004	"Douglas"	"03-01"	308	148	466	2	284	141	452				
"NE"	2004	"Douglas"	"03-02"	233	121	365	2	205	136	362				
"NE"	2004	"Douglas"	"03-03"	247	137	392	2	203	146	383				
"NE"	2004	"Douglas"	"03-04"	198	108	318	2	167	126	311				
"NE"	2004	"Douglas"	"03-05"	186	151	346	2	163	157	338				
"NE"	2004	"Douglas"	"03-06"	244	186	441	2	208	199	427				
