state	year	precinct	county	cd	g2004_REG_tv	g2004_BALL_tv	g2004_USP_rv	g2004_USP_dv	g2004_USS_rv	g2004_USS_dv	g2004_USH_dv	g2004_USH_rv
"ID"	2004	"52"	"Canyon"	1	1007	758	567	163	648	0	169	539
"ID"	2004	"54"	"Canyon"	1	1047	838	623	184	728	0	200	588
"ID"	2004	"55"	"Canyon"	1	919	731	582	132	634	0	150	549
"ID"	2004	"56"	"Canyon"	1	2232	1863	1423	386	1583	2	395	1377
"ID"	2004	"57"	"Canyon"	1	605	503	383	93	440	3	108	357
"ID"	2004	"59"	"Canyon"	1	2251	1894	1411	439	1593	3	462	1312
"ID"	2004	"60"	"Canyon"	1	1170	1001	807	174	882	0	186	754
"ID"	2004	"61"	"Canyon"	1	619	521	395	118	454	1	112	384
"ID"	2004	"62"	"Canyon"	1	1148	837	600	208	694	3	189	592
"ID"	2004	"Soda 1"	"Caribou"	2	931	578	470	85	512	3	131	416
"ID"	2004	"Soda 2"	"Caribou"	2	766	492	367	92	417	2	116	353
"ID"	2004	"Soda 3"	"Caribou"	2	526	360	281	62	303	1	75	265
"ID"	2004	"Soda 4"	"Caribou"	2	452	294	239	38	267	0	60	224
"ID"	2004	"Bancroft"	"Caribou"	2	570	388	339	31	350	0	73	299
"ID"	2004	"Grace 1"	"Caribou"	2	710	512	430	64	461	2	108	380
"ID"	2004	"Grace 2"	"Caribou"	2	438	332	275	44	300	0	70	252
"ID"	2004	"Wayan"	"Caribou"	2	45	34	33	0	32	0	3	30
"ID"	2004	"Freedom"	"Caribou"	2	99	73	69	1	71	0	3	67
"ID"	2004	"Absentee"	"Caribou"	2		346	250	74	281	0	81	245
"ID"	2004	"Albion"	"Cassia"	2	335	264	226	29	236	0	38	205
"ID"	2004	"Almo"	"Cassia"	2	114	84	74	9	71	0	9	66
"ID"	2004	"Bridge"	"Cassia"	2	60	46	41	1	41	0	6	37
"ID"	2004	"Burley 1"	"Cassia"	2	313	183	108	64	135	0	61	99
"ID"	2004	"Burley 2"	"Cassia"	2	321	198	139	45	157	1	44	140
"ID"	2004	"Burley 3"	"Cassia"	2	740	484	385	80	421	2	82	382
"ID"	2004	"Burley 4"	"Cassia"	2	726	508	406	81	451	6	86	410
"ID"	2004	"Burley 5"	"Cassia"	2	702	486	294	153	421	1	84	373
"ID"	2004	"Burley 6"	"Cassia"	2	940	622	486	110	524	0	123	448
"ID"	2004	"Burley 7"	"Cassia"	2	274	159	98	40	120	0	45	88
"ID"	2004	"Declo"	"Cassia"	2	723	531	462	59	476	0	57	440
"ID"	2004	"Elba"	"Cassia"	2	111	86	82	3	79	0	5	76
"ID"	2004	"Grandview"	"Cassia"	2	435	278	226	45	246	1	44	221
"ID"	2004	"Heglar-Yale"	"Cassia"	2	126	95	92	3	91	0	2	91
"ID"	2004	"Jackson"	"Cassia"	2	188	135	113	16	118	0	16	115
"ID"	2004	"Malta"	"Cassia"	2	325	235	216	16	219	0	18	202
"ID"	2004	"Oakley 1"	"Cassia"	2	303	218	193	19	187	0	25	173
"ID"	2004	"Oakley 2"	"Cassia"	2	471	333	313	13	310	0	23	296
"ID"	2004	"Parsons"	"Cassia"	2	96	62	58	4	59	0	3	55
"ID"	2004	"Pella"	"Cassia"	2	326	239	214	23	221	0	18	207
"ID"	2004	"Springdale"	"Cassia"	2	607	458	409	36	421	0	39	400
"ID"	2004	"Starrahs Ferry"	"Cassia"	2	1005	706	590	98	632	1	107	561
"ID"	2004	"Sublett"	"Cassia"	2	46	41	38	3	37	0	2	39
"ID"	2004	"Unity"	"Cassia"	2	679	466	402	51	417	0	54	381
"ID"	2004	"View"	"Cassia"	2	272	207	186	11	193	0	10	180
"ID"	2004	"Absentee"	"Cassia"	2	0	891	711	141	763	5	120	719
"ID"	2004	"1"	"Clark"	2	183	154	124	21	131	0	24	122
"ID"	2004	"2"	"Clark"	2	103	92	70	15	78	0	14	69
"ID"	2004	"3"	"Clark"	2	146	123	108	10	115	0	14	103
"ID"	2004	"1 Orofino"	"Clearwater"	1	715	400	258	121	321	0	117	256
"ID"	2004	"2 Orofino"	"Clearwater"	1	644	420	283	121	345	0	102	286
"ID"	2004	"3 Orofino"	"Clearwater"	1	807	549	380	140	439	1	121	379
"ID"	2004	"4 Orofino"	"Clearwater"	1	480	308	223	77	243	0	74	205
"ID"	2004	"5 Orofino"	"Clearwater"	1	804	512	329	165	392	0	160	308
"ID"	2004	"6 Fraser"	"Clearwater"	1	105	75	53	19	53	0	22	46
"ID"	2004	"7 Greer"	"Clearwater"	1	46	35	15	13	23	0	18	16
"ID"	2004	"8 Cavendish/Teakean"	"Clearwater"	1	182	135	100	31	110	1	29	92
"ID"	2004	"9 Weippe"	"Clearwater"	1	673	438	339	75	358	0	81	311
"ID"	2004	"10 Headquarters"	"Clearwater"	1	36	25	18	4	21	0	4	19
"ID"	2004	"11 Ahsahka"	"Clearwater"	1	344	222	140	72	173	2	68	140
"ID"	2004	"12 Pierce"	"Clearwater"	1	419	291	223	50	247	0	55	204
"ID"	2004	"13 Elk River"	"Clearwater"	1	126	82	54	23	69	1	22	52
"ID"	2004	"14 Grangemont"	"Clearwater"	1	114	70	54	14	55	0	13	49
"ID"	2004	"15 Absentee"	"Clearwater"	1		581	370	192	458	1	158	373
"ID"	2004	"Challis 1"	"Custer"	2	131	112	231	58	248	4	80	198
"ID"	2004	"Challis 2"	"Custer"	2	421	303	139	42	152	2	60	118
"ID"	2004	"Round Valley 1"	"Custer"	2	246	193	354	55	354	0	114	288
"ID"	2004	"Round Valley 2"	"Custer"	2	197	163	244	45	263	0	64	210
"ID"	2004	"Mackay"	"Custer"	2	402	328	215	100	252	3	135	181
"ID"	2004	"Leslie"	"Custer"	2	394	335	252	66	285	1	90	226
"ID"	2004	"Battleground"	"Custer"	2	574	427	83	25	90	0	32	67
"ID"	2004	"Sunol"	"Custer"	2	394	301	37	6	39	0	8	36
"ID"	2004	"Clayton"	"Custer"	2	288	283	119	37	124	1	42	104
"ID"	2004	"Stanley"	"Custer"	2	49	45	88	125	130	9	123	88
"ID"	2004	"Atlanta"	"Elmore"	2	57	48	0	0	0	0	0	0
"ID"	2004	"Chattin Flats"	"Elmore"	2	72	58	51	5	50	0	4	48
"ID"	2004	"Glenns Ferry"	"Elmore"	2	927	602	408	163	505	1	143	425
"ID"	2004	"Hammett"	"Elmore"	2	269	177	134	36	148	0	35	134
"ID"	2004	"King Hill"	"Elmore"	2	227	160	117	34	135	0	28	121
"ID"	2004	"Mayfield"	"Elmore"	2	136	99	76	21	87	0	14	81
"ID"	2004	"Mt. Home 1"	"Elmore"	2	1033	427	348	69	331	0	71	282
"ID"	2004	"Mt. Home 2"	"Elmore"	2	1039	594	448	134	506	0	125	434
"ID"	2004	"Mt. Home 3"	"Elmore"	2	1144	633	426	172	521	0	133	450
"ID"	2004	"Mt. Home 4"	"Elmore"	2	949	532	371	134	445	0	125	371
"ID"	2004	"Mt. Home 5"	"Elmore"	2	855	488	376	101	417	1	85	365
"ID"	2004	"Mt. Home 6"	"Elmore"	2	788	446	319	116	397	0	86	342
"ID"	2004	"Mt. Home 7"	"Elmore"	2	980	583	400	169	495	0	140	414
"ID"	2004	"Mt. Home 8"	"Elmore"	2	1355	730	548	163	636	1	133	557
"ID"	2004	"Mt. Home 9"	"Elmore"	2	1120	622	490	124	535	0	124	458
"ID"	2004	"Pine"	"Elmore"	2	111	75	57	12	59	0	11	51
"ID"	2004	"Prairie"	"Elmore"	2	65	52	44	5	44	0	6	43
"ID"	2004	"Absentee"	"Elmore"	2		1904	1398	501	1615	3	417	1369
"ID"	2004	"Preston 1"	"Franklin"	2	485	380	307	55	340	0	59	313
"ID"	2004	"Preston 2"	"Franklin"	2	629	502	438	42	451	0	62	406
"ID"	2004	"Preston 3"	"Franklin"	2	517	403	355	34	371	0	51	340
"ID"	2004	"Preston 4"	"Franklin"	2	496	366	318	35	328	0	60	280
"ID"	2004	"Preston 5"	"Franklin"	2	476	381	335	28	343	0	47	301
"ID"	2004	"Banida-Winder 6"	"Franklin"	2	162	147	133	9	133	0	13	127
"ID"	2004	"Clifton-Oxford 7"	"Franklin"	2	269	231	203	14	212	0	29	194
"ID"	2004	"Dayton 8"	"Franklin"	2	460	374	329	22	353	0	35	322
"ID"	2004	"Fairview 9"	"Franklin"	2	433	370	333	26	347	0	37	306
"ID"	2004	"Franklin 10"	"Franklin"	2	552	446	383	30	412	0	52	356
"ID"	2004	"Mapleton 11"	"Franklin"	2	244	211	191	15	196	0	20	180
"ID"	2004	"Mink Creek 12"	"Franklin"	2	165	141	123	14	126	1	18	118
"ID"	2004	"Thatcher 13"	"Franklin"	2	127	112	90	13	99	1	23	82
"ID"	2004	"Treasureton-Riverdale 14"	"Franklin"	2	306	256	218	22	238	0	24	223
"ID"	2004	"Weston 15"	"Franklin"	2	459	402	344	45	365	0	51	337
"ID"	2004	"Whitney 16"	"Franklin"	2	346	299	260	22	271	0	38	244
"ID"	2004	"Worm Creek 17"	"Franklin"	2	237	204	167	30	177	0	26	164
"ID"	2004	"1 Ashton #1"	"Fremont"	2	542	386	325	50	350	1	53	314
"ID"	2004	"2 Ashton #2"	"Fremont"	2	751	519	437	68	469	2	85	413
"ID"	2004	"3 Chester/Twin Groves"	"Fremont"	2	593	440	433	63	477	2	57	422
"ID"	2004	"4 Drummond-Squirrel/Lamont"	"Fremont"	2	776	570	107	12	113	0	13	103
"ID"	2004	"5 Egin"	"Fremont"	2	242	186	381	29	412	0	44	378
"ID"	2004	"6 Island Park"	"Fremont"	2	442	350	428	120	491	2	117	411
"ID"	2004	"7 Newdale"	"Fremont"	2	415	315	160	23	179	2	12	165
"ID"	2004	"8 Parker"	"Fremont"	2	141	112	307	32	330	1	45	295
"ID"	2004	"9 St Anthony 1"	"Fremont"	2	604	463	469	74	518	1	72	473
"ID"	2004	"10 St Anthony 2"	"Fremont"	2	691	514	268	62	316	0	59	264
"ID"	2004	"11 St Anthony 3"	"Fremont"	2	169	123	458	71	526	0	82	450
"ID"	2004	"12 Teton"	"Fremont"	2	797	562	264	32	292	2	49	245
"ID"	2004	"13 Warm River/Green Timber"	"Fremont"	2	492	347	89	18	104	1	23	84
"ID"	2004	"14 Wilford"	"Fremont"	2	816	557	420	30	440	0	44	400
"ID"	2004	"15 Absentee"	"Fremont"	2		501	419	57	461	1	50	424
"ID"	2004	"1 Central"	"Gem"	1	782	438	302	105	359	5	113	296
"ID"	2004	"2 North Emmett"	"Gem"	1	759	380	263	98	303	2	97	247
"ID"	2004	"3 Butteview"	"Gem"	1	881	488	331	131	398	0	118	343
"ID"	2004	"4 South Emmett"	"Gem"	1	814	466	345	104	392	0	121	313
"ID"	2004	"5 West Emmett"	"Gem"	1	591	368	253	94	297	0	102	242
"ID"	2004	"6 Emerson"	"Gem"	1	1155	758	599	140	642	1	162	553
"ID"	2004	"7 Lincoln"	"Gem"	1	967	638	485	133	547	0	131	475
"ID"	2004	"8 Letha"	"Gem"	1	1047	684	497	140	563	0	162	489
"ID"	2004	"9 Hanna"	"Gem"	1	744	481	382	84	415	0	99	359
"ID"	2004	"10 Brick"	"Gem"	1	841	548	438	92	472	0	101	420
"ID"	2004	"11 Bench"	"Gem"	1	611	398	293	93	335	0	97	279
"ID"	2004	"12 Sweet-Montour"	"Gem"	1	473	341	250	83	265	1	75	251
"ID"	2004	"13 Ola"	"Gem"	1	111	72	54	16	54	1	17	47
"ID"	2004	"14 Absentee"	"Gem"	1		1285	924	315	1084	2	293	944
"ID"	2004	"1 E Gooding"	"Gooding"	2	691	456	287	147	391	1	111	322
"ID"	2004	"2 W Gooding"	"Gooding"	2	1002	688	442	218	560	5	177	478
"ID"	2004	"3 Gooding Rural"	"Gooding"	2	1392	1000	788	172	891	4	139	823
"ID"	2004	"4 Wendell City"	"Gooding"	2	1163	727	513	187	623	4	150	532
"ID"	2004	"5 Wendell Rural"	"Gooding"	2	1215	791	655	101	707	9	113	648
"ID"	2004	"6 Bliss"	"Gooding"	2	436	300	205	78	246	0	67	214
"ID"	2004	"7 Hagerman"	"Gooding"	2	1320	903	626	223	741	9	200	651
"ID"	2004	"8 Absentee"	"Gooding"	2		638	457	152	549	4	129	475
"ID"	2004	"1 Big Butte"	"Idaho"	1	82	58	49	8	48	2	7	48
"ID"	2004	"2 Clearwater"	"Idaho"	1	249	178	129	35	142	2	28	134
"ID"	2004	"3 Cottonwood 1"	"Idaho"	1	440	298	245	46	253	1	40	244
"ID"	2004	"4 Cottonwood 2"	"Idaho"	1	432	293	243	43	242	0	48	220
"ID"	2004	"5 Elk City"	"Idaho"	1	340	218	177	29	180	0	26	175
"ID"	2004	"6 Fenn"	"Idaho"	1	155	127	100	19	109	0	9	108
"ID"	2004	"7 Ferdinand"	"Idaho"	1	231	157	125	25	126	0	23	125
"ID"	2004	"8 Greencreek"	"Idaho"	1	211	153	114	31	116	0	22	121
"ID"	2004	"9 Glover"	"Idaho"	1	178	121	79	22	95	3	21	90
"ID"	2004	"10 Grangeville 1"	"Idaho"	1	526	332	251	65	265	4	53	255
"ID"	2004	"11 Grangeville 2"	"Idaho"	1	577	368	287	57	301	1	55	279
"ID"	2004	"12 Grangeville 3"	"Idaho"	1	616	372	266	86	296	0	70	274
"ID"	2004	"13 Grangeville 4"	"Idaho"	1	804	499	371	108	402	0	92	365
"ID"	2004	"14 Grangeville 5"	"Idaho"	1	890	556	410	126	456	5	111	415
"ID"	2004	"15 Harpster"	"Idaho"	1	250	158	115	23	121	0	24	121
"ID"	2004	"16 Joseph"	"Idaho"	1	18	18	17	1	17	0	5	13
"ID"	2004	"17 Kamiah"	"Idaho"	1	955	629	442	153	491	9	143	440
"ID"	2004	"18 Keuterville"	"Idaho"	1	241	167	126	36	142	2	26	131
"ID"	2004	"19 Kooskia"	"Idaho"	1	1194	769	515	189	616	4	171	558
"ID"	2004	"20 Lowell"	"Idaho"	1	114	60	38	20	47	1	17	40
"ID"	2004	"21 Pollock"	"Idaho"	1	344	241	171	62	184	0	50	169
"ID"	2004	"22 Riggins"	"Idaho"	1	536	374	277	77	318	0	80	276
"ID"	2004	"23 Slate Creek"	"Idaho"	1	130	85	69	15	74	0	13	70
"ID"	2004	"24 Stites"	"Idaho"	1	358	246	193	43	201	0	42	188
"ID"	2004	"25 Whitebird"	"Idaho"	1	320	198	153	36	150	1	33	145
"ID"	2004	"26 Woodland"	"Idaho"	1	216	134	89	12	97	0	24	98
"ID"	2004	"Absentee"	"Idaho"	1		1367	966	322	1061	18	290	978
"ID"	2004	"Annis"	"Jefferson"	2	338	278	233	35	247	0	44	208
"ID"	2004	"Clark"	"Jefferson"	2	784	607	478	71	530	2	87	463
"ID"	2004	"Garfield"	"Jefferson"	2	1104	829	698	63	737	5	85	660
"ID"	2004	"Grant"	"Jefferson"	2	622	465	394	46	428	2	76	370
"ID"	2004	"Hamer"	"Jefferson"	2	311	253	231	14	242	0	31	210
"ID"	2004	"Labelle"	"Jefferson"	2	691	521	431	55	470	0	71	413
"ID"	2004	"Lewisville"	"Jefferson"	2	721	535	436	64	487	0	91	407
"ID"	2004	"Lorenzo"	"Jefferson"	2	268	206	172	26	186	7	28	165
"ID"	2004	"Menan"	"Jefferson"	2	805	623	504	60	546	1	81	486
"ID"	2004	"Montview"	"Jefferson"	2	226	185	163	15	177	1	22	155
"ID"	2004	"Rigby 1"	"Jefferson"	2	687	489	393	70	431	2	78	380
"ID"	2004	"Rigby 2"	"Jefferson"	2	437	333	253	60	286	0	68	241
"ID"	2004	"Rigby 3"	"Jefferson"	2	1387	1063	884	122	941	0	155	820
"ID"	2004	"Rigby 4"	"Jefferson"	2	877	686	539	86	589	3	98	518
"ID"	2004	"Ririe"	"Jefferson"	2	909	667	556	76	604	1	92	523
"ID"	2004	"Roberts"	"Jefferson"	2	579	427	328	79	361	0	94	295
"ID"	2004	"Terreton"	"Jefferson"	2	571	464	403	40	429	0	74	359
"ID"	2004	"Absentee"	"Jefferson"	2		731	607	102	661	0	129	573
"ID"	2004	"Bishop-Court"	"Jerome"	2	760	533	382	112	432	11	91	368
"ID"	2004	"Canyonside"	"Jerome"	2	1626	1092	858	196	901	47	174	812
"ID"	2004	"Eden"	"Jerome"	2	494	372	279	70	317	3	66	275
"ID"	2004	"Falls City"	"Jerome"	2	506	374	278	83	315	8	68	273
"ID"	2004	"Hazelton"	"Jerome"	2	941	632	511	91	541	4	74	488
"ID"	2004	"Northeast"	"Jerome"	2	1078	774	560	170	654	12	139	560
"ID"	2004	"Northwest"	"Jerome"	2	684	476	328	110	389	8	88	330
"ID"	2004	"Shepherd-View"	"Jerome"	2	1089	752	587	123	640	16	101	558
"ID"	2004	"Southeast"	"Jerome"	2	604	357	255	80	283	6	78	242
"ID"	2004	"Southwest"	"Jerome"	2	1004	696	523	139	572	12	110	494
"ID"	2004	"Absentee"	"Jerome"	2		831	616	170	674	25	138	608
"ID"	2004	"1"	"Kootenai"	1	1103	623	409	183	487	1	207	376
"ID"	2004	"2"	"Kootenai"	1	1008	600	459	122	500	5	131	408
"ID"	2004	"3"	"Kootenai"	1	1070	626	444	161	518	2	164	405
"ID"	2004	"4"	"Kootenai"	1	848	504	323	163	402	5	157	317
"ID"	2004	"5"	"Kootenai"	1	1389	761	521	215	621	8	196	496
"ID"	2004	"6"	"Kootenai"	1	1652	979	744	194	825	1	203	710
"ID"	2004	"7"	"Kootenai"	1	1320	842	559	244	682	5	242	534
"ID"	2004	"8"	"Kootenai"	1	1614	895	636	230	738	8	227	602
"ID"	2004	"9"	"Kootenai"	1	1147	676	492	167	566	1	169	459
"ID"	2004	"10"	"Kootenai"	1	759	398	277	100	323	2	96	272
"ID"	2004	"11"	"Kootenai"	1	1126	600	444	145	499	1	140	408
"ID"	2004	"12"	"Kootenai"	1	619	385	281	93	323	0	93	253
"ID"	2004	"13"	"Kootenai"	1	553	267	210	54	222	2	50	203
"ID"	2004	"14"	"Kootenai"	1	1183	629	444	162	507	10	175	410
"ID"	2004	"15"	"Kootenai"	1	1372	781	547	220	639	7	204	529
"ID"	2004	"16"	"Kootenai"	1	1594	869	625	225	719	8	179	630
"ID"	2004	"17"	"Kootenai"	1	997	578	422	139	477	6	125	408
"ID"	2004	"18"	"Kootenai"	1	1551	879	639	209	726	7	189	609
"ID"	2004	"19"	"Kootenai"	1	1258	712	527	164	576	3	160	493
"ID"	2004	"20"	"Kootenai"	1	1210	585	424	139	486	2	139	400
"ID"	2004	"21"	"Kootenai"	1	1136	614	429	170	496	11	145	418
"ID"	2004	"22"	"Kootenai"	1	1465	790	537	231	641	8	186	551
"ID"	2004	"23"	"Kootenai"	1	1014	599	413	168	483	2	179	379
"ID"	2004	"24"	"Kootenai"	1	965	528	352	161	430	3	159	334
"ID"	2004	"25"	"Kootenai"	1	1036	580	395	168	476	1	155	386
"ID"	2004	"26"	"Kootenai"	1	864	484	321	137	399	10	144	308
"ID"	2004	"27"	"Kootenai"	1	896	475	342	124	403	5	117	335
"ID"	2004	"28"	"Kootenai"	1	941	572	385	147	478	5	146	399
"ID"	2004	"29"	"Kootenai"	1	931	523	314	177	420	4	179	312
"ID"	2004	"30"	"Kootenai"	1	1127	642	448	160	523	5	159	445
"ID"	2004	"31"	"Kootenai"	1	540	239	160	66	185	5	68	159
"ID"	2004	"32"	"Kootenai"	1	1338	740	525	199	573	4	200	466
"ID"	2004	"33"	"Kootenai"	1	719	365	233	119	289	5	114	227
"ID"	2004	"34"	"Kootenai"	1	1476	828	602	200	690	9	201	568
"ID"	2004	"35"	"Kootenai"	1	854	472	324	130	382	1	124	320
"ID"	2004	"36"	"Kootenai"	1	1220	662	480	152	553	9	154	471
"ID"	2004	"37"	"Kootenai"	1	925	512	328	174	407	3	161	320
"ID"	2004	"38"	"Kootenai"	1	1448	779	552	213	644	9	202	518
"ID"	2004	"39"	"Kootenai"	1	1692	959	611	312	769	9	293	603
"ID"	2004	"40"	"Kootenai"	1	1196	752	529	190	606	7	173	522
"ID"	2004	"41"	"Kootenai"	1	982	538	371	157	450	8	130	378
"ID"	2004	"42"	"Kootenai"	1	680	403	230	159	312	2	133	228
"ID"	2004	"43"	"Kootenai"	1	1041	541	314	207	423	4	174	321
"ID"	2004	"44"	"Kootenai"	1	967	490	308	163	388	6	146	313
"ID"	2004	"45"	"Kootenai"	1	1440	719	440	261	553	9	213	449
"ID"	2004	"46"	"Kootenai"	1	1538	810	528	252	642	5	221	535
"ID"	2004	"47"	"Kootenai"	1	916	485	283	185	370	14	160	290
"ID"	2004	"48"	"Kootenai"	1	862	492	308	167	388	7	154	307
"ID"	2004	"49"	"Kootenai"	1	923	520	312	190	416	9	179	318
"ID"	2004	"50"	"Kootenai"	1	1175	589	380	183	460	9	182	365
"ID"	2004	"51"	"Kootenai"	1	853	350	166	168	235	7	157	157
"ID"	2004	"52"	"Kootenai"	1	881	467	285	161	386	5	138	295
"ID"	2004	"53"	"Kootenai"	1	1140	600	309	263	453	11	239	317
"ID"	2004	"54"	"Kootenai"	1	1162	507	216	272	326	13	235	240
"ID"	2004	"55"	"Kootenai"	1	928	418	182	209	284	3	189	186
"ID"	2004	"56"	"Kootenai"	1	852	487	241	230	348	13	203	249
"ID"	2004	"57"	"Kootenai"	1	932	565	314	234	448	15	218	328
"ID"	2004	"58"	"Kootenai"	1	1058	545	262	262	396	6	206	293
"ID"	2004	"59"	"Kootenai"	1	779	388	179	189	261	7	182	177
"ID"	2004	"60"	"Kootenai"	1	657	325	149	163	232	10	158	153
"ID"	2004	"61"	"Kootenai"	1	1027	599	404	174	482	8	165	399
"ID"	2004	"62"	"Kootenai"	1	606	377	250	109	308	4	108	244
"ID"	2004	"63"	"Kootenai"	1	1079	608	421	157	488	7	143	420
"ID"	2004	"64"	"Kootenai"	1	729	382	292	79	321	5	87	257
"ID"	2004	"65"	"Kootenai"	1	806	486	330	142	390	11	130	333
"ID"	2004	"66"	"Kootenai"	1	888	532	372	149	427	8	141	362
"ID"	2004	"67"	"Kootenai"	1	498	285	176	96	216	1	91	171
"ID"	2004	"68"	"Kootenai"	1	249	154	96	49	115	3	45	97
"ID"	2004	"69"	"Kootenai"	1	984	533	275	240	429	8	150	350
"ID"	2004	"70"	"Kootenai"	1	309	178	114	56	145	2	53	113
"ID"	2004	"71"	"Kootenai"	1	374	252	163	79	188	7	90	154
"ID"	2004	"72 Absentee"	"Kootenai"	1		243	144	93	190	3	65	159
"ID"	2004	"73 Absentee"	"Kootenai"	1		5148	3414	1583	4007	81	1403	3338
"ID"	2004	"74 Absentee"	"Kootenai"	1		5624	3133	2269	4115	120	2017	3189
"ID"	2004	"75 Absentee"	"Kootenai"	1		4760	3105	1507	3711	71	1424	3015
"ID"	2004	"Moscow 1"	"Latah"	1	838	510	233	250	385	9	208	241
"ID"	2004	"Moscow 2"	"Latah"	1	1374	864	432	392	673	15	329	461
"ID"	2004	"Moscow 3"	"Latah"	1	802	501	251	233	360	25	219	246
"ID"	2004	"Moscow 4"	"Latah"	1	829	537	276	238	397	12	208	292
"ID"	2004	"Moscow 5"	"Latah"	1	890	600	321	267	440	14	230	323
"ID"	2004	"Moscow 6"	"Latah"	1	1179	559	206	325	381	14	285	230
"ID"	2004	"Moscow 7"	"Latah"	1	968	526	259	247	371	22	224	258
"ID"	2004	"Moscow 8"	"Latah"	1	804	425	204	211	340	3	152	230
"ID"	2004	"Moscow 9"	"Latah"	1	919	611	285	315	433	21	274	306
"ID"	2004	"Moscow 10"	"Latah"	1	926	573	223	325	394	36	277	259
"ID"	2004	"Moscow 11"	"Latah"	1	1043	636	238	367	403	31	336	264
"ID"	2004	"Moscow 12"	"Latah"	1	1002	649	364	267	509	16	231	373
"ID"	2004	"Moscow 13"	"Latah"	1	813	463	164	271	298	33	239	189
"ID"	2004	"Moscow 14"	"Latah"	1	1401	849	288	506	515	55	463	321
"ID"	2004	"Moscow 15"	"Latah"	1	1110	709	233	452	392	69	397	261
"ID"	2004	"Moscow 16"	"Latah"	1	1250	670	222	412	457	17	348	267
"ID"	2004	"Moscow 17"	"Latah"	1	933	590	281	280	401	23	246	309
"ID"	2004	"Moscow 18"	"Latah"	1	1271	641	288	325	489	12	279	319
"ID"	2004	"Deary 19"	"Latah"	1	835	580	365	179	471	0	155	377
"ID"	2004	"Farmington 20"	"Latah"	1	34	27	24	2	25	0	2	23
"ID"	2004	"Genesee 21"	"Latah"	1	963	696	412	254	556	20	205	447
"ID"	2004	"Harvard 22"	"Latah"	1	223	166	126	28	130	1	33	110
"ID"	2004	"Juliaetta 23"	"Latah"	1	462	314	200	101	245	1	84	214
"ID"	2004	"Kendrick 24"	"Latah"	1	393	295	189	95	230	1	84	191
"ID"	2004	"Linden 25"	"Latah"	1	73	58	46	10	53	0	7	50
"ID"	2004	"Palouse 26"	"Latah"	1	246	165	106	51	134	1	44	109
"ID"	2004	"Potlatch 27"	"Latah"	1	878	604	380	195	491	4	186	372
"ID"	2004	"Princeton 28"	"Latah"	1	398	294	210	74	255	3	85	197
"ID"	2004	"Troy 29"	"Latah"	1	1349	872	484	351	663	18	305	511
"ID"	2004	"Viola 30"	"Latah"	1	389	270	158	95	210	7	81	175
"ID"	2004	"Cora 31"	"Latah"	1	201	154	105	46	130	0	42	108
"ID"	2004	"Bovill 32"	"Latah"	1	178	118	72	36	95	0	34	69
"ID"	2004	"Absentee"	"Latah"	1		2368	1041	1230	1587	107	1069	1145
"ID"	2004	"Salmon City"	"Lemhi"	2	1307	882	662	207	723	19	191	582
"ID"	2004	"Depot"	"Lemhi"	2	511	344	277	62	289	2	62	249
"ID"	2004	"Brooklyn"	"Lemhi"	2	1592	1038	732	277	811	16	262	668
"ID"	2004	"Carmen"	"Lemhi"	2	381	283	224	52	241	4	58	203
"ID"	2004	"Noble"	"Lemhi"	2	177	134	85	38	97	0	37	87
"ID"	2004	"Gibbonsville"	"Lemhi"	2	102	80	59	20	60	0	21	49
"ID"	2004	"Mineral Hill"	"Lemhi"	2	46	33	24	6	26	0	7	19
"ID"	2004	"Iron Creek"	"Lemhi"	2	181	135	98	26	112	1	35	79
"ID"	2004	"Pahsimeroi"	"Lemhi"	2	99	72	69	1	60	2	12	49
"ID"	2004	"Baker"	"Lemhi"	2	248	192	154	26	162	2	29	146
"ID"	2004	"Fort Lemhi"	"Lemhi"	2	141	101	89	10	87	2	14	73
"ID"	2004	"Yearianville"	"Lemhi"	2	118	84	63	15	69	1	13	55
"ID"	2004	"Junction"	"Lemhi"	2	202	147	128	14	125	5	26	107
"ID"	2004	"Absentee"	"Lemhi"	2	0	604	415	161	471	5	148	395
"ID"	2004	"Nezperce 1"	"Lewis"	1	499	406	280	106	318	2	103	273
"ID"	2004	"W Kamiah 2"	"Lewis"	1	766	545	399	121	423	0	121	373
"ID"	2004	"E Kamiah 3"	"Lewis"	1	278	173	128	38	136	0	39	120
"ID"	2004	"Craigmont 4"	"Lewis"	1	495	398	290	86	322	0	83	285
"ID"	2004	"Winchester 5"	"Lewis"	1	344	263	186	65	220	3	67	183
"ID"	2004	"Reubens 6"	"Lewis"	1	54	46	31	12	36	3	11	32
"ID"	2004	"Mohler 7"	"Lewis"	1	54	49	36	9	43	0	9	36
"ID"	2004	"Slickpoo 8"	"Lewis"	1	14	12	9	3	8	0	4	8
"ID"	2004	"Shoshone #1"	"Lincoln"	2	407	348	228	109	277	8	92	230
"ID"	2004	"Shoshone #2"	"Lincoln"	2	496	411	244	152	328	6	119	262
"ID"	2004	"Shoshone #3"	"Lincoln"	2	451	364	284	70	307	0	60	289
"ID"	2004	"Richfield #4"	"Lincoln"	2	517	446	327	95	383	0	92	332
"ID"	2004	"Dietrich #5"	"Lincoln"	2	388	331	277	40	297	0	49	271
"ID"	2004	"Kimama #6"	"Lincoln"	2	35	27	28	0	29	0	1	28
