state	year	county	precinct	g2006_USH_dv	g2006_USH_rv	g2006_USH_tv	g2006_GOV_dv	g2006_GOV_rv	g2006_GOV_tv
"SD"	2006	"Perkins"	"4"	40	20	60	17	36	53
"SD"	2006	"Perkins"	"5"	76	45	121	11	78	89
"SD"	2006	"Perkins"	"6"	67	29	96	37	57	94
"SD"	2006	"Perkins"	"7"	58	54	112	24	74	98
"SD"	2006	"Perkins"	"8"	26	18	44	12	29	41
"SD"	2006	"Perkins"	"9"	35	20	55	16	38	54
"SD"	2006	"Perkins"	"12"	171	126	297	78	209	287
"SD"	2006	"Potter"	"23"	184	105	289	76	212	288
"SD"	2006	"Potter"	"25"	96	47	143	31	109	140
"SD"	2006	"Potter"	"26"	164	65	229	75	157	232
"SD"	2006	"Potter"	"27"	217	131	348	104	244	348
"SD"	2006	"Potter"	"31(04)"						
"SD"	2006	"Potter"	"35"	208	140	348	72	278	350
"SD"	2006	"Potter"	"36"	35	36	71	10	63	73
"SD"	2006	"Potter"	"38(04)"						
"SD"	2006	"Roberts"	"1"	144	24	168	56	117	173
"SD"	2006	"Roberts"	"2"	266	116	382	134	248	382
"SD"	2006	"Roberts"	"3"	159	60	219	72	144	216
"SD"	2006	"Roberts"	"4"	74	15	89	41	48	89
"SD"	2006	"Roberts"	"5"	332	58	390	210	188	398
"SD"	2006	"Roberts"	"6"	189	85	274	101	173	274
"SD"	2006	"Roberts"	"7"	168	82	250	85	161	246
"SD"	2006	"Roberts"	"8"	76	29	105	51	57	108
"SD"	2006	"Roberts"	"9"	356	115	471	196	277	473
"SD"	2006	"Roberts"	"10"	219	33	252	152	101	253
"SD"	2006	"Roberts"	"11"	576	148	724	308	418	726
"SD"	2006	"Roberts"	"12"	224	69	293	131	158	289
"SD"	2006	"Roberts"	"13"	305	87	392	181	207	388
"SD"	2006	"Roberts"	"14"	126	42	168	67	99	166
"SD"	2006	"Sanborn"	"1"	88	38	126	30	94	124
"SD"	2006	"Sanborn"	"2"	115	36	151	57	94	151
"SD"	2006	"Sanborn"	"3"	195	67	262	76	185	261
"SD"	2006	"Sanborn"	"4"	67	15	82	29	51	80
"SD"	2006	"Sanborn"	"5"	94	23	117	54	59	113
"SD"	2006	"Sanborn"	"6(08)"	168	46	214	91	123	214
"SD"	2006	"Sanborn"	"7(08)"	188	74	262	101	168	269
"SD"	2006	"Shannon"	"Batesland"	83	23	106	61	43	104
"SD"	2006	"Shannon"	"Cuny Table"	39	6	45	31	12	43
"SD"	2006	"Shannon"	"Kyle"	385	40	425	285	105	390
"SD"	2006	"Shannon"	"Manderson"	228	47	275	168	78	246
"SD"	2006	"Shannon"	"Oglala"	224	61	285	182	84	266
"SD"	2006	"Shannon"	"Pine Ridge 1"	294	50	344	234	79	313
"SD"	2006	"Shannon"	"Pine Ridge 2"	251	47	298	205	76	281
"SD"	2006	"Shannon"	"Pine Ridge 3"	243	46	289	204	70	274
"SD"	2006	"Shannon"	"Porcupine"	159	20	179	124	45	169
"SD"	2006	"Shannon"	"Sharps Corner"	148	19	167	103	52	155
"SD"	2006	"Spink"	"1"	280	186	466	106	363	469
"SD"	2006	"Spink"	"3"	230	97	327	93	231	324
"SD"	2006	"Spink"	"4"	259	84	343	96	244	340
"SD"	2006	"Spink"	"5"	180	64	244	75	187	262
"SD"	2006	"Spink"	"6"	120	20	140	52	87	139
"SD"	2006	"Spink"	"7"	341	133	474	172	302	474
"SD"	2006	"Spink"	"8"	127	33	160	56	105	161
"SD"	2006	"Spink"	"9"	394	165	559	165	381	546
"SD"	2006	"Spink"	"10"	420	142	562	183	375	558
"SD"	2006	"Stanley"	"1 Orton"	1	23	24	6	8	14
"SD"	2006	"Stanley"	"2 Ft Pierre"	3	61	64	15	23	38
"SD"	2006	"Stanley"	"3 Sansarc"	5	148	153	71	74	145
"SD"	2006	"Stanley"	"4 Consolidated"	2	190	192	51	88	139
"SD"	2006	"Stanley"	"5 Oahe"	4	150	154	68	84	152
"SD"	2006	"Stanley"	"6 Ft Pierre"	6	273	279	117	123	240
"SD"	2006	"Stanley"	"9 Ft Pierre"	9	182	191	72	97	169
"SD"	2006	"Stanley"	"14 Hayes"	14	37	51	14	14	28
"SD"	2006	"Sully"	"1"	58	51	109	27	81	108
"SD"	2006	"Sully"	"2 (Including: 5)"						
"SD"	2006	"Sully"	"2(06)"	116	81	197	50	142	192
"SD"	2006	"Sully"	"3"	98	77	175	36	140	176
"SD"	2006	"Sully"	"3 (Including: 4)(08)"						
"SD"	2006	"Sully"	"4"	121	46	167	38	132	170
"SD"	2006	"Sully"	"5(06)"	110	67	177	47	125	172
"SD"	2006	"Sully"	"6"						
"SD"	2006	"Todd"	"Absentee(04)"						
"SD"	2006	"Todd"	"Bordeaux"	342	113	455	261	180	441
"SD"	2006	"Todd"	"Jeanette"	54	69	123	12	109	121
"SD"	2006	"Todd"	"Lakeview"	1382	451	1833	980	764	1744
"SD"	2006	"Todd"	"Mission-N. Antelope"	35	30	65	20	41	61
"SD"	2006	"Todd"	"O'Kreek"	31	13	44	22	17	39
"SD"	2006	"Todd"	"Parmelee"	166	48	214	115	78	193
"SD"	2006	"Todd"	"Rosebud"	296	57	353	238	102	340
"SD"	2006	"Todd"	"South Antelope"	168	63	231	114	112	226
"SD"	2006	"Todd"	"St. Francis"	203	29	232	130	78	208
"SD"	2006	"Tripp"	"Clearfield"	88	58	146	41	107	148
"SD"	2006	"Tripp"	"Colome"	240	153	393	115	284	399
"SD"	2006	"Tripp"	"Hamill"	51	39	90	20	73	93
"SD"	2006	"Tripp"	"Ideal"	45	39	84	18	72	90
"SD"	2006	"Tripp"	"Lake"	75	80	155	31	124	155
"SD"	2006	"Tripp"	"Lamro"	189	102	291	68	233	301
"SD"	2006	"Tripp"	"Sully"	81	28	109	28	81	109
"SD"	2006	"Tripp"	"Winner City E 2nd"	185	88	273	88	190	278
"SD"	2006	"Tripp"	"Winner City E 3rd"	219	103	322	99	217	316
"SD"	2006	"Tripp"	"Winner City SE 1st"	127	51	178	48	132	180
"SD"	2006	"Tripp"	"Winner City W 2nd"	255	101	356	101	256	357
"SD"	2006	"Tripp"	"Winner City W 3rd"	109	37	146	51	90	141
"SD"	2006	"Tripp"	"Witten"	85	39	124	31	89	120
"SD"	2006	"Turner"	"Brothersfield/Home/Parker"	610	222	832	264	566	830
"SD"	2006	"Turner"	"Centerville/Turner"	478	115	593	286	312	598
"SD"	2006	"Turner"	"Chancellor/Germantown"	227	79	306	91	224	315
"SD"	2006	"Turner"	"Childstown/Salem/Spring Valley"	187	86	273	89	196	285
"SD"	2006	"Turner"	"Dolton/Monroe/Marion/Rosefield"	504	347	851	246	600	846
"SD"	2006	"Turner"	"Irene/Daneville"	153	41	194	78	111	189
"SD"	2006	"Turner"	"Norway/Hurley/Davis/Middleton"	379	124	503	223	278	501
"SD"	2006	"Turner"	"Viborg/Swan Lake"	345	123	468	196	272	468
"SD"	2006	"Union"	"1"	175	44	219	76	137	213
"SD"	2006	"Union"	"2"	312	95	407	147	260	407
"SD"	2006	"Union"	"3"	144	84	228	70	162	232
"SD"	2006	"Union"	"4"	110	43	153	42	108	150
"SD"	2006	"Union"	"5"	273	74	347	229	201	430
"SD"	2006	"Union"	"6"	412	140	552	225	332	557
"SD"	2006	"Union"	"7"	248	98	346	139	204	343
"SD"	2006	"Union"	"8"	587	213	800	302	496	798
"SD"	2006	"Union"	"9"	210	134	344	126	216	342
"SD"	2006	"Union"	"10"	204	75	279	108	177	285
"SD"	2006	"Union"	"11"	405	151	556	225	317	542
"SD"	2006	"Union"	"12"	239	168	407	123	282	405
"SD"	2006	"Union"	"13"	380	548	928	186	741	927
"SD"	2006	"Walworth"	"2"	48	46	94	10	81	91
"SD"	2006	"Walworth"	"3"	43	46	89	14	93	107
"SD"	2006	"Walworth"	"4"	60	39	99	16	79	95
"SD"	2006	"Walworth"	"5"	70	49	119	21	101	122
"SD"	2006	"Walworth"	"9"	37	34	71	15	62	77
"SD"	2006	"Walworth"	"10"	75	28	103	35	69	104
"SD"	2006	"Walworth"	"11"	111	74	185	35	139	174
"SD"	2006	"Walworth"	"12"	140	75	215	34	176	210
"SD"	2006	"Walworth"	"13"	104	50	154	27	122	149
"SD"	2006	"Walworth"	"15"	150	79	229	56	164	220
"SD"	2006	"Walworth"	"16"	148	75	223	55	165	220
"SD"	2006	"Walworth"	"17"	73	29	102	28	70	98
"SD"	2006	"Walworth"	"18"	102	57	159	51	115	166
"SD"	2006	"Walworth"	"19"	173	77	250	91	156	247
"SD"	2006	"Walworth"	"20"	188	110	298	79	213	292
"SD"	2006	"Yankton"	"1"	632	155	787	315	484	799
"SD"	2006	"Yankton"	"2 (Including: 28)"	942	282	1224	440	789	1229
"SD"	2006	"Yankton"	"3"	754	256	1010	370	657	1027
"SD"	2006	"Yankton"	"4"	923	278	1201	436	760	1196
"SD"	2006	"Yankton"	"5"	1138	382	1520	489	1039	1528
"SD"	2006	"Yankton"	"9 (Including: 29)"	234	51	285	122	162	284
"SD"	2006	"Yankton"	"10 (Including: 22)"	151	46	197	77	124	201
"SD"	2006	"Yankton"	"11(08)"						
"SD"	2006	"Yankton"	"Mis Hill 11&23"	230	54	284	101	185	286
"SD"	2006	"Yankton"	"Utica/Zisk 12,24&25"	222	54	276	101	184	285
"SD"	2006	"Yankton"	"Lstrv/Zis 13,17/18"	149	54	203	64	139	203
"SD"	2006	"Yankton"	"14"	281	76	357	154	209	363
"SD"	2006	"Yankton"	"19 (Including: 16)"	108	32	140	39	106	145
"SD"	2006	"Yankton"	"23(08)"						
"SD"	2006	"Yankton"	"26"	938	383	1321	406	927	1333
"SD"	2006	"Yankton"	"Mayf/Wal15&20(04)"						
"SD"	2006	"Yankton"	"Lake(04)"						
"SD"	2006	"Ziebach"	"Bridger"	43	7	50	30	16	46
"SD"	2006	"Ziebach"	"Cherry Creek"	75	5	80	43	30	73
"SD"	2006	"Ziebach"	"Davis"	8	19	27	64	69	133
"SD"	2006	"Ziebach"	"Glad Valley"	55	15	70	26	46	72
"SD"	2006	"Ziebach"	"North Dupree"	52	12	64	24	39	63
"SD"	2006	"Ziebach"	"Red Scaffold"	52	11	63	46	20	66
"SD"	2006	"Ziebach"	"Redelm"	113	35	148	65	80	145
"SD"	2006	"Ziebach"	"South Dupree"	98	33	131	49	79	128
