state	year	county	precinct_code	precinct	g2010_GOV_rv	g2010_GOV_dv	g2010_GOV_tv	cd	g2010_USH_rv	g2010_USH_dv	g2010_USH_tv	cd2	g2010_USH_dv2	g2010_USH_rv2	g2010_USH_tv2	sd	g2010_STS_dv	g2010_STS_tv	g2010_STS_rv	sd2	g2010_STS_dv2	g2010_STS_rv2	g2010_STS_tv2	sd3	g2010_STS_dv3	g2010_STS_rv3	g2010_STS_tv3	ld	g2010_STH_rv	g2010_STH_tv	g2010_STH_dv	ld2	g2010_STH_dv2	g2010_STH_rv2	g2010_STH_tv2	ld3	g2010_STH_dv3	g2010_STH_rv3	g2010_STH_tv3	ld4	g2010_STH_dv4	g2010_STH_rv4	g2010_STH_tv4	ld5	g2010_STH_dv5	g2010_STH_rv5	g2010_STH_tv5	ld6	g2010_STH_dv6	g2010_STH_rv6	g2010_STH_tv6	ld7	g2010_STH_dv7	g2010_STH_rv7	g2010_STH_tv7	ld8	g2010_STH_dv8	g2010_STH_rv8	g2010_STH_tv8	ld9	g2010_STH_dv9	g2010_STH_rv9	g2010_STH_tv9	ld10	g2010_STH_dv10	g2010_STH_rv10	g2010_STH_tv10
"TN"	2010	"SEVIER"	5	"3-1 New Center"	895	159	1076	1	875	135	1033																	12	889	1032	143																																				
"TN"	2010	"SEVIER"	6	"3-2 Harrisburg"	442	91	543	1	434	78	525																	12	447	528	81																																				
"TN"	2010	"SEVIER"	7	"4-1 Pigeon Forge"	1796	248	2080	1	1723	241	2011																	12	1757	1998	241																																				
"TN"	2010	"SEVIER"	8	"5-1 Sevierville"	994	159	1173	1	949	147	1117																	12	962	1124	162																																				
"TN"	2010	"SEVIER"	9	"5-2 Senior Center"	673	123	807	1	633	105	748																	12	665	762	97																																				
"TN"	2010	"SEVIER"	10	"6-1 Seymour"	1954	231	2254	2	1471	156	1669	1	79	455	550													12	1894	2155	261																																				
"TN"	2010	"SEVIER"	11	"7-1 Catlettsburg"	644	129	783	1	377	73	454	2	39	264	315													12	648	760	112																																				
"TN"	2010	"SEVIER"	12	"7-2 VM Warehouse"	404	69	481	1	393	58	461																	12	410	469	59																																				
"TN"	2010	"SEVIER"	13	"8-1 Kodak"	1176	164	1387	2	1198	140	1385																	12	1167	1319	152																																				
"TN"	2010	"SEVIER"	14	"8-2 Underwood"	526	134	684	2	563	97	678																	12	519	633	114																																				
"TN"	2010	"SEVIER"	15	"9-1 Seymour Primary"	1408	189	1639	1	972	158	1148	2	46	363	423													12	1357	1557	200																																				
"TN"	2010	"SEVIER"	16	"10-1 Boyds Creek"	938	149	1108	2	592	78	690	1	65	314	387													12	905	1058	153																																				
"TN"	2010	"SEVIER"	17	"10-2 Adult HS Whites"	142	26	172	1	135	21	160																	12	131	151	20	8	1	11	12																																
"TN"	2010	"SEVIER"	18	"10-3 DuPont"	479	96	593	1	443	100	559																	8	328	413	85	12	16	129	145																																
"TN"	2010	"SEVIER"	19	"11-1 Gatlinburg Amer"	1165	232	1431	1	1071	268	1383																	8	974	1220	246	12	31	116	147																																
"TN"	2010	"SEVIER"	20	"11-2 Pittman Center"	326	66	399	1	302	69	382																	12	307	377	70																																				
"TN"	2010	"SHELBY"	1	"Memphis 01"	575	707	1304	9	427	863	1305					29	443	1199	607									86	539	1248	709																																				
"TN"	2010	"SHELBY"	2	"Memphis 02"	474	599	1089	9	317	765	1094					29	379	1019	490									86	431	1061	630																																				
"TN"	2010	"SHELBY"	3	"Memphis 11"	12	251	274	9	11	252	268					29	245	265	10									90		251	251																																				
"TN"	2010	"SHELBY"	4	"Memphis 12"	34	293	340	9	31	293	333					29	248	319	30									86	20	327	307																																				
"TN"	2010	"SHELBY"	5	"Memphis 13"	26	539	591	9	29	549	597					29	525	578	21									90		544	544	86	0	0	0																																
"TN"	2010	"SHELBY"	6	"Memphis 16-1"	840	1048	1912	9	575	1333	1915																	90		1185	1185	92	1		1																																
"TN"	2010	"SHELBY"	7	"Memphis 16-3"	463	674	1155	9	313	848	1167					29	341	1039	496									90		812	812																																				
"TN"	2010	"SHELBY"	8	"Memphis 17"	173	399	593	9	113	473	592																	90		419	419																																				
"TN"	2010	"SHELBY"	9	"Memphis 20-1"	613	892	1524	9	380	1137	1522																	89	564	1459	895																																				
"TN"	2010	"SHELBY"	10	"Memphis 20-3"	68	481	571	9	39	528	569					29	431	533	56									89	32	343	311	88	177		177	90	1		1																												
"TN"	2010	"SHELBY"	11	"Memphis 21"	60	905	995	9	70	907	993					29	832	956	60									88		871	871																																				
"TN"	2010	"SHELBY"	12	"Memphis 22"	15	194	221	9	7	215	227					29	187	220	11									86	11	217	206																																				
"TN"	2010	"SHELBY"	13	"Memphis 25-2"	24	380	414	9	22	381	410					29	342	388	15									92		349	349																																				
"TN"	2010	"SHELBY"	14	"Memphis 26"	43	1025	1104	9	59	1014	1087					29	925	1024	23									92		960	960																																				
"TN"	2010	"SHELBY"	15	"Memphis 27"	15	410	438	9	24	415	443					29	376	422	17									88		396	396																																				
"TN"	2010	"SHELBY"	16	"Memphis 28"	371	470	850	9	249	597	850																	90		541	541																																				
"TN"	2010	"SHELBY"	17	"Memphis 29-1"	106	421	541	9	81	460	546																	92		404	404																																				
"TN"	2010	"SHELBY"	18	"Memphis 29-2"	15	283	305	9	17	282	300																	92		241	241	93	1	1	2																																
"TN"	2010	"SHELBY"	19	"Memphis 31-1"	136	455	603	9	98	501	608					29	255	537	173									92		464	464																																				
"TN"	2010	"SHELBY"	20	"Memphis 31-2"	56	348	412	9	39	378	418					29	270	394	64									92		347	347	90	3		3																																
"TN"	2010	"SHELBY"	21	"Memphis 31-4"	30	595	641	9	28	603	635					29	506	591	13									92		581	581																																				
"TN"	2010	"SHELBY"	22	"Memphis 32"	45	342	398	9	32	362	400					29	318	378	36									90		345	345																																				
"TN"	2010	"SHELBY"	23	"Memphis 33"	120	220	354	9	82	270	354																	89	96	327	231																																				
"TN"	2010	"SHELBY"	24	"Memphis 34-2"	21	296	326	9	11	307	322					29	278	304	13									90		298	298																																				
"TN"	2010	"SHELBY"	25	"Memphis 36-1"	316	471	799	9	217	574	796																	89	281	756	475																																				
"TN"	2010	"SHELBY"	26	"Memphis 36-2"	97	651	768	9	77	693	779					29	512	725	107									89	73	739	666																																				
"TN"	2010	"SHELBY"	27	"Memphis 36-3"	111	349	465	9	73	386	463					29	197	417	127									89	94	443	349																																				
"TN"	2010	"SHELBY"	28	"Memphis 37"	11	267	287	9	22	253	282																	92		234	234																																				
"TN"	2010	"SHELBY"	29	"Memphis 38-2"	45	224	274	9	39	231	276																	89	40	246	206																																				
"TN"	2010	"SHELBY"	30	"Memphis 40-1"	14	178	202	9	12	183	197					29	170	185	7									98		189	189																																				
"TN"	2010	"SHELBY"	31	"Memphis 40-2"	16	392	422	9	22	401	431					29	355	396	13									98		395	395																																				
"TN"	2010	"SHELBY"	32	"Memphis 41-1"	18	431	458	9	18	425	453					29	408	440	10									98		426	426																																				
"TN"	2010	"SHELBY"	33	"Memphis 41-3"	80	1091	1198	9	80	1097	1196					29	990	1125	49									98		1107	1107																																				
"TN"	2010	"SHELBY"	34	"Memphis 42-1"	21	377	416	9	28	395	426																	98		370	370																																				
"TN"	2010	"SHELBY"	35	"Memphis 43-2"	19	462	493	9	20	465	496																	98		438	438																																				
"TN"	2010	"SHELBY"	36	"Memphis 44-1"	476	298	785	9	356	417	776																	89	477	734	257																																				
"TN"	2010	"SHELBY"	37	"Memphis 44-2"	724	227	960	9	573	378	956																	92		367	367																																				
"TN"	2010	"SHELBY"	38	"Memphis 44-3"	424	166	592	9	335	250	585																	93	374	555	181																																				
"TN"	2010	"SHELBY"	39	"Memphis 44-4"	367	271	648	9	257	386	647																	92		350	350																																				
"TN"	2010	"SHELBY"	40	"Memphis 44-5"	109	333	455	9	78	373	453																	92		331	331																																				
"TN"	2010	"SHELBY"	41	"Memphis 45-1"	615	466	1086	9	486	607	1095																	92		563	563																																				
"TN"	2010	"SHELBY"	42	"Memphis 45-2"	37	399	447	9	29	419	451																	93	27	413	386																																				
"TN"	2010	"SHELBY"	43	"Memphis 45-4"	573	470	1057	9	406	644	1053																	93	475	1005	530																																				
"TN"	2010	"SHELBY"	44	"Memphis 46-1"	156	127	286	9	110	172	284																	93	128	263	135																																				
"TN"	2010	"SHELBY"	45	"Memphis 46-2"	234	226	474	9	195	278	477																	93	204	457	253																																				
"TN"	2010	"SHELBY"	46	"Memphis 47"	78	1250	1368	9	70	1283	1364																	92		1126	1126	91	2	0	2																																
"TN"	2010	"SHELBY"	47	"Memphis 48"	24	455	493	9	22	458	487					33	382	382										91	10	473	463																																				
"TN"	2010	"SHELBY"	48	"Memphis 49"	49	1344	1442	9	46	1371	1438					29	1277	1389	38									91	32	1409	1377																																				
"TN"	2010	"SHELBY"	49	"Memphis 50-1"	15	522	552	9	37	504	550					33	441	441										86	12	518	506																																				
"TN"	2010	"SHELBY"	50	"Memphis 50-2"	63	1022	1114	9	59	1044	1116					29	974	1078	35									90		1033	1033																																				
"TN"	2010	"SHELBY"	51	"Memphis 52-1"	23	381	418	9	31	375	414					29	341	382	14									89	10	379	369																																				
"TN"	2010	"SHELBY"	52	"Memphis 52-2"	28	323	359	9	21	332	355					29	275	340	37									89	22	343	321																																				
"TN"	2010	"SHELBY"	53	"Memphis 52-3"	29	284	319	9	28	286	316																	89	28	279	251																																				
"TN"	2010	"SHELBY"	54	"Memphis 53-1"	589	502	1111	9	439	650	1111																	89	535	938	403	98	51		51																																
"TN"	2010	"SHELBY"	55	"Memphis 53-2"	236	121	367	9	168	191	363																	89	224	337	113																																				
"TN"	2010	"SHELBY"	56	"Memphis 53-3"	266	101	371	9	181	178	362																	89	258	335	77																																				
"TN"	2010	"SHELBY"	57	"Memphis 54"	620	341	977	9	477	480	967																	89	622	909	287	97		1	1																																
"TN"	2010	"SHELBY"	58	"Memphis 55-1"	541	159	707	9	436	261	698																	92		268	268																																				
"TN"	2010	"SHELBY"	59	"Memphis 55-2"	890	268	1167	9	751	410	1164																	97	866	866																																					
"TN"	2010	"SHELBY"	60	"Memphis 56-1"	307	98	407	9	261	144	406																	83	315	315																																					
"TN"	2010	"SHELBY"	61	"Memphis 56-3"	251	140	396	9	193	206	401																	93	201	328	127	83		27	27																																
"TN"	2010	"SHELBY"	62	"Memphis 57"	1408	303	1722	9	1154	547	1706																	92		543	543																																				
"TN"	2010	"SHELBY"	63	"Memphis 58-1"	282	778	1076	9	202	873	1086																	93	200	1023	823																																				
"TN"	2010	"SHELBY"	64	"Memphis 58-4"	327	781	1131	9	251	863	1124																	93	261	1068	807																																				
"TN"	2010	"SHELBY"	65	"Memphis 59-1"	68	1052	1149	9	51	1090	1150																	93	25	1077	1052																																				
"TN"	2010	"SHELBY"	66	"Memphis 59-5"	55	1195	1275	9	77	1193	1282																	92		561	561	93	541	16	557																																
"TN"	2010	"SHELBY"	67	"Memphis 60-1"	21	411	446	9	26	407	438					29	368	421	21									91	13	429	416																																				
"TN"	2010	"SHELBY"	68	"Memphis 60-2"	11	186	203	9	16	184	201					33	158	158										91	8	196	188																																				
"TN"	2010	"SHELBY"	69	"Memphis 60-3"	26	556	597	9	24	557	589					29	512	564	18									91	13	577	564																																				
"TN"	2010	"SHELBY"	70	"Memphis 60-4"	8	224	239	9	8	223	234					33	174	174										91	2	228	226																																				
"TN"	2010	"SHELBY"	71	"Memphis 60-5"	60	464	537	9	50	482	543					33	462	462										87		470	470																																				
"TN"	2010	"SHELBY"	72	"Memphis 60-6"	27	447	484	9	23	454	480					33	380	380										91	9	463	454																																				
"TN"	2010	"SHELBY"	73	"Memphis 60-7"	53	710	780	9	51	724	784					33	666	666										84		713	713																																				
"TN"	2010	"SHELBY"	74	"Memphis 60-8"	32	336	373	9	25	342	370					29	284	343	30									91	27	356	329																																				
"TN"	2010	"SHELBY"	75	"Memphis 60-9"	8	202	214	9	9	205	216					33	173	173										92		181	181																																				
"TN"	2010	"SHELBY"	76	"Memphis 61"	13	413	438	9	17	418	440																	92		383	383																																				
"TN"	2010	"SHELBY"	77	"Memphis 62"	180	167	354	9	114	233	353																	89	154	316	162																																				
"TN"	2010	"SHELBY"	78	"Memphis 63-2"	370	177	556	9	252	299	554																	97	344	344		83		9	9																																
"TN"	2010	"SHELBY"	79	"Memphis 64"	853	338	1200	9	693	502	1204																	83	895	895																																					
"TN"	2010	"SHELBY"	80	"Memphis 65-1"	669	297	977	9	515	450	971																	83	721	721																																					
"TN"	2010	"SHELBY"	81	"Memphis 66"	997	735	1751	9	765	966	1742																	93	853	1649	796																																				
"TN"	2010	"SHELBY"	82	"Memphis 67-1"	452	196	656	9	356	297	656																	93	419	631	212																																				
"TN"	2010	"SHELBY"	83	"Memphis 67-3"	1289	431	1735	9	1004	712	1728																	93	1214	1671	457																																				
"TN"	2010	"SHELBY"	84	"Memphis 68-1"	771	389	1176	9	563	598	1164																	83	821	821																																					
"TN"	2010	"SHELBY"	85	"Memphis 68-2"	433	191	625	9	322	295	619																	83	432	432																																					
"TN"	2010	"SHELBY"	86	"Memphis 68-3"	1329	440	1783	9	1007	763	1777																	83	1309	1309																																					
"TN"	2010	"SHELBY"	87	"Memphis 69-1"	102	251	364	8	93	253	354					29	207	343	100									86	97	343	246																																				
"TN"	2010	"SHELBY"	88	"Memphis 69-2"	74	109	189	9	57	123	186					29	84	176	76									86	70	176	106																																				
"TN"	2010	"SHELBY"	89	"Memphis 70-1"	84	360	451	8	92	341	436																	88		332	332																																				
"TN"	2010	"SHELBY"	90	"Memphis 70-2"	66	263	341	8	62	246	311	9	22	5	27													88		267	267																																				
"TN"	2010	"SHELBY"	91	"Memphis 70-3"	50	414	473	8	47	418	470																	86	46	450	404																																				
"TN"	2010	"SHELBY"	92	"Memphis 71-3"	37	496	542	9	32	505	541																	88		454	454																																				
"TN"	2010	"SHELBY"	93	"Memphis 71-4"	144	892	1049	8	126	729	869	9	155	5	161													88		836	836																																				
"TN"	2010	"SHELBY"	94	"Memphis 72-1"	132	651	802	8	122	652	781																	88		650	650																																				
"TN"	2010	"SHELBY"	95	"Memphis 72-3"	129	828	977	9	47	562	616	8	262	79	345													88		770	770																																				
"TN"	2010	"SHELBY"	96	"Memphis 72-7"	256	988	1262	9	142	722	877	8	305	49	364													98		1018	1018																																				
"TN"	2010	"SHELBY"	97	"Memphis 73-1"	33	163	206	9	24	173	201																	91	30	192	162																																				
"TN"	2010	"SHELBY"	98	"Memphis 73-3"	131	898	1047	9	102	929	1039																	91	124	1005	881																																				
"TN"	2010	"SHELBY"	99	"Memphis 73-4"	33	311	347	9	28	321	351					33	282	282										91	18	247	229	87	79		79																																
"TN"	2010	"SHELBY"	100	"Memphis 74-1"	300	1044	1354	9	255	1083	1349																	91	281	1293	1012																																				
"TN"	2010	"SHELBY"	101	"Memphis 74-2"	231	1132	1387	9	190	1178	1383					33	1122	1122										87		1149	1149																																				
"TN"	2010	"SHELBY"	102	"Memphis 74-4"	32	185	224	9	23	196	221																	84		188	188																																				
"TN"	2010	"SHELBY"	103	"Memphis 74-5"	239	884	1139	9	195	939	1142																	91	231	1096	865																																				
"TN"	2010	"SHELBY"	104	"Memphis 74-6"	96	49	145	9	75	68	144					31	48	141	93									91	90	139	49																																				
"TN"	2010	"SHELBY"	105	"Memphis 74-9"	62	570	645	9	60	586	652																	87		543	543	84	0		0																																
"TN"	2010	"SHELBY"	106	"Memphis 75-1"	42	941	1015	9	49	953	1016					33	820	820										86	15	701	686	90	265		265																																
"TN"	2010	"SHELBY"	107	"Memphis 75-5"	41	1047	1111	9	46	1060	1115					33	956	956										85	23	1066	1043																																				
"TN"	2010	"SHELBY"	108	"Memphis 75-6"	41	1227	1293	9	57	1245	1312					33	1080	1080										85	29	1243	1214																																				
"TN"	2010	"SHELBY"	109	"Memphis 75-7"	33	946	1009	9	47	929	997					33	800	800										86	22	891	869	90	45		45																																
"TN"	2010	"SHELBY"	110	"Memphis 75-11"	19	510	538	9	16	506	534					33	438	438										85	10	509	499																																				
"TN"	2010	"SHELBY"	111	"Memphis 76-4"	70	1226	1316	9	72	1234	1319					33	1066	1066										85	36	1196	1160	90	44		44																																
"TN"	2010	"SHELBY"	112	"Memphis 76-5"	34	779	827	9	31	793	834					33	680	680										85	14	783	769																																				
"TN"	2010	"SHELBY"	113	"Memphis 76-6"	66	1019	1104	9	60	1045	1115					33	931	931										90		1006	1006																																				
"TN"	2010	"SHELBY"	114	"Memphis 77-1"	100	1660	1791	9	105	1652	1775					29	1461	1716	117									87		1289	1289	90	315		315																																
"TN"	2010	"SHELBY"	115	"Memphis 77-2"	23	422	456	9	33	413	455					33	394	394										90		424	424																																				
"TN"	2010	"SHELBY"	116	"Memphis 77-3"	100	1024	1146	9	104	1035	1145					33	967	967										90		1012	1012																																				
"TN"	2010	"SHELBY"	117	"Memphis 78-1"	55	550	614	9	41	562	610					33	518	518										87		528	528																																				
"TN"	2010	"SHELBY"	118	"Memphis 78-3"	19	304	329	9	13	302	322					29	267	307	10									87		298	298	84	2		2																																
"TN"	2010	"SHELBY"	119	"Memphis 79-1"	72	1029	1124	9	48	1051	1122					33	981	981										84		1029	1029																																				
"TN"	2010	"SHELBY"	120	"Memphis 79-2"	97	1133	1243	9	94	1131	1236					33	1068	1068										84		1139	1139																																				
"TN"	2010	"SHELBY"	121	"Memphis 79-3"	114	1308	1443	9	96	1321	1430					33	1238	1238										85	64	1380	1316																																				
"TN"	2010	"SHELBY"	122	"Memphis 79-7"	36	811	864	9	48	798	859					33	753	753										84		801	801																																				
"TN"	2010	"SHELBY"	123	"Memphis 79-8"	81	896	994	9	76	908	992					33	852	852										84		917	917																																				
"TN"	2010	"SHELBY"	124	"Memphis 80-2"	1725	640	2382	9	1277	1092	2375																	83	1734	1734		93	0	1	1																																
"TN"	2010	"SHELBY"	125	"Memphis 81-1"	393	108	505	9	308	192	503					31	94	475	381									83	405	405																																					
"TN"	2010	"SHELBY"	126	"Memphis 81-2"	355	281	641	9	295	338	634					31	206	608	402									91	364	601	237																																				
"TN"	2010	"SHELBY"	127	"Memphis 81-3"	1104	319	1431	9	871	542	1421																	83	1136	1136																																					
"TN"	2010	"SHELBY"	128	"Memphis 81-4"	739	144	889	9	626	254	883																	91	703	837	134																																				
"TN"	2010	"SHELBY"	129	"Memphis 81-5"	375	689	1077	7	351	667	1041					31	696	1042	346									83	519	519																																					
"TN"	2010	"SHELBY"	130	"Memphis 81-6"	139	172	315	9	96	215	313					31	165	291	126									93	119	300	181																																				
"TN"	2010	"SHELBY"	131	"Memphis 81-7"	654	685	1353	9	501	837	1348					31	617	1296	679									83	725	725		87	68		68																																
"TN"	2010	"SHELBY"	132	"Memphis 82-1"	15	463	492	9	25	466	499					33	377	377										86	8	479	471																																				
"TN"	2010	"SHELBY"	133	"Memphis 82-2"	58	369	436	9	47	379	433					33	330	330										86	46	411	365																																				
"TN"	2010	"SHELBY"	134	"Memphis 82-3"	20	587	617	9	31	588	623					33	507	507										86	11	586	575																																				
"TN"	2010	"SHELBY"	135	"Memphis 83"	64	321	392	9	43	343	392																	98		321	321																																				
"TN"	2010	"SHELBY"	136	"Memphis 84-1"	150	365	526	9	111	411	527																	98		380	380																																				
"TN"	2010	"SHELBY"	137	"Memphis 84-2"	50	356	412	9	38	370	411																	88		343	343																																				
"TN"	2010	"SHELBY"	138	"Memphis 86"	385	1241	1644	8	365	1229	1620																	98		1311	1311																																				
"TN"	2010	"SHELBY"	139	"Memphis 87-1"	289	499	800	7	280	458	771																	98		570	570																																				
"TN"	2010	"SHELBY"	140	"Memphis 87-3"	397	665	1075	7	394	628	1054																	97	474	474																																					
"TN"	2010	"SHELBY"	141	"Memphis 88-2"	261	572	845	9	181	653	839																	97	331	331																																					
"TN"	2010	"SHELBY"	142	"Memphis 88-3"	358	633	1003	9	269	728	1004																	97	450	450																																					
"TN"	2010	"SHELBY"	143	"Memphis 88-4"	80	288	377	8	79	283	367																	98		308	308																																				
"TN"	2010	"SHELBY"	144	"Memphis 88-5"	43	116	163	9	34	130	165																	97	55	55																																					
"TN"	2010	"SHELBY"	145	"Memphis 89-1"	206	186	404	9	171	229	405																	97	223	223																																					
"TN"	2010	"SHELBY"	146	"Memphis 89-2"	523	452	997	9	419	567	997																	96	596	596																																					
"TN"	2010	"SHELBY"	147	"Memphis 90-1"	39	89	129	8	39	87	128																	88		92	92																																				
"TN"	2010	"SHELBY"	148	"Memphis 90-2"	159	983	1163	8	148	979	1142																	98		948	948																																				
"TN"	2010	"SHELBY"	149	"Memphis 90-3"	67	544	624	9	66	545	620																	98		545	545																																				
"TN"	2010	"SHELBY"	150	"Memphis 91-1"	1191	622	1834	7	1161	583	1794					31	559	1764	1205									96	1330	1330																																					
"TN"	2010	"SHELBY"	151	"Memphis 91-2"	1103	577	1695	7	1059	549	1660					31	559	1651	1092									96	1111	1111		95		118	134																																
"TN"	2010	"SHELBY"	152	"Memphis 91-3"	221	119	343	7	209	115	336					31	111	331	220									96	245	245																																					
"TN"	2010	"SHELBY"	153	"Memphis 92-1"	51	485	544	9	54	486	544					33	455	455										87		341	341	84	128		128																																
"TN"	2010	"SHELBY"	154	"Memphis 93-1"	69	477	552	9	56	487	544																	87		453	453																																				
"TN"	2010	"SHELBY"	155	"Memphis 93-2"	46	376	430	9	45	382	429					31	352	404	52									87		386	386																																				
"TN"	2010	"SHELBY"	156	"Memphis 93-3"	299	490	796	9	223	562	789																	87		507	507																																				
"TN"	2010	"SHELBY"	157	"Memphis 94-2"	73	501	583	9	55	525	584					31	496	555	59									85	54	569	515																																				
"TN"	2010	"SHELBY"	158	"Memphis 94-3"	114	736	864	9	111	742	860					31	715	819	104									85	98	836	738																																				
"TN"	2010	"SHELBY"	159	"Memphis 94-5"	102	649	761	9	87	665	759					31	621	713	92									84		678	678																																				
"TN"	2010	"SHELBY"	160	"Memphis 94-6"	81	722	816	9	71	735	814					33	690	690										85	69	780	711																																				
"TN"	2010	"SHELBY"	161	"Memphis 94-7"	145	956	1121	9	118	990	1118					31	914	1056	142									84		1002	1002	85	0	1	1																																
"TN"	2010	"SHELBY"	162	"Memphis 94-8"	225	1105	1338	9	174	1158	1345					31	1070	1267	197									84		1170	1170																																				
"TN"	2010	"SHELBY"	163	"Memphis 95-1"	454	254	719	9	369	342	719					31	224	686	462									97	529	529																																					
"TN"	2010	"SHELBY"	164	"Memphis 95-2"	369	377	756	9	298	454	759					31	334	714	380									99	301	301		96		150	150																																
"TN"	2010	"SHELBY"	165	"Memphis 95-3"	235	139	381	9	173	200	377					31	128	361	233									96	260	260		97		1	1																																
"TN"	2010	"SHELBY"	166	"Memphis 95-5"	1086	447	1542	9	903	610	1522					31	374	1466	1092									96	1161	1161																																					
"TN"	2010	"SHELBY"	167	"Memphis 95-6"	659	333	1000	9	557	429	991					31	290	958	668									96	724	724																																					
"TN"	2010	"SHELBY"	168	"Memphis 95-7"	651	363	1025	7	637	348	1015					31	325	996	671									96	767	767																																					
"TN"	2010	"SHELBY"	169	"Memphis 95-8"	1109	718	1839	7	1070	719	1822					31	686	1787	1101									96	1239	1239																																					
"TN"	2010	"SHELBY"	170	"Memphis 96-1"	600	421	1031	7	596	402	1022					31	399	1015	616									95	617	902																																					
"TN"	2010	"SHELBY"	171	"Arlington 01"	1574	435	2023	7	1516	399	1975																	99	1651	1651																																					
"TN"	2010	"SHELBY"	172	"Arlington 02"	969	279	1257	7	957	253	1240																	99	1046	1046																																					
"TN"	2010	"SHELBY"	173	"Bartlett 02"	1040	246	1300	7	1017	204	1262	9	4	2	6	31	174	1223	1049									97	1087	1087																																					
"TN"	2010	"SHELBY"	174	"Bartlett 03"	1464	328	1819	7	1456	274	1788					31	223	1742	1519									97	1535	1535																																					
"TN"	2010	"SHELBY"	175	"Bartlett 04"	1380	604	2001	7	1385	499	1960																	99	1512	1512																																					
"TN"	2010	"SHELBY"	176	"Bartlett 05"	1472	475	1965	7	1471	392	1922					31	366	1875	1509									99	1645	1645																																					
"TN"	2010	"SHELBY"	177	"Bartlett 06"	1271	428	1727	7	1202	361	1644	9	17	29	46													97	1344	1344																																					
"TN"	2010	"SHELBY"	178	"Bartlett 08"	995	236	1248	7	986	186	1230																	97	1021	1021																																					
"TN"	2010	"SHELBY"	179	"Bartlett 09"	743	184	944	7	756	141	927					31	140	909	769									97	800	800																																					
"TN"	2010	"SHELBY"	180	"Bartlett 10"	154	677	840	7	157	653	820					29	598	822	152									88		723	723																																				
"TN"	2010	"SHELBY"	181	"Bartlett 11"	1333	252	1606	7	1304	218	1581					31	192	1545	1353									99	1401	1401																																					
"TN"	2010	"SHELBY"	182	"Bartlett 12"	1123	283	1422	7	1096	237	1393																	97	1160	1160																																					
"TN"	2010	"SHELBY"	183	"Bartlett 13"	1372	771	2171	7	1349	706	2127																	97	1555	1555																																					
"TN"	2010	"SHELBY"	184	"Bartlett 14"	515	726	1262	7	536	687	1247					29	554	1224	546									88		863	863																																				
"TN"	2010	"SHELBY"	185	"Brunswick 01"	1092	308	1409	7	1075	272	1396					31	262	1364	1102									99	1163	1163																																					
"TN"	2010	"SHELBY"	186	"Brunswick 02"	1446	664	2127	7	1410	630	2090																	99	1557	1557																																					
"TN"	2010	"SHELBY"	187	"Capleville 01"	27	507	544	9	25	524	550					33	491	491										84		521	521																																				
"TN"	2010	"SHELBY"	188	"Capleville 05"	37	136	174	9	31	141	175					33	133	133										85	31	171	140																																				
"TN"	2010	"SHELBY"	189	"Collierville 01"	2143	337	2505	7	2138	268	2475																	95	2183	2411																																					
"TN"	2010	"SHELBY"	190	"Collierville 02"	1102	542	1666	9	912	721	1654					33	789	789										95	1059	1381																																					
"TN"	2010	"SHELBY"	191	"Collierville 03"	1679	304	2005	7	1662	241	1964					33	654	654										95	1654	1865																																					
"TN"	2010	"SHELBY"	192	"Collierville 04"	1924	292	2230	7	1851	293	2201					33	720	720										95	1895	2119																																					
"TN"	2010	"SHELBY"	193	"Collierville 05"	1131	178	1327	7	1114	146	1302					33	427	427										95	1123	1249																																					
"TN"	2010	"SHELBY"	194	"Collierville 06"	1558	206	1774	7	1497	211	1753																	95	1534	1702																																					
"TN"	2010	"SHELBY"	195	"Collierville 07"	784	648	1438	9	637	776	1423					33	800	800										95	754	1188																																					
"TN"	2010	"SHELBY"	196	"Collierville 08"	924	133	1067	7	912	125	1061																	95	917	1028																																					
"TN"	2010	"SHELBY"	197	"Collierville 09"	1340	214	1570	7	1300	206	1539																	95	1331	1484																																					
"TN"	2010	"SHELBY"	198	"Cordova 03"	1284	795	2094	7	1266	777	2080					31	778	2060	1282									95	1096	1528		96		239	239																																
"TN"	2010	"SHELBY"	199	"Cordova 04"	713	347	1069	9	550	443	998	7	13	41	56	31	315	1012	697									96	782	782																																					
"TN"	2010	"SHELBY"	200	"Cordova 05"	630	694	1336	9	488	838	1335					31	638	1282	644									96	813	813																																					
"TN"	2010	"SHELBY"	201	"Cordova 06"	1173	612	1797	7	1142	573	1768					31	557	1732	1175									99	1300	1300																																					
"TN"	2010	"SHELBY"	202	"Cordova 09"	1270	432	1719	7	1214	430	1688					31	413	1665	1252									96	1357	1357																																					
"TN"	2010	"SHELBY"	203	"Eads"	838	181	1029	7	826	169	1021																	95	844	968																																					
"TN"	2010	"SHELBY"	204	"Forest Hills 01"	757	318	1085	9	622	444	1076					33	472	472										85	726	1024	298																																				
"TN"	2010	"SHELBY"	205	"Forest Hills 02"	485	1530	2024	9	415	1579	2013					33	1573	1573										85	429	1962	1533																																				
"TN"	2010	"SHELBY"	206	"Germantown 01"	989	240	1241	7	937	240	1211					31	209	1190	981									96	1028	1028																																					
"TN"	2010	"SHELBY"	207	"Germantown 02"	1115	257	1386	7	1068	245	1359					31	222	1336	1114									83	1171	1171																																					
