state	year	county	precinct_code	precinct	g2010_GOV_rv	g2010_GOV_dv	g2010_GOV_tv	cd	g2010_USH_rv	g2010_USH_dv	g2010_USH_tv	cd2	g2010_USH_dv2	g2010_USH_rv2	g2010_USH_tv2	sd	g2010_STS_dv	g2010_STS_tv	g2010_STS_rv	sd2	g2010_STS_dv2	g2010_STS_rv2	g2010_STS_tv2	sd3	g2010_STS_dv3	g2010_STS_rv3	g2010_STS_tv3	ld	g2010_STH_rv	g2010_STH_tv	g2010_STH_dv	ld2	g2010_STH_dv2	g2010_STH_rv2	g2010_STH_tv2	ld3	g2010_STH_dv3	g2010_STH_rv3	g2010_STH_tv3	ld4	g2010_STH_dv4	g2010_STH_rv4	g2010_STH_tv4	ld5	g2010_STH_dv5	g2010_STH_rv5	g2010_STH_tv5	ld6	g2010_STH_dv6	g2010_STH_rv6	g2010_STH_tv6	ld7	g2010_STH_dv7	g2010_STH_rv7	g2010_STH_tv7	ld8	g2010_STH_dv8	g2010_STH_rv8	g2010_STH_tv8	ld9	g2010_STH_dv9	g2010_STH_rv9	g2010_STH_tv9	ld10	g2010_STH_dv10	g2010_STH_rv10	g2010_STH_tv10
"TN"	2010	"DAVIDSON"	64	"14-1 Hermitage Hills"	596	432	1045	5	507	501	1028																	60	458	811	353	51	83	101	184																																
"TN"	2010	"DAVIDSON"	65	"14-2 Hermitage"	566	332	921	5	461	426	905																	60	550	870	320																																				
"TN"	2010	"DAVIDSON"	66	"14-3 Tenn School"	506	288	804	5	429	360	796																	60	472	751	279																																				
"TN"	2010	"DAVIDSON"	67	"14-5 Hickman"	533	402	963	5	413	515	955																	60	491	905	414																																				
"TN"	2010	"DAVIDSON"	68	"15-1 Two Rivers"	1064	628	1742	5	908	790	1727																	51	915	1627	712																																				
"TN"	2010	"DAVIDSON"	69	"15-2 Donelson Hghts"	770	446	1247	5	648	559	1219																	60	741	1195	454																																				
"TN"	2010	"DAVIDSON"	70	"15-3 Donelson"	627	357	1022	5	525	455	1003																	60	619	966	347																																				
"TN"	2010	"DAVIDSON"	71	"15-4 Margaret Allen"	308	224	556	5	257	283	549																	60	288	502	214	52	4		4																																
"TN"	2010	"DAVIDSON"	72	"15-5 Vultee"	13	22	35	5	6	29	35					19	27	27										52		27	27																																				
"TN"	2010	"DAVIDSON"	73	"15-7 Margaret Allen"	16	34	50	5	10	40	50					19	38	38										60	10	47	37																																				
"TN"	2010	"DAVIDSON"	74	"16-2 Polk Fire #12"	41	44	89	5	28	59	90					19	55	55										52		57	57	58	3		3																																
"TN"	2010	"DAVIDSON"	75	"16-3 Vultee"	103	137	254	5	83	155	249					19	149	149										53	58	220	150																																				
"TN"	2010	"DAVIDSON"	76	"16-4 Woodbine"	52	73	132	5	42	84	130					21	82	125	43									52		86	86																																				
"TN"	2010	"DAVIDSON"	77	"16-5 Woodbine"	473	572	1097	5	374	679	1089					21	601	999	398									53	350	1026	631																																				
"TN"	2010	"DAVIDSON"	78	"16-6 Glencliff"	502	610	1141	5	403	701	1128					21	646	1045	399									53	330	1070	701																																				
"TN"	2010	"DAVIDSON"	79	"17-1 Napier"	10	49	60	5	7	52	59																	52		43	43																																				
"TN"	2010	"DAVIDSON"	80	"17-2 Trevecca Towers"	176	94	293	5	144	135	288					19	129	129										58		130	130	52	1		1																																
"TN"	2010	"DAVIDSON"	81	"17-3 Johnson"	65	341	422	5	45	365	419					19	313	313										58		328	328																																				
"TN"	2010	"DAVIDSON"	82	"17-4 Sevier Park"	288	641	956	5	205	736	953					19	714	714										58		718	718																																				
"TN"	2010	"DAVIDSON"	83	"17-5 Berry Hill"	84	70	158	5	67	87	157					21	89	151	62									58		93	93																																				
"TN"	2010	"DAVIDSON"	84	"17-6 Berry"	51	53	107	5	43	59	106					21	53	98	45									52		64	64																																				
"TN"	2010	"DAVIDSON"	85	"17-7 Knowles"	39	220	269	5	28	233	267					21	217	244	27									58		211	211																																				
"TN"	2010	"DAVIDSON"	86	"17-8 Napier"	15	195	215	5	4	204	211					19	164	164										58		184	184																																				
"TN"	2010	"DAVIDSON"	87	"17-9 Edgehill"	130	602	764	5	82	655	750					19	576	576										58		600	600																																				
"TN"	2010	"DAVIDSON"	88	"17-10 Sevier Park"	4	25	29	5	4	25	29					21	21	24	3									58		24	24																																				
"TN"	2010	"DAVIDSON"	89	"18-1 Eakin"	48	100	153	5	38	106	152					21	106	145	39									54		118	118																																				
"TN"	2010	"DAVIDSON"	90	"18-2 Eakin"	13	17	30	5	9	21	30					19	22	22										55	9	28	19	54	0		0																																
"TN"	2010	"DAVIDSON"	91	"18-3 Eakin"	534	828	1391	5	323	1047	1395					21	1004	1349	345									55	370	1342	972																																				
"TN"	2010	"DAVIDSON"	92	"18-6 Belmont Univers"	547	833	1415	5	320	1086	1423					21	1026	1368	342									54		670	670	58	378		378																																
"TN"	2010	"DAVIDSON"	93	"18-7 Belmont Heights"	67	152	222	5	41	180	224					19	169	169										58		166	166	54	10		10																																
"TN"	2010	"DAVIDSON"	94	"19-1 Buena Vista"	4	126	139	5	3	129	138					19	106	106										54		117	117																																				
"TN"	2010	"DAVIDSON"	95	"19-2 15th Ave"	124	729	879	5	73	788	874					19	677	677										58		674	674																																				
"TN"	2010	"DAVIDSON"	96	"19-3 Watkins Park"	16	438	466	5	8	453	471					19	395	395										58		381	381																																				
"TN"	2010	"DAVIDSON"	97	"19-4 Kayne Ave"	264	483	767	5	194	563	771					19	541	541										58		547	547																																				
"TN"	2010	"DAVIDSON"	98	"19-5 Murrell"	151	439	609	5	112	477	603					19	458	458										58		428	428	54	38		38																																
"TN"	2010	"DAVIDSON"	99	"20-2 Union Hall"	1	18	19	5	1	18	19					19	14	14										54		12	12	55	2	1	3	50	0	0	0																												
"TN"	2010	"DAVIDSON"	100	"20-3 Union Hall"	495	641	1176	5	390	759	1173					21	720	1119	399									55	389	1098	709	54	5		5																																
"TN"	2010	"DAVIDSON"	101	"20-4 Charlotte Park"	477	449	954	5	372	542	928					21	535	886	351									55	366	879	513																																				
"TN"	2010	"DAVIDSON"	102	"21-1 Hadley Park"	37	850	909	5	11	870	897					19	782	782										54		802	802																																				
"TN"	2010	"DAVIDSON"	103	"21-2 Lead"	21	385	420	5	11	387	407					19	342	342										54		360	360																																				
"TN"	2010	"DAVIDSON"	104	"21-3 Pearl Cohn"	16	401	433	5	5	413	427					19	369	369										58		371	371																																				
"TN"	2010	"DAVIDSON"	105	"21-4 Centennial Park"	10	31	43	5	4	39	43					19	33	33										58		33	33																																				
"TN"	2010	"DAVIDSON"	106	"21-5 Centennial Park"	226	201	443	5	152	278	442					21	263	430	167									55	123	293	170	54	86		86																																
"TN"	2010	"DAVIDSON"	107	"21-6 McGruder Center"	11	315	334	5	3	319	327					19	278	278										54		282	282																																				
"TN"	2010	"DAVIDSON"	108	"22-1 Bellevue CC"	627	292	942	5	513	401	929					21	409	896	487									50	499	898	360																																				
"TN"	2010	"DAVIDSON"	109	"22-2 Bellevue CoC"	937	660	1634	5	753	847	1629					21	830	1581	751									55	777	1557	780																																				
"TN"	2010	"DAVIDSON"	110	"22-3 Bellevue MS"	1566	836	2468	5	1178	1230	2449					21	1144	2329	1185									50	1193	2300	998																																				
"TN"	2010	"DAVIDSON"	111	"22-4 Bellevue UMC"	286	147	447	5	235	206	444					23		295	295									56	284	436	152																																				
"TN"	2010	"DAVIDSON"	112	"23-1 Brook Hollow"	1592	701	2333	5	1250	1054	2330					21	1147	2266	1119									55	1308	2231	923																																				
"TN"	2010	"DAVIDSON"	113	"23-2 West Meade"	1043	756	1836	5	799	1015	1834					21	1003	1793	790									55	854	1753	899																																				
"TN"	2010	"DAVIDSON"	114	"23-3 Jewish CC"	889	375	1282	5	672	582	1268					21	660	1222	562									56	843	1204	361																																				
"TN"	2010	"DAVIDSON"	115	"23-4 Bell Meade"	1361	218	1593	5	993	581	1586					21	682	1556	874									56	1283	1523	240																																				
"TN"	2010	"DAVIDSON"	116	"24-1 Sylvan Park"	582	687	1307	5	401	852	1302					21	870	1271	401									55	445	1262	817																																				
"TN"	2010	"DAVIDSON"	117	"24-2 Nashville State"	632	602	1261	5	454	771	1244					21	761	1195	434									55	467	1164	697																																				
"TN"	2010	"DAVIDSON"	118	"24-3 West End"	429	245	687	5	288	391	685					21	405	667	262									55	304	632	328																																				
"TN"	2010	"DAVIDSON"	119	"24-4 Park Ave"	136	232	373	5	103	262	374					21	243	355	112									54		256	256																																				
"TN"	2010	"DAVIDSON"	120	"24-5 McCabe"	509	482	1005	5	331	672	1015					21	650	985	335									55	365	964	599																																				
"TN"	2010	"DAVIDSON"	121	"24-6 West End"	738	323	1081	5	487	581	1078					21	603	1046	443									56	638	1019	381																																				
"TN"	2010	"DAVIDSON"	122	"25-1 West End"	919	398	1326	5	604	705	1321					21	678	1291	613									56	770	1212	442	55	26	25	51																																
"TN"	2010	"DAVIDSON"	123	"25-2 Boy Scouts"	1029	638	1710	5	739	940	1702					21	930	1640	710									54		1013	1013																																				
"TN"	2010	"DAVIDSON"	124	"25-4 Granny White"	215	246	468	5	156	305	467					19	296	296										58		210	210	52	87		87																																
"TN"	2010	"DAVIDSON"	125	"25-5 Hillsboro"	824	405	1250	5	612	616	1240					21	616	1200	584									52		661	661																																				
"TN"	2010	"DAVIDSON"	126	"25-6 YWCA"	835	547	1448	5	668	762	1446					21	772	1407	635									52		619	619	56	104	123	227	58	97		97																												
"TN"	2010	"DAVIDSON"	127	"26-1 Paragon Mills"	243	577	858	5	168	661	851					21	597	792	195									53	149	732	555	59	51	19	70																																
"TN"	2010	"DAVIDSON"	128	"26-3 Norman Binkley"	882	597	1534	5	714	770	1514					21	729	1434	705									53	631	1433	751																																				
"TN"	2010	"DAVIDSON"	129	"26-4 Crievewood"	503	186	704	5	391	291	694					23		473	473									56	237	337	100	53	150	171	332																																
"TN"	2010	"DAVIDSON"	130	"26-5 Ellington Agri"	866	350	1257	7	820	361	1216					23		814	814									53	574	1186	567																																				
"TN"	2010	"DAVIDSON"	131	"27-1 Holy Spirit"	315	265	604	5	275	307	596					21	270	553	283									59	281	560	279																																				
"TN"	2010	"DAVIDSON"	132	"27-2 Ellington Agri"	1	2	3	5	1	1	3					23		1	1									53	0	3	3																																				
"TN"	2010	"DAVIDSON"	133	"27-3 McMurray"	721	430	1196	5	574	583	1189					23		712	712									59	616	1128	512																																				
"TN"	2010	"DAVIDSON"	134	"27-4 Christ Church"	790	473	1285	7	770	472	1268					23		856	856									56	697	1172	475	59	31	51	82																																
"TN"	2010	"DAVIDSON"	135	"28-1 Una"	336	599	973	5	275	674	972					19	682	682										53	233	906	646																																				
"TN"	2010	"DAVIDSON"	136	"28-3 Una"	3	1	4	5	3	1	4																	60	3	4	1																																				
"TN"	2010	"DAVIDSON"	137	"28-4 Antioch"	306	496	831	5	251	560	824					21	502	754	252									59	283	761	478	53	2	5	7																																
"TN"	2010	"DAVIDSON"	138	"28-5 Apollo"	213	489	714	5	150	552	710					19	549	549										59	192	675	483																																				
"TN"	2010	"DAVIDSON"	139	"29-1 Priest Lake"	193	344	551	5	156	381	552																	60	172	508	336																																				
"TN"	2010	"DAVIDSON"	140	"29-2 Lakeview"	419	545	989	5	335	632	982					19	624	624										53	290	907	564																																				
"TN"	2010	"DAVIDSON"	141	"29-3 Hamilton"	252	453	717	5	186	503	699					19	496	496										60	213	676	463																																				
"TN"	2010	"DAVIDSON"	142	"29-4 Smith Springs"	816	1061	1912	5	671	1214	1905																	53	559	1762	1151																																				
"TN"	2010	"DAVIDSON"	143	"30-1 Haywood"	195	264	466	5	149	301	456					21	283	422	139									59	150	428	278																																				
"TN"	2010	"DAVIDSON"	144	"30-2 Haywood Hills"	242	296	553	5	191	345	548					21	314	513	199									59	205	516	311																																				
"TN"	2010	"DAVIDSON"	145	"30-3 Grace Cole"	460	605	1104	5	379	689	1086					21	652	1040	388									59	412	1034	622																																				
"TN"	2010	"DAVIDSON"	146	"30-4 Tusculum"	182	187	382	5	137	234	376					21	206	361	155									59	146	364	218																																				
"TN"	2010	"DAVIDSON"	147	"31-1 Woodson Chapel"	677	233	923	7	636	263	918					23		688	688									56	626	906	280																																				
"TN"	2010	"DAVIDSON"	148	"31-2 Woodson Chapel"	1995	958	3004	7	1912	1015	2976					23		2124	2124									56	1888	2943	1055																																				
"TN"	2010	"DAVIDSON"	149	"31-3 Oasis Worship"	1834	967	2863	5	1554	1233	2832					23		1915	1915									56	1565	2366	801	59	215	152	367																																
"TN"	2010	"DAVIDSON"	150	"31-4 Granberry"	1653	558	2251	7	1538	637	2211					23		1633	1633									56	1490	2131	641	53	30	34	64																																
"TN"	2010	"DAVIDSON"	151	"32-1 Antioch"	383	485	890	5	287	585	887					21	540	856	316									59	306	850	544																																				
"TN"	2010	"DAVIDSON"	152	"32-2 Bell Road"	371	660	1056	5	288	743	1051					23		474	474									59	332	980	648																																				
"TN"	2010	"DAVIDSON"	153	"32-3 Cane Ridge"	576	653	1249	5	480	751	1243					23		706	706									56	548	1174	626																																				
"TN"	2010	"DAVIDSON"	154	"32-4 Spirit of Life"	641	1316	1984	5	498	1439	1952																	60	537	1881	1344																																				
"TN"	2010	"DAVIDSON"	155	"32-5 Antioch"	40	156	201	5	29	165	197					21	160	190	30									59	31	191	160																																				
"TN"	2010	"DAVIDSON"	156	"33-1 Eagle"	169	36	207	5	149	55	205																	60	158	202	44																																				
"TN"	2010	"DAVIDSON"	157	"33-2 New Antioch"	1072	1654	2769	5	883	1805	2724																	60	852	2403	1551	53	119	75	199																																
"TN"	2010	"DAVIDSON"	158	"33-3 Southeast"	134	242	383	5	104	272	381					21	262	366	104									59	110	358	248																																				
"TN"	2010	"DAVIDSON"	159	"33-4 Hickory Hollow"	282	909	1220	5	222	967	1210					19	944	944										59	253	1139	886																																				
"TN"	2010	"DAVIDSON"	160	"34-1 Calvary"	1639	644	2306	5	1169	1113	2294					21	1123	2240	1117									56	1489	2191	702																																				
"TN"	2010	"DAVIDSON"	161	"34-2 Hillsboro"	803	228	1039	5	621	404	1031					21	465	1020	555									56	764	1004	240																																				
"TN"	2010	"DAVIDSON"	162	"34-3 Percy Priest"	1234	426	1685	7	1120	485	1636	5	7	10	18	21	759	1661	902									56	1206	1658	452																																				
"TN"	2010	"DAVIDSON"	163	"34-4 John Trotwood"	257	123	388	5	203	179	383					21	192	385	193									52		184	184	56	20	28	48																																
"TN"	2010	"DAVIDSON"	164	"34-5 Brentwood Hills"	1250	391	1666	7	1054	400	1495	5	63	90	154	23		1183	1183									56	1145	1560	415	53	24	53	79																																
"TN"	2010	"DAVIDSON"	165	"34-8 Glendale"	459	185	666	5	348	311	665					21	313	642	329									52		259	259	53	70	99	187																																
"TN"	2010	"DAVIDSON"	166	"34-9 Redeemer"	109	80	192	5	74	114	190					19	118	118										52		121	121																																				
"TN"	2010	"DAVIDSON"	167	"34-10 Forest Hills"	275	46	323	5	180	81	263	7	10	46	56	23		256	256									56	260	311	51																																				
"TN"	2010	"DAVIDSON"	168	"35-1 Gower"	1093	475	1597	5	908	660	1591					21	632	1529	897									50	775	1385	532	55	82	85	167																																
"TN"	2010	"DAVIDSON"	169	"35-2 South Harpeth"	252	129	385	5	212	162	383					21	166	373	207									50	199	367	158																																				
"TN"	2010	"DAVIDSON"	170	"35-3 Harpeth Valley"	1906	892	2841	5	1527	1266	2823					23		1862	1862									56	1766	2713	947																																				
"TN"	2010	"DAVIDSON"	171	"35-4 Bellevue"	886	384	1311	5	688	608	1314					23		878	878									56	833	1253	420																																				
"TN"	2010	"DAVIDSON"	172	"35-5 Jewish CC"	488	393	897	5	358	529	898					21	520	869	349									55	341	763	422	56	44	49	93																																
"TN"	2010	"DAVIDSON"	700	"Safety Precinct"	1229	932	2248	5	863	1103	2047	7	35	107	147	21	564	1003	439	19	261		267	23		140	154	56	299	403	104	55	203	108	311	51	112	118	230	50	91	113	211	53	80	59	142	54	132		132	52	128		128	60	44	75	119	59	59	47	107	58	68		68
"TN"	2010	"DECATUR"	1	"1-1 Dunbar"	215	190	412	7	245	136	388																	71	206	206		72		39	39																																
"TN"	2010	"DECATUR"	2	"2-1 Liberty"	81	43	130	7	88	31	122																	71	89	89																																					
"TN"	2010	"DECATUR"	3	"2-1 Scotts Hill"	101	83	189	7	121	55	181																	71	127	127																																					
"TN"	2010	"DECATUR"	4	"3-1 Beacon"	41	24	66	7	41	17	59																	72	29	29		71		18	18																																
"TN"	2010	"DECATUR"	5	"3-1 Decaturville"	132	134	273	7	161	93	265																	71	144	144		72		42	42																																
"TN"	2010	"DECATUR"	6	"4-1 Decaturville"	173	208	391	7	193	152	359																	71	203	203		72		25	25																																
"TN"	2010	"DECATUR"	7	"5-1 Parsons"	165	144	313	7	183	103	297																	71	197	197																																					
"TN"	2010	"DECATUR"	8	"6-1 Parsons"	179	108	294	7	179	75	274																	72	214	214		71		16	16																																
"TN"	2010	"DECATUR"	9	"7-1 Jeanette"	162	85	249	7	168	64	238																	72	195	195																																					
"TN"	2010	"DECATUR"	10	"7-1 Perryville"	86	71	159	7	103	46	156																	72	118	118		71		5	5																																
"TN"	2010	"DECATUR"	11	"8-1 Parsons"	245	132	383	7	249	94	356																	72	315	315																																					
"TN"	2010	"DECATUR"	12	"9-1 Beacon"	93	31	124	7	100	15	119																	72	104	104																																					
"TN"	2010	"DECATUR"	13	"9-1 Hydro"	147	98	249	7	160	56	229																	72	198	198																																					
"TN"	2010	"DEKALB"	1	"1-1 Alexandria"	284	195	487	6	267	165	443					17	213	454	241									40	210	484	272																																				
"TN"	2010	"DEKALB"	2	"1-2 Temperence Hall"	101	73	176	6	103	54	164					17	65	164	99									40	88	177	89																																				
"TN"	2010	"DEKALB"	3	"1-3 Edgar Evins Park"	31	19	50	6	33	14	47					17	17	48	31									40	27	47	18																																				
"TN"	2010	"DEKALB"	4	"2-1 Liberty"	197	90	294	6	179	80	276					17	100	279	179									40	168	292	119																																				
"TN"	2010	"DEKALB"	5	"2-2 Dowelltown"	102	94	201	6	98	84	193					17	89	186	97									40	78	204	122																																				
"TN"	2010	"DEKALB"	6	"2-3 Snows Hill"	148	81	230	6	122	79	212					17	84	210	126									40	114	222	106																																				
"TN"	2010	"DEKALB"	7	"3-1 DeKalb MS"	392	291	696	6	345	260	638					17	297	641	344									40	287	680	388																																				
"TN"	2010	"DEKALB"	8	"4-1 Cherry Hill"	55	20	77	6	55	17	75					17	23	77	54									40	49	75	20																																				
"TN"	2010	"DEKALB"	9	"4-2 Rock Castle"	96	17	115	6	79	26	109					17	24	111	87									40	85	110	24																																				
"TN"	2010	"DEKALB"	10	"4-3 Courthouse"	344	260	617	6	310	245	583					17	284	579	295									40	252	613	355																																				
"TN"	2010	"DEKALB"	11	"5-1 Johnson Chapel"	172	47	223	6	163	33	210					17	51	215	164									40	130	220	88																																				
"TN"	2010	"DEKALB"	12	"5-2 Smithville ES"	286	189	488	6	241	174	444					17	213	460	247									40	229	485	249																																				
"TN"	2010	"DEKALB"	13	"6-1 Belk"	76	67	145	6	79	48	134					17	59	132	73									40	67	144	76																																				
"TN"	2010	"DEKALB"	14	"6-2 Keltonburg"	120	152	278	6	115	124	250					17	138	250	112									40	94	271	173																																				
"TN"	2010	"DEKALB"	15	"6-3 Blue Springs"	144	87	237	6	138	73	224					17	92	227	135									40	121	234	111																																				
"TN"	2010	"DEKALB"	16	"7-1 Church of Christ"	263	216	488	6	246	175	452					17	231	455	224									40	187	482	285																																				
"TN"	2010	"DEKALB"	17	"Absentee"	59	49	112	6	60	43	104					17	45	108	63									40	43	112	69																																				
"TN"	2010	"DICKSON"	1	"1-1 CountyCourthouse"	478	273	763	8	449	276	736					25	403	738	335									69	313	753	440																																				
"TN"	2010	"DICKSON"	2	"1-2 Sylvia"	155	92	249	8	158	79	244					25	132	236	104									69	105	244	139																																				
"TN"	2010	"DICKSON"	3	"2-1 Eno"	237	133	375	8	239	117	364					25	194	359	165									69	162	367	205																																				
"TN"	2010	"DICKSON"	4	"2-2 Tennessee City"	379	203	598	8	368	189	584					25	289	573	284									69	270	583	313																																				
"TN"	2010	"DICKSON"	5	"3-1 Cumberld Furnace"	189	147	346	8	186	136	330					25	182	331	149									69	147	333	186																																				
"TN"	2010	"DICKSON"	6	"3-2 Vanleer"	306	228	543	8	301	201	521					25	277	516	239									69	249	522	273																																				
"TN"	2010	"DICKSON"	7	"4-1 Jackson Chapel"	541	370	931	8	510	363	898					25	503	898	395									69	423	901	478																																				
"TN"	2010	"DICKSON"	8	"5-1 William James"	588	271	875	8	563	256	838					25	369	832	463									69	450	832	382																																				
"TN"	2010	"DICKSON"	9	"6-1 Burns CC"	275	147	430	8	274	134	420					25	183	413	230									69	200	426	226																																				
"TN"	2010	"DICKSON"	10	"6-2 Porter CC"	659	241	918	8	629	228	888					25	369	888	519									69	509	888	379																																				
"TN"	2010	"DICKSON"	11	"7-1 Pomona"	615	293	926	8	602	263	892					25	412	886	474									69	448	895	447																																				
"TN"	2010	"DICKSON"	12	"8-1 Walnut St"	451	345	813	8	428	330	785					25	433	771	338									69	305	801	496																																				
"TN"	2010	"DICKSON"	13	"9-1 Board Education"	595	339	953	8	560	337	923					25	440	902	462									69	371	936	565																																				
"TN"	2010	"DICKSON"	14	"10-1 Dickson MS"	658	319	988	8	626	312	957					25	484	920	436									69	391	955	564																																				
"TN"	2010	"DICKSON"	15	"11-1 New Hope"	484	328	833	8	456	332	799					25	431	778	347									69	279	794	515																																				
"TN"	2010	"DICKSON"	16	"12-1 Catfish Kitchen"	255	66	324	8	239	63	311					25	109	304	195									69	151	310	159																																				
"TN"	2010	"DICKSON"	17	"12-2 Eastside CC"	468	125	600	8	450	138	596					25	220	577	357									69	343	588	245																																				
"TN"	2010	"DICKSON"	18	"12-3 White Bluff CC"	479	230	725	8	474	205	701					25	295	683	388									69	387	706	319																																				
"TN"	2010	"DYER"	1	"A1- Bonicord"	291	118	423	8	331	83	420																	82	251	397	146																																				
"TN"	2010	"DYER"	2	"A2- Fowlkes"	331	131	474	8	366	90	462																	82	269	433	164																																				
"TN"	2010	"DYER"	3	"B- Newbern"	652	281	1057	8	754	257	1033																	77	646	1030	384																																				
"TN"	2010	"DYER"	4	"C1- Tatumville"	211	82	305	8	239	61	302																	77	206	300	94																																				
"TN"	2010	"DYER"	5	"C2- Trimble"	287	151	506	8	345	136	492																	77	307	490	183																																				
"TN"	2010	"DYER"	6	"C3- Roellen"	332	147	498	8	370	110	486																	77	309	475	166																																				
"TN"	2010	"DYER"	7	"D1- Millsfield"	743	254	1045	8	802	210	1022																	77	610	953	343	82	1	5	6																																
"TN"	2010	"DYER"	8	"D2- Bogota"	215	67	294	8	236	39	281																	77	178	285	107																																				
"TN"	2010	"DYER"	9	"E1- Finley"	343	142	505	8	366	118	493																	77	304	489	185																																				
"TN"	2010	"DYER"	10	"E2- Lenox"	419	101	538	8	447	72	526																	77	347	466	119	82	6	17	23																																
"TN"	2010	"DYER"	11	"F- Dyer Co Central"	55	328	400	8	48	318	376																	82	20	304	284	77	10	11	21																																
"TN"	2010	"DYER"	12	"G- Courthouse"	591	243	862	8	565	249	845																	82	426	817	391																																				
"TN"	2010	"DYER"	13	"H- E. Dyersburg"	469	231	727	8	500	193	708																	82	338	602	264	77	4	6	10																																
"TN"	2010	"DYER"	14	"I1- Community Center"	379	171	567	8	395	151	555																	77	294	492	198	82	9	9	18																																
"TN"	2010	"DYER"	15	"I2- Hurricane Hill"	178	77	264	8	192	63	262																	77	163	257	94																																				
"TN"	2010	"DYER"	16	"J- North Dyersburg"	1080	324	1426	8	1085	308	1404																	82	684	1158	474	77	26	69	95																																
"TN"	2010	"FAYETTE"	1	"Somerville City"	621	471	1110	7	603	404	1029																	94	624	985	361																																				
"TN"	2010	"FAYETTE"	2	"Warren"	258	117	378	7	261	101	370																	94	270	358	88																																				
"TN"	2010	"FAYETTE"	3	"Fayette Corner"	292	167	465	7	272	152	442																	94	288	410	122																																				
"TN"	2010	"FAYETTE"	4	"Garnett"	144	110	255	7	143	104	251																	94	155	238	83																																				
"TN"	2010	"FAYETTE"	5	"Longtown"	115	259	381	7	125	227	361																	94	120	328	208																																				
"TN"	2010	"FAYETTE"	6	"Braden"	122	77	201	7	132	56	191																	94	131	177	46																																				
"TN"	2010	"FAYETTE"	7	"Gallaway"	318	122	453	7	310	109	430																	94	293	389	96																																				
"TN"	2010	"FAYETTE"	8	"Oakland"	1978	522	2539	7	1975	436	2474																	94	1994	2417	423																																				
"TN"	2010	"FAYETTE"	9	"Hickory Withe"	1375	347	1743	7	1367	284	1711																	94	1374	1643	269																																				
"TN"	2010	"FAYETTE"	10	"Elba"	705	192	904	7	672	177	880																	94	671	838	167																																				
"TN"	2010	"FAYETTE"	11	"Piperton"	583	199	791	7	563	181	764																	94	560	729	169																																				
"TN"	2010	"FAYETTE"	12	"Rossville"	318	217	540	7	299	199	515																	94	309	496	187																																				
"TN"	2010	"FAYETTE"	13	"Macon"	418	160	591	7	399	147	566																	94	412	548	136																																				
"TN"	2010	"FAYETTE"	14	"Williston"	440	121	571	7	438	103	552																	94	438	528	90																																				
"TN"	2010	"FAYETTE"	15	"Parks"	220	139	366	7	222	120	354																	94	217	333	116																																				
"TN"	2010	"FAYETTE"	16	"Moscow"	423	336	776	7	414	328	758																	94	412	709	297																																				
"TN"	2010	"FAYETTE"	17	"LaGrange"	160	111	280	7	159	92	259																	94	159	244	85																																				
"TN"	2010	"FENTRESS"	1	"Allardt"	307	120	429	4	246	172	425																	41	141	395	254																																				
"TN"	2010	"FENTRESS"	2	"Armathwaite"	174	48	225	4	140	71	216																	41	78	202	124																																				
"TN"	2010	"FENTRESS"	3	"Banner Springs"	280	73	364	4	244	102	359																	41	135	308	173																																				
"TN"	2010	"FENTRESS"	4	"Community Center"	332	105	441	4	233	184	440																	41	126	392	266																																				
"TN"	2010	"FENTRESS"	5	"Courthouse"	238	105	347	4	166	157	339																	41	88	316	228																																				
"TN"	2010	"FENTRESS"	6	"Clarkrange"	532	175	719	4	437	234	700																	41	295	616	321																																				
"TN"	2010	"FENTRESS"	7	"Crossroads"	393	156	559	4	264	255	547																	41	150	477	327																																				
"TN"	2010	"FENTRESS"	8	"Grimsley"	321	136	468	4	254	188	467																	41	144	412	268																																				
"TN"	2010	"FENTRESS"	9	"Pine Haven"	289	116	414	4	223	171	415																	41	154	372	218																																				
"TN"	2010	"FENTRESS"	10	"Pall Mall"	180	87	270	4	114	135	268																	41	88	242	154																																				
"TN"	2010	"FENTRESS"	11	"Shirley"	130	60	192	4	106	85	195																	41	61	169	108																																				
"TN"	2010	"FENTRESS"	12	"West Fentress"	108	66	175	4	92	74	172																	41	53	155	102																																				
"TN"	2010	"FENTRESS"	13	"York Elementary"	291	103	398	4	197	180	391																	41	108	355	247																																				
"TN"	2010	"FENTRESS"	14	"Absentee"	55	24	80	4	43	32	76																	41	36	76	40																																				
"TN"	2010	"FRANKLIN"	1	"1-1 Annex"	980	551	1567	4	848	627	1524																	39	941	1558	617																																				
"TN"	2010	"FRANKLIN"	2	"2-1 Clark Memorial"	1329	633	1996	4	1171	708	1931																	39	1278	1987	709																																				
"TN"	2010	"FRANKLIN"	3	"3-1 Broadview"	405	163	574	4	363	188	560																	39	393	571	178																																				
"TN"	2010	"FRANKLIN"	4	"3-2 Huntland"	320	193	524	4	283	209	509																	39	324	529	205																																				
"TN"	2010	"FRANKLIN"	5	"3-3 Old Salem"	160	142	309	4	146	159	312																	39	164	316	152																																				
"TN"	2010	"FRANKLIN"	6	"4-1 Belvidere"	178	56	234	4	141	73	221																	39	167	233	66																																				
"TN"	2010	"FRANKLIN"	7	"4-2 Cowan"	561	312	892	4	508	338	867																	39	525	894	369																																				
"TN"	2010	"FRANKLIN"	8	"4-3 Liberty"	290	119	416	4	259	140	411																	39	269	418	149																																				
