state	year	county_name	town_name	county	town	ward	cd	precinct	g2000_BALL_tv	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	g2000_USS_dv	g2000_USS_rv	g2000_USS_tv	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv
"MI"	2000	"KALKASKA"	"BEAR LAKE TOWNSHIP"	40	2	0	1	901	75	30	43	73	28	43	71	35	36	71
"MI"	2000	"KALKASKA"	"BLUE LAKE TOWNSHIP"	40	4	0	1	1	185	81	91	182	84	90	177	95	83	180
"MI"	2000	"KALKASKA"	"BLUE LAKE TOWNSHIP"	40	4	0	1	901	101	34	65	101	28	68	97	42	57	99
"MI"	2000	"KALKASKA"	"BOARDMAN TOWNSHIP"	40	6	0	1	1	496	183	286	489	162	293	469	209	269	486
"MI"	2000	"KALKASKA"	"CLEARWATER TOWNSHIP"	40	8	0	1	1	896	335	501	885	322	472	823	385	456	851
"MI"	2000	"KALKASKA"	"CLEARWATER TOWNSHIP"	40	8	0	1	901	236	81	130	224	88	124	217	121	98	219
"MI"	2000	"KALKASKA"	"COLD SPRINGS TOWNSHIP"	40	10	0	1	1	549	232	290	540	209	290	507	269	258	529
"MI"	2000	"KALKASKA"	"COLD SPRINGS TOWNSHIP"	40	10	0	1	901	145	57	85	144	49	89	138	65	70	135
"MI"	2000	"KALKASKA"	"EXCELSIOR TOWNSHIP"	40	12	0	1	1	309	127	163	305	107	161	284	160	129	295
"MI"	2000	"KALKASKA"	"EXCELSIOR TOWNSHIP"	40	12	0	1	901	36	16	20	36	12	23	35	21	14	35
"MI"	2000	"KALKASKA"	"GARFIELD TOWNSHIP"	40	14	0	1	1	370	172	181	364	157	177	342	189	161	354
"MI"	2000	"KALKASKA"	"KALKASKA TOWNSHIP"	40	16	0	1	1	1516	576	885	1499	493	869	1410	704	732	1443
"MI"	2000	"KALKASKA"	"KALKASKA TOWNSHIP"	40	16	0	1	901	329	133	186	326	111	205	318	175	141	317
"MI"	2000	"KALKASKA"	"OLIVER TOWNSHIP"	40	18	0	1	1	152	64	84	150	42	98	144	68	72	142
"MI"	2000	"KALKASKA"	"ORANGE TOWNSHIP"	40	20	0	1	1	363	113	237	359	108	227	344	141	193	336
"MI"	2000	"KALKASKA"	"ORANGE TOWNSHIP"	40	20	0	1	901	50	18	29	47	11	34	46	23	23	46
"MI"	2000	"KALKASKA"	"RAPID RIVER TOWNSHIP"	40	22	0	1	1	299	114	169	294	98	170	280	145	140	291
"MI"	2000	"KALKASKA"	"RAPID RIVER TOWNSHIP"	40	22	0	1	901	54	25	28	54	23	31	54	26	28	54
"MI"	2000	"KALKASKA"	"SPRINGFIELD TOWNSHIP"	40	24	0	1	1	417	190	207	411	163	211	386	217	175	397
"MI"	2000	"KALKASKA"	"SPRINGFIELD TOWNSHIP"	40	24	0	1	901	57	37	19	56	36	18	55	36	19	55
"MI"	2000	"KENT"	"ADA TOWNSHIP"	41	2	0	3	1	562	160	384	560	151	391	553	117	417	544
"MI"	2000	"KENT"	"ADA TOWNSHIP"	41	2	0	3	2	697	237	436	693	239	434	690	184	479	674
"MI"	2000	"KENT"	"ADA TOWNSHIP"	41	2	0	3	3	652	206	433	647	193	438	636	169	457	635
"MI"	2000	"KENT"	"ADA TOWNSHIP"	41	2	0	3	4	538	133	389	537	125	398	533	106	409	525
"MI"	2000	"KENT"	"ADA TOWNSHIP"	41	2	0	3	5	761	215	535	761	218	524	756	171	555	744
"MI"	2000	"KENT"	"ADA TOWNSHIP"	41	2	0	3	6	317	82	229	315	68	240	313	50	254	309
"MI"	2000	"KENT"	"ADA TOWNSHIP"	41	2	0	3	7	644	184	445	644	171	450	634	134	476	618
"MI"	2000	"KENT"	"ADA TOWNSHIP"	41	2	0	3	8	565	168	386	565	160	394	561	124	423	554
"MI"	2000	"KENT"	"ADA TOWNSHIP"	41	2	0	3	901	986	273	672	977	253	704	974	190	756	963
"MI"	2000	"KENT"	"ALGOMA TOWNSHIP"	41	4	0	3	1	1638	511	1084	1632	504	1075	1615	461	1064	1567
"MI"	2000	"KENT"	"ALGOMA TOWNSHIP"	41	4	0	3	2	2008	619	1342	1997	596	1349	1989	543	1355	1950
"MI"	2000	"KENT"	"ALPINE TOWNSHIP"	41	6	0	3	1	436	124	300	432	127	294	428	106	304	418
"MI"	2000	"KENT"	"ALPINE TOWNSHIP"	41	6	0	3	2	654	258	357	647	230	391	645	232	373	630
"MI"	2000	"KENT"	"ALPINE TOWNSHIP"	41	6	0	3	3	1332	553	735	1329	509	768	1307	463	799	1282
"MI"	2000	"KENT"	"ALPINE TOWNSHIP"	41	6	0	3	4	933	317	574	914	287	603	910	288	585	891
"MI"	2000	"KENT"	"ALPINE TOWNSHIP"	41	6	0	3	5	638	211	405	635	225	384	631	213	389	615
"MI"	2000	"KENT"	"ALPINE TOWNSHIP"	41	6	0	3	6	748	328	395	744	268	431	733	268	394	690
"MI"	2000	"KENT"	"ALPINE TOWNSHIP"	41	6	0	3	901	1061	461	555	1046	438	572	1034	391	625	1030
"MI"	2000	"KENT"	"BOWNE TOWNSHIP"	41	8	0	3	1	1463	330	1108	1458	321	1101	1445	286	1103	1415
"MI"	2000	"KENT"	"BYRON TOWNSHIP"	41	10	0	3	1	1112	175	912	1102	165	921	1097	157	912	1081
"MI"	2000	"KENT"	"BYRON TOWNSHIP"	41	10	0	3	2	480	132	336	476	126	336	474	115	334	460
"MI"	2000	"KENT"	"BYRON TOWNSHIP"	41	10	0	3	3	643	231	398	635	208	402	630	215	398	626
"MI"	2000	"KENT"	"BYRON TOWNSHIP"	41	10	0	3	4	1160	172	974	1157	193	952	1154	150	982	1141
"MI"	2000	"KENT"	"BYRON TOWNSHIP"	41	10	0	3	5	1235	226	989	1228	235	967	1220	217	974	1205
"MI"	2000	"KENT"	"BYRON TOWNSHIP"	41	10	0	3	6	1728	405	1297	1727	386	1310	1720	344	1330	1694
"MI"	2000	"KENT"	"BYRON TOWNSHIP"	41	10	0	3	7	486	110	369	480	104	370	479	84	380	470
"MI"	2000	"KENT"	"BYRON TOWNSHIP"	41	10	0	3	901	1607	326	1243	1583	321	1231	1569	284	1269	1568
"MI"	2000	"KENT"	"CALEDONIA TOWNSHIP"	41	12	0	3	1	731	173	534	722	163	536	718	160	537	704
"MI"	2000	"KENT"	"CALEDONIA TOWNSHIP"	41	12	0	3	2	1081	281	769	1076	276	766	1070	266	769	1053
"MI"	2000	"KENT"	"CALEDONIA TOWNSHIP"	41	12	0	3	3	1449	359	1043	1442	363	1042	1432	340	1053	1411
"MI"	2000	"KENT"	"CALEDONIA TOWNSHIP"	41	12	0	3	4	970	225	721	969	231	713	962	189	739	943
"MI"	2000	"KENT"	"CALEDONIA TOWNSHIP"	41	12	0	3	901	792	201	559	781	191	572	775	163	586	763
"MI"	2000	"KENT"	"CANNON TOWNSHIP"	41	14	0	3	1	1578	457	1077	1572	457	1066	1553	370	1116	1524
"MI"	2000	"KENT"	"CANNON TOWNSHIP"	41	14	0	3	2	1581	460	1086	1571	447	1077	1556	376	1100	1520
"MI"	2000	"KENT"	"CANNON TOWNSHIP"	41	14	0	3	3	1634	399	1196	1616	377	1203	1598	315	1243	1578
"MI"	2000	"KENT"	"CANNON TOWNSHIP"	41	14	0	3	4	1791	481	1262	1782	486	1247	1772	396	1305	1737
"MI"	2000	"KENT"	"CASCADE TOWNSHIP"	41	16	0	3	1	1307	330	949	1298	313	965	1290	212	1049	1273
"MI"	2000	"KENT"	"CASCADE TOWNSHIP"	41	16	0	3	2	1089	298	768	1088	267	786	1074	199	840	1055
"MI"	2000	"KENT"	"CASCADE TOWNSHIP"	41	16	0	3	3	1423	390	989	1418	388	995	1410	271	1096	1385
"MI"	2000	"KENT"	"CASCADE TOWNSHIP"	41	16	0	3	4	976	300	653	973	297	664	972	220	718	954
"MI"	2000	"KENT"	"CASCADE TOWNSHIP"	41	16	0	3	5	557	140	408	555	157	393	552	123	412	545
"MI"	2000	"KENT"	"CASCADE TOWNSHIP"	41	16	0	3	6	863	211	640	861	219	629	854	141	697	847
"MI"	2000	"KENT"	"CASCADE TOWNSHIP"	41	16	0	3	7	793	234	541	789	210	572	791	158	613	778
"MI"	2000	"KENT"	"CASCADE TOWNSHIP"	41	16	0	3	901	2215	546	1575	2162	525	1593	2153	393	1730	2152
"MI"	2000	"KENT"	"COURTLAND TOWNSHIP"	41	18	0	3	1	1413	426	941	1408	398	971	1401	360	980	1370
"MI"	2000	"KENT"	"COURTLAND TOWNSHIP"	41	18	0	3	2	1544	423	1063	1535	420	1055	1523	395	1049	1492
"MI"	2000	"KENT"	"GAINES TOWNSHIP"	41	20	0	3	1	733	129	597	732	131	589	725	102	617	722
"MI"	2000	"KENT"	"GAINES TOWNSHIP"	41	20	0	3	2	1552	409	1115	1544	390	1123	1538	356	1140	1516
"MI"	2000	"KENT"	"GAINES TOWNSHIP"	41	20	0	3	3	1186	241	924	1182	236	918	1174	215	926	1163
"MI"	2000	"KENT"	"GAINES TOWNSHIP"	41	20	0	3	4	1127	469	639	1124	435	657	1114	401	663	1090
"MI"	2000	"KENT"	"GAINES TOWNSHIP"	41	20	0	3	5	928	365	533	923	333	556	915	325	532	879
"MI"	2000	"KENT"	"GAINES TOWNSHIP"	41	20	0	3	6	1106	205	879	1100	200	876	1099	148	917	1080
"MI"	2000	"KENT"	"GAINES TOWNSHIP"	41	20	0	3	7	958	209	738	958	217	722	951	180	748	938
"MI"	2000	"KENT"	"GAINES TOWNSHIP"	41	20	0	3	901	1661	349	1265	1648	361	1260	1638	297	1320	1634
"MI"	2000	"KENT"	"GRAND RAPIDS TOWNSHIP"	41	22	0	3	1	1364	349	984	1360	355	977	1351	284	1043	1338
"MI"	2000	"KENT"	"GRAND RAPIDS TOWNSHIP"	41	22	0	3	2	821	248	550	820	249	548	807	204	580	796
"MI"	2000	"KENT"	"GRAND RAPIDS TOWNSHIP"	41	22	0	3	3	705	251	436	703	227	447	697	176	504	689
"MI"	2000	"KENT"	"GRAND RAPIDS TOWNSHIP"	41	22	0	3	4	448	139	295	444	143	286	440	115	304	426
"MI"	2000	"KENT"	"GRAND RAPIDS TOWNSHIP"	41	22	0	3	5	644	218	404	637	218	415	639	154	470	635
"MI"	2000	"KENT"	"GRAND RAPIDS TOWNSHIP"	41	22	0	3	6	1032	316	690	1029	319	693	1026	266	732	1010
"MI"	2000	"KENT"	"GRAND RAPIDS TOWNSHIP"	41	22	0	3	7	564	178	368	563	186	353	559	159	378	552
"MI"	2000	"KENT"	"GRAND RAPIDS TOWNSHIP"	41	22	0	3	8	742	217	513	739	219	515	737	160	559	728
"MI"	2000	"KENT"	"GRAND RAPIDS TOWNSHIP"	41	22	0	3	901	1687	517	1130	1670	487	1143	1651	379	1250	1650
"MI"	2000	"KENT"	"GRATTAN TOWNSHIP"	41	24	0	3	1	1846	606	1174	1836	616	1166	1825	546	1197	1788
"MI"	2000	"KENT"	"LOWELL TOWNSHIP"	41	26	0	3	1	1466	498	922	1458	482	933	1449	425	984	1431
"MI"	2000	"KENT"	"LOWELL TOWNSHIP"	41	26	0	3	2	989	335	630	989	309	640	978	290	650	954
"MI"	2000	"KENT"	"NELSON TOWNSHIP"	41	28	0	3	1	1729	605	1054	1712	584	1068	1699	571	1050	1659
"MI"	2000	"KENT"	"OAKFIELD TOWNSHIP"	41	30	0	3	1	1065	428	592	1054	400	621	1045	376	606	1008
"MI"	2000	"KENT"	"OAKFIELD TOWNSHIP"	41	30	0	3	2	1293	481	762	1287	449	788	1276	429	784	1249
"MI"	2000	"KENT"	"PLAINFIELD TOWNSHIP"	41	32	0	3	1	1074	304	729	1053	274	737	1028	249	779	1045
"MI"	2000	"KENT"	"PLAINFIELD TOWNSHIP"	41	32	0	3	2	919	331	537	898	332	529	891	324	534	884
"MI"	2000	"KENT"	"PLAINFIELD TOWNSHIP"	41	32	0	3	3	821	307	459	804	296	453	789	298	464	786
"MI"	2000	"KENT"	"PLAINFIELD TOWNSHIP"	41	32	0	3	4	767	261	469	752	249	459	732	231	486	741
"MI"	2000	"KENT"	"PLAINFIELD TOWNSHIP"	41	32	0	3	5	794	298	466	784	268	461	759	272	473	768
"MI"	2000	"KENT"	"PLAINFIELD TOWNSHIP"	41	32	0	3	6	1023	341	640	1011	309	658	992	278	680	989
"MI"	2000	"KENT"	"PLAINFIELD TOWNSHIP"	41	32	0	3	7	771	252	482	758	229	492	741	220	507	743
"MI"	2000	"KENT"	"PLAINFIELD TOWNSHIP"	41	32	0	3	8	1004	377	582	991	363	587	973	326	612	961
"MI"	2000	"KENT"	"PLAINFIELD TOWNSHIP"	41	32	0	3	9	1205	465	696	1189	438	691	1167	409	737	1165
"MI"	2000	"KENT"	"PLAINFIELD TOWNSHIP"	41	32	0	3	10	824	293	503	812	276	505	796	242	536	791
"MI"	2000	"KENT"	"PLAINFIELD TOWNSHIP"	41	32	0	3	11	633	264	328	615	243	329	604	238	335	593
"MI"	2000	"KENT"	"PLAINFIELD TOWNSHIP"	41	32	0	3	12	830	308	480	812	284	487	797	240	541	797
"MI"	2000	"KENT"	"PLAINFIELD TOWNSHIP"	41	32	0	3	13	948	274	642	942	255	645	925	197	699	921
"MI"	2000	"KENT"	"PLAINFIELD TOWNSHIP"	41	32	0	3	901	3935	1527	2261	3893	1467	2301	3862	1232	2530	3838
"MI"	2000	"KENT"	"SOLON TOWNSHIP"	41	34	0	3	1	2022	736	1223	2009	693	1227	1988	635	1252	1957
"MI"	2000	"KENT"	"SPARTA TOWNSHIP"	41	36	0	3	1	717	218	482	712	206	482	706	200	486	700
"MI"	2000	"KENT"	"SPARTA TOWNSHIP"	41	36	0	3	2	1095	363	702	1091	339	722	1080	323	699	1054
"MI"	2000	"KENT"	"SPARTA TOWNSHIP"	41	36	0	3	3	993	346	606	988	345	611	985	302	610	946
"MI"	2000	"KENT"	"SPARTA TOWNSHIP"	41	36	0	3	901	930	337	562	921	339	564	918	286	607	908
"MI"	2000	"KENT"	"SPENCER TOWNSHIP"	41	38	0	3	1	1559	621	892	1549	585	884	1530	574	862	1495
"MI"	2000	"KENT"	"TYRONE TOWNSHIP"	41	40	0	3	1	1812	611	1162	1804	554	1198	1787	540	1182	1747
"MI"	2000	"KENT"	"VERGENNES TOWNSHIP"	41	42	0	3	1	1857	522	1279	1849	518	1269	1835	428	1340	1803
"MI"	2000	"KENT"	"CEDAR SPRINGS CITY"	41	52	0	3	1	1012	403	563	998	371	584	994	347	588	966
"MI"	2000	"KENT"	"EAST GRAND RAPIDS CITY"	41	54	1	3	1	1072	415	604	1055	406	622	1052	321	699	1041
"MI"	2000	"KENT"	"EAST GRAND RAPIDS CITY"	41	54	1	3	2	1164	406	723	1160	396	740	1153	300	827	1138
"MI"	2000	"KENT"	"EAST GRAND RAPIDS CITY"	41	54	2	3	1	1143	405	721	1141	376	741	1131	334	781	1123
"MI"	2000	"KENT"	"EAST GRAND RAPIDS CITY"	41	54	2	3	2	1008	392	593	1005	381	602	996	301	677	990
"MI"	2000	"KENT"	"EAST GRAND RAPIDS CITY"	41	54	3	3	1	1098	401	658	1091	391	675	1080	285	765	1068
"MI"	2000	"KENT"	"EAST GRAND RAPIDS CITY"	41	54	3	3	2	1074	475	566	1071	472	582	1068	347	690	1058
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	1	968	533	393	963	500	421	953	469	418	915
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	2	415	249	141	412	222	161	407	213	161	399
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	5	698	388	270	685	365	288	677	321	320	659
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	7	657	259	363	643	238	383	635	209	408	626
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	8	962	461	459	947	452	481	951	365	536	919
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	9	409	243	143	399	218	163	393	188	179	379
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	10	563	256	270	555	265	267	549	248	266	523
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	11	538	298	221	531	291	223	523	253	248	507
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	12	445	264	159	440	242	175	435	235	177	423
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	13	551	324	192	541	296	217	541	295	202	522
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	14	1131	441	644	1118	423	664	1108	388	656	1065
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	16	692	360	297	678	347	309	665	313	316	650
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	17	727	356	338	715	319	352	706	308	350	676
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	18	304	276	20	303	277	19	302	272	20	294
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	19	547	318	201	541	294	218	535	284	209	511
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	20	700	301	366	693	273	388	687	246	403	668
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	23	627	246	359	619	241	361	616	205	390	604
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	24	1315	377	892	1300	386	880	1285	278	958	1254
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	25	704	250	443	701	231	454	695	184	493	685
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	26	1269	508	726	1258	476	752	1248	429	766	1211
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	27	1019	400	580	1006	399	585	995	335	616	971
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	28	557	260	277	554	258	279	548	215	299	524
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	29	217	153	54	213	148	61	216	137	69	213
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	30	204	175	23	202	164	30	199	167	24	197
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	31	664	256	380	652	252	386	655	226	396	633
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	32	240	146	87	237	140	84	235	143	86	236
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	33	193	120	65	192	111	70	187	108	68	183
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	36	787	515	247	778	487	253	761	459	261	743
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	38	458	367	72	446	352	80	442	343	79	431
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	40	328	167	129	325	160	133	319	154	139	307
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	41	494	282	197	486	260	216	482	212	255	469
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	42	619	291	297	609	277	316	606	217	374	599
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	43	648	242	383	642	240	395	641	198	430	634
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	1	3	44	691	341	319	680	316	348	678	233	414	657
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	1	720	349	314	715	337	336	701	282	377	678
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	2	363	215	128	361	206	132	359	180	163	349
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	4	530	377	116	520	364	130	518	327	154	499
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	5	1007	609	306	996	574	355	989	507	403	959
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	6	623	306	289	616	287	301	609	263	318	597
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	7	489	334	117	486	319	139	482	289	160	457
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	9	443	281	113	434	282	133	431	246	153	415
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	11	668	284	361	657	274	368	660	248	383	637
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	12	718	413	264	711	390	281	705	361	284	673
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	14	771	351	381	758	324	409	751	288	437	738
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	16	1068	631	337	1054	585	393	1041	554	402	994
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	18	940	542	340	930	514	367	922	482	376	896
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	20	641	288	320	636	284	328	626	232	366	611
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	23	425	225	168	420	211	172	411	214	162	397
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	26	653	286	332	645	269	348	634	252	346	616
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	27	715	387	298	705	367	314	702	324	340	677
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	28	650	255	366	641	231	391	634	205	400	621
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	29	758	422	297	750	374	333	742	365	316	717
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	31	1077	485	535	1061	446	554	1045	407	567	1007
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	34	1280	735	494	1256	691	530	1240	655	537	1205
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	35	934	387	519	929	375	529	915	291	597	896
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	36	594	229	340	586	221	350	582	193	373	576
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	37	775	280	457	759	265	469	756	220	499	729
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	38	1009	418	564	1004	395	584	996	340	624	980
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	39	397	157	231	394	153	234	392	118	258	379
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	40	488	191	268	483	180	295	480	175	282	461
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	41	547	289	234	541	268	247	533	243	261	514
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	42	952	410	477	926	400	505	927	373	504	895
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	43	697	300	375	691	267	400	687	241	419	669
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	44	1511	572	889	1494	561	889	1481	426	996	1446
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	45	1451	484	924	1439	468	934	1428	361	1000	1388
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	46	1384	524	811	1368	500	836	1357	453	853	1318
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	47	1295	563	683	1279	505	730	1264	403	813	1235
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	2	3	48	690	311	361	686	290	383	683	257	403	669
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	1	576	329	201	568	324	215	558	290	243	540
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	2	435	369	43	433	350	57	424	342	64	417
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	3	539	503	21	528	487	35	524	474	35	511
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	4	724	401	288	715	366	324	702	342	319	674
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	5	1326	476	809	1313	466	819	1298	353	895	1263
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	6	566	446	82	555	420	101	544	409	112	536
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	14	601	462	113	596	422	150	591	388	174	570
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	16	859	811	36	851	801	42	849	787	40	835
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	17	1033	942	62	1012	906	79	998	888	84	979
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	18	585	359	201	581	345	216	574	259	292	562
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	19	510	368	120	506	353	137	504	319	165	491
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	21	886	580	272	876	553	301	867	468	373	849
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	24	528	496	20	519	476	32	512	456	35	492
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	31	633	235	371	623	224	383	620	177	427	610
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	32	872	628	211	858	582	246	844	555	254	820
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	35	570	419	134	561	397	146	551	381	161	546
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	37	502	410	75	494	389	84	487	375	93	473
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	38	856	273	552	851	271	558	845	205	614	826
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	39	1192	379	786	1187	381	780	1174	286	860	1156
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	42	503	215	274	501	187	297	497	176	292	478
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	43	904	344	535	896	305	573	888	275	589	868
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	44	764	346	395	756	313	428	751	269	441	722
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	45	646	381	250	640	341	278	633	303	307	615
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	46	1440	670	726	1429	610	781	1413	521	840	1373
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	48	609	250	342	602	239	354	602	194	393	594
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	50	1851	711	1090	1831	668	1140	1828	530	1240	1788
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	51	995	510	460	988	477	479	974	438	501	955
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	53	1004	246	733	995	239	737	987	172	784	965
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	54	1065	364	660	1056	352	673	1043	285	744	1035
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	55	343	194	135	339	178	145	332	172	147	326
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	56	1388	493	864	1376	457	883	1360	391	944	1347
"MI"	2000	"KENT"	"GRAND RAPIDS CITY"	41	56	3	3	57	730	264	451	725	254	454	717	221	471	698
"MI"	2000	"KENT"	"GRANDVILLE CITY"	41	58	0	3	1	1130	273	822	1122	275	810	1115	254	826	1101
"MI"	2000	"KENT"	"GRANDVILLE CITY"	41	58	0	3	2	1027	307	690	1019	299	694	1012	271	698	988
"MI"	2000	"KENT"	"GRANDVILLE CITY"	41	58	0	3	3	1138	280	833	1135	266	842	1127	234	860	1105
"MI"	2000	"KENT"	"GRANDVILLE CITY"	41	58	0	3	4	1036	251	754	1030	253	747	1023	209	794	1016
