state	year	county	precinct	cd	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_GOV_dv	g2008_GOV_rv	g2008_GOV_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	g2008_BALL_rtv	g2008_BALL_atv	g2008_BALL_tv
"NH"	2008	"Belknap"	"Alton"	1	1322	1862	3209	1896	1167	3127	1285	1802	3164	1252	1803	3115	2837	415	3252
"NH"	2008	"Belknap"	"Barnstead"	1	1189	1201	2416	1647	674	2359	1197	1117	2387	1188	1117	2352	2263	199	2462
"NH"	2008	"Belknap"	"Belmont"	1	1746	1727	3512	2363	980	3395	1749	1599	3437	1648	1625	3353	3303	263	3566
"NH"	2008	"Belknap"	"Center Harbor"	1	377	353	738	458	252	720	317	388	724	337	365	719	638	105	743
"NH"	2008	"Belknap"	"Gilford"	1	2246	2292	4565	2977	1408	4443	2054	2371	4496	2073	2299	4436	3966	654	4620
"NH"	2008	"Belknap"	"Gilmanton"	1	1085	1044	2147	1419	646	2087	1064	997	2112	1041	1005	2085	1987	190	2177
"NH"	2008	"Belknap"	"Laconia Ward 1"	1	761	802	1570	1015	514	1548	704	844	1572	717	791	1528	1378	240	1618
"NH"	2008	"Belknap"	"Laconia Ward 2"	1	700	571	1271	858	350	1208	668	542	1241	684	495	1217	1127	170	1297
"NH"	2008	"Belknap"	"Laconia Ward 3"	1	668	535	1212	856	313	1183	607	558	1190	615	528	1163	1080	151	1231
"NH"	2008	"Belknap"	"Laconia Ward 4"	1	692	521	1223	880	300	1196	652	514	1201	655	499	1184	1154	110	1264
"NH"	2008	"Belknap"	"Laconia Ward 5"	1	646	466	1119	825	247	1098	642	440	1107	612	451	1083	1050	88	1138
"NH"	2008	"Belknap"	"Laconia Ward 6"	1	751	855	1613	1054	498	1568	718	840	1588	733	803	1557	1467	166	1633
"NH"	2008	"Belknap"	"Meredith"	1	1964	1857	3853	2571	1113	3768	1725	1921	3779	1797	1857	3754	3386	526	3912
"NH"	2008	"Belknap"	"New Hampton"	1	683	585	1279	822	405	1253	591	629	1271	590	607	1230	1175	131	1306
"NH"	2008	"Belknap"	"Sanbornton"	2	968	857	1842	1257	505	1806	935	826	1823	954	767	1753	1682	182	1864
"NH"	2008	"Belknap"	"Tilton"	2	998	874	1896	1314	486	1839	1023	778	1864	970	794	1792	1683	250	1933
"NH"	2008	"Carroll"	"Albany"	1	270	166	440	289	123	423	233	185	431	244	163	422	404	45	449
"NH"	2008	"Carroll"	"Bartlett"	1	1100	740	1864	1220	542	1793	941	828	1806	1002	754	1756	1614	265	1879
"NH"	2008	"Carroll"	"Brookfield"	1	219	237	460	245	199	453	189	256	456	192	258	456	469	41	510
"NH"	2008	"Carroll"	"Chatham"	1	95	115	216	99	96	205	90	116	214	88	114	207	194	25	219
"NH"	2008	"Carroll"	"Conway"	1	3210	1964	5235	3474	1449	5049	2806	2102	5098	2959	1895	5025	4361	948	5309
"NH"	2008	"Carroll"	"Eaton"	1	178	103	285	186	81	269	149	120	271	171	109	280	243	45	288
"NH"	2008	"Carroll"	"Effingham"	1	421	396	830	483	278	809	404	369	820	409	376	818	764	84	848
"NH"	2008	"Carroll"	"Freedom"	1	453	453	916	567	318	897	417	470	906	434	449	897	792	140	932
"NH"	2008	"Carroll"	"Hale's Location"	1	34	92	127	51	70	122	25	98	125	36	87	124	88	40	128
"NH"	2008	"Carroll"	"Hart's Location"	1	17	10	27	16	12	28	14	15	29	13	16	29	18	11	29
"NH"	2008	"Carroll"	"Jackson"	1	454	242	699	466	191	675	381	293	691	410	250	673	589	117	706
"NH"	2008	"Carroll"	"Madison"	1	826	581	1424	950	425	1399	783	576	1398	815	544	1393	1255	189	1444
"NH"	2008	"Carroll"	"Moultonborough"	1	1346	1668	3036	1819	1130	2991	1085	1822	2999	1243	1649	2969	2521	569	3090
"NH"	2008	"Carroll"	"Ossipee"	1	1025	1151	2209	1230	841	2124	970	1071	2154	962	1090	2137	1957	303	2260
"NH"	2008	"Carroll"	"Sandwich"	1	632	378	1015	648	315	981	546	426	994	553	406	980	871	154	1025
"NH"	2008	"Carroll"	"Tamworth"	1	937	673	1625	1032	499	1565	843	685	1586	872	641	1568	1417	242	1659
"NH"	2008	"Carroll"	"Tuftonboro"	1	736	876	1623	909	644	1580	626	928	1605	645	912	1597	1390	264	1654
"NH"	2008	"Carroll"	"Wakefield"	1	1236	1405	2675	1356	1228	2644	1151	1343	2628	1141	1369	2605	2323	398	2721
"NH"	2008	"Carroll"	"Wolfeboro"	1	2032	2137	4204	2448	1568	4091	1775	2262	4133	1735	2315	4128	3621	672	4293
"NH"	2008	"Cheshire"	"Alstead"	2	658	372	1033	829	179	1020	637	367	1020	624	362	998	980	78	1058
"NH"	2008	"Cheshire"	"Chesterfield"	2	1340	850	2203	1549	536	2135	1234	874	2164	1267	795	2107	1997	232	2229
"NH"	2008	"Cheshire"	"Dublin"	2	663	399	1071	695	315	1040	587	439	1047	574	411	1005	932	150	1082
"NH"	2008	"Cheshire"	"Fitzwilliam"	2	754	530	1301	828	373	1247	691	527	1273	692	503	1243	1205	123	1328
"NH"	2008	"Cheshire"	"Gilsum"	2	234	195	437	282	127	425	229	185	428	233	178	422	415	26	441
"NH"	2008	"Cheshire"	"Harrisville"	2	520	188	713	568	105	692	484	204	702	496	181	692	620	101	721
"NH"	2008	"Cheshire"	"Hinsdale"	2	1300	540	1860	1393	312	1766	1181	541	1805	1222	460	1724	1779	109	1888
"NH"	2008	"Cheshire"	"Jaffrey"	2	1546	1290	2865	1920	816	2786	1512	1221	2829	1570	1147	2769	2625	286	2911
"NH"	2008	"Cheshire"	"Keene Ward 1"	2	2232	591	2855	2059	358	2522	1960	630	2690	1911	490	2491	2756	140	2896
"NH"	2008	"Cheshire"	"Keene Ward 2"	2	1968	609	2606	2018	386	2507	1788	637	2538	1797	567	2461	2419	240	2659
"NH"	2008	"Cheshire"	"Keene Ward 3"	2	1639	750	2410	1744	491	2298	1501	772	2350	1582	663	2297	2135	301	2436
"NH"	2008	"Cheshire"	"Keene Ward 4"	2	1725	851	2602	1882	535	2485	1565	883	2534	1626	782	2464	2395	257	2652
"NH"	2008	"Cheshire"	"Keene Ward 5"	2	1863	840	2721	1944	552	2574	1634	944	2651	1693	803	2553	2397	368	2765
"NH"	2008	"Cheshire"	"Marlborough"	2	860	374	1249	889	243	1163	768	363	1172	768	340	1131	1147	108	1255
"NH"	2008	"Cheshire"	"Marlow"	2	266	184	453	332	94	440	251	180	445	265	157	436	411	50	461
"NH"	2008	"Cheshire"	"Nelson"	2	299	153	457	334	94	443	288	149	455	296	144	450	385	78	463
"NH"	2008	"Cheshire"	"Richmond"	2	371	263	650	395	214	644	333	299	662	345	280	649	644	49	693
"NH"	2008	"Cheshire"	"Rindge"	2	1607	1669	3321	1752	1266	3111	1514	1586	3205	1484	1733	3287	3079	278	3357
"NH"	2008	"Cheshire"	"Roxbury"	2	102	52	155	114	24	143	99	46	149	99	45	146	138	20	158
"NH"	2008	"Cheshire"	"Stoddard"	2	393	302	698	490	198	693	356	323	694	373	302	686	628	82	710
"NH"	2008	"Cheshire"	"Sullivan"	2	225	172	405	261	110	387	222	153	392	224	146	380	378	31	409
"NH"	2008	"Cheshire"	"Surry"	2	291	230	527	351	138	503	256	231	508	274	208	493	494	39	533
"NH"	2008	"Cheshire"	"Swanzey"	2	2254	1485	3771	2623	927	3658	2115	1452	3706	2102	1392	3584	3537	297	3834
"NH"	2008	"Cheshire"	"Troy"	2	566	428	1003	658	282	980	534	404	998	529	397	965	1006	86	1092
"NH"	2008	"Cheshire"	"Walpole"	2	1404	801	2221	1631	496	2167	1330	813	2186	1307	803	2143	2077	184	2261
"NH"	2008	"Cheshire"	"Westmoreland"	2	680	406	1096	793	239	1052	606	413	1045	639	395	1052	976	138	1114
"NH"	2008	"Cheshire"	"Winchester"	2	1211	681	1918	1329	417	1853	1113	623	1871	1146	581	1809	1780	181	1961
"NH"	2008	"Coos"	"Atk. & Gilmanton Academy Gt"	2			0	0	0	0			0	1832	2177	4094	0	0	0
"NH"	2008	"Coos"	"Bean's Grant"	2			0			0			0			0	0	0	0
"NH"	2008	"Coos"	"Bean's Purchase"	2			0	0	0	0			0			0	0	0	0
"NH"	2008	"Coos"	"Berlin Ward 1"	2	713	278	1011	845	122	993	709	265	1004	701	233	963	982	83	1065
"NH"	2008	"Coos"	"Berlin Ward 2"	2	692	350	1059	869	161	1048	699	330	1059	739	255	1018	996	111	1107
"NH"	2008	"Coos"	"Berlin Ward 3"	2	875	445	1335	1090	204	1318	870	423	1328	910	348	1331	1233	138	1371
"NH"	2008	"Coos"	"Berlin Ward 4"	2	688	284	982	809	118	946	688	254	973	702	202	922	974	56	1030
"NH"	2008	"Coos"	"Cambridge"	2	2	1	3	3		3	2	1	3	2	1	3	3	0	3
"NH"	2008	"Coos"	"Carroll"	2	288	194	486	336	122	469	261	200	480	262	194	466	422	69	491
"NH"	2008	"Coos"	"Chandler's Purchase"	2			0			0			0			0	0	0	0
"NH"	2008	"Coos"	"Clarksville"	2	73	88	162	94	52	153	64	85	156	73	71	149	131	33	164
"NH"	2008	"Coos"	"Colebrook"	2	539	483	1036	726	245	996	491	465	1009	514	408	951	972	87	1059
"NH"	2008	"Coos"	"Columbia"	2	160	181	345	216	107	329	154	172	336	164	142	314	312	37	349
"NH"	2008	"Coos"	"Crawford's Purchase"	2			0			0			0			0	0	0	0
"NH"	2008	"Coos"	"Cutt's Grant"	2			0			0			0			0	0	0	0
"NH"	2008	"Coos"	"Dalton"	2	271	248	525	317	162	498	240	250	509	240	226	482	474	59	533
"NH"	2008	"Coos"	"Dix's Grant"	2			0			0	0	0	0			0	0	0	0
"NH"	2008	"Coos"	"Dixville"	2	15	6	21	15	3	19	12	6	20	12	7	20	19	2	21
"NH"	2008	"Coos"	"Dummer"	2	84	97	182	103	71	177	79	93	178	81	87	172	168	18	186
"NH"	2008	"Coos"	"Errol"	2	97	92	190	108	70	182	66	108	178	72	88	169	176	15	191
"NH"	2008	"Coos"	"Erving's Location"	2			0			0			0			0	0	0	0
"NH"	2008	"Coos"	"Gorham"	2	978	544	1533	1216	259	1500	980	508	1524	1027	414	1463	1463	165	1628
"NH"	2008	"Coos"	"Green's Grant"	2	1		1	1		1	1		1	1		1	1	0	1
"NH"	2008	"Coos"	"Hadley's Purchase"	2			0			0			0			0	0	0	0
"NH"	2008	"Coos"	"Jefferson"	2	276	343	621	365	215	590	255	339	615	274	304	584	570	58	628
"NH"	2008	"Coos"	"Kilkenny"	2			0			0	0	0	0			0	0	0	0
"NH"	2008	"Coos"	"Lancaster"	2	897	765	1680	1087	492	1620	846	752	1647	874	695	1606	1487	215	1702
"NH"	2008	"Coos"	"Low & Burbank's Gt."	2			0			0			0			0	0	0	0
"NH"	2008	"Coos"	"Martin's Location"	2			0			0			0			0	0	0	0
"NH"	2008	"Coos"	"Milan"	2	429	326	761	536	190	736	437	290	745	417	281	713	692	84	776
"NH"	2008	"Coos"	"Millsfield"	2	5	9	16	7	8	15	4	9	14	3	11	15	6	10	16
"NH"	2008	"Coos"	"Northumberland"	2	650	395	1052	763	232	1019	595	378	1019	640	315	976	962	128	1090
"NH"	2008	"Coos"	"Odell"	2			0			0			0			0	0	0	0
"NH"	2008	"Coos"	"Pinkham's Grant"	2	5		5	5		5	5		5	4	1	5	3	2	5
"NH"	2008	"Coos"	"Pittsburg"	2	243	307	550	304	204	508	221	300	521	209	276	485	487	67	554
"NH"	2008	"Coos"	"Randolph"	2	165	84	250	175	55	234	147	95	243	156	77	237	176	75	251
"NH"	2008	"Coos"	"Sargent's Purchase"	2			0			0			0			0	0	0	0
"NH"	2008	"Coos"	"Second College Gt."	2			0			0			0			0	0	0	0
"NH"	2008	"Coos"	"Shelburne"	2	147	128	277	182	78	264	133	133	272	146	109	257	239	40	279
"NH"	2008	"Coos"	"Stark"	2	171	124	297	183	90	283	148	124	289	151	115	271	265	39	304
