state	year	county	precinct	g2004_USP_tv	g2004_USP_dv	g2004_USP_rv	ld	g2004_STH_tv	g2004_STH_dv	g2004_STH_rv	ld10	g2004_STH_tv10	g2004_STH_dv10	g2004_STH_rv10	ld11	g2004_STH_tv11	g2004_STH_dv11	g2004_STH_rv11	ld12	g2004_STH_tv12	g2004_STH_dv12	g2004_STH_rv12	ld13	g2004_STH_tv13	g2004_STH_dv13	g2004_STH_rv13	ld14	g2004_STH_tv14	g2004_STH_dv14	g2004_STH_rv14	ld15	g2004_STH_tv15	g2004_STH_dv15	g2004_STH_rv15	ld16	g2004_STH_tv16	g2004_STH_dv16	g2004_STH_rv16	ld2	g2004_STH_tv2	g2004_STH_dv2	g2004_STH_rv2	ld3	g2004_STH_tv3	g2004_STH_dv3	g2004_STH_rv3	ld4	g2004_STH_tv4	g2004_STH_dv4	g2004_STH_rv4	ld5	g2004_STH_tv5	g2004_STH_dv5	g2004_STH_rv5	ld6	g2004_STH_tv6	g2004_STH_dv6	g2004_STH_rv6	ld7	g2004_STH_tv7	g2004_STH_dv7	g2004_STH_rv7	ld8	g2004_STH_tv8	g2004_STH_dv8	g2004_STH_rv8	ld9	g2004_STH_tv9	g2004_STH_dv9	g2004_STH_rv9	sd	g2004_STS_tv	g2004_STS_dv	g2004_STS_rv	sd2	g2004_STS_tv2	g2004_STS_dv2	g2004_STS_rv2	sd3	g2004_STS_tv3	g2004_STS_dv3	g2004_STS_rv3	cd	g2004_USH_tv	g2004_USH_dv	g2004_USH_rv	cd2	g2004_USH_tv2	g2004_USH_dv2	g2004_USH_rv2	cd3	g2004_USH_tv3	g2004_USH_dv3	g2004_USH_rv3
"TN"	2004	"ANDERSON"	"Andersonville"	729.0	223.0	506.0	38	476	476																																																																										3	653.0	158.0	476.0								
"TN"	2004	"ANDERSON"	"Block House Valley"	203.0	72.0	130.0	33	151	151																																																																										3	186.0	35.0	143.0								
"TN"	2004	"ANDERSON"	"Briceville"	310.0	127.0	179.0	38	189	189																																																																										3	278.0	83.0	187.0								
"TN"	2004	"ANDERSON"	"Claxton"	1472.0	536.0	923.0	33	1119	1119																																																																										3	1330.0	317.0	951.0								
"TN"	2004	"ANDERSON"	"Clinch Valley"	557.0	154.0	398.0	33	399	399																																																																										3	528.0	94.0	416.0								
"TN"	2004	"ANDERSON"	"Clinton"	772.0	300.0	462.0	33	575	575																																																																										3	719.0	131.0	565.0								
"TN"	2004	"ANDERSON"	"Clinton High"	421.0	152.0	264.0	33	316	316																																																																										3	392.0	93.0	282.0								
"TN"	2004	"ANDERSON"	"Clinton Middle Sch"	336.0	117.0	217.0	33	250	250																																																																										3	307.0	68.0	229.0								
"TN"	2004	"ANDERSON"	"Dutch Valley"	488.0	156.0	328.0	33	377	377																																																																										3	445.0	83.0	340.0								
"TN"	2004	"ANDERSON"	"Emory Valley"	633.0	296.0	330.0	33	507	507																																																																										3	614.0	152.0	450.0								
"TN"	2004	"ANDERSON"	"Fairview"	683.0	236.0	434.0	33	502	502																																																																										3	629.0	144.0	456.0								
"TN"	2004	"ANDERSON"	"Glen Alpine"	284.0	118.0	166.0	33	213	213																																																																										3	264.0	84.0	177.0								
"TN"	2004	"ANDERSON"	"Glenwood"	815.0	363.0	439.0	33	640	640																																																																										3	777.0	214.0	530.0								
"TN"	2004	"ANDERSON"	"Hendrix Creek"	613.0	248.0	353.0	33	451	451																																																																										3	584.0	114.0	458.0								
"TN"	2004	"ANDERSON"	"Highland View"	488.0	246.0	233.0	33	400	400																																																																										3	462.0	142.0	297.0								
"TN"	2004	"ANDERSON"	"Lake City"	398.0	185.0	210.0	38	264	264																																																																										3	349.0	113.0	219.0								
"TN"	2004	"ANDERSON"	"Lake City Middle Sch"	845.0	281.0	559.0	38	476	476																																																																										3	744.0	168.0	548.0								
"TN"	2004	"ANDERSON"	"Marlow"	419.0	134.0	279.0	33	324	324																																																																										3	390.0	81.0	290.0								
"TN"	2004	"ANDERSON"	"Norris"	575.0	271.0	298.0	33	442	442																																																																										3	549.0	159.0	361.0								
"TN"	2004	"ANDERSON"	"North Clinton"	525.0	215.0	304.0	33	413	413																																																																										3	480.0	120.0	342.0								
"TN"	2004	"ANDERSON"	"Norwood"	537.0	207.0	325.0	38	359	359																																																																										3	491.0	122.0	347.0								
"TN"	2004	"ANDERSON"	"Oak Ridge City Hall"	393.0	264.0	125.0	33	300	300																																																																										3	355.0	139.0	199.0								
"TN"	2004	"ANDERSON"	"Pine Valley"	705.0	320.0	372.0	33	544	544																																																																										3	666.0	192.0	452.0								
"TN"	2004	"ANDERSON"	"Robertsville"	446.0	204.0	233.0	33	353	353																																																																										3	420.0	125.0	280.0								
"TN"	2004	"ANDERSON"	"Rosedale"	94.0	65.0	27.0	38	70	70																																																																										3	89.0	35.0	51.0								
"TN"	2004	"ANDERSON"	"South Clinton"	577.0	190.0	383.0	33	432	432																																																																										3	533.0	138.0	374.0								
"TN"	2004	"ANDERSON"	"Tri-County"	262.0	77.0	185.0	38	182	182																																																																										3	250.0	46.0	192.0								
"TN"	2004	"ANDERSON"	"West Hills"	676.0	270.0	399.0	33	510	510																																																																										3	636.0	140.0	481.0								
"TN"	2004	"ANDERSON"	"Woodland"	403.0	194.0	203.0	33	316	316																																																																										3	370.0	100.0	251.0								
"TN"	2004	"ANDERSON"	"z-ABSENTEE"	1175.0	541.0	629.0	33	640	640																														38	79	79																																										3	1092.0	401.0	682.0								
"TN"	2004	"ANDERSON"	"z-EARLY 1"	6313.0	2394.0	3875.0	33	3860	3860																														38	539	539																																										3	5846.0	1489.0	4201.0								
"TN"	2004	"ANDERSON"	"z-EARLY 2"	8535.0	3740.0	4742.0	33	5866	5866																														38	401	401																																										3	8008.0	2084.0	5754.0								
"TN"	2004	"BEDFORD"	"01 Wartrace Gym"	646.0	244.0	398.0	62	423	423																																																														16	611.0	267	344.0									6	542.0	368.0	156.0								
"TN"	2004	"BEDFORD"	"02 Bell Buckle Fire"	481.0	155.0	324.0	62	337	337																																																														16	457.0	179	278.0									6	436.0	254.0	168.0								
"TN"	2004	"BEDFORD"	"03 Longview CC"	271.0	95.0	175.0	62	171	171																																																														16	261.0	107	154.0									6	239.0	148.0	87.0								
"TN"	2004	"BEDFORD"	"04 Airport"	654.0	196.0	448.0	62	492	492																																																														16	636.0	262	374.0									6	588.0	355.0	207.0								
"TN"	2004	"BEDFORD"	"05 Rover Baptist"	397.0	137.0	260.0	62	272	272																																																														16	386.0	175	211.0									6	357.0	241.0	111.0								
"TN"	2004	"BEDFORD"	"06 Unionville Fire"	405.0	145.0	258.0	62	308	308																																																														16	398.0	181	217.0									6	379.0	235.0	133.0								
"TN"	2004	"BEDFORD"	"07 Halls Mill CC"	320.0	123.0	196.0	62	192	192																																																														16	316.0	146	170.0									6	290.0	187.0	96.0								
"TN"	2004	"BEDFORD"	"08 Liberty School"	274.0	80.0	192.0	62	187	187																																																														16	265.0	92	173.0									6	250.0	136.0	110.0								
"TN"	2004	"BEDFORD"	"09 Bedford Fire Hall"	418.0	161.0	254.0	62	309	309																																																														16	407.0	193	214.0									6	379.0	254.0	110.0								
"TN"	2004	"BEDFORD"	"10 Wheel Fire Hall"	316.0	107.0	209.0	62	235	235																																																														16	307.0	135	172.0									6	279.0	179.0	94.0								
"TN"	2004	"BEDFORD"	"11 Flat Creek Fire"	593.0	177.0	412.0	62	432	432																																																														16	552.0	215	337.0									6	496.0	302.0	182.0								
"TN"	2004	"BEDFORD"	"12 Raus CC"	191.0	65.0	123.0	62	143	143																																																														16	187.0	68	119.0									6	168.0	88.0	70.0								
"TN"	2004	"BEDFORD"	"13 Normandy Fire"	301.0	103.0	194.0	62	220	220																																																														16	302.0	137	165.0									6	288.0	173.0	105.0								
"TN"	2004	"BEDFORD"	"14 East Side School"	538.0	286.0	250.0	62	443	443																																																														16	522.0	287	235.0									6	499.0	365.0	114.0								
"TN"	2004	"BEDFORD"	"15 Deery Eakin Sch"	757.0	338.0	412.0	62	580	580																																																														16	729.0	343	386.0									6	664.0	474.0	161.0								
"TN"	2004	"BEDFORD"	"16 Thomas School"	516.0	300.0	209.0	62	435	435																																																														16	515.0	311	204.0									6	482.0	364.0	89.0								
"TN"	2004	"BEDFORD"	"17 Courthouse"	235.0	66.0	169.0	62	188	188																																																														16	233.0	80	153.0									6	216.0	127.0	88.0								
"TN"	2004	"BEDFORD"	"18 Southside School"	478.0	188.0	287.0	62	386	386																																																														16	474.0	218	256.0									6	441.0	280.0	139.0								
"TN"	2004	"BEDFORD"	"ABSENTEE"	0.0	0.0	0.0	62	0	0																																																														16	0.0	0	0.0									6	0.0	0.0	0.0								
"TN"	2004	"BEDFORD"	"EARLY"	5915.0	2302.0	3581.0	62	4348	4348																																																														16	5779.0	2577	3202.0									6	5365.0	3449.0	1777.0								
"TN"	2004	"BENTON"	"1 Holladay School"	1180.0	616.0	550.0	75	1154	831	323																																																													24	1105.0	804	301.0									8	1105.0	817.0	288.0								
"TN"	2004	"BENTON"	"2 Camden High School"	1232.0	658.0	569.0	75	1184	943	241																																																													24	1152.0	871	281.0									8	1161.0	933.0	228.0								
"TN"	2004	"BENTON"	"3 Benton Co. Court"	1148.0	629.0	510.0	75	1113	884	229																																																													24	1069.0	801	268.0									8	1059.0	856.0	203.0								
"TN"	2004	"BENTON"	"4 Camden Elementary"	1150.0	673.0	467.0	75	1121	867	254																																																													24	1069.0	827	242.0									8	1077.0	871.0	206.0								
"TN"	2004	"BENTON"	"5 Benton Co. Court"	1149.0	659.0	481.0	75	1132	937	195																																																													24	1083.0	828	255.0									8	1079.0	907.0	172.0								
"TN"	2004	"BENTON"	"6 Big Sandy School"	1231.0	634.0	584.0	75	1194	872	322																																																													24	1145.0	825	320.0									8	1137.0	868.0	269.0								
"TN"	2004	"BENTON"	"ABSENTEE"	0.0	0.0	0.0	75	0	0	0																																																													24	0.0	0	0.0									8	0.0	0.0	0.0								
"TN"	2004	"BENTON"	"EARLY"	0.0	0.0	0.0	75	0	0	0																																																													24	0.0	0	0.0									8	0.0	0.0	0.0								
"TN"	2004	"BLEDSOE"	"1-1 Dill"	179.0	101.0	77.0	25	177	91	86																																																													14	114.0	114										4	169.0	98.0	68.0								
"TN"	2004	"BLEDSOE"	"1-2 Griffith"	126.0	82.0	44.0	25	123	70	53																																																													14	85.0	85										4	125.0	84.0	40.0								
"TN"	2004	"BLEDSOE"	"1-3 Mt. Crest"	287.0	104.0	179.0	25	276	106	170																																																													14	151.0	151										4	281.0	125.0	150.0								
"TN"	2004	"BLEDSOE"	"2-1 Cold Springs"	339.0	174.0	162.0	25	341	147	194																																																													14	210.0	210										4	334.0	193.0	140.0								
"TN"	2004	"BLEDSOE"	"2-2 Luminary"	239.0	63.0	175.0	25	241	57	184																																																													14	140.0	140										4	237.0	77.0	147.0								
"TN"	2004	"BLEDSOE"	"3-1 Brayton"	316.0	66.0	249.0	25	300	59	241																																																													14	131.0	131										4	298.0	63.0	229.0								
"TN"	2004	"BLEDSOE"	"3-2 Rigsby"	376.0	80.0	294.0	25	359	70	289																																																													14	165.0	165										4	351.0	102.0	246.0								
"TN"	2004	"BLEDSOE"	"4-1 Pikeville Out"	214.0	118.0	95.0	25	211	84	127																																																													14	138.0	138										4	207.0	121.0	83.0								
"TN"	2004	"BLEDSOE"	"4-2 Pikeville In"	228.0	112.0	115.0	25	228	99	129																																																													14	143.0	143										4	227.0	118.0	107.0								
"TN"	2004	"BLEDSOE"	"5-1 Bellview"	379.0	112.0	264.0	25	373	96	277																																																													14	163.0	163										4	378.0	120.0	248.0								
"TN"	2004	"BLEDSOE"	"5-2 Nine Mile"	212.0	63.0	149.0	25	211	44	167																																																													14	86.0	86										4	207.0	74.0	131.0								
"TN"	2004	"BLEDSOE"	"6-1 Lee Station"	185.0	115.0	70.0	25	184	101	83																																																													14	127.0	127										4	179.0	111.0	68.0								
"TN"	2004	"BLEDSOE"	"6-2 Lusk"	354.0	198.0	152.0	25	352	199	153																																																													14	247.0	247										4	354.0	237.0	110.0								
"TN"	2004	"BLEDSOE"	"6-3 Sunnyside"	145.0	49.0	86.0	25	135	47	88																																																													14	81.0	81										4	137.0	59.0	72.0								
"TN"	2004	"BLEDSOE"	"6-4 Brayton 6"	27.0	12.0	15.0	25	26	9	17																																																													14	13.0	13										4	27.0	11.0	16.0								
"TN"	2004	"BLEDSOE"	"ABSENTEE"	0.0	0.0	0.0	25	0	0	0																																																													14	0.0	0										4	0.0	0.0	0.0								
"TN"	2004	"BLEDSOE"	"EARLY"	1203.0	478.0	723.0	25	1171	459	712																																																													14	659.0	659										4	1191.0	552.0	632.0								
"TN"	2004	"BLOUNT"	"01 Alcoa"	1437.0	413.0	1007.0	8	1135		1135																																																													8	1312.0	371	809.0									2	1358.0	192.0	1136.0								
"TN"	2004	"BLOUNT"	"02 Martin L King"	667.0	435.0	225.0	8	383		383																																																													8	599.0	363	212.0									2	595.0	240.0	338.0								
"TN"	2004	"BLOUNT"	"03 Big Springs"	548.0	149.0	396.0	20	437		437																																																													8	509.0	135	355.0									2	520.0	76.0	431.0								
"TN"	2004	"BLOUNT"	"04 Will Blount Mid"	1785.0	496.0	1267.0	20	1415		1415																																																													8	1675.0	443	1163.0									2	1712.0	279.0	1401.0								
"TN"	2004	"BLOUNT"	"05 Pellissippi"	807.0	238.0	557.0	20	617		617																																																													8	749.0	203	502.0									2	763.0	133.0	613.0								
"TN"	2004	"BLOUNT"	"06 Beech Grove"	1294.0	496.0	776.0	8	956		956																																																													8	1185.0	436	681.0									2	1232.0	282.0	921.0								
"TN"	2004	"BLOUNT"	"07 Chilhowee View"	1038.0	338.0	691.0	8	749		749																																																													8	989.0	316	627.0									2	977.0	197.0	761.0								
"TN"	2004	"BLOUNT"	"08 Eagleton 20th"	437.0	105.0	327.0	20	333		333																																																													8	398.0	87	284.0									2	416.0	50.0	355.0								
"TN"	2004	"BLOUNT"	"09 Eagleton 8th"	450.0	137.0	309.0	8	355		355																																																													8	423.0	118	286.0									2	424.0	73.0	343.0								
"TN"	2004	"BLOUNT"	"10 Eagleton Caf,"	1017.0	334.0	675.0	20	782		782																																																													8	948.0	285	607.0									2	946.0	152.0	771.0								
"TN"	2004	"BLOUNT"	"11 Everett"	812.0	263.0	538.0	20	601		601																																																													8	742.0	247	455.0									2	757.0	158.0	578.0								
"TN"	2004	"BLOUNT"	"12 Rockford 20th"	110.0	39.0	66.0	20	83		83																																																													8	101.0	29	65.0									2	102.0	20.0	80.0								
"TN"	2004	"BLOUNT"	"13 Fairview County"	989.0	262.0	717.0	20	787		787																																																													8	934.0	233	638.0									2	942.0	135.0	786.0								
"TN"	2004	"BLOUNT"	"14 Friendsville Cnty"	512.0	145.0	355.0	20	403		403																																																													8	468.0	139	317.0									2	486.0	80.0	400.0								
"TN"	2004	"BLOUNT"	"15 Friendsville City"	331.0	69.0	258.0	20	266		266																																																													8	302.0	60	230.0									2	309.0	38.0	266.0								
"TN"	2004	"BLOUNT"	"16 Happy Valley"	71.0	38.0	33.0	8	43		43																																																													8	63.0	33	30.0									2	62.0	22.0	39.0								
"TN"	2004	"BLOUNT"	"17 Carpenters"	1001.0	245.0	748.0	8	793		793																																																													8	940.0	225	662.0									2	952.0	120.0	818.0								
"TN"	2004	"BLOUNT"	"18 Heritage"	813.0	241.0	564.0	8	638		638																																																													8	767.0	207	515.0									2	777.0	131.0	631.0								
"TN"	2004	"BLOUNT"	"19 John Sevier"	1121.0	320.0	786.0	20	893		893																																																													8	1043.0	288	706.0									2	1057.0	165.0	868.0								
"TN"	2004	"BLOUNT"	"20 Lanier"	1159.0	340.0	806.0	20	904		904																																																													8	1071.0	317	698.0									2	1096.0	204.0	874.0								
"TN"	2004	"BLOUNT"	"21 Louisville 20th"	765.0	248.0	511.0	20	589		589																																																													8	700.0	220	449.0									2	732.0	127.0	594.0								
"TN"	2004	"BLOUNT"	"22 Maryville College"	822.0	301.0	509.0	20	643		643																																																													8	758.0	291	417.0									2	759.0	157.0	575.0								
"TN"	2004	"BLOUNT"	"23 Maryville HS"	1116.0	357.0	748.0	20	900		900																																																													8	1050.0	315	674.0									2	1069.0	184.0	862.0								
"TN"	2004	"BLOUNT"	"24 Maryville Mid Sch"	1212.0	371.0	829.0	20	983		983																																																													8	1127.0	342	736.0									2	1159.0	162.0	976.0								
"TN"	2004	"BLOUNT"	"25 Maryville City"	533.0	219.0	311.0	20	393		393																																																													8	497.0	193	276.0									2	490.0	118.0	355.0								
"TN"	2004	"BLOUNT"	"26 Mentor"	510.0	169.0	336.0	8	382		382																																																													8	475.0	157	296.0									2	480.0	100.0	367.0								
"TN"	2004	"BLOUNT"	"27 Miser Station"	687.0	243.0	435.0	20	529		529																																																													8	640.0	204	410.0									2	649.0	121.0	516.0								
"TN"	2004	"BLOUNT"	"28 Montvale"	1763.0	470.0	1275.0	8	1409		1409																																																													8	1655.0	439	1139.0									2	1686.0	274.0	1388.0								
"TN"	2004	"BLOUNT"	"29 Middlesettlements"	349.0	114.0	231.0	20	280		280																																																													8	332.0	95	222.0									2	338.0	49.0	284.0								
"TN"	2004	"BLOUNT"	"30 Oak View"	1072.0	282.0	785.0	8	878		878																																																													8	1022.0	260	723.0									2	1036.0	150.0	864.0								
"TN"	2004	"BLOUNT"	"31 Porter"	953.0	237.0	700.0	8	780		780																																																													8	891.0	241	586.0									2	910.0	103.0	796.0								
"TN"	2004	"BLOUNT"	"32 Rockford County"	691.0	281.0	405.0	8	479		479																																																													8	636.0	237	373.0									2	650.0	145.0	495.0								
"TN"	2004	"BLOUNT"	"33 Rockford City"	354.0	118.0	233.0	8	263		263																																																													8	331.0	106	210.0									2	336.0	52.0	274.0								
"TN"	2004	"BLOUNT"	"34 Shooks Gap"	1108.0	311.0	789.0	8	862		862																																																													8	1014.0	294	681.0									2	1054.0	173.0	862.0								
"TN"	2004	"BLOUNT"	"35 Townsend County"	790.0	251.0	534.0	8	567		567																																																													8	708.0	215	464.0									2	740.0	147.0	578.0								
"TN"	2004	"BLOUNT"	"36 Townsend City"	189.0	65.0	123.0	8	137		137																																																													8	174.0	58	112.0									2	174.0	36.0	135.0								
"TN"	2004	"BLOUNT"	"37 Board Ed Cnty"	265.0	102.0	162.0	20	193		193																																																													8	242.0	79	146.0									2	247.0	54.0	189.0								
"TN"	2004	"BLOUNT"	"38 Board Ed City"	949.0	311.0	630.0	20	716		716																																																													8	888.0	288	564.0									2	889.0	146.0	729.0								
"TN"	2004	"BLOUNT"	"39 Walland"	541.0	173.0	361.0	8	414		414																																																													8	500.0	137	338.0									2	507.0	84.0	417.0								
"TN"	2004	"BLOUNT"	"40 Will Blount Cnty"	1170.0	307.0	850.0	20	890		890																																																													8	1081.0	252	780.0									2	1104.0	155.0	931.0								
"TN"	2004	"BLOUNT"	"41 Maryville County"	242.0	71.0	169.0	20	188		188																																																													8	225.0	57	155.0									2	231.0	37.0	189.0								
"TN"	2004	"BLOUNT"	"42 Will Blount City"	153.0	64.0	89.0	20	123		123																																																													8	146.0	44	94.0									2	150.0	35.0	108.0								
"TN"	2004	"BLOUNT"	"43 Fairview City"	38.0	3.0	35.0	20	37		37																																																													8	38.0	2	32.0									2	37.0	0.0	37.0								
"TN"	2004	"BLOUNT"	"44 Alcoa Rockford"	22.0	10.0	11.0	8	12		12																																																													8	18.0	10	7.0									2	20.0	3.0	17.0								
"TN"	2004	"BLOUNT"	"45 Beech Grove Alcoa"	73.0	27.0	46.0	8	60		60																																																													8	66.0	28	36.0									2	72.0	15.0	55.0								
"TN"	2004	"BLOUNT"	"46 Mentor Alcoa"	82.0	20.0	61.0	8	68		68																																																													8	77.0	16	58.0									2	78.0	12.0	66.0								
"TN"	2004	"BLOUNT"	"47 Pellissippi Alcoa"	18.0	5.0	13.0	20	13		13																																																													8	17.0	3	14.0									2	15.0	3.0	12.0								
"TN"	2004	"BLOUNT"	"48 Pellissippi Mary"	10.0	2.0	8.0	20	8		8																																																													8	9.0	1	8.0									2	9.0	1.0	8.0								
"TN"	2004	"BLOUNT"	"49 Rockford Alcoa"	22.0	10.0	11.0	8	15		15																																																													8	20.0	10	8.0									2	20.0	5.0	15.0								
"TN"	2004	"BLOUNT"	"50 Eagleton Alcoa"	12.0	4.0	8.0	20	9		9																																																													8	12.0	5	6.0									2	12.0	1.0	11.0								
"TN"	2004	"BLOUNT"	"51 Louisville 8th"	39.0	13.0	25.0	8	29		29																																																													8	38.0	13	22.0									2	37.0	8.0	28.0								
"TN"	2004	"BLOUNT"	"z-EARLY 1"	6396.0	1943.0	4420.0	8	4650		4650																													20	0		0																													8	5930.0	1667	4092.0									2	5944.0	1002.0	4825.0								
"TN"	2004	"BLOUNT"	"z-EARLY 2"	9367.0	2842.0	6487.0	20	7071		7071																													8	0		0																													8	8647.0	2358	6056.0									2	8771.0	1414.0	7209.0								
"TN"	2004	"BLOUNT"	"zz-ABSENTEE"	0.0	0.0	0.0	8	0		0																													20	0		0																													8	0.0	0	0.0									2	0.0	0.0	0.0								
"TN"	2004	"BRADLEY"	"101-1 McDonald"	555.0	147.0	402.0	24	406		406																																																																									3	536.0	152.0	369.0								
"TN"	2004	"BRADLEY"	"102-1 Prospect"	917.0	203.0	707.0	24	732		732																																																																									3	890.0	206.0	656.0								
"TN"	2004	"BRADLEY"	"103-1 Hopewell"	703.0	167.0	532.0	22	560		560																																																																									3	689.0	190.0	483.0								
"TN"	2004	"BRADLEY"	"201-1 E.L. Ross"	1131.0	262.0	861.0	24	948		948																																																																									3	1110.0	276.0	808.0								
"TN"	2004	"BRADLEY"	"202-1 Charleston"	858.0	308.0	542.0	22	585		585																																																																									3	823.0	285.0	522.0								
"TN"	2004	"BRADLEY"	"301-1 Mayfield"	1015.0	254.0	753.0	24	718		718																																																																									3	948.0	212.0	701.0								
"TN"	2004	"BRADLEY"	"302-1 Senior Center"	797.0	219.0	570.0	24	621		621																																																																									3	763.0	216.0	536.0								
"TN"	2004	"BRADLEY"	"401-1 Oak Grove"	804.0	210.0	587.0	22	616		616																																																																									3	771.0	209.0	543.0								
"TN"	2004	"BRADLEY"	"402-1 Michigan Ave"	937.0	258.0	671.0	22	654		654																																																																									3	892.0	257.0	615.0								
"TN"	2004	"BRADLEY"	"501-1 T.C. Bower"	763.0	252.0	500.0	24	520		520																																																																									3	736.0	241.0	469.0								
"TN"	2004	"BRADLEY"	"502-1 Community Svc"	421.0	186.0	233.0	24	250		250																																																																									3	395.0	179.0	207.0								
"TN"	2004	"BRADLEY"	"601-1 Valley View"	622.0	168.0	451.0	22	483		483																																																																									3	613.0	172.0	421.0								
"TN"	2004	"BRADLEY"	"602-1 Blue Springs"	573.0	143.0	420.0	22	440		440																																																																									3	558.0	145.0	396.0								
"TN"	2004	"BRADLEY"	"603-1 Waterville"	431.0	122.0	302.0	24	348		348																																																																									3	425.0	124.0	289.0								
"TN"	2004	"BRADLEY"	"604-1 Black Fox"	454.0	105.0	339.0	22	344		344																																																																									3	440.0	96.0	333.0								
"TN"	2004	"BRADLEY"	"701-1 Stuart"	1016.0	327.0	677.0	24	807		807																																																																									3	995.0	310.0	661.0								
"TN"	2004	"BRADLEY"	"702-1 Cleveland High"	596.0	204.0	383.0	24	442		442																																																																									3	580.0	192.0	371.0								
"TN"	2004	"BRADLEY"	"ABSENTEE"	14.0	5.0	9.0	24	6		6																													22	3		3																																									3	13.0	3.0	10.0								
"TN"	2004	"BRADLEY"	"EARLY"	23030.0	5891.0	17012.0	24	11457		11457																													22	5838		5838																																									3	22420.0	5511.0	16553.0								
"TN"	2004	"CAMPBELL"	"Caryville"	662.0	286.0	370.0	36	625	257	368																																																													12	614.0	310	304.0									4	588.0	356.0	220.0								
"TN"	2004	"CAMPBELL"	"Clinchmore"	72.0	60.0	11.0	36	53	49	4																																																													12	61.0	55	6.0									4	59.0	52.0	5.0								
"TN"	2004	"CAMPBELL"	"College Hill"	185.0	89.0	95.0	36	175	92	83																																																													12	177.0	115	62.0									4	173.0	122.0	49.0								
"TN"	2004	"CAMPBELL"	"Coolidge"	267.0	126.0	139.0	36	247	133	114																																																													12	256.0	143	113.0									4	244.0	161.0	79.0								
"TN"	2004	"CAMPBELL"	"Davis Chapel"	474.0	151.0	319.0	36	437	161	276																																																													12	435.0	186	249.0									4	419.0	216.0	198.0								
"TN"	2004	"CAMPBELL"	"Demory"	483.0	157.0	320.0	36	436	164	272																																																													12	448.0	192	256.0									4	420.0	204.0	211.0								
"TN"	2004	"CAMPBELL"	"East LaFollette"	700.0	356.0	341.0	36	603	273	330																																																													12	617.0	336	281.0									4	584.0	418.0	153.0								
"TN"	2004	"CAMPBELL"	"Elk Valley"	238.0	102.0	135.0	36	209	82	127																																																													12	240.0	59	181.0									4	212.0	115.0	96.0								
"TN"	2004	"CAMPBELL"	"Firehall"	320.0	107.0	212.0	36	305	117	188																																																													12	306.0	126	180.0									4	295.0	173.0	119.0								
"TN"	2004	"CAMPBELL"	"Habersham"	297.0	130.0	163.0	36	263	123	140																																																													12	267.0	129	138.0									4	259.0	149.0	105.0								
"TN"	2004	"CAMPBELL"	"Jacksboro"	533.0	200.0	328.0	36	504	165	339																																																													12	505.0	218	287.0									4	484.0	260.0	216.0								
"TN"	2004	"CAMPBELL"	"Jacksboro Station"	691.0	258.0	429.0	36	666	285	381																																																													12	642.0	325	317.0									4	641.0	401.0	235.0								
"TN"	2004	"CAMPBELL"	"Jellico"	580.0	268.0	308.0	36	514	198	316																																																													12	560.0	173	387.0									4	524.0	302.0	216.0								
"TN"	2004	"CAMPBELL"	"Jr. High"	221.0	70.0	149.0	36	207	80	127																																																													12	204.0	96	108.0									4	200.0	113.0	85.0								
"TN"	2004	"CAMPBELL"	"Newcomb"	278.0	156.0	119.0	36	260	144	116																																																													12	286.0	102	184.0									4	257.0	166.0	87.0								
"TN"	2004	"CAMPBELL"	"Pinecrest"	202.0	99.0	103.0	36	194	94	100																																																													12	186.0	111	75.0									4	178.0	125.0	50.0								
"TN"	2004	"CAMPBELL"	"Ridgewood"	538.0	236.0	300.0	36	498	222	276																																																													12	494.0	285	209.0									4	476.0	285.0	179.0								
"TN"	2004	"CAMPBELL"	"Valley View"	819.0	305.0	508.0	36	765	306	459																																																													12	762.0	363	399.0									4	742.0	434.0	295.0								
"TN"	2004	"CAMPBELL"	"Well Springs"	199.0	76.0	118.0	36	181	73	108																																																													12	178.0	87	91.0									4	181.0	93.0	85.0								
"TN"	2004	"CAMPBELL"	"West LaFollette"	520.0	269.0	245.0	36	454	205	249																																																													12	473.0	269	204.0									4	445.0	306.0	120.0								
"TN"	2004	"CAMPBELL"	"White Oak"	285.0	211.0	72.0	36	244	157	87																																																													12	275.0	150	125.0									4	254.0	196.0	56.0								
"TN"	2004	"CAMPBELL"	"z-ABSENTEE"	5554.0	2451.0	3075.0	36	5061	2180	2881																																																													12	5212.0	2524	2688.0									4	4993.0	2878.0	2068.0								
"TN"	2004	"CAMPBELL"	"z-EARLY"	0.0	0.0	0.0	36	0	0	0																																																													12	0.0	0	0.0									4	0.0	0.0	0.0								
"TN"	2004	"CANNON"	"11 Westside"	665.0	269.0	393.0	46	489	489																																																																										6	634.0	467.0	154.0								
"TN"	2004	"CANNON"	"21 Auburntown"	297.0	105.0	186.0	46	202	202																																																																										6	277.0	198.0	75.0								
"TN"	2004	"CANNON"	"22 Gassaway"	152.0	74.0	77.0	46	105	105																																																																										6	143.0	113.0	28.0								
"TN"	2004	"CANNON"	"23 Pleasant Ridge"	168.0	54.0	114.0	46	111	111																																																																										6	156.0	106.0	46.0								
"TN"	2004	"CANNON"	"24 Short Mountain"	154.0	94.0	60.0	46	110	110																																																																										6	146.0	117.0	27.0								
"TN"	2004	"CANNON"	"32 Woodland"	583.0	226.0	354.0	46	408	408																																																																										6	544.0	384.0	145.0								
