state	year	county	precinct	g2004_USP_tv	g2004_USP_dv	g2004_USP_rv	ld	g2004_STH_tv	g2004_STH_dv	g2004_STH_rv	ld10	g2004_STH_tv10	g2004_STH_dv10	g2004_STH_rv10	ld11	g2004_STH_tv11	g2004_STH_dv11	g2004_STH_rv11	ld12	g2004_STH_tv12	g2004_STH_dv12	g2004_STH_rv12	ld13	g2004_STH_tv13	g2004_STH_dv13	g2004_STH_rv13	ld14	g2004_STH_tv14	g2004_STH_dv14	g2004_STH_rv14	ld15	g2004_STH_tv15	g2004_STH_dv15	g2004_STH_rv15	ld16	g2004_STH_tv16	g2004_STH_dv16	g2004_STH_rv16	ld2	g2004_STH_tv2	g2004_STH_dv2	g2004_STH_rv2	ld3	g2004_STH_tv3	g2004_STH_dv3	g2004_STH_rv3	ld4	g2004_STH_tv4	g2004_STH_dv4	g2004_STH_rv4	ld5	g2004_STH_tv5	g2004_STH_dv5	g2004_STH_rv5	ld6	g2004_STH_tv6	g2004_STH_dv6	g2004_STH_rv6	ld7	g2004_STH_tv7	g2004_STH_dv7	g2004_STH_rv7	ld8	g2004_STH_tv8	g2004_STH_dv8	g2004_STH_rv8	ld9	g2004_STH_tv9	g2004_STH_dv9	g2004_STH_rv9	sd	g2004_STS_tv	g2004_STS_dv	g2004_STS_rv	sd2	g2004_STS_tv2	g2004_STS_dv2	g2004_STS_rv2	sd3	g2004_STS_tv3	g2004_STS_dv3	g2004_STS_rv3	cd	g2004_USH_tv	g2004_USH_dv	g2004_USH_rv	cd2	g2004_USH_tv2	g2004_USH_dv2	g2004_USH_rv2	cd3	g2004_USH_tv3	g2004_USH_dv3	g2004_USH_rv3
"TN"	2004	"CUMBERLAND"	"6 Grassy Cove"	213.0	64.0	147.0	25	203	75	128																																																																									4	200.0	102.0	95.0								
"TN"	2004	"CUMBERLAND"	"6 Hebbertsburg"	78.0	22.0	54.0	25	77	23	54																																																																									4	76.0	37.0	36.0								
"TN"	2004	"CUMBERLAND"	"6 Ozone-Pineview"	534.0	240.0	289.0	25	493	259	234																																																																									4	515.0	358.0	150.0								
"TN"	2004	"CUMBERLAND"	"7 Mayland"	565.0	231.0	327.0	25	539	233	306																																																																									4	546.0	326.0	211.0								
"TN"	2004	"CUMBERLAND"	"7 Rinnie"	281.0	63.0	215.0	25	258	78	180																																																																									4	270.0	158.0	107.0								
"TN"	2004	"CUMBERLAND"	"7 Woody"	543.0	221.0	317.0	25	517	251	266																																																																									4	520.0	322.0	193.0								
"TN"	2004	"CUMBERLAND"	"8 Midway"	197.0	44.0	153.0	25	192	38	154																																																																									4	189.0	78.0	107.0								
"TN"	2004	"CUMBERLAND"	"8 Pleasant Hill"	608.0	293.0	312.0	25	576	310	266																																																																									4	574.0	374.0	191.0								
"TN"	2004	"CUMBERLAND"	"8 Pomona"	523.0	188.0	327.0	25	501	208	293																																																																									4	499.0	277.0	218.0								
"TN"	2004	"CUMBERLAND"	"9 Fairfield Glade"	1191.0	380.0	801.0	25	1158	468	690																																																																									4	1149.0	472.0	656.0								
"TN"	2004	"CUMBERLAND"	"ABSENTEE"	723.0	252.0	463.0	25	687	301	386																																																																									4	677.0	288.0	372.0								
"TN"	2004	"CUMBERLAND"	"EARLY"	12234.0	4130.0	8034.0	25	11786	5015	6771																																																																									4	11734.0	5754.0	5848.0								
"TN"	2004	"DAVIDSON"	"01-1 Joelton Baptist"	1228.0	415.0	807.0	50	1127	830	297																																																													20	866.0	866										5	1113.0	759.0	354.0								
"TN"	2004	"DAVIDSON"	"01-2 Morny School"	355.0	139.0	214.0	50	334	247	87																																																																									5	317.0	224.0	93.0								
"TN"	2004	"DAVIDSON"	"01-3 Temple Baptist"	185.0	105.0	78.0	50	162	121	41																																																																									5	167.0	124.0	43.0								
"TN"	2004	"DAVIDSON"	"01-4 Scottsboro CC"	289.0	125.0	163.0	50	262	185	77																																																																									5	260.0	183.0	77.0								
"TN"	2004	"DAVIDSON"	"01-5 Bordeaux Libr"	198.0	177.0	18.0	55	162	162																																																																										5	183.0	170.0	13.0								
"TN"	2004	"DAVIDSON"	"01-6 Pentecostal Tab"	828.0	782.0	44.0	54	703	703																																																																										5	711.0	665.0	46.0								
"TN"	2004	"DAVIDSON"	"02-1 Haynes Mid Sch"	667.0	638.0	29.0	54	585	585																																																																										5	579.0	555.0	24.0								
"TN"	2004	"DAVIDSON"	"02-2 Whites Crk #25"	608.0	571.0	37.0	54	467	467																														52	4	3	1																																									5	541.0	508.0	33.0								
"TN"	2004	"DAVIDSON"	"02-3 First Apostolic"	303.0	256.0	46.0	54	184	184																														52	22	9	13																																									5	279.0	251.0	28.0								
"TN"	2004	"DAVIDSON"	"02-4 First Apostolic"	0.0	0.0	0.0	52	0	0	0																																																													20	0.0	0										5	0.0	0.0	0.0								
"TN"	2004	"DAVIDSON"	"02-5 Looby Comm Ctr"	466.0	406.0	59.0	54	352	352																																																																										5	372.0	337.0	35.0								
"TN"	2004	"DAVIDSON"	"02-6 Northwest YMCA"	339.0	285.0	47.0	54	285	285																																																																										5	307.0	271.0	36.0								
"TN"	2004	"DAVIDSON"	"03-1 Union Hill Bapt"	513.0	181.0	331.0	50	471	305	166																																																													20	368.0	368										5	475.0	302.0	173.0								
"TN"	2004	"DAVIDSON"	"03-2 Joelton Elem"	287.0	112.0	169.0	50	267	203	64																																																													20	214.0	214										5	254.0	178.0	76.0								
"TN"	2004	"DAVIDSON"	"03-4 Alex Green Sch"	187.0	122.0	64.0	54	91	91																														50	66	49	17																																									5	166.0	129.0	37.0								
"TN"	2004	"DAVIDSON"	"03-5 Bellshire Elem"	471.0	259.0	211.0	54	346	346																																																														20	374.0	374										5	425.0	305.0	120.0								
"TN"	2004	"DAVIDSON"	"03-6 Old Brick Chur"	484.0	457.0	25.0	50	454	428	26																																																																									5	427.0	403.0	24.0								
"TN"	2004	"DAVIDSON"	"03-7 New Brick Chur"	912.0	831.0	76.0	54	613	613																														50	190	175	15																																									5	824.0	768.0	56.0								
"TN"	2004	"DAVIDSON"	"03-8 Davidson Acad"	392.0	249.0	140.0	50	354	281	73																																																													20	297.0	297										5	343.0	282.0	61.0								
"TN"	2004	"DAVIDSON"	"04-1 Madison Sta Sen"	681.0	336.0	338.0	50	617	419	198																																																													20	506.0	506										5	614.0	420.0	194.0								
"TN"	2004	"DAVIDSON"	"04-2 Madison Library"	473.0	257.0	212.0	50	409	279	130																																																													20	371.0	371										5	422.0	315.0	107.0								
"TN"	2004	"DAVIDSON"	"04-3 Chadwell School"	24.0	19.0	5.0	52	20	15	5																																																																									5	20.0	17.0	3.0								
"TN"	2004	"DAVIDSON"	"04-4 St. Joseph"	777.0	497.0	269.0	51	628	423	205																													52	45	19	26																													20	588.0	588										5	707.0	545.0	162.0								
"TN"	2004	"DAVIDSON"	"05-1 Highland Height"	295.0	216.0	77.0	52	269	159	110																																																																									5	263.0	213.0	50.0								
"TN"	2004	"DAVIDSON"	"05-2 Cleveland St CC"	1004.0	926.0	75.0	58	826	826																																																																										5	831.0	764.0	67.0								
"TN"	2004	"DAVIDSON"	"05-3 Eastland Bapt"	93.0	80.0	13.0	52	85	58	27																																																													20	77.0	77										5	82.0	66.0	16.0								
"TN"	2004	"DAVIDSON"	"05-4 McFerrin CC"	324.0	309.0	14.0	58	246	246																																																																										5	260.0	242.0	18.0								
"TN"	2004	"DAVIDSON"	"05-5 Ross Elem"	521.0	456.0	64.0	58	452	452																																																																										5	459.0	413.0	46.0								
"TN"	2004	"DAVIDSON"	"06-1 East Nashville"	903.0	670.0	221.0	52	838	629	209																																																																									5	812.0	677.0	135.0								
"TN"	2004	"DAVIDSON"	"06-2 Shelby CC"	942.0	690.0	241.0	52	852	617	235																																																													20	722.0	722										5	832.0	694.0	138.0								
"TN"	2004	"DAVIDSON"	"06-3 East Park CC"	549.0	516.0	31.0	58	414	414																																																																										5	433.0	397.0	36.0								
"TN"	2004	"DAVIDSON"	"06-4 Headqtrs Fire"	130.0	74.0	53.0	58	103	103																																																																										5	118.0	81.0	37.0								
"TN"	2004	"DAVIDSON"	"06-5 Cora Howe Elem"	716.0	535.0	172.0	52	641	466	175																																																																									5	623.0	514.0	109.0								
"TN"	2004	"DAVIDSON"	"07-1 Stratford HS"	837.0	532.0	297.0	52	769	412	357																																																													20	644.0	644										5	736.0	580.0	156.0								
"TN"	2004	"DAVIDSON"	"07-2 Dalewood UMC"	795.0	424.0	362.0	51	699	449	250																																																													20	620.0	620										5	723.0	551.0	172.0								
"TN"	2004	"DAVIDSON"	"07-3 Memorial Luther"	844.0	774.0	67.0	52	772	632	140																													51	10	8	2																																									5	782.0	725.0	57.0								
"TN"	2004	"DAVIDSON"	"07-4 Cornelia Fort"	450.0	275.0	167.0	52	421	251	170																																																													20	349.0	349										5	401.0	324.0	77.0								
"TN"	2004	"DAVIDSON"	"07-5 Aldersgate UMC"	269.0	190.0	77.0	52	252	177	75																																																																									5	239.0	198.0	41.0								
"TN"	2004	"DAVIDSON"	"08-1 Tom Joy"	612.0	483.0	125.0	52	574	342	232																																																																									5	533.0	460.0	73.0								
"TN"	2004	"DAVIDSON"	"08-2 Gra-Mar School"	723.0	490.0	228.0	52	682	396	286																																																													20	574.0	574										5	663.0	526.0	137.0								
"TN"	2004	"DAVIDSON"	"08-3 Brush Hill Cumb"	905.0	438.0	452.0	51	777	510	267																																																													20	637.0	637										5	803.0	574.0	229.0								
"TN"	2004	"DAVIDSON"	"08-4 Dalewood Bapt"	827.0	512.0	302.0	51	726	512	214																																																													20	658.0	658										5	764.0	586.0	178.0								
"TN"	2004	"DAVIDSON"	"09-1 Madison Park CC"	724.0	439.0	279.0	51	622	422	200																													50	0	0	0																													20	560.0	560										5	641.0	493.0	148.0								
"TN"	2004	"DAVIDSON"	"09-2 Madison Library"	291.0	159.0	127.0	51	237	158	79																																																													20	212.0	212										5	245.0	184.0	61.0								
"TN"	2004	"DAVIDSON"	"09-3 Neely's Bend MS"	1080.0	621.0	452.0	51	948	662	286																																																													20	840.0	840										5	957.0	714.0	243.0								
"TN"	2004	"DAVIDSON"	"10-1 Luton's UMC"	529.0	173.0	351.0	50	479	306	173																																																													20	364.0	364										5	460.0	276.0	184.0								
"TN"	2004	"DAVIDSON"	"10-2  Walker Crk UMC"	252.0	75.0	176.0	50	226	136	90																																																													20	169.0	169										5	219.0	143.0	76.0								
"TN"	2004	"DAVIDSON"	"10-3 Goodlettsville"	952.0	384.0	560.0	50	831	516	315																																																													20	726.0	726										5	844.0	552.0	292.0								
"TN"	2004	"DAVIDSON"	"10-4 First Baptist"	1113.0	508.0	602.0	50	967	673	294																																																													20	865.0	865										5	975.0	688.0	287.0								
"TN"	2004	"DAVIDSON"	"10-5 Parkway Baptist"	575.0	273.0	298.0	50	499	348	151																																																													20	413.0	413										5	506.0	344.0	162.0								
"TN"	2004	"DAVIDSON"	"10-6 Gateway School"	372.0	166.0	202.0	50	324	211	113																																																													20	284.0	284										5	328.0	212.0	116.0								
"TN"	2004	"DAVIDSON"	"11-1 Old Hickory CC"	1369.0	641.0	723.0	51	1260	820	440																																																													20	1030.0	1030										5	1232.0	852.0	380.0								
"TN"	2004	"DAVIDSON"	"11-2 Lakewood City"	668.0	268.0	393.0	51	584	355	229																																																													20	466.0	466										5	577.0	397.0	180.0								
"TN"	2004	"DAVIDSON"	"11-3 Andrew Jackson"	1366.0	443.0	910.0	51	1236	620	616																													60	3	3																														20	975.0	975										5	1221.0	710.0	511.0								
"TN"	2004	"DAVIDSON"	"11-4 DuPont-Tyler"	306.0	125.0	179.0	51	277	134	143																																																													20	224.0	224										5	274.0	176.0	98.0								
"TN"	2004	"DAVIDSON"	"12-1 Hermitage Presb"	1085.0	458.0	615.0	51	982	498	484																																																													20	817.0	817										5	1000.0	624.0	376.0								
"TN"	2004	"DAVIDSON"	"12-3 Harvest Intl Ch"	383.0	168.0	210.0	60	293	293																																																														20	282.0	282										5	344.0	216.0	128.0								
"TN"	2004	"DAVIDSON"	"12-4 Central Pike Ch"	1429.0	535.0	882.0	60	1143	1143																																																														20	1078.0	1078										5	1292.0	762.0	530.0								
"TN"	2004	"DAVIDSON"	"13-1 Glenview School"	451.0	294.0	154.0	52	420	244	176																																																																									5	417.0	321.0	96.0								
"TN"	2004	"DAVIDSON"	"13-2 Glengarry Sch"	662.0	326.0	326.0	53	601	380	221																																																																									5	586.0	417.0	169.0								
"TN"	2004	"DAVIDSON"	"13-3 Vultee Firehall"	495.0	292.0	199.0	53	457	292	165																																																																									5	450.0	320.0	130.0								
"TN"	2004	"DAVIDSON"	"13-4 Pleasant Hill"	1372.0	595.0	767.0	60	1083	1083																																																														20	1039.0	1039										5	1235.0	796.0	439.0								
"TN"	2004	"DAVIDSON"	"14-1 Hermitage Hills"	697.0	285.0	407.0	60	422	422																														51	131	72	59																													20	525.0	525										5	634.0	368.0	266.0								
"TN"	2004	"DAVIDSON"	"14-2 Hermitage Sch"	661.0	247.0	405.0	60	525	525																																																														20	481.0	481										5	595.0	398.0	197.0								
"TN"	2004	"DAVIDSON"	"14-3 Tenn Sch Blind"	600.0	246.0	349.0	60	488	488																																																														20	455.0	455										5	535.0	333.0	202.0								
"TN"	2004	"DAVIDSON"	"14-5 Hickman School"	877.0	410.0	458.0	60	725	725																																																														20	660.0	660										5	775.0	558.0	217.0								
"TN"	2004	"DAVIDSON"	"15-1 Two Rivers Sch"	1049.0	433.0	608.0	51	934	585	349																																																													20	779.0	779										5	944.0	609.0	335.0								
"TN"	2004	"DAVIDSON"	"15-2 Donelson UMC"	854.0	330.0	514.0	60	660	660																																																														20	601.0	601										5	762.0	490.0	272.0								
"TN"	2004	"DAVIDSON"	"15-3 Donelson Lib"	712.0	301.0	393.0	60	587	587																																																														20	538.0	538										5	650.0	437.0	213.0								
"TN"	2004	"DAVIDSON"	"15-4 Margaret Allen"	442.0	208.0	231.0	60	335	335																																																														20	320.0	320										5	379.0	277.0	102.0								
"TN"	2004	"DAVIDSON"	"15-5 Vultee Church"	60.0	41.0	19.0	52	58	43	15																																																																									5	59.0	44.0	15.0								
"TN"	2004	"DAVIDSON"	"15-7 Margaret Allen"	45.0	25.0	18.0	60	37	37																														58	0	0																																										5	40.0	33.0	7.0								
"TN"	2004	"DAVIDSON"	"16-2 Polk Fire #12"	101.0	52.0	49.0	52	88	57	31																													58	2	2																																										5	93.0	70.0	23.0								
"TN"	2004	"DAVIDSON"	"16-3 Vultee Church"	314.0	195.0	117.0	53	280	197	83																																																																									5	274.0	202.0	72.0								
"TN"	2004	"DAVIDSON"	"16-4 Woodbine Cumb"	124.0	70.0	51.0	52	115	68	47																																																																									5	110.0	77.0	33.0								
"TN"	2004	"DAVIDSON"	"16-5 Woodbine Bapt"	1132.0	660.0	465.0	53	1014	667	347																																																																									5	1005.0	728.0	277.0								
"TN"	2004	"DAVIDSON"	"16-6 Glencliff High"	1214.0	663.0	533.0	53	1111	753	358																																																																									5	1086.0	788.0	298.0								
"TN"	2004	"DAVIDSON"	"17-01 Napier CC"	69.0	51.0	18.0	52	60	42	18																																																													20	51.0	51										5	59.0	45.0	14.0								
"TN"	2004	"DAVIDSON"	"17-02 Trevecca Tower"	402.0	124.0	268.0	58	279	279																														52	0	0	0																																									5	352.0	194.0	158.0								
"TN"	2004	"DAVIDSON"	"17-03 Johnson Mid"	431.0	370.0	59.0	58	360	360																																																																										5	354.0	323.0	31.0								
"TN"	2004	"DAVIDSON"	"17-04 Sevier Park CC"	858.0	721.0	127.0	58	716	716																																																																										5	721.0	620.0	101.0								
"TN"	2004	"DAVIDSON"	"17-05 Berry Hill Cit"	197.0	109.0	86.0	58	145	145																																																																										5	176.0	129.0	47.0								
"TN"	2004	"DAVIDSON"	"17-06 Berry Headstrt"	124.0	61.0	62.0	52	113	50	63																																																																									5	107.0	75.0	32.0								
"TN"	2004	"DAVIDSON"	"17-07 Vine Hill Towr"	271.0	229.0	39.0	58	220	220																																																																										5	234.0	207.0	27.0								
"TN"	2004	"DAVIDSON"	"17-08 Napier School"	500.0	490.0	9.0	58	455	455																														52	0	0	0																																									5	437.0	414.0	23.0								
"TN"	2004	"DAVIDSON"	"17-09 Edgehill Lib"	559.0	501.0	54.0	58	483	483																																																																										5	472.0	426.0	46.0								
"TN"	2004	"DAVIDSON"	"17-10 Sevier Park CC"	11.0	10.0	1.0	58	8	8																																																																										5	10.0	9.0	1.0								
"TN"	2004	"DAVIDSON"	"18-1 Eakin School"	465.0	335.0	127.0	54	357	357																																																																										5	375.0	275.0	100.0								
"TN"	2004	"DAVIDSON"	"18-2 Eakin School"	45.0	35.0	10.0	55	39	39																														54	0	0																																										5	42.0	35.0	7.0								
"TN"	2004	"DAVIDSON"	"18-3 St. Bernard's"	1447.0	925.0	487.0	55	1120	1120																																																																										5	1283.0	958.0	325.0								
"TN"	2004	"DAVIDSON"	"18-6 Christ the King"	1307.0	865.0	423.0	54	559	559																														58	442	442																																										5	1157.0	857.0	300.0								
"TN"	2004	"DAVIDSON"	"18-7 Belmont Heights"	266.0	196.0	65.0	58	190	190																														54	27	27																																										5	234.0	201.0	33.0								
"TN"	2004	"DAVIDSON"	"19-1 Jones Magnet"	168.0	162.0	4.0	54	149	149																																																																										5	145.0	137.0	8.0								
"TN"	2004	"DAVIDSON"	"19-2 15th Ave Bapt"	714.0	656.0	53.0	58	586	586																																																																										5	597.0	556.0	41.0								
"TN"	2004	"DAVIDSON"	"19-3 Watkins Park CC"	778.0	752.0	23.0	58	624	624																																																																										5	622.0	574.0	48.0								
"TN"	2004	"DAVIDSON"	"19-4 Edgehill Estate"	570.0	447.0	114.0	58	477	477																																																																										5	491.0	400.0	91.0								
"TN"	2004	"DAVIDSON"	"19-5 Murrell School"	765.0	607.0	155.0	58	589	589																														54	44	44																																										5	668.0	555.0	113.0								
"TN"	2004	"DAVIDSON"	"20-2 West Park CC"	23.0	22.0	1.0	54	19	19																														55	0	0																																										5	20.0	18.0	2.0								
"TN"	2004	"DAVIDSON"	"20-3 West Park CC"	1387.0	778.0	597.0	55	1128	1128																														54	0	0																																										5	1209.0	974.0	235.0								
"TN"	2004	"DAVIDSON"	"20-4 Charlotte Park"	877.0	484.0	386.0	55	714	714																																																																										5	798.0	616.0	182.0								
"TN"	2004	"DAVIDSON"	"21-1 Friendship Bapt"	1389.0	1339.0	44.0	54	1246	1246																																																																										5	1246.0	1133.0	113.0								
"TN"	2004	"DAVIDSON"	"21-2 Wharton School"	382.0	360.0	22.0	54	347	347																																																																										5	336.0	322.0	14.0								
"TN"	2004	"DAVIDSON"	"21-3 Pearl Cohn Sch"	388.0	371.0	13.0	58	344	344																																																																										5	331.0	315.0	16.0								
"TN"	2004	"DAVIDSON"	"21-4 Centennial Park"	87.0	51.0	33.0	58	65	65																														54	0	0																																										5	77.0	50.0	27.0								
"TN"	2004	"DAVIDSON"	"21-5 Centennial Park"	503.0	298.0	195.0	55	258	258																														54	116	116																																										5	442.0	312.0	130.0								
"TN"	2004	"DAVIDSON"	"21-6 John Early Sch"	329.0	318.0	9.0	54	275	275																																																																										5	263.0	245.0	18.0								
"TN"	2004	"DAVIDSON"	"22-1 Bellevue CC"	448.0	212.0	235.0	50	396	253	143																																																																									5	403.0	271.0	132.0								
"TN"	2004	"DAVIDSON"	"22-2 Bellevue Church"	1040.0	465.0	565.0	55	800	800																																																																										5	920.0	581.0	339.0								
"TN"	2004	"DAVIDSON"	"22-3 Bellevue Middle"	1039.0	485.0	545.0	50	934	519	415																																																																									5	942.0	579.0	363.0								
"TN"	2004	"DAVIDSON"	"22-4 Bellevue UMC"	255.0	106.0	148.0	56	230	87	143																																																																									5	230.0	136.0	94.0								
"TN"	2004	"DAVIDSON"	"23-1 Brook Hollow"	1033.0	430.0	590.0	55	753	753																																																																										5	947.0	636.0	311.0								
"TN"	2004	"DAVIDSON"	"23-2 West Meade Sch"	1260.0	638.0	605.0	55	984	984																																																																										5	1120.0	737.0	383.0								
"TN"	2004	"DAVIDSON"	"23-3 St Henry's Sch"	573.0	244.0	326.0	56	527	180	347																																																																									5	516.0	333.0	183.0								
"TN"	2004	"DAVIDSON"	"23-4 Belle Meade"	316.0	92.0	222.0	56	299	42	257																																																																									5	290.0	190.0	100.0								
"TN"	2004	"DAVIDSON"	"24-1 Richland Lib"	1011.0	600.0	396.0	55	791	791																																																																										5	900.0	657.0	243.0								
"TN"	2004	"DAVIDSON"	"24-2 Nashville Tech"	899.0	530.0	357.0	55	710	710																																																																										5	811.0	617.0	194.0								
"TN"	2004	"DAVIDSON"	"24-3 Westminster"	400.0	187.0	208.0	55	303	303																														56	0	0	0																																									5	356.0	247.0	109.0								
"TN"	2004	"DAVIDSON"	"24-4 Park Ave School"	453.0	330.0	119.0	54	326	326																																																																										5	374.0	295.0	79.0								
"TN"	2004	"DAVIDSON"	"24-5 McCabe Park CC"	680.0	356.0	317.0	55	488	488																																																																										5	619.0	422.0	197.0								
"TN"	2004	"DAVIDSON"	"24-6 West End MS"	418.0	176.0	236.0	56	389	124	265																																																																									5	399.0	269.0	130.0								
"TN"	2004	"DAVIDSON"	"25-1 Randalls Learn"	633.0	262.0	367.0	56	550	168	382																													55	26	26																																										5	588.0	377.0	211.0								
"TN"	2004	"DAVIDSON"	"25-2 Boy Scouts"	1119.0	531.0	578.0	54	811	811																														56	0	0	0																																									5	1017.0	645.0	372.0								
"TN"	2004	"DAVIDSON"	"25-3 Green Hills Lib"	165.0	104.0	57.0	58	131	131																																																																										5	148.0	110.0	38.0								
"TN"	2004	"DAVIDSON"	"25-4 Granny White Ch"	447.0	235.0	205.0	58	245	245																														52	119	65	54																																									5	404.0	280.0	124.0								
"TN"	2004	"DAVIDSON"	"25-5 Hillsboro High"	629.0	267.0	355.0	52	574	267	307																													56	0	0	0																																									5	571.0	346.0	225.0								
"TN"	2004	"DAVIDSON"	"25-6 YWCA"	873.0	344.0	517.0	52	679	287	392																													56	118	44	74																																									5	782.0	456.0	326.0								
"TN"	2004	"DAVIDSON"	"26-1 Paragon Mills"	860.0	565.0	292.0	53	692	496	196																													59	76	76																																										5	760.0	598.0	162.0								
"TN"	2004	"DAVIDSON"	"26-3 Norman Binkley"	1175.0	545.0	622.0	53	1062	656	406																																																																									5	1057.0	676.0	381.0								
"TN"	2004	"DAVIDSON"	"26-4 Crieve Hall Sch"	531.0	185.0	338.0	53	249	136	113																													56	243	66	177																																									5	489.0	252.0	237.0								
"TN"	2004	"DAVIDSON"	"26-5 Ellington Agri"	715.0	266.0	441.0	53	657	359	298																													56	0	0	0																																									7	537.0		537.0								
"TN"	2004	"DAVIDSON"	"27-1 St Matthias"	530.0	313.0	209.0	59	396	396																																																																										5	448.0	318.0	130.0								
"TN"	2004	"DAVIDSON"	"27-2 Ellington Ag"	3.0	1.0	2.0	53	3	0	3																													56	0	0	0																																									5	3.0	3.0	0.0								
"TN"	2004	"DAVIDSON"	"27-3 McMurray Middle"	891.0	374.0	504.0	59	667	667																																																																										5	781.0	494.0	287.0								
"TN"	2004	"DAVIDSON"	"27-4 Christ Church"	810.0	300.0	497.0	56	694	190	504																													59	24	24																																										7	653.0		653.0								
"TN"	2004	"DAVIDSON"	"28-1 Una Baptist"	925.0	538.0	372.0	53	885	583	302																																																																									5	889.0	627.0	262.0								
"TN"	2004	"DAVIDSON"	"28-3 Una Baptist"	1.0	0.0	1.0	60	1	1																																																														20	1.0	1										5	1.0	1.0	0.0								
"TN"	2004	"DAVIDSON"	"28-4 Antioch Church"	1031.0	585.0	437.0	59	795	795																														53	5	3	2																																									5	919.0	676.0	243.0								
"TN"	2004	"DAVIDSON"	"28-5 Apollo Mid Sch"	568.0	317.0	246.0	59	450	450																																																																										5	513.0	356.0	157.0								
"TN"	2004	"DAVIDSON"	"29-1 Priest Lake"	451.0	261.0	187.0	60	353	353																																																														20	336.0	336										5	402.0	284.0	118.0								
"TN"	2004	"DAVIDSON"	"29-2 Lakeview School"	1058.0	569.0	480.0	53	959	582	377																																																																									5	956.0	657.0	299.0								
"TN"	2004	"DAVIDSON"	"29-3 Hamilton UMC"	611.0	353.0	257.0	60	509	509																																																																										5	551.0	400.0	151.0								
"TN"	2004	"DAVIDSON"	"29-4 Smith Springs"	1720.0	946.0	756.0	53	1620	1094	526																													60	0	0																														20	1324.0	1324										5	1588.0	1134.0	454.0								
"TN"	2004	"DAVIDSON"	"30-1 Haywood School"	477.0	301.0	172.0	59	372	372																																																																										5	430.0	306.0	124.0								
"TN"	2004	"DAVIDSON"	"30-2 Haywood Hills"	570.0	331.0	229.0	59	450	450																																																																										5	501.0	377.0	124.0								
"TN"	2004	"DAVIDSON"	"30-3 Grace Cole Sch"	1057.0	585.0	461.0	59	845	845																																																																										5	958.0	726.0	232.0								
"TN"	2004	"DAVIDSON"	"30-4 Tusculum Church"	422.0	222.0	197.0	59	322	322																																																																										5	372.0	272.0	100.0								
"TN"	2004	"DAVIDSON"	"31-1 Woodson Chapel"	1297.0	423.0	864.0	56	1126	303	823																													53	13	4	9																																									7	1045.0		1045.0								
"TN"	2004	"DAVIDSON"	"31-2 Woodson Chapel"	1586.0	607.0	967.0	56	1406	378	1028																																																																									7	1289.0		1289.0								
"TN"	2004	"DAVIDSON"	"31-3 Oasis Worship"	1103.0	385.0	707.0	56	725	213	512																													59	224	224																																										5	1002.0	505.0	497.0								
"TN"	2004	"DAVIDSON"	"32-1 Antioch UMC"	877.0	489.0	380.0	59	669	669																																																																										5	780.0	561.0	219.0								
"TN"	2004	"DAVIDSON"	"32-2 Bell Road Bapt"	950.0	508.0	432.0	59	743	743																																																																										5	847.0	524.0	323.0								
"TN"	2004	"DAVIDSON"	"32-3 Cane Ridge CC"	618.0	278.0	337.0	56	570	240	330																																																																									5	578.0	344.0	234.0								
"TN"	2004	"DAVIDSON"	"32-4 Spirit of Life"	1166.0	635.0	522.0	60	924	924																																																														20	898.0	898										5	1053.0	747.0	306.0								
"TN"	2004	"DAVIDSON"	"32-5 Antioch Middle"	207.0	112.0	94.0	59	161	161																																																																										5	183.0	125.0	58.0								
"TN"	2004	"DAVIDSON"	"33-1 The Tune House"	191.0	59.0	130.0	60	131	131																																																														20	118.0	118										5	179.0	100.0	79.0								
"TN"	2004	"DAVIDSON"	"33-2 New Antioch HS"	1701.0	882.0	814.0	60	1143	1143																														53	224	110	114																													20	1274.0	1274										5	1526.0	1076.0	450.0								
"TN"	2004	"DAVIDSON"	"33-3 SE Library"	254.0	130.0	122.0	59	179	179																																																																										5	209.0	136.0	73.0								
"TN"	2004	"DAVIDSON"	"33-4 Hickory Hollow"	1318.0	831.0	478.0	59	1051	1051																																																																										5	1175.0	842.0	333.0								
"TN"	2004	"DAVIDSON"	"34-01 Julia Green ES"	1141.0	479.0	649.0	56	1071	338	733																																																																									5	1078.0	713.0	365.0								
"TN"	2004	"DAVIDSON"	"34-02 Hillsboro Pres"	442.0	146.0	293.0	56	416	107	309																																																																									5	417.0	249.0	168.0								
"TN"	2004	"DAVIDSON"	"34-03 Percy Prst Sch"	863.0	304.0	557.0	56	791	167	624																																																																									7	678.0		678.0	5	6.0	4	2.0				
"TN"	2004	"DAVIDSON"	"34-04 John Trotwood"	235.0	76.0	156.0	52	175	64	111																													56	39	11	28																																									5	210.0	116.0	94.0								
"TN"	2004	"DAVIDSON"	"34-05 Holy Trinity"	914.0	313.0	591.0	56	843	198	645																																																																									7	675.0		675.0	5	48.0	27	21.0				
"TN"	2004	"DAVIDSON"	"34-06 Judson Bapt"	70.0	10.0	59.0	53	56	17	39																																																																									7	59.0		59.0								
"TN"	2004	"DAVIDSON"	"34-08 Glendale UMC"	516.0	207.0	306.0	52	354	157	197																													53	122	58	64																																									5	480.0	294.0	186.0								
