state	year	county	precinct	vtd	ld	g2002_STH_tv	g2002_STH_dv	g2002_STH_rv	ld2	g2002_STH_dv2	g2002_STH_rv2	g2002_STH_tv2	ld3	g2002_STH_dv3	g2002_STH_rv3	g2002_STH_tv3	ld4	g2002_STH_dv4	g2002_STH_rv4	g2002_STH_tv4	ld5	g2002_STH_dv5	g2002_STH_rv5	g2002_STH_tv5	ld6	g2002_STH_dv6	g2002_STH_rv6	g2002_STH_tv6	ld7	g2002_STH_dv7	g2002_STH_rv7	g2002_STH_tv7	ld8	g2002_STH_dv8	g2002_STH_rv8	g2002_STH_tv8	ld9	g2002_STH_dv9	g2002_STH_rv9	g2002_STH_tv9	ld10	g2002_STH_dv10	g2002_STH_rv10	g2002_STH_tv10	ld11	g2002_STH_dv11	g2002_STH_rv11	g2002_STH_tv11	ld12	g2002_STH_dv12	g2002_STH_rv12	g2002_STH_tv12	ld13	g2002_STH_dv13	g2002_STH_rv13	g2002_STH_tv13	ld14	g2002_STH_dv14	g2002_STH_rv14	g2002_STH_tv14	ld15	g2002_STH_dv15	g2002_STH_rv15	g2002_STH_tv15	ld16	g2002_STH_dv16	g2002_STH_rv16	g2002_STH_tv16	sd	g2002_STS_tv	g2002_STS_dv	g2002_STS_rv	sd2	g2002_STS_dv2	g2002_STS_rv2	g2002_STS_tv2	sd3	g2002_STS_dv3	g2002_STS_rv3	g2002_STS_tv3	cd	g2002_USH_tv	g2002_USH_dv	g2002_USH_rv	cd2	g2002_USH_dv2	g2002_USH_rv2	g2002_USH_tv2	cd3	g2002_USH_dv3	g2002_USH_rv3	g2002_USH_tv3	g2002_USS_dv	g2002_USS_rv	g2002_USS_tv	g2002_GOV_dv	g2002_GOV_rv	g2002_GOV_tv
"TN"	2002	"ANDERSON"	"Andersonville"	8	38	322	320																																																														5	457	164	293									3	457.0	126.0	314.0									191	289	485.0	214	263	483.0
"TN"	2002	"ANDERSON"	"Block House Valley"	10	33	146	77	69																																																													5	137	47	90									3	150.0	32.0	116.0									60	90	155.0	77	72	152.0
"TN"	2002	"ANDERSON"	"Briceville"	12	38	161	161																																																														5	209	115	94									3	212.0	94.0	114.0									134	94	235.0	156	80	237.0
"TN"	2002	"ANDERSON"	"Claxton"	24	33	1238	572	666																																																													5	1199	437	762									3	1210.0	364.0	818.0									525	707	1258.0	630	601	1248.0
"TN"	2002	"ANDERSON"	"Clinch Valley"	52	33	402	187	215																																																													5	393	133	260									3	398.0	116.0	277.0									158	244	407.0	205	201	410.0
"TN"	2002	"ANDERSON"	"Clinton"	28	33	708	323	385																																																													5	693	220	473									3	711.0	198.0	505.0									275	450	736.0	388	344	741.0
"TN"	2002	"ANDERSON"	"Clinton High"	32	33	377	189	188																																																													5	371	135	236									3	366.0	101.0	259.0									133	246	384.0	202	171	380.0
"TN"	2002	"ANDERSON"	"Clinton Middle Sch"	36	33	268	119	149																																																													5	255	92	163									3	262.0	86.0	170.0									107	166	278.0	136	143	284.0
"TN"	2002	"ANDERSON"	"Dutch Valley"	40	33	424	256	168																																																													5	407	156	251									3	415.0	118.0	286.0									160	256	424.0	187	237	430.0
"TN"	2002	"ANDERSON"	"Emory Valley"	44	33	808	391	417																																																													5	820	227	593									3	827.0	210.0	611.0									319	513	838.0	465	364	837.0
"TN"	2002	"ANDERSON"	"Fairview"	48	33	482	215	267																																																													5	466	175	291									3	482.0	155.0	311.0									215	274	503.0	253	228	498.0
"TN"	2002	"ANDERSON"	"Glen Alpine"	112	33	227	108	119																																																													5	220	100	120									3	222.0	83.0	139.0									100	130	230.0	130	103	235.0
"TN"	2002	"ANDERSON"	"Glenwood"	56	33	777	415	362																																																													5	766	291	475									3	776.0	274.0	486.0									359	415	792.0	460	315	788.0
"TN"	2002	"ANDERSON"	"Hendrix Creek"	114	33	612	278	334																																																													5	619	180	439									3	631.0	152.0	475.0									229	404	635.0	363	259	631.0
"TN"	2002	"ANDERSON"	"Highland View"	60	33	480	264	216																																																													5	475	212	263									3	484.0	204.0	270.0									240	248	500.0	310	178	500.0
"TN"	2002	"ANDERSON"	"Lake City"	64	38	211	211																																																														5	295	133	162									3	298.0	111.0	182.0									164	152	327.0	198	129	334.0
"TN"	2002	"ANDERSON"	"Lake City Middle Sch"	68	38	400	400																																																														5	583	214	369									3	602.0	185.0	409.0									261	361	625.0	310	314	633.0
"TN"	2002	"ANDERSON"	"Marlow"	72	33	330	191	139																																																													5	328	136	192									3	327.0	110.0	209.0									147	193	346.0	179	156	340.0
"TN"	2002	"ANDERSON"	"Norris"	76	33	426	227	199																																																													5	422	152	270									3	426.0	135.0	279.0									202	233	444.0	264	166	439.0
"TN"	2002	"ANDERSON"	"North Clinton"	80	33	409	202	207																																																													5	394	139	255									3	399.0	125.0	265.0									167	240	417.0	223	185	415.0
"TN"	2002	"ANDERSON"	"Norwood"	84	38	297	297																																																														5	417	171	246									3	421.0	140.0	273.0									209	225	438.0	255	180	441.0
"TN"	2002	"ANDERSON"	"Oak Ridge City Hall"	16	33	312	202	110																																																													5	308	149	159									3	311.0	139.0	166.0									191	126	324.0	228	87	323.0
"TN"	2002	"ANDERSON"	"Pine Valley"	92	33	715	375	340																																																													5	714	276	438									3	718.0	246.0	462.0									337	386	737.0	440	273	729.0
"TN"	2002	"ANDERSON"	"Robertsville"	96	33	445	225	220																																																													5	442	193	249									3	446.0	155.0	282.0									212	232	454.0	269	180	459.0
"TN"	2002	"ANDERSON"	"Rosedale"	100	38	51	51																																																														5	53	41	12									3	55.0	43.0	9.0									50	8	59.0	53	4	59.0
"TN"	2002	"ANDERSON"	"South Clinton"	104	33	453	213	240																																																													5	434	146	288									3	444.0	129.0	309.0									184	277	468.0	222	239	467.0
"TN"	2002	"ANDERSON"	"Tri-County"	88	38	160	160																																																														5	235	86	149									3	240.0	64.0	164.0									93	152	249.0	126	120	247.0
"TN"	2002	"ANDERSON"	"West Hills"	108	33	724	336	388																																																													5	706	222	484									3	720.0	215.0	492.0									315	415	742.0	405	321	733.0
"TN"	2002	"ANDERSON"	"Woodland"	116	33	352	175	177																																																													5	353	150	203									3	350.0	148.0	197.0									195	165	368.0	216	138	361.0
"TN"	2002	"ANDERSON"	"z-ABSENTEE"		33	431	187	244	38	37		37																																																									5	516	165	351									3	526.0	147.0	379.0									192	357	550.0	238	305	547.0
"TN"	2002	"ANDERSON"	"z-EARLY"		33	7358	3798	3560	38	522		522																																																									5	8020	2903	5117									3	8192.0	2444.0	5711.0									3833	4652	8591.0	4724	3797	8616.0
"TN"	2002	"BEDFORD"	"01 Wartrace Town"	220	62	600	298	302																																																																									6	556.0	377.0	166.0									290	313	614.0	315	302	631.0
"TN"	2002	"BEDFORD"	"02 Bell Buckle Fire"	132	62	396	176	220																																																																									6	386.0	208.0	165.0									179	222	409.0	206	194	412.0
"TN"	2002	"BEDFORD"	"03 Longview CC"	176	62	194	91	103																																																																									6	183.0	116.0	66.0									99	101	202.0	98	105	203.0
"TN"	2002	"BEDFORD"	"04 Airport"	124	62	610	234	376																																																																									6	574.0	348.0	210.0									259	346	618.0	252	361	623.0
"TN"	2002	"BEDFORD"	"05 Rover Friendship"	196	62	294	146	148																																																																									6	274.0	178.0	93.0									141	160	305.0	148	156	307.0
"TN"	2002	"BEDFORD"	"06 Unionville Fire"	212	62	318	163	154																																																																									6	299.0	202.0	87.0									175	137	322.0	168	150	324.0
"TN"	2002	"BEDFORD"	"07 Halls Mill CC"	168	62	255	126	129																																																																									6	242.0	156.0	78.0									115	136	254.0	131	130	262.0
"TN"	2002	"BEDFORD"	"08 Liberty School"	225	62	244	113	131																																																																									6	228.0	137.0	85.0									110	135	248.0	103	148	253.0
"TN"	2002	"BEDFORD"	"09 Bedford Fire Hall"	128	62	346	172	174																																																																									6	326.0	209.0	111.0									167	168	342.0	159	184	346.0
"TN"	2002	"BEDFORD"	"10 Wheel Fire Hall"	224	62	236	127	109																																																																									6	210.0	130.0	75.0									108	126	239.0	110	131	245.0
"TN"	2002	"BEDFORD"	"11 Flat Creek Fire"	164	62	483	237	244																																																																									6	440.0	296.0	131.0									209	267	486.0	239	246	494.0
"TN"	2002	"BEDFORD"	"12 Raus CC"	188	62	191	90	101																																																																									6	181.0	100.0	78.0									75	116	194.0	79	103	191.0
"TN"	2002	"BEDFORD"	"13 Normandy Fire"	180	62	259	120	138																																																																									6	252.0	143.0	104.0									116	142	263.0	121	143	269.0
"TN"	2002	"BEDFORD"	"14 East Side School"	160	62	456	262	193																																																																									6	429.0	320.0	100.0									257	189	454.0	264	182	455.0
"TN"	2002	"BEDFORD"	"15 Deery Eakin Sch"	156	62	636	348	288																																																																									6	594.0	424.0	155.0									358	266	638.0	386	253	651.0
"TN"	2002	"BEDFORD"	"16 Thomas School"	208	62	387	258	129																																																																									6	358.0	267.0	79.0									244	144	392.0	266	127	400.0
"TN"	2002	"BEDFORD"	"17 Courthouse"	144	62	264	111	153																																																																									6	238.0	161.0	75.0									117	146	267.0	137	131	270.0
"TN"	2002	"BEDFORD"	"18 Southside School"	204	62	467	241	226																																																																									6	422.0	278.0	133.0									218	241	469.0	229	235	472.0
"TN"	2002	"BEDFORD"	"ABSENTEE"		62	0	0	0																																																																									6	0.0	0.0	0.0									0	0	0.0	0	0	0.0
"TN"	2002	"BEDFORD"	"EARLY"		62	3215	1766	1448																																																																									6	2912.0	1982.0	868.0									1681	1543	3260.0	1687	1579	3306.0
"TN"	2002	"BENTON"	"1 Holladay School"	232	75	855	660																																																																										8	853.0	656.0	164.0									552	325	900.0	532	335	891.0
"TN"	2002	"BENTON"	"2 Camden High School"	296	75	912	740																																																																										8	912.0	746.0	141.0									606	345	971.0	635	306	965.0
"TN"	2002	"BENTON"	"3 Benton Co. Court"	308	75	875	724																																																																										8	870.0	714.0	137.0									576	329	918.0	592	294	904.0
"TN"	2002	"BENTON"	"4 Camden Elementary"	304	75	905	748																																																																										8	908.0	752.0	131.0									624	311	947.0	681	252	949.0
"TN"	2002	"BENTON"	"5 Benton Co. Court"	312	75	910	771																																																																										8	918.0	754.0	140.0									652	313	980.0	662	293	975.0
"TN"	2002	"BENTON"	"6 Big Sandy School"	252	75	894	669																																																																										8	901.0	674.0	200.0									520	407	948.0	538	383	943.0
"TN"	2002	"BENTON"	"ABSENTEE"		75	0	0																																																																										8	0.0	0.0	0.0									0	0	0.0	0	0	0.0
"TN"	2002	"BENTON"	"EARLY"		75	0	0																																																																										8	0.0	0.0	0.0									0	0	0.0	0	0	0.0
"TN"	2002	"BLEDSOE"	"1-1 Dill"	316	25	118	73	45																																																																									4	129.0	79.0	48.0									80	46	127.0	83	46	129.0
"TN"	2002	"BLEDSOE"	"1-2 Griffith"	320	25	92	63	29																																																																									4	105.0	67.0	38.0									67	38	106.0	77	30	107.0
"TN"	2002	"BLEDSOE"	"1-3 Mt. Crest"	324	25	237	97	140																																																																									4	265.0	111.0	148.0									116	140	260.0	122	135	261.0
"TN"	2002	"BLEDSOE"	"2-1 Cold Springs"	336	25	247	132	115																																																																									4	267.0	161.0	104.0									156	107	267.0	167	98	269.0
"TN"	2002	"BLEDSOE"	"2-2 Luminary"	340	25	151	69	82																																																																									4	162.0	73.0	81.0									62	95	168.0	74	88	171.0
"TN"	2002	"BLEDSOE"	"3-1 Brayton"	348	25	203	50	153																																																																									4	216.0	52.0	158.0									43	171	220.0	48	167	221.0
"TN"	2002	"BLEDSOE"	"3-2 Rigsby"	344	25	244	62	182																																																																									4	253.0	75.0	176.0									63	200	266.0	76	187	265.0
"TN"	2002	"BLEDSOE"	"4-1 Pikeville Out"	352	25	210	93	117																																																																									4	232.0	120.0	110.0									118	117	237.0	123	109	236.0
"TN"	2002	"BLEDSOE"	"4-2 Pikeville In"	354	25	139	79	60																																																																									4	146.0	86.0	59.0									87	63	153.0	98	54	153.0
"TN"	2002	"BLEDSOE"	"5-1 Bellview"	328	25	292	104	188																																																																									4	302.0	100.0	198.0									112	193	310.0	116	179	299.0
"TN"	2002	"BLEDSOE"	"5-2 Nine Mile"	332	25	146	43	103																																																																									4	163.0	52.0	109.0									46	120	168.0	54	112	169.0
"TN"	2002	"BLEDSOE"	"6-1 Lee Station"	360	25	147	94	53																																																																									4	167.0	97.0	69.0									100	66	168.0	114	49	165.0
"TN"	2002	"BLEDSOE"	"6-2 Lusk"	358	25	262	169	93																																																																									4	288.0	185.0	100.0									169	124	294.0	188	102	293.0
"TN"	2002	"BLEDSOE"	"6-3 Sunnyside"	356	25	102	54	48																																																																									4	107.0	54.0	51.0									54	55	110.0	57	51	110.0
"TN"	2002	"BLEDSOE"	"6-4 Brayton 6"	359	25	26	12	14																																																																									4	28.0	11.0	17.0									13	15	29.0	11	18	29.0
"TN"	2002	"BLEDSOE"	"ABSENTEE"		25	0	0	0																																																																									4	0.0	0.0	0.0									0	0	0.0	0	0	0.0
"TN"	2002	"BLEDSOE"	"EARLY"		25	647	281	366																																																																									4	689.0	309.0	372.0									317	384	708.0	314	370	698.0
"TN"	2002	"BLOUNT"	"Alcoa High School"	376	8	925		925																																																																									2	1145.0	181.0	955.0									382	764	1165.0	509	630	1157.0
"TN"	2002	"BLOUNT"	"Alcoa Middle School"	380	8	274		274																																																																									2	396.0	134.0	257.0									261	160	429.0	275	136	424.0
"TN"	2002	"BLOUNT"	"Beech Grove"	396	8	728		728																																																																									2	949.0	204.0	737.0									374	574	965.0	482	480	973.0
"TN"	2002	"BLOUNT"	"Big Springs"	384	20	266		266																																																																									2	320.0	62.0	253.0									115	213	340.0	134	186	331.0
"TN"	2002	"BLOUNT"	"Blount Cnty Bd City"	512	20	584		584																																																																									2	735.0	128.0	599.0									253	500	761.0	343	399	752.0
"TN"	2002	"BLOUNT"	"Blount Cnty Bd Cnty"	508	20	140		140																																																																									2	172.0	36.0	132.0									69	111	182.0	87	94	185.0
"TN"	2002	"BLOUNT"	"Carpenters"	432	8	526		526																																																																									2	656.0	99.0	546.0									251	420	676.0	274	386	670.0
"TN"	2002	"BLOUNT"	"Chilhowee View"	400	8	599		599																																																																									2	744.0	130.0	610.0									308	470	790.0	351	413	780.0
"TN"	2002	"BLOUNT"	"Eagleton"	406	20	266		266	8		238	238																																																																					2	630.0	81.0	541.0									225	410	643.0	246	387	644.0
"TN"	2002	"BLOUNT"	"Eagleton Cafeteria"	408	20	587		587																																																																									2	741.0	125.0	608.0									310	456	775.0	362	391	765.0
"TN"	2002	"BLOUNT"	"Everett"	412	20	396		396																																																																									2	508.0	104.0	395.0									209	309	526.0	244	255	524.0
"TN"	2002	"BLOUNT"	"Fairview"	417	20	388		388																																																																									2	467.0	48.0	414.0									138	337	479.0	193	277	479.0
"TN"	2002	"BLOUNT"	"Fairview City"	416	20	268		268																																																																									2	324.0	56.0	268.0									99	229	330.0	136	188	329.0
"TN"	2002	"BLOUNT"	"Friendsville"	424	20	228		228																																																																									2	284.0	55.0	225.0									83	208	295.0	97	187	288.0
"TN"	2002	"BLOUNT"	"Friendsville City"	425	20	243		243																																																																									2	293.0	45.0	247.0									87	209	301.0	104	189	298.0
"TN"	2002	"BLOUNT"	"Happy Valley"	428	8	29		29																																																																									2	46.0	15.0	31.0									27	22	49.0	28	21	50.0
"TN"	2002	"BLOUNT"	"Heritage"	436	8	499		499																																																																									2	633.0	118.0	506.0									251	401	663.0	280	359	659.0
"TN"	2002	"BLOUNT"	"John Sevier"	440	20	624		624																																																																									2	739.0	110.0	623.0									246	503	754.0	312	430	752.0
"TN"	2002	"BLOUNT"	"Lanier"	444	20	562		562																																																																									2	713.0	107.0	600.0									261	466	734.0	285	429	732.0
"TN"	2002	"BLOUNT"	"Louisville"	446	20	448		448	8		23	23																																																																					2	573.0	119.0	450.0									206	367	586.0	276	297	587.0
"TN"	2002	"BLOUNT"	"Maryville College"	448	20	358		358																																																																									2	439.0	80.0	354.0									183	260	449.0	246	196	453.0
"TN"	2002	"BLOUNT"	"Maryville HS"	452	20	726		726																																																																									2	851.0	114.0	730.0									251	620	877.0	370	482	873.0
"TN"	2002	"BLOUNT"	"Maryville Mid School"	456	20	787		787																																																																									2	950.0	111.0	832.0									297	674	978.0	417	541	971.0
"TN"	2002	"BLOUNT"	"Maryville Muni City"	460	20	361		361																																																																									2	464.0	74.0	380.0									177	298	485.0	224	245	480.0
"TN"	2002	"BLOUNT"	"Mentor"	464	8	341		341																																																																									2	410.0	70.0	334.0									148	274	429.0	177	241	426.0
"TN"	2002	"BLOUNT"	"Middlesettlements"	468	20	239		239																																																																									2	291.0	46.0	239.0									109	181	297.0	133	159	298.0
"TN"	2002	"BLOUNT"	"Miser Station"	476	20	377		377																																																																									2	461.0	91.0	359.0									197	278	484.0	235	236	480.0
"TN"	2002	"BLOUNT"	"Montvale"	472	8	1079		1079																																																																									2	1299.0	223.0	1054.0									417	885	1325.0	501	776	1315.0
"TN"	2002	"BLOUNT"	"Oak View"	480	8	566		566																																																																									2	711.0	123.0	577.0									224	489	729.0	264	451	730.0
"TN"	2002	"BLOUNT"	"Pellissippi"	392	20	496		496																																																																									2	621.0	107.0	508.0									214	409	629.0	242	374	622.0
"TN"	2002	"BLOUNT"	"Porter"	488	8	579		579																																																																									2	701.0	86.0	609.0									232	473	721.0	271	429	718.0
"TN"	2002	"BLOUNT"	"Rockford"	492	8	333		333	20		150	150																																																																					2	631.0	139.0	489.0									306	347	663.0	358	293	659.0
"TN"	2002	"BLOUNT"	"Rockford City"	496	8	197		197																																																																									2	255.0	38.0	214.0									82	174	261.0	101	155	261.0
"TN"	2002	"BLOUNT"	"Shooks Gap"	500	8	657		657																																																																									2	806.0	124.0	675.0									244	587	838.0	312	516	839.0
"TN"	2002	"BLOUNT"	"Townsend"	504	8	212		212																																																																									2	285.0	49.0	231.0									90	203	297.0	106	181	297.0
"TN"	2002	"BLOUNT"	"Townsend City"	505	8	269		269																																																																									2	336.0	61.0	272.0									116	241	360.0	143	197	351.0
"TN"	2002	"BLOUNT"	"Walland"	516	8	278		278																																																																									2	354.0	54.0	300.0									118	256	377.0	144	221	374.0
"TN"	2002	"BLOUNT"	"William Blount City"	519	20	175		175																																																																									2	208.0	35.0	170.0									60	153	215.0	76	133	215.0
"TN"	2002	"BLOUNT"	"William Blount Cnty"	520	20	531		531																																																																									2	674.0	117.0	550.0									222	458	690.0	270	397	686.0
"TN"	2002	"BLOUNT"	"William Blount Mid"	388	20	970		969																																																																									2	1224.0	189.0	1026.0									401	863	1279.0	488	745	1261.0
"TN"	2002	"BLOUNT"	"z-ABSENTEE"		20	434		434	8		178	178																																																																					2	789.0	105.0	681.0									214	594	814.0	260	539	803.0
"TN"	2002	"BLOUNT"	"z-EARLY"		20	3547		3547	8		2459	2459																																																																					2	7877.0	1427.0	6362.0									3014	5215	8303.0	3552	4548	8215.0
"TN"	2002	"BRADLEY"	"101-1 McDonald"	524	24	442	164	278																																																													9	475	163	312									3	484.0	145.0	329.0									138	340	487.0	186	301	501.0
"TN"	2002	"BRADLEY"	"102-1 Prospect"	528	24	948	255	693																																																													9	967	291	674									3	994.0	232.0	744.0									224	741	980.0	327	655	1001.0
"TN"	2002	"BRADLEY"	"103-1 Hopewell"	532	22	594		590																																																													9	697	212	483									3	712.0	167.0	532.0									164	527	707.0	198	507	720.0
"TN"	2002	"BRADLEY"	"201-1 E.L. Ross"	536	24	1170	347	823																																																													9	1206	407	798									3	1219.0	296.0	910.0									288	897	1194.0	430	794	1237.0
"TN"	2002	"BRADLEY"	"202-1 Charleston"	544	22	627		620																																																													9	805	332	473									3	818.0	276.0	534.0									276	500	791.0	371	457	840.0
"TN"	2002	"BRADLEY"	"301-1 Mayfield"	556	24	577	192	385																																																													9	595	225	370									3	610.0	182.0	413.0									197	394	600.0	257	364	631.0
"TN"	2002	"BRADLEY"	"302-1 Senior Center"	564	24	787	207	579																																																													9	809	248	560									3	823.0	176.0	637.0									169	632	817.0	274	542	838.0
"TN"	2002	"BRADLEY"	"402-1 Oak Grove"	572	22	596		591																																																													9	722	273	448									3	733.0	202.0	517.0									192	523	727.0	262	461	742.0
"TN"	2002	"BRADLEY"	"403-1 Michigan Ave"	576	22	760		752																																																													9	908	331	575									3	923.0	260.0	642.0									252	615	887.0	345	568	936.0
"TN"	2002	"BRADLEY"	"501-1 T.C. Bower"	580	24	604	241	363																																																													9	609	249	359									3	634.0	208.0	415.0									192	414	624.0	256	360	639.0
"TN"	2002	"BRADLEY"	"502-1 Community Svc"	584	24	340	166	174																																																													9	352	169	183									3	358.0	151.0	203.0									145	189	339.0	185	174	367.0
"TN"	2002	"BRADLEY"	"601-1 Valley View"	592	22	475		471																																																													9	566	157	408									3	583.0	169.0	404.0									151	400	566.0	199	367	585.0
"TN"	2002	"BRADLEY"	"602-1 Blue Springs"	608	22	439		434																																																													9	538	166	372									3	549.0	156.0	387.0									134	403	547.0	189	350	557.0
"TN"	2002	"BRADLEY"	"603-1 Waterville"	600	24	369	129	239																																																													9	367	139	227									3	384.0	109.0	270.0									105	273	385.0	144	239	392.0
"TN"	2002	"BRADLEY"	"604-1 Black Fox"	604	22	322		319																																																													9	377	98	279									3	386.0	85.0	289.0									73	291	373.0	100	281	390.0
"TN"	2002	"BRADLEY"	"702-1 Stuart"	616	24	1002	339	662																																																													9	1033	394	639									3	1051.0	307.0	730.0									308	710	1036.0	454	601	1071.0
"TN"	2002	"BRADLEY"	"703-1 Cleveland High"	618	24	610	199	411																																																													9	628	248	378									3	634.0	177.0	442.0									163	449	621.0	266	371	646.0
"TN"	2002	"BRADLEY"	"ABSENTEE"		24	339	102	237	22		104	104																																																									9	468	143	324									3	472.0	112.0	354.0									113	357	474.0	131	338	474.0
"TN"	2002	"BRADLEY"	"EARLY"		24	7602	2663	4923	22		2740	2777																																																									9	11355	4574	6763									3	11641.0	3342.0	8135.0									3498	7834	11512.0	4604	7026	11873.0
"TN"	2002	"CAMPBELL"	"Caryville"	644	36	336		336																																																																									4	503.0	270.0	225.0									242	263	509.0	268	252	523.0
"TN"	2002	"CAMPBELL"	"Clinchmore"	648	36	22		22																																																																									4	57.0	52.0	4.0									48	5	55.0	57	3	60.0
"TN"	2002	"CAMPBELL"	"College Hill"	652	36	104		104																																																																									4	151.0	89.0	61.0									88	69	157.0	93	65	159.0
"TN"	2002	"CAMPBELL"	"Coolidge"	656	36	136		136																																																																									4	206.0	122.0	81.0									118	87	208.0	115	92	212.0
"TN"	2002	"CAMPBELL"	"Davis Chapel"	660	36	278		278																																																																									4	372.0	158.0	208.0									155	224	387.0	188	205	394.0
"TN"	2002	"CAMPBELL"	"Demory"	668	36	276		274																																																																									4	365.0	165.0	192.0									158	213	378.0	174	213	397.0
"TN"	2002	"CAMPBELL"	"East LaFollette"	672	36	329		329																																																																									4	458.0	278.0	176.0									256	214	478.0	294	190	494.0
"TN"	2002	"CAMPBELL"	"Elk Valley"	678	36	83		83																																																																									4	107.0	45.0	62.0									38	71	109.0	45	72	118.0
"TN"	2002	"CAMPBELL"	"Firehall"	680	36	196		196																																																																									4	255.0	125.0	128.0									113	150	269.0	128	140	269.0
"TN"	2002	"CAMPBELL"	"Habersham"	684	36	115		115																																																																									4	171.0	92.0	75.0									80	80	170.0	103	76	180.0
"TN"	2002	"CAMPBELL"	"Jacksboro"	688	36	305		305																																																																									4	418.0	219.0	198.0									219	218	440.0	235	219	456.0
"TN"	2002	"CAMPBELL"	"Jacksboro Station"	692	36	362		362																																																																									4	517.0	282.0	230.0									256	272	536.0	302	233	539.0
"TN"	2002	"CAMPBELL"	"Jellico"	696	36	250		250																																																																									4	429.0	258.0	171.0									258	174	435.0	275	164	441.0
"TN"	2002	"CAMPBELL"	"Jr. High"	700	36	135		135																																																																									4	172.0	76.0	95.0									70	111	183.0	77	113	191.0
"TN"	2002	"CAMPBELL"	"Newcomb"	704	36	92		92																																																																									4	176.0	119.0	57.0									111	61	174.0	118	61	180.0
"TN"	2002	"CAMPBELL"	"Pinecrest"	708	36	107		107																																																																									4	141.0	82.0	56.0									73	72	149.0	74	76	153.0
"TN"	2002	"CAMPBELL"	"Ridgewood"	712	36	266		266																																																																									4	363.0	190.0	167.0									179	201	388.0	206	180	391.0
"TN"	2002	"CAMPBELL"	"Valley View"	720	36	413		413																																																																									4	573.0	292.0	277.0									277	315	597.0	294	308	606.0
"TN"	2002	"CAMPBELL"	"Well Springs"	724	36	112		112																																																																									4	142.0	68.0	74.0									65	79	144.0	65	79	145.0
"TN"	2002	"CAMPBELL"	"West LaFollette"	728	36	205		205																																																																									4	320.0	194.0	120.0									173	157	335.0	206	138	351.0
"TN"	2002	"CAMPBELL"	"White Oak"	732	36	50		50																																																																									4	125.0	97.0	28.0									94	30	127.0	105	23	131.0
"TN"	2002	"CAMPBELL"	"z-ABSENTEE"		36	1645		1645																																																																									4	2617.0	1452.0	1147.0									1456	1326	2808.0	1598	1227	2854.0
"TN"	2002	"CAMPBELL"	"z-EARLY"		36	0		0																																																																									4	0.0	0.0	0.0									0	0	0.0	0	0	0.0
"TN"	2002	"CANNON"	"11 Westside"	768	46	499	260	238																																																													17	513	246	267									6	530.0	370.0	151.0									263	255	533.0	268	260	540.0
"TN"	2002	"CANNON"	"21 Auburntown"	740	46	241	132	109																																																													17	251	132	118									6	266.0	197.0	64.0									137	133	276.0	136	134	276.0
"TN"	2002	"CANNON"	"22 Gassaway"	752	46	107	64	43																																																													17	108	65	41									6	110.0	87.0	22.0									71	45	118.0	72	48	123.0
"TN"	2002	"CANNON"	"23 Pleasant Ridge"	756	46	127	53	73																																																													17	133	62	70									6	126.0	87.0	36.0									59	71	133.0	69	63	133.0
"TN"	2002	"CANNON"	"24 Short Mountain"	760	46	123	68	55																																																													17	123	69	54									6	126.0	94.0	30.0									73	51	126.0	68	55	126.0
"TN"	2002	"CANNON"	"32 Woodland"	776	46	432	226	206																																																													17	451	209	242									6	465.0	329.0	130.0									238	242	487.0	247	243	491.0
"TN"	2002	"CANNON"	"41 Eastside"	748	46	383	224	159																																																													17	404	230	174									6	404.0	298.0	96.0									236	172	417.0	254	156	419.0
"TN"	2002	"CANNON"	"42 Short Mountain"	764	46	137	80	57																																																													17	144	85	58									6	149.0	108.0	39.0									85	58	147.0	93	52	149.0
"TN"	2002	"CANNON"	"51 Woodbury"	772	46	346	205	141																																																													17	358	199	159									6	358.0	269.0	83.0									217	146	372.0	230	141	375.0
"TN"	2002	"CANNON"	"z-ABSENTEE"		46	82	62	20																																																													17	91	62	29									6	92.0	76.0	16.0									61	35	96.0	66	27	94.0
"TN"	2002	"CANNON"	"z-EARLY"		46	1194	786	407																																																													17	1281	796	484									6	1254.0	984.0	254.0									852	463	1328.0	843	475	1331.0
"TN"	2002	"CARROLL"	"01 Lavinia"	832	79	218	63	152																																																													27	215	89	126									8	197.0	113.0	84.0									80	131	214.0	88	121	210.0
"TN"	2002	"CARROLL"	"02 Trezevant"	860	76	542	368	174																																																													27	561	320	241									8	534.0	400.0	119.0									295	261	566.0	292	231	543.0
"TN"	2002	"CARROLL"	"03 Christmasville"	864	76	60	37	23																																																													27	61	34	27									8	59.0	44.0	13.0									31	29	61.0	34	25	61.0
"TN"	2002	"CARROLL"	"04 Bethel"	868	76	962	641	321																																																													27	951	542	409									8	933.0	695.0	217.0									425	540	983.0	557	412	984.0
"TN"	2002	"CARROLL"	"04 McKenzie Mid Sch"	872	76	444	334	110																																																													27	439	286	153									8	431.0	339.0	84.0									247	203	455.0	297	145	448.0
"TN"	2002	"CARROLL"	"05 McLemoresville"	876	76	313	190	123																																																													27	322	152	170									8	309.0	210.0	88.0									156	174	334.0	164	164	335.0
"TN"	2002	"CARROLL"	"06 Cedar Grove"	880	79	341	164	168																																																													27	339	185	154									8	321.0	220.0	93.0									167	167	343.0	171	164	343.0
"TN"	2002	"CARROLL"	"09 Macedonia"	884	76	98	66	32																																																													27	97	49	48									8	100.0	68.0	29.0									47	53	100.0	45	50	96.0
