state	year	county	precinct	vtd	ld	g2002_STH_tv	g2002_STH_dv	g2002_STH_rv	ld2	g2002_STH_dv2	g2002_STH_rv2	g2002_STH_tv2	ld3	g2002_STH_dv3	g2002_STH_rv3	g2002_STH_tv3	ld4	g2002_STH_dv4	g2002_STH_rv4	g2002_STH_tv4	ld5	g2002_STH_dv5	g2002_STH_rv5	g2002_STH_tv5	ld6	g2002_STH_dv6	g2002_STH_rv6	g2002_STH_tv6	ld7	g2002_STH_dv7	g2002_STH_rv7	g2002_STH_tv7	ld8	g2002_STH_dv8	g2002_STH_rv8	g2002_STH_tv8	ld9	g2002_STH_dv9	g2002_STH_rv9	g2002_STH_tv9	ld10	g2002_STH_dv10	g2002_STH_rv10	g2002_STH_tv10	ld11	g2002_STH_dv11	g2002_STH_rv11	g2002_STH_tv11	ld12	g2002_STH_dv12	g2002_STH_rv12	g2002_STH_tv12	ld13	g2002_STH_dv13	g2002_STH_rv13	g2002_STH_tv13	ld14	g2002_STH_dv14	g2002_STH_rv14	g2002_STH_tv14	ld15	g2002_STH_dv15	g2002_STH_rv15	g2002_STH_tv15	ld16	g2002_STH_dv16	g2002_STH_rv16	g2002_STH_tv16	sd	g2002_STS_tv	g2002_STS_dv	g2002_STS_rv	sd2	g2002_STS_dv2	g2002_STS_rv2	g2002_STS_tv2	sd3	g2002_STS_dv3	g2002_STS_rv3	g2002_STS_tv3	cd	g2002_USH_tv	g2002_USH_dv	g2002_USH_rv	cd2	g2002_USH_dv2	g2002_USH_rv2	g2002_USH_tv2	cd3	g2002_USH_dv3	g2002_USH_rv3	g2002_USH_tv3	g2002_USS_dv	g2002_USS_rv	g2002_USS_tv	g2002_GOV_dv	g2002_GOV_rv	g2002_GOV_tv
"TN"	2002	"MADISON"	"03-3 West Jackson"	5528	73	672	260	412	80	56		56																																																									27	747	319	428									8	741.0	412.0	320.0									214	537	753.0	288	455	750.0
"TN"	2002	"MADISON"	"04-1 Calvary Baptist"	5476	73	573	268	305	80	330		330																																																									27	1126	518	608									8	1106.0	639.0	449.0									378	750	1130.0	459	666	1139.0
"TN"	2002	"MADISON"	"04-2 Andrew Jackson"	5472	73	639	332	307	80	96		96																																																									27	757	442	315									8	732.0	533.0	184.0									350	404	761.0	407	338	758.0
"TN"	2002	"MADISON"	"04-3 Vann Dr Fire #5"	5526	73	1598	697	901	80	56		56																																																									27	1696	800	896									8	1648.0	1035.0	585.0									522	1162	1700.0	738	946	1704.0
"TN"	2002	"MADISON"	"05-1 Whitehall Elem"	5480	80	695	695		73	3	0	3																																																									27	738	649	89									8	753.0	723.0	21.0									692	69	770.0	702	53	777.0
"TN"	2002	"MADISON"	"05-2 Lincoln Magnet"	5482	80	624	624		73	0	0	0																																																									27	644	556	88									8	647.0	600.0	40.0									566	76	656.0	586	53	657.0
"TN"	2002	"MADISON"	"05-3 No Parkway Mid"	5470	73	488	260	228	80	179		179																																																									27	675	453	222									8	668.0	514.0	141.0									397	282	688.0	429	237	682.0
"TN"	2002	"MADISON"	"06-1 Southside High"	5490	73	1396	659	737	80	46		46																																																									27	1467	699	768									8	1428.0	906.0	479.0									607	854	1489.0	658	810	1492.0
"TN"	2002	"MADISON"	"06-2 South Elem"	5492	73	529	231	298																																																													27	525	239	286									8	512.0	326.0	171.0									210	316	536.0	235	292	539.0
"TN"	2002	"MADISON"	"06-3 Lesters Chapel"	5494	73	299	128	171																																																													27	300	115	185									8	290.0	177.0	100.0									114	182	301.0	119	180	308.0
"TN"	2002	"MADISON"	"06-4 Malesus CC"	5496	73	732	312	420	80	8		8																																																									27	738	339	399									8	712.0	440.0	254.0									262	481	747.0	294	434	740.0
"TN"	2002	"MADISON"	"06-5 Medon Cty Hall"	5498	73	208	90	118	80	124		124																																																									27	343	197	146									8	340.0	233.0	96.0									186	158	352.0	184	156	348.0
"TN"	2002	"MADISON"	"07-1 UT Experiment"	5504	80	247	247		73	50	42	92																																																									27	401	296	105									8	392.0	335.0	55.0									272	125	401.0	293	96	402.0
"TN"	2002	"MADISON"	"07-2 Tennessee Tech"	5502	73	560	325	235	80	180		180																																																									27	809	491	318									8	794.0	590.0	185.0									451	369	831.0	466	349	834.0
"TN"	2002	"MADISON"	"07-3 Denmark Elem"	5500	80	325	325		73	13	6	19																																																									27	351	296	55									8	352.0	327.0	20.0									322	49	373.0	329	40	377.0
"TN"	2002	"MADISON"	"07-4 Mercer Fire #8"	5506	80	159	159																																																														27	226	134	92									8	226.0	163.0	57.0									111	118	234.0	112	119	239.0
"TN"	2002	"MADISON"	"08-1 Beech Bluff Rur"	5510	73	399	192	207																																																													27	404	214	190									8	401.0	263.0	122.0									178	218	406.0	172	225	407.0
"TN"	2002	"MADISON"	"08-2 Brown's Fire 12"	5512	73	1279	561	718																																																													27	1281	583	698									8	1245.0	708.0	490.0									410	844	1279.0	468	792	1281.0
"TN"	2002	"MADISON"	"08-3 Mifflin Fire 15"	5514	73	562	242	320																																																													27	564	267	297									8	559.0	296.0	241.0									201	368	575.0	212	357	574.0
"TN"	2002	"MADISON"	"08-4 East Union CC"	5516	73	501	245	256																																																													27	506	284	222									8	498.0	349.0	132.0									201	301	509.0	210	274	500.0
"TN"	2002	"MADISON"	"09-1 V.F.W"	5524	73	620	283	337	80	538		538																																																									27	1490	657	833									8	1471.0	782.0	657.0									448	1024	1497.0	584	895	1498.0
"TN"	2002	"MADISON"	"09-2 Pope Elementary"	5522	80	1119	1119		73	87	130	217																																																									27	2144	934	1210									8	2081.0	1170.0	874.0									552	1568	2141.0	782	1346	2142.0
"TN"	2002	"MADISON"	"09-3 Fairview Club"	5534	73	749	253	496	80	50		50																																																									27	857	356	501									8	832.0	436.0	371.0									210	635	855.0	272	577	856.0
"TN"	2002	"MADISON"	"10-1 Spring Crk Fire"	5530	73	309	159	150																																																													27	305	148	157									8	297.0	184.0	100.0									107	192	307.0	133	172	311.0
"TN"	2002	"MADISON"	"10-2 Northeast Mid"	5532	73	1455	654	801	80	10		10																																																									27	1487	712	775									8	1470.0	908.0	517.0									536	934	1491.0	616	857	1503.0
"TN"	2002	"MADISON"	"10-3 Northside High"	5520	73	970	421	549																																																													27	977	488	489									8	954.0	574.0	369.0									334	631	977.0	415	539	967.0
"TN"	2002	"MADISON"	"ABSENTEE"		80	0	0		73	0	0	0																																																									27	0	0	0									8	0.0	0.0	0.0									0	0	0.0	0	0	0.0
"TN"	2002	"MADISON"	"EARLY"		73	0	0	0	80	0		0																																																									27	0	0	0									8	0.0	0.0	0.0									0	0	0.0	0	0	0.0
"TN"	2002	"MARION"	"01 South Pittsburg"	5580	37	748	455	293																																																																									4	752.0	563.0	174.0									513	244	772.0	567	181	761.0
"TN"	2002	"MARION"	"02 Richard City"	5582	37	251	137	114																																																																									4	249.0	182.0	62.0									158	99	262.0	178	73	260.0
"TN"	2002	"MARION"	"03 New Hope"	5584	37	313	176	137																																																																									4	328.0	210.0	109.0									176	150	332.0	194	134	333.0
"TN"	2002	"MARION"	"04 Orme"	5590	37	57	44	13																																																																									4	57.0	38.0	18.0									38	22	61.0	40	17	59.0
"TN"	2002	"MARION"	"05 Lodge"	5592	37	104	63	41																																																																									4	106.0	69.0	37.0									57	49	106.0	62	42	104.0
"TN"	2002	"MARION"	"06 Battlecreek"	5594	37	136	75	61																																																																									4	143.0	92.0	51.0									73	60	141.0	78	61	144.0
"TN"	2002	"MARION"	"07 Jumpoff"	5597	37	88	50	38																																																																									4	88.0	38.0	42.0									36	50	88.0	45	43	89.0
"TN"	2002	"MARION"	"08 Monteagle"	5596	37	300	176	124																																																																									4	315.0	161.0	152.0									152	169	327.0	197	127	327.0
"TN"	2002	"MARION"	"09 Kimball"	5598	37	503	324	179																																																																									4	505.0	348.0	148.0									310	209	527.0	346	164	521.0
"TN"	2002	"MARION"	"10 Shellmound"	5600	37	249	155	94																																																																									4	251.0	151.0	98.0									141	108	251.0	158	92	252.0
"TN"	2002	"MARION"	"11 Haletown-Ladds"	5602	37	133	81	52																																																																									4	136.0	77.0	58.0									77	61	140.0	89	52	142.0
"TN"	2002	"MARION"	"12 Whiteside"	5604	37	83	53	30																																																																									4	85.0	56.0	29.0									49	37	86.0	62	25	87.0
"TN"	2002	"MARION"	"13 Richies Store"	5608	37	46	23	23																																																																									4	54.0	23.0	31.0									24	30	54.0	28	27	55.0
"TN"	2002	"MARION"	"14 Jasper"	5620	37	1127	720	407																																																																									4	1137.0	689.0	430.0									635	529	1172.0	717	453	1183.0
"TN"	2002	"MARION"	"15 Cedar Grove"	5624	37	505	344	161																																																																									4	520.0	350.0	161.0									307	220	534.0	338	183	535.0
"TN"	2002	"MARION"	"16 Foster Falls"	5630	37	219	103	116																																																																									4	222.0	106.0	108.0									89	129	228.0	98	126	232.0
"TN"	2002	"MARION"	"17 Griffith Creek"	5632	37	165	123	42																																																																									4	164.0	104.0	57.0									100	66	168.0	103	66	170.0
"TN"	2002	"MARION"	"18 Tate's Chapel"	5634	37	84	58	26																																																																									4	83.0	46.0	36.0									31	52	86.0	37	44	85.0
"TN"	2002	"MARION"	"19 Mt. Olive"	5638	37	59	42	17																																																																									4	58.0	35.0	22.0									31	28	59.0	37	23	60.0
"TN"	2002	"MARION"	"20 Sequatchie"	5640	37	289	199	90																																																																									4	305.0	180.0	117.0									154	145	305.0	189	115	310.0
"TN"	2002	"MARION"	"21 Victoria"	5642	37	231	145	86																																																																									4	227.0	125.0	98.0									102	131	239.0	131	106	239.0
"TN"	2002	"MARION"	"22 Mineral Springs"	5649	37	103	66	37																																																																									4	101.0	55.0	44.0									47	61	108.0	57	51	108.0
"TN"	2002	"MARION"	"23 Walden's Ridge"	5650	37	164	128	36																																																																									4	164.0	116.0	42.0									104	61	168.0	114	46	165.0
"TN"	2002	"MARION"	"24 Elder Mountain"	5652	37	120	32	88																																																																									4	122.0	39.0	82.0									36	90	127.0	46	76	126.0
"TN"	2002	"MARION"	"25 Lusk Store"	5654	37	128	61	67																																																																									4	131.0	58.0	71.0									46	93	140.0	64	77	143.0
"TN"	2002	"MARION"	"26 Morganville"	5670	37	159	97	62																																																																									4	160.0	81.0	76.0									69	89	162.0	81	79	162.0
"TN"	2002	"MARION"	"27 Whitwell"	5672	37	604	456	148																																																																									4	586.0	381.0	195.0									343	257	609.0	368	225	608.0
"TN"	2002	"MARION"	"28 Powells Crossrds"	5674	37	702	474	228																																																																									4	694.0	400.0	280.0									332	366	708.0	375	328	708.0
"TN"	2002	"MARION"	"29 Ketners Mill"	5678	37	86	67	19																																																																									4	85.0	61.0	24.0									51	35	87.0	57	26	86.0
"TN"	2002	"MARION"	"z-ABSENTEE"		37	0	0	0																																																																									4	0.0	0.0	0.0									0	0	0.0	0	0	0.0
"TN"	2002	"MARION"	"z-EARLY"		37	0	0	0																																																																									4	0.0	0.0	0.0									0	0	0.0	0	0	0.0
"TN"	2002	"MARSHALL"	"1 Chapel Hill"	5716	65	628	352	276																																																													13	642	298	344									6	655.0	451.0	199.0									347	323	680.0	373	307	687.0
"TN"	2002	"MARSHALL"	"2 Henry Horton Park"	5708	65	603	316	286																																																													13	609	263	346									6	618.0	357.0	240.0									290	323	635.0	323	292	632.0
"TN"	2002	"MARSHALL"	"3 Belfast"	5704	65	451	253	198																																																													13	462	213	249									6	471.0	308.0	155.0									237	241	488.0	251	237	496.0
"TN"	2002	"MARSHALL"	"4 Cornersville"	5720	65	524	316	206																																																													13	514	240	272									6	517.0	363.0	138.0									251	280	543.0	278	262	551.0
"TN"	2002	"MARSHALL"	"5 Recreation Center"	5752	65	616	375	241																																																													13	619	302	317									6	621.0	425.0	179.0									296	326	641.0	368	267	648.0
"TN"	2002	"MARSHALL"	"6 West Hills Elem"	5740	65	366	228	138																																																													13	378	197	179									6	383.0	285.0	91.0									218	172	401.0	232	165	406.0
"TN"	2002	"MARSHALL"	"7 Hardison School"	5732	65	296	216	80																																																													13	301	193	107									6	307.0	243.0	54.0									208	102	316.0	214	100	325.0
"TN"	2002	"MARSHALL"	"8 Armory"	5700	65	389	257	131																																																													13	396	214	182									6	403.0	300.0	94.0									220	189	424.0	266	150	427.0
"TN"	2002	"MARSHALL"	"9 Courthouse"	5724	65	417	269	147																																																													13	418	214	202									6	428.0	310.0	112.0									215	215	440.0	259	175	446.0
"TN"	2002	"MARSHALL"	"ABSENTEE"		65	2583	1801	782																																																													13	2579	1500	1079									6	2686.0	2032.0	622.0									1689	1184	2901.0	1759	1110	2906.0
"TN"	2002	"MARSHALL"	"EARLY"		65	0	0	0																																																													13	0	0	0									6	0.0	0.0	0.0									0	0	0.0	0	0	0.0
"TN"	2002	"MAURY"	"Armory"	5770	74	166	83	82																																																													13	169	76	93									4	169.0	82.0	84.0									81	85	173.0	84	83	174.0
"TN"	2002	"MAURY"	"Baker"	5768	64	362	182	180																																																													13	365	202	163									4	361.0	192.0	161.0									182	175	367.0	208	153	371.0
"TN"	2002	"MAURY"	"Bear Creek"	5849	64	657	306	351																																																													13	653	280	370									4	658.0	296.0	347.0									268	379	660.0	303	343	659.0
"TN"	2002	"MAURY"	"Bigbyville"	5772	64	379	160	216																																																													13	382	139	243									4	380.0	161.0	215.0									144	232	382.0	179	199	383.0
"TN"	2002	"MAURY"	"CP Church"	5840	64	1197	580	615																																																													13	1186	539	643									4	1183.0	551.0	619.0									558	633	1202.0	602	574	1196.0
"TN"	2002	"MAURY"	"City Hall"	5814	64	460	296	162																																																													13	454	274	179									4	456.0	311.0	130.0									306	145	460.0	304	140	458.0
"TN"	2002	"MAURY"	"College Hill"	5780	64	492	396	96																																																													13	482	382	100									4	491.0	412.0	72.0									405	81	498.0	400	69	489.0
"TN"	2002	"MAURY"	"Culleoka"	5792	64	514	235	277																																																													13	512	244	268									4	510.0	257.0	242.0									233	275	515.0	239	261	514.0
"TN"	2002	"MAURY"	"First Family"	5813	64	305	105	200																																																													13	309	139	170									4	309.0	130.0	175.0									121	185	310.0	153	147	311.0
"TN"	2002	"MAURY"	"Hampshire"	5808	74	371	184	184																																																													13	393	177	214									4	382.0	174.0	199.0									174	210	394.0	205	177	391.0
"TN"	2002	"MAURY"	"Highland"	5812	64	354	176	177																																																													13	342	160	180									4	348.0	190.0	153.0									181	167	352.0	201	145	355.0
"TN"	2002	"MAURY"	"Mt. Pleasant High"	5832	64	643	350	293																																																													13	630	337	292									4	637.0	366.0	261.0									341	287	645.0	371	266	648.0
"TN"	2002	"MAURY"	"Pleasant Heights"	5842	64	345	112	232																																																													13	347	148	199									4	344.0	118.0	220.0									118	228	348.0	165	180	349.0
"TN"	2002	"MAURY"	"Porters Chapel"	5844	64	244	119	125																																																													13	241	110	130									4	241.0	129.0	108.0									130	112	247.0	132	113	247.0
"TN"	2002	"MAURY"	"Rally Hill"	5848	64	393	221	172																																																													13	391	179	211									4	394.0	206.0	182.0									189	205	399.0	203	190	400.0
"TN"	2002	"MAURY"	"Riverside"	5852	64	277	128	148																																																													13	275	136	138									4	273.0	125.0	140.0									141	135	280.0	138	137	280.0
"TN"	2002	"MAURY"	"Santa Fe"	5864	74	383	178	205																																																													13	402	183	219									4	397.0	185.0	206.0									198	202	409.0	196	203	406.0
"TN"	2002	"MAURY"	"Spring Hill"	5868	64	976	469	504																																																													13	983	417	565									4	978.0	439.0	523.0									438	544	995.0	479	496	997.0
"TN"	2002	"MAURY"	"St. Catherine"	5796	74	679	292	385																																																													13	680	330	348									4	672.0	345.0	316.0									347	335	686.0	364	311	687.0
"TN"	2002	"MAURY"	"Theta"	5872	64	461	232	229																																																													13	463	196	267									4	466.0	214.0	243.0									206	262	474.0	229	236	475.0
"TN"	2002	"MAURY"	"Tradewinds"	5769	64	402	161	240																																																													13	402	169	230									4	401.0	181.0	216.0									177	227	408.0	203	200	408.0
"TN"	2002	"MAURY"	"West End"	5824	64	440	211	228																																																													13	442	238	204									4	443.0	222.0	204.0									227	204	443.0	247	184	446.0
"TN"	2002	"MAURY"	"z-ABSENTEE"		64	8339	4024	4303	74	675	685	1365																																																									13	9751	5040	4699									4	9693.0	4611.0	5014.0									4888	4932	9919.0	5257	4506	9909.0
"TN"	2002	"MAURY"	"z-EARLY"		64	0	0	0	74	0	0	0																																																									13	0	0	0									4	0.0	0.0	0.0									0	0	0.0	0	0	0.0
"TN"	2002	"MCMINN"	"01 City Park School"	5932	23	1287		1287																																																													9	1639	562	1077									2	1677.0	317.0	1341.0									543	1146	1724.0	717	967	1712.0
"TN"	2002	"MCMINN"	"02 Etowah City Hall"	5936	23	567		567																																																													9	728	278	450									2	735.0	167.0	554.0									292	452	751.0	332	409	750.0
"TN"	2002	"MCMINN"	"03 Etowah CC"	5940	23	541		541																																																													9	727	312	415									2	760.0	219.0	525.0									335	411	771.0	380	353	762.0
"TN"	2002	"MCMINN"	"04 Etowah Depot"	5944	23	157		157																																																													9	204	66	138									2	203.0	42.0	159.0									64	147	212.0	75	129	211.0
"TN"	2002	"MCMINN"	"05 Englewood School"	5948	23	631		631																																																													9	841	333	508									2	842.0	210.0	623.0									333	518	865.0	385	463	860.0
"TN"	2002	"MCMINN"	"06 Rogers Creek Sch"	5952	23	315		315																																																													9	421	178	243									2	416.0	126.0	288.0									183	244	433.0	209	216	430.0
"TN"	2002	"MCMINN"	"07 Riceville School"	5956	23	859		859																																																													9	1080	344	736									2	1091.0	247.0	834.0									341	750	1115.0	444	654	1117.0
"TN"	2002	"MCMINN"	"08 Calhoun School"	5960	23	277		277																																																													9	392	177	215									2	395.0	114.0	277.0									166	231	403.0	194	202	401.0
"TN"	2002	"MCMINN"	"09 Niota School"	5964	23	725		725																																																													9	892	299	593									2	931.0	188.0	732.0									346	600	959.0	394	547	958.0
"TN"	2002	"MCMINN"	"10 Englewood Muni"	5892	23	274		274																																																													9	374	147	227									2	392.0	93.0	294.0									169	239	416.0	185	221	413.0
"TN"	2002	"MCMINN"	"11 Ingleside School"	5896	23	396		396																																																													9	508	205	303									2	527.0	127.0	391.0									191	324	531.0	245	259	520.0
"TN"	2002	"MCMINN"	"12 McMinn Co High"	5900	23	377		377																																																													9	454	194	260									2	469.0	122.0	337.0									203	266	478.0	243	221	479.0
"TN"	2002	"MCMINN"	"13 McMinn Courthouse"	5904	23	846		846																																																													9	1081	403	678									2	1112.0	244.0	851.0									406	704	1129.0	499	606	1120.0
"TN"	2002	"MCMINN"	"14 North City School"	5908	23	776		776																																																													9	1014	395	619									2	1040.0	231.0	786.0									387	631	1051.0	467	540	1041.0
"TN"	2002	"MCMINN"	"15 Claxton Fire Hall"	5912	23	384		384																																																													9	475	155	320									2	478.0	104.0	365.0									150	324	487.0	178	291	485.0
"TN"	2002	"MCMINN"	"16 Union Grove Fire"	5916	23	400		400																																																													9	492	167	325									2	507.0	114.0	388.0									181	332	519.0	212	302	518.0
"TN"	2002	"MCMINN"	"17 E K Baker School"	5920	23	496		496																																																													9	630	243	387									2	646.0	161.0	478.0									231	412	653.0	266	378	651.0
"TN"	2002	"MCMINN"	"18 Hillsview Fire"	5924	23	241		241																																																													9	305	139	166									2	311.0	76.0	231.0									113	194	315.0	120	188	312.0
"TN"	2002	"MCMINN"	"19 Mountain View Sch"	5928	23	660		660																																																													9	819	322	497									2	828.0	207.0	612.0									355	485	854.0	374	461	847.0
"TN"	2002	"MCMINN"	"ABSENTEE"		23	0		0																																																													9	0	0	0									2	0.0	0.0	0.0									0	0	0.0	0	0	0.0
"TN"	2002	"MCMINN"	"EARLY"		23	0		0																																																													9	0	0	0									2	0.0	0.0	0.0									0	0	0.0	0	0	0.0
"TN"	2002	"MCNAIRY"	"1 Bethel Springs"	5972	71	390	379																																																																										7	512.0	232.0	264.0									268	258	541.0	274	259	543.0
"TN"	2002	"MCNAIRY"	"1 Finger"	5996	71	166	160																																																																										7	310.0	64.0	239.0									83	232	316.0	78	234	319.0
"TN"	2002	"MCNAIRY"	"1 McNairy"	6012	71	180	173																																																																										7	273.0	100.0	163.0									119	161	281.0	114	159	286.0
"TN"	2002	"MCNAIRY"	"2 Adamsville"	6052	71	655	633																																																																										7	789.0	329.0	439.0									376	430	819.0	418	395	831.0
"TN"	2002	"MCNAIRY"	"2 Lawton"	6004	71	211	200																																																																										7	275.0	130.0	140.0									142	139	285.0	150	131	285.0
"TN"	2002	"MCNAIRY"	"2 Milledgeville"	6020	71	55	54																																																																										7	70.0	26.0	43.0									33	40	74.0	34	40	74.0
"TN"	2002	"MCNAIRY"	"3 Leapwood"	6008	71	174	170																																																																										7	264.0	90.0	166.0									89	173	267.0	98	171	274.0
"TN"	2002	"MCNAIRY"	"3 North East Selmer"	6024	71	525	517																																																																										7	648.0	305.0	325.0									335	335	673.0	358	312	677.0
"TN"	2002	"MCNAIRY"	"3 Purdy"	6032	71	105	104																																																																										7	150.0	45.0	104.0									56	101	157.0	61	96	158.0
"TN"	2002	"MCNAIRY"	"4 North Selmer"	6028	71	401	390																																																																										7	554.0	206.0	342.0									236	328	571.0	238	327	578.0
"TN"	2002	"MCNAIRY"	"4 Rose Creek"	6040	71	281	275																																																																										7	429.0	139.0	280.0									163	281	448.0	157	289	454.0
"TN"	2002	"MCNAIRY"	"5 Chewalla"	5976	71	164	156																																																																										7	189.0	103.0	83.0									112	80	195.0	112	82	195.0
"TN"	2002	"MCNAIRY"	"5 Cypress"	5984	71	110	107																																																																										7	142.0	49.0	90.0									52	88	145.0	54	86	145.0
"TN"	2002	"MCNAIRY"	"5 East View"	5992	71	209	207																																																																										7	247.0	128.0	117.0									138	111	254.0	142	111	255.0
"TN"	2002	"MCNAIRY"	"5 Guys"	6000	71	120	117																																																																										7	144.0	101.0	40.0									107	34	144.0	108	35	146.0
"TN"	2002	"MCNAIRY"	"5 Ramer"	6036	71	269	263																																																																										7	328.0	159.0	164.0									173	161	341.0	182	149	340.0
"TN"	2002	"MCNAIRY"	"6 Courthouse SE"	6044	71	824	794																																																																										7	1068.0	496.0	556.0									535	555	1111.0	561	536	1111.0
"TN"	2002	"MCNAIRY"	"7 Michie"	6016	71	536	520																																																																										7	654.0	349.0	290.0									379	286	674.0	384	283	676.0
"TN"	2002	"MCNAIRY"	"7 Stantonville"	6048	71	213	201																																																																										7	300.0	133.0	163.0									137	161	305.0	154	154	310.0
"TN"	2002	"MCNAIRY"	"ABSENTEE"		71	0	0																																																																										7	0.0	0.0	0.0									0	0	0.0	0	0	0.0
"TN"	2002	"MCNAIRY"	"EARLY"		71	0	0																																																																										7	0.0	0.0	0.0									0	0	0.0	0	0	0.0
"TN"	2002	"MEIGS"	"1 Eastview"	6072	22	230		230																																																													9	316	130	186									3	327.0	119.0	205.0									110	211	329.0	164	166	336.0
"TN"	2002	"MEIGS"	"2 Meigs South"	6060	22	236		236																																																													9	311	130	181									3	324.0	114.0	204.0									119	209	329.0	164	171	335.0
"TN"	2002	"MEIGS"	"3 City Hall"	6064	22	154		154																																																													9	214	120	94									3	220.0	85.0	131.0									101	115	225.0	126	92	225.0
"TN"	2002	"MEIGS"	"3 Courthouse"	6068	22	156		156																																																													9	227	98	129									3	232.0	88.0	140.0									89	147	241.0	108	123	240.0
"TN"	2002	"MEIGS"	"4 Meigs North"	6076	22	184		184																																																													9	276	143	133									3	287.0	123.0	156.0									128	155	295.0	161	130	301.0
"TN"	2002	"MEIGS"	"5 Ten Mile"	6080	22	259		259																																																													9	325	129	196									3	355.0	108.0	240.0									134	228	367.0	170	189	363.0
"TN"	2002	"MEIGS"	"ABSENTEE"		22	24		24																																																													9	54	30	24									3	54.0	26.0	28.0									29	26	55.0	30	25	56.0
"TN"	2002	"MEIGS"	"EARLY"		22	528		526																																																													9	899	509	390									3	934.0	444.0	474.0									500	450	964.0	563	386	963.0
"TN"	2002	"MONROE"	"01 Sweetwater High"	6088	21	1106		1106																																																													5	1468	588	880									2	1566.0	408.0	1138.0									606	971	1610.0	727	826	1585.0
"TN"	2002	"MONROE"	"02 Broad St School"	6112	21	575		575																																																													5	810	352	458									2	861.0	209.0	639.0									378	502	886.0	436	433	880.0
"TN"	2002	"MONROE"	"03 Brown Elementary"	6116	21	403		403																																																													5	574	227	347									2	603.0	140.0	456.0									251	367	625.0	311	306	622.0
"TN"	2002	"MONROE"	"04 Vonore Elementary"	6129	21	513		513																																																													5	659	230	429									2	670.0	166.0	499.0									235	447	691.0	298	381	685.0
"TN"	2002	"MONROE"	"05 Madisonville Intr"	6124	21	791		791																																																													5	1232	601	631									2	1272.0	413.0	848.0									650	676	1335.0	728	591	1335.0
"TN"	2002	"MONROE"	"06 Madisonville Mid"	6128	21	507		507																																																													5	726	321	405									2	754.0	222.0	524.0									332	430	766.0	367	392	774.0
"TN"	2002	"MONROE"	"07 Madisonville Prim"	6132	21	661		661																																																													5	979	454	525									2	1003.0	310.0	684.0									472	568	1051.0	543	491	1051.0
"TN"	2002	"MONROE"	"08 Vonore CC"	6136	21	262		262																																																													5	353	142	211									2	360.0	92.0	258.0									143	220	370.0	171	195	371.0
"TN"	2002	"MONROE"	"09 Old Notchey Creek"	6140	21	274		274	23		103	103																																																									5	564	276	288									2	605.0	202.0	398.0									307	313	631.0	351	268	630.0
"TN"	2002	"MONROE"	"10 Rural Vale Fire"	6092	23	257		257																																																													5	341	132	209									2	351.0	96.0	252.0									127	217	352.0	144	202	348.0
"TN"	2002	"MONROE"	"11 Tellico CC"	6096	23	1105		1105																																																													5	1457	526	931									2	1503.0	338.0	1149.0									555	979	1559.0	644	881	1557.0
"TN"	2002	"MONROE"	"12 Coker Creek Sch"	6100	23	395		395																																																													5	466	100	366									2	490.0	66.0	413.0									102	388	499.0	114	373	495.0
"TN"	2002	"MONROE"	"13 Toqua CC"	6108	23	413		413																																																													5	610	234	376									2	619.0	181.0	431.0									238	391	634.0	247	370	631.0
"TN"	2002	"MONROE"	"ABSENTEE"		23	0		0	21		0	0																																																									5	0	0	0									2	0.0	0.0	0.0									0	0	0.0	0	0	0.0
"TN"	2002	"MONROE"	"EARLY"		23	0		0	21		0	0																																																									5	0	0	0									2	0.0	0.0	0.0									0	0	0.0	0	0	0.0
"TN"	2002	"MONTGOMERY"	"01"	6150	68	872	412	460																																																																									7	852.0	306.0	514.0									389	501	902.0	502	398	915.0
"TN"	2002	"MONTGOMERY"	"02"	6155	67	1108	629	479																																																																									7	1055.0	301.0	716.0									450	652	1126.0	604	514	1134.0
"TN"	2002	"MONTGOMERY"	"03A"	6160	68	671	281	390																																																																									8	613.0	293.0	297.0									272	409	690.0	344	339	693.0
"TN"	2002	"MONTGOMERY"	"03B"	6162	68	535	254	281																																																																									7	510.0	164.0	332.0									211	324	540.0	284	249	543.0
"TN"	2002	"MONTGOMERY"	"04A"	6165	68	517	277	240																																																																									8	464.0	245.0	208.0									272	256	529.0	329	198	533.0
"TN"	2002	"MONTGOMERY"	"04B"	6166	78	420	241	179																																																																									8	414.0	247.0	155.0									260	184	451.0	298	144	447.0
"TN"	2002	"MONTGOMERY"	"05"	6170	68	754	406	348																																																																									8	690.0	375.0	288.0									390	377	782.0	469	296	783.0
"TN"	2002	"MONTGOMERY"	"06A"	6180	68	570	309	261																																																																									7	544.0	234.0	290.0									325	267	602.0	353	239	605.0
"TN"	2002	"MONTGOMERY"	"06B"	6175	78	329	179	150																																																																									8	334.0	192.0	137.0									206	162	372.0	214	153	368.0
"TN"	2002	"MONTGOMERY"	"07"	6185	78	820	325	495																																																																									7	830.0	254.0	552.0									343	537	890.0	413	476	901.0
"TN"	2002	"MONTGOMERY"	"08"	6190	68	281	178	103																																																																									7	269.0	131.0	130.0									184	110	298.0	205	86	300.0
"TN"	2002	"MONTGOMERY"	"09"	6195	67	373	218	155																																																																									7	358.0	124.0	221.0									167	203	378.0	195	169	377.0
"TN"	2002	"MONTGOMERY"	"10"	6200	78	460	243	217																																																																									7	465.0	187.0	265.0									237	241	488.0	296	189	496.0
