state	year	precinct	county	g2000_USP_rv	g2000_USP_dv	g2000_REG_tv	g2000_BALL_tv	g2000_USH_rv	g2000_USH_dv
"ID"	2000	"34 Absentee Dist 7"	"Latah"	17	1		19	12	2
"ID"	2000	"Salmon"	"Lemhi"	630	167	1344	839	614	147
"ID"	2000	"Depot"	"Lemhi"	248	53	499	316	258	39
"ID"	2000	"Brooklyn"	"Lemhi"	714	219	1528	977	696	202
"ID"	2000	"Carmen"	"Lemhi"	220	27	347	261	218	24
"ID"	2000	"Noble"	"Lemhi"	95	22	159	125	89	27
"ID"	2000	"Gibbonsville"	"Lemhi"	59	12	119	83	60	16
"ID"	2000	"Mineral Hill"	"Lemhi"	20	2	43	24	20	3
"ID"	2000	"Iron Creek"	"Lemhi"	73	27	169	120	70	36
"ID"	2000	"Pahsimeroi"	"Lemhi"	57	3	90	68	60	6
"ID"	2000	"Baker"	"Lemhi"	161	18	252	189	160	17
"ID"	2000	"Fort Lemhi"	"Lemhi"	80	10	119	100	78	14
"ID"	2000	"Yearianville"	"Lemhi"	50	11	96	72	56	13
"ID"	2000	"Junction"	"Lemhi"	129	20	222	165	127	25
"ID"	2000	"Absentee"	"Lemhi"	323	69		427	325	65
"ID"	2000	"1 Nezperce"	"Lewis"	280	78	519	381	244	94
"ID"	2000	"2 W Kamiah"	"Lewis"	361	86	743	481	309	88
"ID"	2000	"3 E Kamiah"	"Lewis"	115	23	249	156	104	26
"ID"	2000	"4 Craigmont"	"Lewis"	265	79	474	366	241	81
"ID"	2000	"5 Winchester"	"Lewis"	187	53	345	261	168	59
"ID"	2000	"6 Reubens"	"Lewis"	38	5	56	46	38	7
"ID"	2000	"7 Mohler"	"Lewis"	36	11	57	50	36	8
"ID"	2000	"8 Slickpoo"	"Lewis"	13		16	14	8	1
"ID"	2000	"Shoshone #1"	"Lincoln"	176	107	426	316	188	81
"ID"	2000	"Shoshone #2"	"Lincoln"	172	146	441	357	196	108
"ID"	2000	"North Shoshone #3"	"Lincoln"	207	65	359	297	197	51
"ID"	2000	"Richfield #4"	"Lincoln"	236	86	443	362	247	60
"ID"	2000	"Dietrich #5"	"Lincoln"	230	33	333	279	218	28
"ID"	2000	"Kimama #6"	"Lincoln"	28		45	29	23	2
"ID"	2000	"1 Plano"	"Madison"	274	22	463	311	256	34
"ID"	2000	"2 Hibbard"	"Madison"	524	51	813	596	529	55
"ID"	2000	"3 Salem"	"Madison"	256	31	425	300	262	34
"ID"	2000	"4 Sugar City"	"Madison"	630	68	1094	728	636	72
"ID"	2000	"5 Moody"	"Madison"	145	19	231	172	141	27
"ID"	2000	"6 Burton"	"Madison"	476	44	816	543	481	49
"ID"	2000	"7 Rexburg"	"Madison"	616	72	1181	738	624	91
"ID"	2000	"8 Rexburg"	"Madison"	708	78	1291	832	700	101
"ID"	2000	"9  Rexburg"	"Madison"	835	80	1718	957	791	101
"ID"	2000	"10 Rexburg"	"Madison"	824	46	1559	905	652	56
"ID"	2000	"11 Rexburg"	"Madison"	901	104	1654	1044	850	129
"ID"	2000	"12 Rexburg"	"Madison"	404	38	682	466	403	48
"ID"	2000	"13 Union/Lyman"	"Madison"	557	65	911	647	558	58
"ID"	2000	"14 Archer"	"Madison"	365	36	568	414	343	55
"ID"	2000	"15 Absentee"	"Madison"	426	62		520	431	62
"ID"	2000	"01 Acequia"	"Minidoka"	469	66	883	566	481	65
"ID"	2000	"02 Emerson"	"Minidoka"	593	86	1031	737	582	105
"ID"	2000	"03 Heyburn 1"	"Minidoka"	440	151	1061	647	460	145
"ID"	2000	"04 Heyburn 2"	"Minidoka"	489	113	1001	651	527	108
"ID"	2000	"05 Paul"	"Minidoka"	438	118	940	619	476	107
"ID"	2000	"06 Pioneer"	"Minidoka"	536	95	958	663	552	94
"ID"	2000	"07 Rupert 1"	"Minidoka"	348	135	791	520	395	87
"ID"	2000	"08 Rupert 2"	"Minidoka"	516	198	1250	765	538	185
"ID"	2000	"09 Rupert 3"	"Minidoka"	230	129	647	393	245	123
"ID"	2000	"10 Rupert 4"	"Minidoka"	179	50	339	242	192	39
"ID"	2000	"11 Rupert 5"	"Minidoka"	301	111	684	437	301	103
"ID"	2000	"Absentee"	"Minidoka"	250	58		343	252	52
"ID"	2000	"Absentee"	"Minidoka"	118	34		193	126	57
"ID"	2000	"1 Lewiston"	"Nez Perce"	116	82	380	206	108	85
"ID"	2000	"2 Lewiston"	"Nez Perce"	162	88	456	267	154	93
"ID"	2000	"3 Lewiston"	"Nez Perce"	153	117	473	296	153	122
"ID"	2000	"4 Lewiston"	"Nez Perce"	211	114	555	351	206	119
"ID"	2000	"5 Lewiston"	"Nez Perce"	223	112	493	350	214	106
"ID"	2000	"6 Lewiston"	"Nez Perce"	253	78	488	340	242	80
"ID"	2000	"7 Lewiston"	"Nez Perce"	324	156	886	511	330	148
"ID"	2000	"8 Lewiston"	"Nez Perce"	314	161	674	508	320	163
"ID"	2000	"9 Lewiston"	"Nez Perce"	334	231	873	592	327	213
"ID"	2000	"10 Lewiston"	"Nez Perce"	299	179	738	498	310	157
"ID"	2000	"11 Lewiston"	"Nez Perce"	239	153	598	416	241	146
"ID"	2000	"12 Lewiston"	"Nez Perce"	559	183	978	759	563	169
"ID"	2000	"13 Lewiston"	"Nez Perce"	511	220	998	754	496	206
"ID"	2000	"14 Lewiston"	"Nez Perce"	288	184	768	508	296	172
"ID"	2000	"15 Lewiston"	"Nez Perce"	373	224	937	652	374	227
"ID"	2000	"16 Lewiston"	"Nez Perce"	356	186	836	573	347	189
"ID"	2000	"17 Lewiston"	"Nez Perce"	320	173	742	523	338	152
"ID"	2000	"18 Lewiston"	"Nez Perce"	401	189	821	617	395	187
"ID"	2000	"19 Lewiston"	"Nez Perce"	235	125	480	387	241	121
"ID"	2000	"20 Lewiston"	"Nez Perce"	310	167	751	511	313	163
"ID"	2000	"21 Lewiston"	"Nez Perce"	486	186	944	698	461	197
"ID"	2000	"22 Lewiston"	"Nez Perce"	331	144	740	500	305	161
"ID"	2000	"23 Lewiston"	"Nez Perce"	462	146	878	639	431	159
"ID"	2000	"24 Lewiston"	"Nez Perce"	517	236	1037	783	492	239
"ID"	2000	"25 Lewiston"	"Nez Perce"	637	166	1067	839	587	196
"ID"	2000	"26 Lewiston"	"Nez Perce"	467	174	911	670	444	196
"ID"	2000	"30 Culdesac"	"Nez Perce"	208	87	431	318	194	103
"ID"	2000	"31 Gifford"	"Nez Perce"	91	31	179	137	87	45
"ID"	2000	"32 Hatwai"	"Nez Perce"	205	89	463	320	196	93
"ID"	2000	"33 Lapwai"	"Nez Perce"	120	271	667	413	183	209
"ID"	2000	"34 Leland"	"Nez Perce"	177	32	269	214	150	50
"ID"	2000	"35 Lenore"	"Nez Perce"	116	58	229	187	127	54
"ID"	2000	"36 Peck"	"Nez Perce"	121	51	249	189	117	55
"ID"	2000	"37 Rimrock"	"Nez Perce"	85	9	122	98	73	14
"ID"	2000	"38 Spalding"	"Nez Perce"	171	74	346	256	169	73
"ID"	2000	"39 Tammany"	"Nez Perce"	298	73	495	386	286	81
"ID"	2000	"40 Webb"	"Nez Perce"	104	46	215	159	104	45
"ID"	2000	"Malad 1"	"Oneida"	402	80	666	510	402	80
"ID"	2000	"Malad 2"	"Oneida"	327	109	629	464	339	87
"ID"	2000	"Malad 3"	"Oneida"	330	83	582	435	333	80
"ID"	2000	"Malad 4"	"Oneida"	219	30	335	260	204	36
"ID"	2000	"Curlew"	"Oneida"	93	2	143	100	87	8
"ID"	2000	"Holbrook"	"Oneida"	55	3	90	64	52	5
"ID"	2000	"01 North Homedale"	"Owyhee"	310	128	820	468	301	106
"ID"	2000	"02 South Homedale"	"Owyhee"	417	122	947	579	393	120
"ID"	2000	"03 North Marsing"	"Owyhee"	246	70	512	385	221	71
"ID"	2000	"04 South Marsing"	"Owyhee"	260	94	669	382	250	85
"ID"	2000	"05 Pleasant Valley"	"Owyhee"	62		93	64	59	
"ID"	2000	"06 Wilson"	"Owyhee"	232	45	444	296	202	54
"ID"	2000	"07 Murphy"	"Owyhee"	112	15	212	131	100	18
"ID"	2000	"08 Oreana"	"Owyhee"	68	3	129	73	66	2
"ID"	2000	"09 Grand View"	"Owyhee"	305	39	573	369	276	48
"ID"	2000	"10 Bruneau"	"Owyhee"	237	40	396	290	220	31
"ID"	2000	"11 Riddle"	"Owyhee"	16	39	102	57	25	26
"ID"	2000	"12 Three Creek"	"Owyhee"	21	2	55	27	25	1
"ID"	2000	"99 Absentee"	"Owyhee"	164	26		200	148	26
"ID"	2000	"1"	"Payette"	472	194	1164	716	458	204
"ID"	2000	"2"	"Payette"	992	308	1896	1383	975	326
"ID"	2000	"3"	"Payette"	428	173	939	651	438	170
"ID"	2000	"4"	"Payette"	251	107	585	397	253	100
"ID"	2000	"5"	"Payette"	661	204	1256	913	651	200
"ID"	2000	"6"	"Payette"	575	218	1200	850	547	238
"ID"	2000	"7"	"Payette"	155	27	271	188	145	35
"ID"	2000	"8"	"Payette"	793	228	1612	1101	794	233
"ID"	2000	"9"	"Payette"	568	171	1188	814	576	180
"ID"	2000	"10"	"Payette"	66	13	120	89	65	16
"ID"	2000	"1 American Falls"	"Power"	369	159	873	560	379	151
"ID"	2000	"2 American Falls"	"Power"	447	185	1084	656	459	155
"ID"	2000	"3 American Falls"	"Power"	472	203	1095	701	480	173
"ID"	2000	"4 Rockland"	"Power"	223	37	423	275	214	45
"ID"	2000	"5 Arbon"	"Power"	76	4	99	80	70	7
"ID"	2000	"6 E Power County"	"Power"	155	99	425	291	162	107
"ID"	2000	"7 Absentee"	"Power"	130	68		209	126	56
"ID"	2000	"1 Murray/Prichard"	"Shoshone"	59	68	221	136	59	63
"ID"	2000	"2 Mullan"	"Shoshone"	149	175	566	357	136	181
"ID"	2000	"3 Wallace"	"Shoshone"	132	131	562	301	124	135
"ID"	2000	"4 Wallace"	"Shoshone"	131	99	447	252	127	92
"ID"	2000	"5 Silverton"	"Shoshone"	132	103	408	252	133	97
"ID"	2000	"6 Osburn"	"Shoshone"	222	130	624	387	210	151
"ID"	2000	"7 Osburn"	"Shoshone"	216	184	729	437	201	200
"ID"	2000	"8 Kellogg"	"Shoshone"	146	119	521	295	147	117
"ID"	2000	"9 Kellogg"	"Shoshone"	252	207	895	527	256	211
"ID"	2000	"10 Kellogg"	"Shoshone"	124	126	507	269	113	130
"ID"	2000	"11 Wardner"	"Shoshone"	36	37	125	83	31	39
"ID"	2000	"12 Smelterville"	"Shoshone"	121	118	463	269	97	133
"ID"	2000	"13 Pinehurst"	"Shoshone"	132	76	346	228	108	97
"ID"	2000	"14 Pinehurst"	"Shoshone"	321	229	981	606	298	255
"ID"	2000	"15 Kingston"	"Shoshone"	336	198	971	587	323	209
"ID"	2000	"16 Calder"	"Shoshone"	74	15	159	98	75	17
"ID"	2000	"17 Clarkia"	"Shoshone"	31	18	90	54	30	17
"ID"	2000	"18 Avery"	"Shoshone"	32	12	86	47	27	13
"ID"	2000	"Absentee"	"Shoshone"	233	180		450	217	181
"ID"	2000	"1 Victor"	"Teton"	583	227	1238	897	547	243
"ID"	2000	"2 Driggs"	"Teton"	761	330	1726	1211	717	344
"ID"	2000	"3 Tetonia"	"Teton"	328	138	722	516	285	137
"ID"	2000	"4 Felt"	"Teton"	73	25	172	111	71	22
"ID"	2000	"Twin Falls 1"	"Twin Falls"	203	146	715	409	256	114
"ID"	2000	"Twin Falls 2"	"Twin Falls"	168	94	548	302	185	81
"ID"	2000	"Twin Falls 3"	"Twin Falls"	228	131	644	403	265	114
"ID"	2000	"Twin Falls 4"	"Twin Falls"	374	157	1145	608	421	145
"ID"	2000	"Twin Falls 5"	"Twin Falls"	465	204	1087	719	503	173
"ID"	2000	"Twin Falls 6"	"Twin Falls"	224	144	676	424	250	132
"ID"	2000	"Twin Falls 7"	"Twin Falls"	393	186	1155	648	448	156
"ID"	2000	"Twin Falls 8"	"Twin Falls"	308	179	817	531	337	157
"ID"	2000	"Twin Falls 9"	"Twin Falls"	193	58	424	272	195	62
"ID"	2000	"Twin Falls 10"	"Twin Falls"	173	95	536	300	203	76
"ID"	2000	"Twin Falls 11"	"Twin Falls"	322	156	722	512	348	129
"ID"	2000	"Twin Falls 12"	"Twin Falls"	254	135	615	424	286	117
"ID"	2000	"Twin Falls 13"	"Twin Falls"	787	264	1783	1104	832	222
"ID"	2000	"Twin Falls 14"	"Twin Falls"	362	140	757	542	403	113
"ID"	2000	"Twin Falls 15"	"Twin Falls"	306	113	736	473	354	93
"ID"	2000	"Twin Falls 16"	"Twin Falls"	206	126	576	368	232	113
"ID"	2000	"Twin Falls 17"	"Twin Falls"	298	126	818	488	340	119
"ID"	2000	"Twin Falls 18"	"Twin Falls"	386	195	1131	657	435	185
"ID"	2000	"Twin Falls 19"	"Twin Falls"	685	246	1485	1005	764	190
"ID"	2000	"Twin Falls 20"	"Twin Falls"	40	35	144	82	43	34
"ID"	2000	"Out Twin Falls 21"	"Twin Falls"	633	154	1312	831	647	143
"ID"	2000	"Out Twin Falls 22"	"Twin Falls"	457	113	923	624	488	108
"ID"	2000	"Out Twin Falls 23"	"Twin Falls"	268	83	521	387	289	68
"ID"	2000	"Out Twin Falls 24"	"Twin Falls"	304	99	675	433	315	95
"ID"	2000	"Buhl 1"	"Twin Falls"	302	120	713	461	332	107
"ID"	2000	"Buhl 2"	"Twin Falls"	245	97	595	381	262	90
"ID"	2000	"Buhl 3"	"Twin Falls"	215	57	446	291	217	52
"ID"	2000	"Buhl 4"	"Twin Falls"	253	118	675	428	271	123
"ID"	2000	"Buhl 5"	"Twin Falls"	130	64	357	230	148	67
"ID"	2000	"Buhl 6"	"Twin Falls"	115	57	248	187	131	48
"ID"	2000	"Buhl 7"	"Twin Falls"	351	130	754	537	375	120
"ID"	2000	"Castleford 1"	"Twin Falls"	256	66	495	348	277	61
"ID"	2000	"Clover 1"	"Twin Falls"	116	14	213	152	124	18
"ID"	2000	"Deep Creek 1"	"Twin Falls"	294	78	666	421	298	91
"ID"	2000	"Filer 1"	"Twin Falls"	358	97	788	491	388	83
"ID"	2000	"Filer 2"	"Twin Falls"	534	167	1113	747	547	154
"ID"	2000	"Filer 3"	"Twin Falls"	340	142	725	518	362	120
"ID"	2000	"Hansen 1"	"Twin Falls"	466	143	1143	680	501	128
"ID"	2000	"Hollister 1"	"Twin Falls"	325	57	605	424	320	73
"ID"	2000	"Kimberly 1"	"Twin Falls"	327	127	721	490	355	98
"ID"	2000	"Kimberly 2"	"Twin Falls"	531	118	995	701	545	113
"ID"	2000	"Kimberly 3"	"Twin Falls"	226	41	446	300	232	46
"ID"	2000	"Maroa 1"	"Twin Falls"	162	31	278	206	162	32
"ID"	2000	"Murtaugh 1"	"Twin Falls"	224	42	506	292	230	42
"ID"	2000	"Absentee"	"Twin Falls"	808	269		1186	838	261
"ID"	2000	"Absentee"	"Twin Falls"	1162	356		1743	1252	321
"ID"	2000	"Absentee"	"Twin Falls"	17	7		25	17	4
"ID"	2000	"Alpha"	"Valley"	148	31	336	204	140	49
"ID"	2000	"Cascade"	"Valley"	263	76	734	380	272	82
"ID"	2000	"Donnelly"	"Valley"	33	16	115	55	36	17
"ID"	2000	"McCall"	"Valley"	492	315	1905	908	474	368
"ID"	2000	"Payette"	"Valley"	298	154	891	503	255	204
"ID"	2000	"Roseberry"	"Valley"	521	258	1485	884	527	277
"ID"	2000	"West Mountain"	"Valley"	271	65	616	364	263	73
"ID"	2000	"Yellow Pine"	"Valley"	39	8	76	61	42	12
"ID"	2000	"Absentee"	"Valley"	483	206		749	467	212
"ID"	2000	"01 Eaton Hale"	"Washington"	539	125	879	693	475	137
"ID"	2000	"02 West Weiser"	"Washington"	218	105	475	352	204	92
"ID"	2000	"03 South Weiser"	"Washington"	170	107	434	309	171	97
"ID"	2000	"04 Weiser"	"Washington"	271	137	590	445	244	130
"ID"	2000	"05 Middle Weiser"	"Washington"	195	112	459	331	194	105
"ID"	2000	"06 East Weiser"	"Washington"	282	52	469	363	271	59
"ID"	2000	"07 Midvale"	"Washington"	289	53	481	370	277	52
"ID"	2000	"08 Cambridge"	"Washington"	391	82	752	524	373	84
"ID"	2000	"09 Pioneer"	"Washington"	252	142	595	438	256	132
"ID"	2000	"10 Sunnyside"	"Washington"	292	65	488	385	286	64
