state	year	cd	county	precinct	vtd	g2004_USS_rv	g2004_USS_dv	g2004_USP_rv	g2004_USP_dv	g2004_USH_dv	g2004_USH_rv
"KS"	2004		"SEDGWICK"	"Rockford Precinct 03"	"000730"			0	0		
"KS"	2004	4	"SEDGWICK"	"Salem Precinct 02"	"200310"	708	207	679	309	283	649
"KS"	2004	4	"SEDGWICK"	"Salem Precinct 03"	"200300"	508	162	476	233	207	468
"KS"	2004	4	"SEDGWICK"	"Sherman"	"000780"	465	70	434	133	95	439
"KS"	2004	4	"SEDGWICK"	"Union"	"000790"	860	69	828	126	95	835
"KS"	2004	4	"SEDGWICK"	"Valley Center City Ward 01 Precinct 01"	"00081A"	496	149	489	194	200	448
"KS"	2004	4	"SEDGWICK"	"Valley Center City Ward 02 Precinct 01"	"000820"	759	135	706	220	212	683
"KS"	2004	4	"SEDGWICK"	"Valley Center City Ward 03 Precinct 01"	"00083A"	1171	258	1120	378	356	1093
"KS"	2004	4	"SEDGWICK"	"Viola"	"000850"	184	54	168	79	73	165
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 103"	"000870"	599	285	547	462	370	547
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 104"	"001210"	369	166	347	244	214	333
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 105"	"000900"	335	224	292	358	302	279
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 106"	"000880"	676	486	612	679	612	594
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 109"	"000920"	402	428	337	617	558	314
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 110"	"200400"	102	358	56	523	499	38
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 111"	"000940"	80	403	47	578	522	42
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 113"	"000960"	368	307	329	409	380	325
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 114"	"000970"	617	393	543	577	499	542
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 119"	"001050"	100	409	70	549	508	63
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 120"	"001060"	250	422	191	591	555	181
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 121"	"001070"	158	334	93	487	443	94
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 122"	"001080"	321	390	259	557	500	260
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 123"	"001090"	341	262	289	374	339	295
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 125"	"001020"	111	382	59	584	525	53
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 126"	"001030"	101	400	53	587	544	46
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 128"	"200440"	205	398	131	591	552	129
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 133"	"200460"	475	359	385	546	488	387
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 134"	"001150"	427	328	369	477	434	361
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 136"	"001200"	542	270	500	369	339	483
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 137"	"001170"	446	190	398	291	261	400
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 138"	"001160"	596	228	556	337	296	550
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 201"	"001240"	395	245	365	319	297	354
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 202"	"001250"	416	246	402	303	294	390
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 203"	"001260"	513	272	474	353	332	465
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 204"	"001270"	387	285	395	340	333	359
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 205"	"001280"	544	233	532	304	292	495
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 207"	"001330"	402	197	375	263	239	359
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 208"	"200470"	608	269	573	361	314	565
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 209"	"001350"	570	158	523	243	210	535
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 210"	"001360"	600	200	564	290	234	569
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 211"	"200490"	649	149	631	200	173	624
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 212"	"001520"	552	208	521	304	267	518
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 213"	"001530"	526	215	507	291	264	503
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 215"	"001560"	546	186	501	269	225	522
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 216"	"001620"	597	190	562	256	236	560
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 217"	"400760"	1134	288	1080	439	360	1084
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 218"	"001580"	1134	358	1058	520	475	1037
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 222"	"200530"	770	208	744	277	256	728
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 224"	"001710"	750	151	737	214	201	704
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 228"	"001390"	219	172	199	234	210	191
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 229"	"001400"	561	308	510	457	396	502
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 230"	"001500"	1004	374	955	515	448	955
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 233"	"001470"	532	225	474	331	296	474
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 234"	"001460"	534	225	497	333	299	476
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 235"	"200560"	414	196	391	279	237	383
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 236"	"001440"	342	158	314	224	191	317
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 237"	"001600"	424	186	386	272	243	376
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 238"	"00400A"	353	149	329	218	189	321
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 239"	"001630"	563	192	521	295	251	510
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 240"	"001430"	631	231	604	330	287	580
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 241"	"200550"	532	209	514	305	268	496
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 242"	"200580"	409	123	396	177	162	380
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 243"	"200570"	805	152	783	220	187	782
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 244"	"00166A"	621	205	607	263	257	565
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 245"	"200590"	522	142	504	194	159	510
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 301"	"001750"	301	176	280	274	235	260
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 302"	"001760"	545	304	501	452	383	487
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 304"	"001780"	319	147	301	217	198	291
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 305"	"001790"	442	250	406	357	307	398
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 307"	"001810"	1021	388	969	598	494	942
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 309"	"001830"	479	298	414	438	360	410
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 310"	"001840"	460	211	435	305	254	428
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 312"	"001870"	472	273	413	399	338	417
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 314"	"001900"	535	236	460	390	312	478
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 317"	"001310"	339	238	308	336	291	304
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 318"	"001340"	472	248	419	359	324	404
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 319"	"001970"	351	307	300	435	354	312
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 320"	"001860"	467	246	401	372	328	399
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 322"	"001960"	412	237			285	369
"KS"	2004		"SEDGWICK"	"Wichita Precinct 322"	"002000"			391	327		
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 323"	"001940"	521	224	477	337	268	480
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 324"	"001930"	538	276	497	370	342	480
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 325"	"001950"	211	138	213	223	179	190
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 326"	"400870"	242	191	213	264	236	212
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 330"	"400910"	593	304	549	423	373	537
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 331"	"00408A"	437	177	403	266	221	397
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 401"	"002350"	275	148	248	210	178	251
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 402"	"002030"	873	382	766	581	507	754
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 405"	"002060"	448	187	424	302	261	403
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 406"	"002070"	393	217	358	317	269	352
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 409"	"200620"	500	222	431	346	283	451
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 410"	"002110"	366	136	311	218	178	327
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 411"	"002120"	913	379	886	520	489	836
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 413"	"002140"	450	225	413	331	285	411
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 416"	"002170"	513	207	462	319	300	433
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 417"	"400960"	487	226	459	320	286	446
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 419"	"002200"	921	421	867	595	537	830
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 421"	"002220"	614	233	560	334	307	545
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 423"	"00224A"	637	180	580	288	239	587
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 424"	"002250"	425	203	399	305	251	405
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 426"	"002270"	475	198	425	316	268	428
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 427"	"401050"	499	181	468	281	237	470
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 428"	"00229A"	460	228	424	342	294	417
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 431"	"002320"	426	178	398	278	231	379
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 433"	"002340"	629	158	601	241	213	586
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 437"	"401130"	1075	248	1050	362	319	1029
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 438"	"401140"	1035	259	1001	377	326	1004
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 501"	"00244A"	414	163	393	207	207	366
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 502"	"00244B"	393	152	378	204	179	376
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 503"	"401170"	493	195	463	282	243	458
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 504"	"401180"	423	152	388	246	219	366
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 505"	"002490"	494	172	480	243	214	470
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 506"	"002500"	500	161	470	232	209	463
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 507"	"002740"	391	136	361	218	159	379
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 508"	"002510"	564	139	519	221	199	520
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 509"	"002550"	1031	335	950	495	461	949
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 510"	"002540"	512	162	487	224	200	490
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 512"	"401190"	459	140	427	213	190	419
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 513"	"401200"	435	136	435	177	173	418
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 515"	"002760"	1411	294	1384	447	388	1363
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 516"	"002640"	1190	258	1127	385	346	1116
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 517"	"401220"	654	131	620	206	187	616
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 518"	"401230"	1081	299	1021	443	391	1012
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 519"	"401240"	644	150	626	214	204	606
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 522"	"002570"	1462	293	1400	432	384	1391
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 524"	"002590"	1165	194	1120	330	302	1079
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 528"	"300090"	568	132	536	203	181	525
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 529"	"002480"	529	163	499	250	207	500
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 530"	"300100"	481	127	459	191	162	453
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 531"	"200640"	1095	161	1074	250	222	1041
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 533"	"00271A"	882	168	866	245	221	845
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 534"	"002530"	713	192	641	313	265	638
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 535"	"002520"	470	141	432	225	189	442
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 536"	"002780"	543	106	526	152	141	514
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 537"	"00283B"	835	148	802	227	204	781
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 538"	"00283A"	620	121	578	206	175	583
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 540"	"00261A"	549	173	504	254	231	498
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 541"	"00261B"	411	98	382	157	133	381
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 542"	"00263A"	612	115	571	200	166	576
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 543"	"00263B"	995	220	969	300	281	938
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 601"	"002940"	291	189	261	295	255	260
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 603"	"401390"	435	414	410	552	506	399
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 604"	"401400"	363	288	331	381	360	314
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 605"	"401410"	346	242	311	339	321	303
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 606"	"401420"	351	147	329	226	197	312
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 607"	"401430"	362	143	335	225	197	328
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 608"	"002950"	474	182	432	287	236	431
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 609"	"401440"	307	135	276	203	175	278
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 610"	"002960"	506	206	451	315	267	459
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 612"	"002910"	839	332	766	522	456	755
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 614"	"003090"	330	293	277	462	366	286
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 617"	"003040"	957	574	846	810	737	843
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 618"	"003010"	837	346	772	494	423	791
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 621"	"002915"	503	197	446	316	259	457
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 622"	"002930"	590	190	535	306	268	539
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 624"	"003070"	386	168	358	265	225	363
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 627"	"003110"	409	197	361	265	251	381
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 628"	"003100"	892	341	835	483	450	812
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 630"	"200680"	756	419	669	648	599	626
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 631"	"003150"	320	136	318	180	179	292
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 632"	"003140"	617	219	574	317	305	555
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 634"	"00317A"	364	152	339	208	204	317
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 635"	"200660"	398	106	390	145	123	388
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 636"	"300470"	329	138	309	201	162	309
"KS"	2004	4	"SEDGWICK"	"Wichita Precinct 637"	"00317C"	500	135	481	186	168	472
"KS"	2004	1	"SEWARD"	"ADVANCED"	"999998"	1278	279	1285	394		1389
"KS"	2004	1	"SEWARD"	"Fargo Township 1"	"10"	39	5	42	4		39
"KS"	2004	1	"SEWARD"	"Fargo Township 2"	"20"	28	3	29	4		28
"KS"	2004	1	"SEWARD"	"Fargo Township 3"	"30"	17	1	18	0		17
"KS"	2004	1	"SEWARD"	"Fargo Township 4"	"40"	62	13	67	17		64
"KS"	2004	1	"SEWARD"	"Kismet City"	"300010"	112	11	103	25		117
"KS"	2004	1	"SEWARD"	"Liberal Township 1"	"00005A"	53	1	48	6		52
"KS"	2004	1	"SEWARD"	"Liberal Township 2"	"60"	26	1	27	0		29
"KS"	2004	1	"SEWARD"	"Liberal Township 3"	"70"	42	2	43	5		42
"KS"	2004	1	"SEWARD"	"Liberal Township 4"	"00008A"	27	4	28	3		29
"KS"	2004	1	"SEWARD"	"Liberal Township 5"	"90"	22	1	23	1		23
"KS"	2004	1	"SEWARD"	"Liberal Ward 1 Precinct 1"	"100"	229	33	230	53		236
"KS"	2004	1	"SEWARD"	"Liberal Ward 1 Precinct 2"	"110"	229	62	240	84		254
"KS"	2004	1	"SEWARD"	"Liberal Ward 1 Precinct 3"	"120"	220	38	209	57		218
"KS"	2004	1	"SEWARD"	"Liberal Ward 2"	"130"	267	64	268	86		293
"KS"	2004	1	"SEWARD"	"Liberal Ward 3"	"140"	205	44	188	73		209
"KS"	2004	1	"SEWARD"	"Liberal Ward 4"	"150"	277	37	280	51		292
"KS"	2004	1	"SEWARD"	"Liberal Ward 5"	"160"	145	27	145	44		160
"KS"	2004	1	"SEWARD"	"Liberal Ward 6 Precinct 1"	"170"	462	62	457	93		479
"KS"	2004	1	"SEWARD"	"Liberal Ward 6 Precinct 2"	"180"	366	55	362	82		394
"KS"	2004	1	"SEWARD"	"PROVISIONAL"	"999999"	104	21	108	32		114
"KS"	2004	1	"SEWARD"	"Seward Township 1"	"190"	23	2	21	3		24
"KS"	2004	1	"SEWARD"	"Seward Township 2"	"200"	34	1	32	3		34
"KS"	2004	1	"SEWARD"	"Seward Township 3"	"210"	17	1	19	2		20
"KS"	2004	2	"SHAWNEE"	"(C.) Montara"	"000210"	295	76	247	133	120	249
"KS"	2004	2	"SHAWNEE"	"(S.P.) Deer Creek"	"000050"	19	10	17	12	14	15
"KS"	2004	2	"SHAWNEE"	"(W.M.) Indian Hills"	"300160"	505	149	422	248	235	418
"KS"	2004	2	"SHAWNEE"	"(W.M.) Vacquero"	"300100"	506	151	450	235	240	420
"KS"	2004	2	"SHAWNEE"	"(W.S.) Indianola"	"200020"	277	89	238	134	147	211
"KS"	2004	2	"SHAWNEE"	"(W.S.) Whitfield"	"001880"	273	106	237	153	156	215
"KS"	2004	2	"SHAWNEE"	"ADVANCED"	"999998"			6313	6344	6430	5904
"KS"	2004	2	"SHAWNEE"	"Apache"	"000010"	558	159	472	268	265	458
"KS"	2004	2	"SHAWNEE"	"Central Mission"	"000020"	411	98	371	153	167	342
"KS"	2004	2	"SHAWNEE"	"Cheyenne"	"300020"	422	126	348	224	213	327
"KS"	2004	2	"SHAWNEE"	"Cullen"	"200050"	295	140	245	202	196	240
"KS"	2004	2	"SHAWNEE"	"Dover"	"000060"	272	79	232	122	150	203
"KS"	2004	2	"SHAWNEE"	"East Auburn"	"000070"	577	128	519	210	232	475
"KS"	2004	2	"SHAWNEE"	"East Peck"	"000080"	234	84	192	132	128	188
"KS"	2004	2	"SHAWNEE"	"East Rossville"	"000090"	311	78	260	141	159	232
"KS"	2004	2	"SHAWNEE"	"East Silver Lake"	"000100"	519	156	407	285	285	395
"KS"	2004	2	"SHAWNEE"	"East Soldier"	"000110"	480	171	394	273	302	349
"KS"	2004	2	"SHAWNEE"	"East Wichita"	"300060"	395	88	329	170	160	322
"KS"	2004	2	"SHAWNEE"	"Elmont"	"000130"	477	142	389	254	278	347
"KS"	2004	2	"SHAWNEE"	"Fox"	"000140"	598	181	505	299	310	456
"KS"	2004	2	"SHAWNEE"	"Grove"	"000150"	196	44	178	76	95	147
"KS"	2004	2	"SHAWNEE"	"Kaw"	"000180"	309	101	259	165	170	241
"KS"	2004	2	"SHAWNEE"	"Kiowa"	"000190"	423	142	352	222	240	329
"KS"	2004	2	"SHAWNEE"	"Menoken"	"000200"	553	158	496	231	239	456
"KS"	2004	2	"SHAWNEE"	"Muddy"	"000220"	560	136	475	242	274	417
"KS"	2004	2	"SHAWNEE"	"North Mission"	"400080"	377	108	334	171	198	300
"KS"	2004	2	"SHAWNEE"	"North Tecumseh"	"000260"	302	146	240	215	223	221
"KS"	2004	2	"SHAWNEE"	"Northeast Monmouth"	"000270"	307	109	281	143	162	244
"KS"	2004	2	"SHAWNEE"	"Northwest Monmouth"	"000280"	384	87	336	165	178	302
"KS"	2004	2	"SHAWNEE"	"PROVISIONAL"	"999999"			721	826	791	674
"KS"	2004	2	"SHAWNEE"	"Pauline"	"300080"	169	67	135	112	104	134
"KS"	2004	2	"SHAWNEE"	"Pawnee"	"000290"	386	106	344	162	172	315
"KS"	2004	2	"SHAWNEE"	"Peck"	"000300"	208	76	172	122	132	153
"KS"	2004	2	"SHAWNEE"	"Ponca"	"000310"	226	66	181	116	121	172
"KS"	2004	2	"SHAWNEE"	"Pottawatomie"	"000320"	498	179	432	268	272	399
"KS"	2004	2	"SHAWNEE"	"Rochester"	"000330"	323	111	270	176	186	254
"KS"	2004	2	"SHAWNEE"	"Sherwood"	"000340"	302	91	263	138	163	233
"KS"	2004	2	"SHAWNEE"	"Sioux"	"000350"	287	104	241	165	174	221
"KS"	2004	2	"SHAWNEE"	"South Mission"	"000360"	439	131	405	201	222	353
"KS"	2004	2	"SHAWNEE"	"South Monmouth"	"000370"	401	112	352	174	180	327
"KS"	2004	2	"SHAWNEE"	"South Sherwood"	"000390"	644	120	581	209	236	535
"KS"	2004	2	"SHAWNEE"	"South Tecumseh"	"000400"	243	99	204	143	160	180
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 01 Precinct 01"	"000410"	132	81	94	127	121	91
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 01 Precinct 02"	"000420"	189	90	131	168	144	139
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 01 Precinct 03"	"000430"	163	94	128	144	131	124
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 01 Precinct 04"	"000440"	183	109	135	172	151	141
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 01 Precinct 05"	"300050"	376	148	282	250	235	277
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 01 Precinct 06"	"000460"	223	67	197	103	104	181
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 01 Precinct 96"	"000470"	102	22	84	43	38	83
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 02 Precinct 01"	"000480"	232	107	171	183	165	173
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 02 Precinct 02"	"000490"	150	80	121	121	113	120
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 02 Precinct 03"	"000500"	154	70	126	110	107	120
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 02 Precinct 04"	"000510"	137	82	111	124	131	93
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 02 Precinct 05"	"000520"	129	97	96	136	134	91
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 02 Precinct 06"	"000530"	132	85	93	136	129	88
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 02 Precinct 07"	"000540"	88	71	57	115	110	61
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 02 Precinct 08"	"000550"	74	77	42	122	110	45
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 02 Precinct 09"	"000560"	170	125	127	188	181	121
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 02 Precinct 10"	"000570"	156	158	113	217	211	112
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 02 Precinct 11"	"000580"	91	62	64	95	95	60
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 03 Precinct 01"	"000590"	232	114	173	198	184	173
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 03 Precinct 02"	"000600"	177	114	145	169	168	132
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 03 Precinct 03"	"000610"	102	76	73	120	105	77
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 03 Precinct 04"	"000620"	110	46	77	85	74	86
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 03 Precinct 05"	"000630"	97	68	65	106	92	71
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 03 Precinct 06"	"000640"	108	108	79	153	145	82
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 03 Precinct 07"	"000650"	122	81	91	122	109	90
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 03 Precinct 08"	"000660"	142	102	99	160	145	107
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 03 Precinct 09"	"000670"	79	61	46	100	88	55
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 03 Precinct 10"	"000680"	102	72	77	113	92	84
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 04 Precinct 01"	"000690"	160	102	102	172	149	111
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 04 Precinct 02"	"000700"	94	103	49	154	137	59
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 04 Precinct 03"	"000710"	73	81	50	118	109	47
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 04 Precinct 04"	"000720"	88	114	46	170	144	57
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 04 Precinct 05"	"000730"	52	40	32	65	62	33
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 04 Precinct 06"	"000740"	133	104	101	149	149	90
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 04 Precinct 07"	"000750"	111	92	74	146	135	68
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 04 Precinct 08"	"000760"	158	90	96	171	145	103
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 04 Precinct 09"	"000770"	137	130	80	202	177	96
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 04 Precinct 10"	"000780"	185	111	129	187	175	126
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 04 Precinct 11"	"000790"	195	98	159	152	144	153
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 05 Precinct 01"	"200090"	296	127	219	211	190	228
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 05 Precinct 02"	"000820"	142	106	90	163	138	108
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 05 Precinct 03"	"000830"	158	93	125	137	115	128
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 05 Precinct 04"	"000840"	160	95	104	159	148	102
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 05 Precinct 05"	"000850"	145	119	112	171	169	98
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 05 Precinct 06"	"000860"	144	83	99	138	117	108
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 05 Precinct 07"	"000870"	149	96	93	164	162	94
"KS"	2004	2	"SHAWNEE"	"Topeka Ward 05 Precinct 08"	"000880"	140	81	102	120	123	96
