state	year	cd	county	precinct	vtd	g2004_USS_rv	g2004_USS_dv	g2004_USP_rv	g2004_USP_dv	g2004_USH_dv	g2004_USH_rv
"KS"	2004	1	"FINNEY"	"Garden City Ward 2"	"000030"	201	66	196	100		239
"KS"	2004	1	"FINNEY"	"Garden City Ward 3"	"000040"	330	81	332	113		373
"KS"	2004	1	"FINNEY"	"Garden City Ward 4 H123"	"200020"	200	64	197	74		243
"KS"	2004	1	"FINNEY"	"Garden City Ward 5"	"000060"	244	60	229	103		281
"KS"	2004	1	"FINNEY"	"Garden City Ward 6"	"000070"	225	46	227	67		237
"KS"	2004	1	"FINNEY"	"Garden City Ward 7"	"000080"	211	51	184	95		233
"KS"	2004	1	"FINNEY"	"Garden City Ward 8"	"00009A"	360	82	331	128		395
"KS"	2004	1	"FINNEY"	"Garden City Ward 9"	"000100"	239	59	218	109		266
"KS"	2004	1	"FINNEY"	"Holcomb Precinct"	"000190"	626	92	606	143		676
"KS"	2004	1	"FINNEY"	"Huffman Precinct"	"000200"	187	34	187	45		197
"KS"	2004	1	"FINNEY"	"Jennie Barker Precinct"	"00021A"	308	43	297	66		327
"KS"	2004	1	"FINNEY"	"Kalvesta Precinct"	"000220"	56	9	54	16		55
"KS"	2004	1	"FINNEY"	"Mack Precinct"	"000230"	109	33	102	48		121
"KS"	2004	1	"FINNEY"	"PROVISIONAL"	"999999"	125	31	127	47		131
"KS"	2004	1	"FINNEY"	"Pierceville Precinct H117"	"200030"	47	5	43	10		50
"KS"	2004	1	"FINNEY"	"Pierceville Precinct H122"	"200040"	99	2	99	5		100
"KS"	2004	1	"FINNEY"	"Pleasant Valley Precinct"	"000250"	58	4	54	9		57
"KS"	2004	1	"FINNEY"	"Plymell Precinct"	"000260"	131	17	129	25		145
"KS"	2004	1	"FINNEY"	"Riverside Precinct H117"	"200050"	269	42	267	58		294
"KS"	2004	1	"FINNEY"	"Riverside Precinct H122"	"200060"	78	11	84	13		80
"KS"	2004	1	"FINNEY"	"Theoni Precinct"	"000280"	49	3	50	4		49
"KS"	2004	1	"FORD"	"ADVANCED"	"999998"	1560	445	1456	602		1769
"KS"	2004	1	"FORD"	"Bloom Township"	"000010"	17	3	17	4		19
"KS"	2004	1	"FORD"	"Bucklin City"	"000020"	254	36	240	56		276
"KS"	2004	1	"FORD"	"Bucklin Township"	"000030"	55	1	50	7		54
"KS"	2004	1	"FORD"	"Concord Township"	"000040"	34	3	35	4		36
"KS"	2004	1	"FORD"	"Dodge City Precinct 1"	"00005A"	372	120	351	162		403
"KS"	2004	1	"FORD"	"Dodge City Precinct 2"	"000060"	206	77	184	115		220
"KS"	2004	1	"FORD"	"Dodge City Precinct 3"	"000070"	258	82	223	131		275
"KS"	2004	1	"FORD"	"Dodge City Precinct 4"	"00008A"	640	163	583	245		717
"KS"	2004	1	"FORD"	"Dodge City Precinct 5"	"000090"	984	178	927	273		1053
"KS"	2004	1	"FORD"	"Dodge City Precinct 6"	"000100"	1147	183	1054	299		1227
"KS"	2004	1	"FORD"	"Dodge Township Ward 3"	"000200"	5	2	3	4		7
"KS"	2004	1	"FORD"	"Dodge Township"	"000190"	162	18	155	28		163
"KS"	2004	1	"FORD"	"Enterprise Township"	"000210"	121	19	109	29		127
"KS"	2004	1	"FORD"	"Fairview Township"	"000220"	85	5	79	12		83
"KS"	2004	1	"FORD"	"Ford City"	"000230"	92	12	87	17		91
"KS"	2004	1	"FORD"	"Ford Township"	"000240"	59	4	58	5		57
"KS"	2004	1	"FORD"	"Grandview Township Ward 2"	"000290"	65	20	55	34		69
"KS"	2004	1	"FORD"	"Grandview Township"	"000250"	114	23	105	33		117
"KS"	2004	1	"FORD"	"PROVISIONAL"	"999999"	185	60	173	85		202
"KS"	2004	1	"FORD"	"Richland Township"	"000260"	124	30	116	42		128
"KS"	2004	1	"FORD"	"Royal Township"	"000270"	60	6	61	7		65
"KS"	2004	1	"FORD"	"Sodville Township"	"000280"	35	3	34	5		38
"KS"	2004	1	"FORD"	"Spearville City"	"000300"	262	45	250	64		280
"KS"	2004	1	"FORD"	"Spearville Township"	"000310"	145	9	143	11		138
"KS"	2004	1	"FORD"	"Wheatland Township"	"000320"	55	7	54	8		54
"KS"	2004	1	"FORD"	"Wilburn Township"	"000330"	33	1	30	4		31
"KS"	2004	2	"FRANKLIN"	"ADVANCED"	"999998"	895	466	810	605	565	810
"KS"	2004	2	"FRANKLIN"	"Appanoose Township"	"000010"	74	36	76	42	49	63
"KS"	2004	2	"FRANKLIN"	"Centropolis North Township"	"000020"	172	32	169	41	47	161
"KS"	2004	2	"FRANKLIN"	"Centropolis South Township"	"000030"	134	54	128	66	67	123
"KS"	2004	2	"FRANKLIN"	"Cutler Township"	"000040"	235	94	228	124	110	223
"KS"	2004	2	"FRANKLIN"	"Franklin Township"	"000050"	849	295	783	392	368	786
"KS"	2004	2	"FRANKLIN"	"Greenwood Township"	"000060"	149	47	135	65	68	128
"KS"	2004	2	"FRANKLIN"	"Harrison Township"	"000070"	186	38	172	54	63	166
"KS"	2004	2	"FRANKLIN"	"Hayes Township"	"000080"	140	41	142	45	57	127
"KS"	2004	2	"FRANKLIN"	"Homewood Township"	"000090"	163	57	150	85	85	139
"KS"	2004	2	"FRANKLIN"	"Lincoln Township"	"000100"	314	77	275	129	132	270
"KS"	2004	2	"FRANKLIN"	"Ohio Township"	"000110"	241	72	233	102	101	217
"KS"	2004		"FRANKLIN"	"Ottawa Precinct 1 Exclave (A)"	"00013B"			0	0		
"KS"	2004	2	"FRANKLIN"	"Ottawa Precinct 1"	"00013A"	192	58	182	88	99	163
"KS"	2004	2	"FRANKLIN"	"Ottawa Precinct 2"	"000140"	389	171	368	216	224	350
"KS"	2004	2	"FRANKLIN"	"Ottawa Precinct 3"	"000150"	160	83	174	87	101	147
"KS"	2004	2	"FRANKLIN"	"Ottawa Precinct 4"	"000160"	256	110	243	145	132	244
"KS"	2004	2	"FRANKLIN"	"Ottawa Precinct 5"	"000170"	435	143	406	193	206	381
"KS"	2004	2	"FRANKLIN"	"Ottawa Precinct 6"	"000180"	212	84	206	111	133	173
"KS"	2004	2	"FRANKLIN"	"Ottawa Precinct 7"	"000190"	536	201	495	264	298	447
"KS"	2004	2	"FRANKLIN"	"Ottawa Precinct 8"	"00020A"	604	248	555	308	350	508
"KS"	2004		"FRANKLIN"	"Ottawa Township Rural Enclave"	"00012B"			0	0		
"KS"	2004	2	"FRANKLIN"	"Ottawa Township"	"00012A"	307	103	289	134	149	270
"KS"	2004	2	"FRANKLIN"	"PROVISIONAL"	"999999"	106	40	111	46	59	95
"KS"	2004	2	"FRANKLIN"	"Peoria Township"	"000210"	223	82	222	95	99	210
"KS"	2004	2	"FRANKLIN"	"Pomona Township"	"000220"	298	98	257	159	152	247
"KS"	2004	2	"FRANKLIN"	"Pottawatomie Township"	"000230"	224	84	214	106	111	196
"KS"	2004	2	"FRANKLIN"	"Richmond Township"	"000240"	227	99	210	129	131	201
"KS"	2004	2	"FRANKLIN"	"Williamsburg Township"	"000250"	177	65	158	90	97	147
"KS"	2004	2	"GEARY"	"ADVANCED"	"999998"	588	261	572	321	7	632
"KS"	2004	1	"GEARY"	"Blakely Township"	"000010"	31	11	31	13		39
"KS"	2004	1	"GEARY"	"Jackson Township"	"000050"	35	9	30	19		37
"KS"	2004	1	"GEARY"	"Jefferson Township"	"000060"	83	17	75	27		91
"KS"	2004	1	"GEARY"	"Jefferson"	"000030"	253	61	237	89		235
"KS"	2004	1	"GEARY"	"Junction City Ward 1 Precinct 1"	"00007A"	157	55	139	85		162
"KS"	2004	1	"GEARY"	"Junction City Ward 1 Precinct 2"	"000080"	184	43	168	64		195
"KS"	2004	1	"GEARY"	"Junction City Ward 1 Precinct 3"	"000090"	202	32	191	52		205
"KS"	2004	1	"GEARY"	"Junction City Ward 1 Precinct 4"	"000100"	338	133	305	181		388
"KS"	2004	1	"GEARY"	"Junction City Ward 1 Precinct 5"	"000110"	268	89	242	123		286
"KS"	2004	1	"GEARY"	"Junction City Ward 1 Precinct 6"	"00012A"	316	85	272	146		331
"KS"	2004	1	"GEARY"	"Junction City Ward 1 Precinct 7"	"00013A"	277	95	253	134		309
"KS"	2004	1	"GEARY"	"Junction City Ward 2 Precinct 1"	"000140"	42	26	34	35		47
"KS"	2004	1	"GEARY"	"Junction City Ward 2 Precinct 2"	"000150"	179	59	159	85		189
"KS"	2004	1	"GEARY"	"Junction City Ward 2 Precinct 3"	"00016A"	208	72	186	92		224
"KS"	2004	1	"GEARY"	"Junction City Ward 2 Precinct 4"	"00017A"	52	34	57	35		70
"KS"	2004	1	"GEARY"	"Junction City Ward 3 Precinct 1"	"000180"	65	40	63	50		68
"KS"	2004	1	"GEARY"	"Junction City Ward 3 Precinct 2"	"000190"	201	80	195	106		215
"KS"	2004	1	"GEARY"	"Junction City Ward 4 Precinct 1"	"00020A"	66	39	55	55		70
"KS"	2004		"GEARY"	"Junction City Ward 4 Precinct 2 Exclave"	"00021B"			196	221		
"KS"	2004	1	"GEARY"	"Junction City Ward 4 Precinct 2"	"00021A"	85	92	77	110		96
"KS"	2004	1	"GEARY"	"Junction City Ward 4 Precinct 3"	"00022A"	218	184				241
"KS"	2004	1	"GEARY"	"Junction City Ward 4 Precinct 4"	"000230"	52	38	48	53		56
"KS"	2004	1	"GEARY"	"Liberty Township"	"000240"	74	19	68	27		79
"KS"	2004	1	"GEARY"	"Lyon Township"	"000250"	108	21	107	23		116
"KS"	2004	1	"GEARY"	"Milford Township"	"000270"	422	106	400	159		454
"KS"	2004	1	"GEARY"	"PROVISIONAL"	"999999"	139	55	127	76		137
"KS"	2004	2	"GEARY"	"Smoky Hill Precinct B"	"00002B"	25	19	24	28	20	29
"KS"	2004	2	"GEARY"	"Smoky Hill Precinct D"	"00002D"	10	1	9	3	2	9
"KS"	2004	2	"GEARY"	"Smoky Hill Precinct H"	"00002H"	3	3	4	4	3	4
"KS"	2004	2	"GEARY"	"Smoky Hill Precinct I"	"00002I"	5	3	7	3	2	6
"KS"	2004	2	"GEARY"	"Smoky Hill Precinct L"	"00002L"	18	13	20	14	14	16
"KS"	2004	2	"GEARY"	"Smoky Hill Precinct N"	"00002N"	6	1	6	1	1	6
"KS"	2004	1	"GEARY"	"Smoky Hill Township Precinct 1"	"00029A"	319	55	303	77		332
"KS"	2004	1	"GEARY"	"Wingfield Precinct 1"	"000040"	47	16	43	20		47
"KS"	2004	1	"GOVE"	"ADVANCED"	"999998"	146	19	142	20		161
"KS"	2004	1	"GOVE"	"Baker Township"	"000010"	457	57	447	81		517
"KS"	2004	1	"GOVE"	"Gaeland Township"	"000020"	20	0	20	0		20
"KS"	2004	1	"GOVE"	"Gove Township"	"000030"	79	13	76	18		91
"KS"	2004	1	"GOVE"	"Grainfield Township"	"000040"	145	29	136	49		167
"KS"	2004	1	"GOVE"	"Grinnell Township"	"000050"	179	33	170	49		204
"KS"	2004	1	"GOVE"	"Jerome Township"	"000060"	63	3	59	7		62
"KS"	2004	1	"GOVE"	"Larrabee Township"	"000070"	35	1	39	0		40
"KS"	2004	1	"GOVE"	"Lewis Township"	"000080"	2	0	2	0		2
"KS"	2004	1	"GOVE"	"PROVISIONAL"	"999999"	14	3	14	2		15
"KS"	2004	1	"GOVE"	"Payne Township"	"000090"	98	14	91	21		108
"KS"	2004	1	"GRAHAM"	"ADVANCED"	"999998"	175	48	165	60		211
"KS"	2004	1	"GRAHAM"	"Allodium Township"	"000010"	21	1	22	2		22
"KS"	2004		"GRAHAM"	"Bogue City"	"000020"		0				
"KS"	2004	1	"GRAHAM"	"Bryant Township"	"000030"	19	6	23	7		26
"KS"	2004	1	"GRAHAM"	"Gettysburg Township"	"000040"	34	5	35	7		33
"KS"	2004	1	"GRAHAM"	"Graham Township"	"000050"	13	7	13	7		19
"KS"	2004	1	"GRAHAM"	"Happy Township"	"000060"	24	1	19	6		22
"KS"	2004	1	"GRAHAM"	"Hill City Precinct 1"	"000070"	76	16	68	32		86
"KS"	2004	1	"GRAHAM"	"Hill City Precinct 2"	"000080"	330	60	305	100		368
"KS"	2004	1	"GRAHAM"	"Hill City Precinct 3"	"000090"	133	28	128	36		149
"KS"	2004	1	"GRAHAM"	"Indiana Township"	"000100"	11	3	13	1		13
"KS"	2004	1	"GRAHAM"	"Millbrook Township"	"000110"	46	7	40	13		51
"KS"	2004	1	"GRAHAM"	"Morlan Township"	"000120"	34	3	33	4		37
"KS"	2004	1	"GRAHAM"	"Nicodemus Township"	"000140"	10	9	10	12		12
"KS"	2004	1	"GRAHAM"	"PROVISIONAL"	"999999"		2	15	4		16
"KS"	2004	1	"GRAHAM"	"Pioneer Township"	"000150"	17	4	20	4		21
"KS"	2004	1	"GRAHAM"	"Solomon Township"	"000160"	89	7	86	15		89
"KS"	2004	1	"GRAHAM"	"Wildhorse Township"	"000170"	86	22	87	24		96
"KS"	2004	1	"GRANT"	"ADVANCED"	"999998"	534	106	523	149		595
"KS"	2004	1	"GRANT"	"PROVISIONAL"	"999999"	71	7	83	10		84
"KS"	2004	1	"GRANT"	"Precinct 4"	"000010"	342	42	332	61		358
"KS"	2004	1	"GRANT"	"Ulysses Ward 1"	"000020"	293	66	291	85		335
"KS"	2004	1	"GRANT"	"Ulysses Ward 2"	"00003A"	524	89	488	143		581
"KS"	2004	1	"GRANT"	"Ulysses Ward 3"	"000040"	455	78	452	113		510
"KS"	2004	1	"GRAY"	"Cimarron Township"	"000010"	906	106	839	208		930
"KS"	2004	1	"GRAY"	"Copeland Township"	"000020"	140	14	139	21		145
"KS"	2004	1	"GRAY"	"East Hess Township"	"000030"	128	18	123	25		131
"KS"	2004	1	"GRAY"	"Foote Township"	"000040"	53	8	51	11		61
"KS"	2004	1	"GRAY"	"Ingalls Township"	"000050"	199	18	190	35		207
"KS"	2004	1	"GRAY"	"Logan Township"	"000060"	93	16	87	22		98
"KS"	2004	1	"GRAY"	"Montezuma Township"	"000070"	315	42	301	65		326
"KS"	2004	1	"GRAY"	"PROVISIONAL"	"999999"	95	7	86	21		87
"KS"	2004	1	"GREELEY"	"ADVANCED"	"999998"	96	20	96	28		105
"KS"	2004	1	"GREELEY"	"PROVISIONAL"	"999999"	7	0	7	1		7
"KS"	2004	1	"GREELEY"	"Tribune Precinct 1"	"000010"	185	21	175	42		192
"KS"	2004	1	"GREELEY"	"Tribune Precinct 2"	"000020"	157	16	143	35		171
"KS"	2004	1	"GREELEY"	"Tribune Precinct 3"	"000030"	164	20	163	32		189
"KS"	2004	4	"GREENWOOD"	"ADVANCED"	"999998"	342	122	302	176	122	254
"KS"	2004	4	"GREENWOOD"	"Bachelor Township"	"000010"	86	15	74	30	25	79
"KS"	2004	4	"GREENWOOD"	"Eureka Township"	"000020"	137	32	132	45	44	123
"KS"	2004	4	"GREENWOOD"	"Eureka Ward 1"	"000030"	285	72	272	111	99	264
"KS"	2004	4	"GREENWOOD"	"Eureka Ward 2"	"000040"	186	41	181	62	46	185
"KS"	2004	4	"GREENWOOD"	"Eureka Ward 3"	"000050"	216	68	185	111	81	201
"KS"	2004	4	"GREENWOOD"	"Fall River Township"	"000060"	59	14	59	19	21	55
"KS"	2004	1	"GREENWOOD"	"Janesville Township"	"000070"	170	43	170	49		195
"KS"	2004	1	"GREENWOOD"	"Lane Township"	"000080"	38	14	39	18		38
"KS"	2004	1	"GREENWOOD"	"Madison Township"	"000090"	324	67	309	95		350
"KS"	2004	4	"GREENWOOD"	"Otter Creek Township"	"000100"	56	32	58	36	41	51
"KS"	2004	4	"GREENWOOD"	"PROVISIONAL"	"999999"	37	7	35	12	11	21
"KS"	2004	4	"GREENWOOD"	"Pleasant Grove Township"	"000110"	24	5	27	4	10	20
"KS"	2004	4	"GREENWOOD"	"Quincy Township"	"000120"	31	9	36	7	9	32
"KS"	2004	1	"GREENWOOD"	"Salem Township"	"000130"	11	1	11	1		8
"KS"	2004	4	"GREENWOOD"	"Salt Springs Township"	"000140"	120	36	119	42	45	107
"KS"	2004	1	"GREENWOOD"	"Shell Rock Township"	"000150"	64	4	66	7		66
"KS"	2004		"GREENWOOD"	"South Salem Township C01"	"200010"			28	3		
"KS"	2004	4	"GREENWOOD"	"South Salem Township C04"	"200020"	28	2			4	25
"KS"	2004	4	"GREENWOOD"	"Spring Creek Township"	"000170"	40	4	38	7	8	38
"KS"	2004	4	"GREENWOOD"	"Twin Grove Township"	"000180"	153	58	141	76	68	142
"KS"	2004	1	"HAMILTON"	"ADVANCED"	"999998"	422	68	396	117		455
"KS"	2004	1	"HAMILTON"	"Bear Creek Township"	"000010"	11	2	10	1		13
"KS"	2004	1	"HAMILTON"	"Coolidge Township"	"000020"	11	4	12	6		13
"KS"	2004	1	"HAMILTON"	"Kendall Township"	"000030"	25	5	27	4		28
"KS"	2004	1	"HAMILTON"	"Lamont Township"	"000040"	12	1	11	2		12
"KS"	2004	1	"HAMILTON"	"Liberty Township"	"000050"	11	2	11	2		12
"KS"	2004	1	"HAMILTON"	"Medway Township"	"000060"	12	2	12	3		13
"KS"	2004	1	"HAMILTON"	"PROVISIONAL"	"999999"	17	3	14	7		19
"KS"	2004	1	"HAMILTON"	"Richland Township"	"000070"	9	0	8	0		8
"KS"	2004	1	"HAMILTON"	"Syracuse 1"	"000080"	104	11	96	24		110
"KS"	2004	1	"HAMILTON"	"Syracuse 2"	"000090"	67	6	58	16		66
"KS"	2004	1	"HAMILTON"	"Syracuse 3"	"000100"	91	8	84	21		94
"KS"	2004	1	"HAMILTON"	"Syracuse 4"	"300010"	40	4	42	3		40
"KS"	2004	1	"HAMILTON"	"Syracuse 5"	"300020"	112	7	107	23		122
"KS"	2004	4	"HARPER"	"ADVANCED"	"999998"	283	45	262	72	50	275
"KS"	2004	4	"HARPER"	"Anthony Ward 1"	"000010"	349	58	321	108	78	333
"KS"	2004	4	"HARPER"	"Anthony Ward 2"	"000020"	194	27	170	56	38	181
"KS"	2004	4	"HARPER"	"Anthony Ward 3"	"000030"	56	8	57	13	12	51
"KS"	2004	4	"HARPER"	"Anthony Ward 4"	"000040"	138	23	131	34	28	129
"KS"	2004	4	"HARPER"	"Harper Ward 1"	"000050"	231	64	207	99	75	222
"KS"	2004	4	"HARPER"	"Harper Ward 2"	"000060"	219	59	203	83	74	207
"KS"	2004	4	"HARPER"	"PROVISIONAL"	"999999"	21	7	21	9	7	20
"KS"	2004	4	"HARPER"	"Township 1"	"000070"	299	65	283	104	79	288
"KS"	2004	4	"HARPER"	"Township 2"	"000080"	50	0	54	1	1	48
"KS"	2004	4	"HARPER"	"Township 3"	"000090"	141	20	131	35	23	134
"KS"	2004	4	"HARPER"	"Township 4"	"000100"	52	20	45	34	22	53
"KS"	2004	4	"HARPER"	"Township 5"	"000110"	172	28	158	46	35	163
"KS"	2004	4	"HARPER"	"Township 6"	"000120"	121	18	111	33	28	111
"KS"	2004	4	"HARVEY"	"ADVANCED"	"999998"	1069	495	951	668	543	1032
"KS"	2004	4	"HARVEY"	"Alta Township"	"000010"	101	15	92	32	23	95
"KS"	2004	4	"HARVEY"	"Burrton Township"	"000020"	311	59	278	101	81	286
"KS"	2004	4	"HARVEY"	"Darlington Township"	"000030"	203	44	195	65	60	194
"KS"	2004	4	"HARVEY"	"Emma Township"	"000040"	204	39	197	47	48	197
"KS"	2004	4	"HARVEY"	"Garden Township"	"000050"	102	27	93	41	29	96
"KS"	2004	4	"HARVEY"	"Halstead City Ward 1 Precinct 1"	"000060"	274	66	245	106	80	262
"KS"	2004	4	"HARVEY"	"Halstead City Ward 1 Precinct 2"	"000070"	340	98	294	162	123	325
"KS"	2004	4	"HARVEY"	"Halstead Township"	"000080"	97	22	83	38	28	94
"KS"	2004	4	"HARVEY"	"Hesston Precinct 1"	"000090"	486	158	403	248	181	462
"KS"	2004	4	"HARVEY"	"Hesston Precinct 2"	"00010A"	597	152	535	234	188	561
"KS"	2004	4	"HARVEY"	"Highland Township"	"000110"	155	29	124	63	50	136
"KS"	2004	4	"HARVEY"	"Lake Township"	"000120"	68	10	55	25	21	58
"KS"	2004	4	"HARVEY"	"Lakin Township"	"000130"	98	22	100	26	27	92
"KS"	2004	4	"HARVEY"	"Macon Township"	"000140"	164	63	152	77	67	163
"KS"	2004	4	"HARVEY"	"Newton City Ward 1 Precinct 1"	"000150"	283	130	244	179	156	259
"KS"	2004	4	"HARVEY"	"Newton City Ward 1 Precinct 2"	"000160"	217	104	188	149	115	197
"KS"	2004	4	"HARVEY"	"Newton City Ward 1 Precinct 3"	"000170"	148	52	135	75	64	142
"KS"	2004	4	"HARVEY"	"Newton City Ward 2 Precinct 1"	"000180"	200	97	181	138	109	202
"KS"	2004	4	"HARVEY"	"Newton City Ward 2 Precinct 2"	"00019A"	601	211	546	292	237	575
"KS"	2004	4	"HARVEY"	"Newton City Ward 3 Precinct 1"	"000200"	238	125	207	173	141	229
"KS"	2004	4	"HARVEY"	"Newton City Ward 3 Precinct 2"	"000210"	423	155	385	216	189	406
"KS"	2004	4	"HARVEY"	"Newton City Ward 3 Precinct 3 Part A"	"00022A"	893	257	800	380	302	859
"KS"	2004	4	"HARVEY"	"Newton City Ward 4 Precinct 1"	"000230"	300	137	261	183	150	286
"KS"	2004	4	"HARVEY"	"Newton City Ward 4 Precinct 2"	"000240"	565	227	506	308	262	542
"KS"	2004	4	"HARVEY"	"Newton City Ward 4 Precinct 3"	"000250"	519	158	464	241	184	499
"KS"	2004	4	"HARVEY"	"Newton City Ward 4 Precinct 4"	"000260"	202	71	186	98	87	193
"KS"	2004	4	"HARVEY"	"Newton Township Part A"	"00027A"	179	21	156	46	37	160
"KS"	2004	4	"HARVEY"	"North Newton City"	"000280"	410	385	323	505	430	377
"KS"	2004	4	"HARVEY"	"PROVISIONAL"	"999999"	170	67	170	94	75	166
"KS"	2004	4	"HARVEY"	"Pleasant Township"	"000290"	182	51	168	68	56	177
"KS"	2004	4	"HARVEY"	"Richland Township"	"000300"	145	19	143	25	27	140
"KS"	2004	4	"HARVEY"	"Sedgwick Township"	"000310"	536	110	510	167	159	496
"KS"	2004	4	"HARVEY"	"Walton Township"	"000320"	179	40	164	61	45	170
"KS"	2004	1	"HASKELL"	"ADVANCED"	"999998"	277	27	259	49		294
"KS"	2004	1	"HASKELL"	"Ivanhoe Township"	"000010"	41	5	39	9		39
"KS"	2004	1	"HASKELL"	"North Dudley"	"000020"	50	2	48	4		52
"KS"	2004	1	"HASKELL"	"North Lockport"	"000030"	49	2	48	5		48
"KS"	2004	1	"HASKELL"	"PROVISIONAL"	"999999"	2	0	3	1		1
"KS"	2004	1	"HASKELL"	"Satanta 1"	"000040"	74	12	73	15		80
"KS"	2004	1	"HASKELL"	"Satanta 2"	"000050"	342	42	334	73		368
"KS"	2004	1	"HASKELL"	"South Lockport"	"000060"	54	4	52	8		52
"KS"	2004	1	"HASKELL"	"Sublette 1"	"000070"	332	18	318	37		333
"KS"	2004	1	"HASKELL"	"Sublette 3"	"000080"	185	17	182	26		200
"KS"	2004	1	"HODGEMAN"	"ADVANCED"	"999998"	120	16	113	28		121
"KS"	2004	1	"HODGEMAN"	"Benton Township"	"000010"	20	0	21			18
"KS"	2004	1	"HODGEMAN"	"Marena Township"	"000020"	203	15	195	31		211
"KS"	2004	1	"HODGEMAN"	"North Center"	"000030"	270	31	247	69		265
"KS"	2004	1	"HODGEMAN"	"North Hallet"	"000040"	6	0	6	0		6
"KS"	2004	1	"HODGEMAN"	"North Roscoe"	"000050"	25	0	24	3		25
"KS"	2004	1	"HODGEMAN"	"PROVISIONAL"	"999999"	3	0	3	0		3
"KS"	2004	1	"HODGEMAN"	"Sawlog Township"	"000060"	45	5	49	7		44
"KS"	2004	1	"HODGEMAN"	"South Center"	"000070"	193	31	183	52		209
"KS"	2004	1	"HODGEMAN"	"South Hallet"	"000080"	18	1	19	1		18
"KS"	2004	1	"HODGEMAN"	"South Roscoe"	"000090"	32	2	29	5		33
"KS"	2004	1	"HODGEMAN"	"Sterling Township"	"000100"	47	12	41	20		54
"KS"	2004	1	"HODGEMAN"	"Valley Township"	"000110"	25	5	23	7		26
"KS"	2004	2	"JACKSON"	"ADVANCED"	"999998"	691	223	623	317	350	563
"KS"	2004	2	"JACKSON"	"Adrian Township"	"000010"	47	9	38	15	16	40
"KS"	2004	2	"JACKSON"	"Banner Township"	"000020"	96	26	88	43	52	75
"KS"	2004	2	"JACKSON"	"Cedar Township"	"000030"	343	125	286	196	187	281
"KS"	2004	2	"JACKSON"	"Douglas Township"	"000040"	628	222	561	327	331	497
"KS"	2004	2	"JACKSON"	"Franklin Township"	"000050"	284	66	242	120	121	226
"KS"	2004	2	"JACKSON"	"Garfield Township"	"000060"	174	38	157	65	71	150
"KS"	2004	2	"JACKSON"	"Grant Township"	"000070"	62	18	47	39	34	42
"KS"	2004	2	"JACKSON"	"Holton Ward 1"	"00008A"	281	79	228	142	143	215
"KS"	2004	2	"JACKSON"	"Holton Ward 2"	"000090"	287	94	241	152	145	229
"KS"	2004	2	"JACKSON"	"Holton Ward 3"	"00010A"	229	80	196	124	122	185
"KS"	2004	2	"JACKSON"	"Jefferson Township"	"000110"	181	39	162	62	62	154
"KS"	2004	2	"JACKSON"	"Liberty Township"	"000120"	193	45	169	72	78	159
"KS"	2004	2	"JACKSON"	"Lincoln Township"	"000130"	166	80	126	127	100	141
"KS"	2004	2	"JACKSON"	"Netawaka Township"	"000140"	122	37	95	69	74	89
"KS"	2004	2	"JACKSON"	"PROVISIONAL"	"999999"	59	21	48	38	34	46
"KS"	2004	2	"JACKSON"	"Soldier Township"	"000150"	134	31	125	46	46	119
"KS"	2004	2	"JACKSON"	"Straight Creek Township"	"000160"	54	15	49	21	22	49
"KS"	2004	2	"JACKSON"	"Washington Township"	"000170"	158	26	128	52	58	127
"KS"	2004	2	"JACKSON"	"Whiting Township"	"000180"	130	26	121	37	45	110
"KS"	2004	2	"JEFFERSON"	"ADVANCED"	"999998"	444	283	401	349	336	387
"KS"	2004	2	"JEFFERSON"	"Delaware Township"	"000010"	587	209	525	305	348	436
"KS"	2004	2	"JEFFERSON"	"East Fairview"	"000020"	255	128	216	188	162	208
"KS"	2004	2	"JEFFERSON"	"Jefferson Township"	"000030"	360	117	324	170	159	304
"KS"	2004	2	"JEFFERSON"	"Kaw Township"	"000040"	452	166	421	218	232	379
"KS"	2004	2	"JEFFERSON"	"Kentucky Township"	"000050"	481	175	415	285	272	394
"KS"	2004	2	"JEFFERSON"	"Norton Township"	"000060"	301	80	247	135	125	245
"KS"	2004	2	"JEFFERSON"	"Oskaloosa Township"	"000070"	596	197	537	289	269	503
"KS"	2004	2	"JEFFERSON"	"Ozawkie Township"	"000080"	461	171	412	246	225	374
"KS"	2004	2	"JEFFERSON"	"PROVISIONAL"	"999999"	75	13	63	27	23	53
"KS"	2004	2	"JEFFERSON"	"Rock Creek Township"	"000090"	846	231	749	355	355	665
"KS"	2004	2	"JEFFERSON"	"Rural Township"	"000100"	246	85	217	122	120	214
"KS"	2004	2	"JEFFERSON"	"Sarcoxie Township"	"000110"	261	192	229	241	224	237
"KS"	2004	2	"JEFFERSON"	"Union Township"	"000120"	531	161	478	238	208	485
"KS"	2004	2	"JEFFERSON"	"West Fairview"	"000130"	195	60	174	85	86	161
"KS"	2004	1	"JEWELL"	"ADVANCED"	"999998"	200	36	191	52		219
"KS"	2004	1	"JEWELL"	"Allen Township"	"000010"	17	0	15	2		17
"KS"	2004	1	"JEWELL"	"Athens Township"	"000020"	25	2	27	0		25
"KS"	2004	1	"JEWELL"	"Browns Creek Township"	"000030"	28	0	28	0		28
"KS"	2004	1	"JEWELL"	"Buffalo Township"	"000040"	195	33	183	50		209
"KS"	2004	1	"JEWELL"	"Burr Oak Township"	"000050"	91	21	90	31		104
